task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1498530558919577,1.328288442169454,0.9850450556463486,0.008997782973933183,0.76779869071687,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
2,1.5358829395346758,2.3792174216328807,1.1727176446951757,-0.04780885662218345,0.8353339623222169,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
3,1.802413009928077,3.2921720773788716,1.0838556746531567,-0.05579913587828677,0.8899158268131019,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
4,2.006485909004316,4.076977938646603,0.9819205082428236,-0.05533042680441789,0.9394610982308912,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
5,2.168412715204089,4.769263296198642,0.9338560937457001,-0.07111566789111469,0.9860350618217768,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
6,2.3119112089514333,5.422395517360268,0.9078789656510727,-0.06489813084660917,1.034783817876791,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
7,2.43264725046521,6.002747177720456,0.8071524082508329,-0.05844553942830252,1.073522046088176,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
8,2.5609985564355475,6.637019895165294,0.8903843726095705,-0.05838387832793031,1.1142123580564935,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
9,2.6830759802241744,7.267891960557065,0.8855116723211721,-0.057611642256080405,1.151427064186535,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
10,2.7884731208904667,7.844130018680857,0.8433453062731913,-0.05781963587004218,1.1834147024395207,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
11,2.8951824553739995,8.454197483268786,0.8734032669793019,-0.05402780719105879,1.2224618757456112,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
12,2.9931925616015436,9.034826917709907,0.8638596859872888,-0.055455589612687116,1.2548717005248438,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
13,3.09134927316867,9.626149265225994,0.8772607378361356,-0.055950842239968816,1.2880667773815815,HP01,0.01,2,,,,,,,,,,,,,,,,,,,,,,,
