task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1550821915930285,1.3421115221807813,0.9968032858931284,0.01230448014090473,0.7810126908527433,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
2,1.542061179725819,2.397348387845861,1.1682896132185574,-0.0451495093014497,0.857610330785922,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
3,1.808209004958435,3.3028111372471125,1.0832145870439667,-0.05375160747270221,0.9212122459925596,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
4,1.9945769649980998,4.02989078394408,0.9520526261780984,-0.06681223112864604,0.9673884784063296,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
5,2.1545030586277445,4.716486658597539,0.9031278998578246,-0.061981390588107955,1.018691004103692,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
6,2.306873540147962,5.39580119525653,0.8909708285809451,-0.0581756771254795,1.0747107490080428,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
7,2.4387287728246263,6.027332918407054,0.9056307484715791,-0.0684129791055358,1.1195504315876477,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
8,2.570084728124133,6.687188389965777,0.9219428173906613,-0.0646639364162085,1.1552656332438367,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
9,2.681779516978866,7.280230329650301,0.8408914909119498,-0.057928531459373725,1.1915596654059515,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
10,2.798338464241566,7.911535865237693,0.8779733423749385,-0.05292355188190667,1.2264427426748399,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
11,2.9057940805008236,8.528115754492553,0.8810157597938522,-0.05385178285667875,1.2618263879444394,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
12,3.004980075822733,9.112512425226369,0.842615154880301,-0.05088219364621937,1.2958665035641146,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
13,3.1029907902930463,9.70269420682624,0.895746339312737,-0.05723275816498583,1.323967829382042,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
14,3.1990937068226146,10.308672721395796,0.92406755195297,-0.055678332516722454,1.3559713006034857,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
15,3.3006450957556996,10.961602762804922,0.9179697631555799,-0.04489774548052601,1.3943316034736404,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
16,3.395589831371187,11.593484796567704,0.9430312824031071,-0.04920182560100603,1.434421584202733,H00,0.0,0,,,,,,,,,,,,,,,,,,,,,,,
