task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1611008331072639,1.3553899512422571,1.0206986464341974,0.0018728016701984047,0.7900232740702119,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
2,1.537648440509625,2.385997396260178,1.160878192828489,-0.051725248463297166,0.8664254525054811,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
3,1.8044387091498428,3.2905171956032793,1.1165192418759728,-0.06569280706847926,0.9249888507961672,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
4,2.0089536676265465,4.082123698444079,1.0088491546598546,-0.06340520823735757,0.9826896058737689,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
5,2.175998424858417,4.7973324056125035,0.9505660790315659,-0.06509795915124805,1.0418595264303274,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
6,2.330308682633653,5.499458775608715,0.920956927114453,-0.05627784310927277,1.0823592596390956,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
7,2.457998790264702,6.123310193972834,0.8773056178943246,-0.06301006177678709,1.123527755614737,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
8,2.564227475562741,6.669231424580095,0.8304492642315988,-0.07171305777009102,1.1529595438502915,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
9,2.69138030779661,7.332837652639121,0.9068806556130043,-0.0558475418162258,1.1989587870012761,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
10,2.8072474830713445,7.961914084920834,0.86527736539967,-0.051822597606863086,1.2467673651361963,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
11,2.911637624341049,8.556572705314547,0.882202939448112,-0.05791520786041254,1.2873167503702911,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
12,3.023919920550947,9.208262438076881,0.9178220873481975,-0.050836950108185744,1.3206874002999474,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
13,3.128353422894817,9.84474865378545,0.949532323640954,-0.057080114733421505,1.3572303131999588,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
14,3.2226744611437494,10.446639392083723,0.8849590067096702,-0.04980074130396403,1.3861813991937382,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
15,3.3209631000491466,11.079414256794148,0.9471541045787997,-0.0523886115008505,1.4223553428834503,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
16,3.408602425583629,11.668339110372807,0.8782790877551829,-0.049516840538753465,1.4478308462482,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
17,3.493819353696391,12.254805778899527,0.9718602329913143,-0.060552381220616486,1.4760036050819758,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
18,3.577961387779469,12.847101875669534,0.9759062938774921,-0.05583958707461781,1.500418641503832,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
19,3.654945965213111,13.406601565727343,0.8577539515682843,-0.04809751199007684,1.5232133119079925,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
20,3.7301193707653733,13.959413171205526,1.0074964992287576,-0.06743696148376042,1.5483673134571945,HM03,-0.03,1,0.0014586569411701228,0.04602020307728814,0.0005750837925146898,0.7095909387862498,77.67217078364988,0.07627767996681199,0.14325270962285017,1.0,1.2434497875801753e-14,0.025508310371972667,39.496794751868286,0.14917822726868832,2.2191636475289114,-1.9884931425081185,0.16998046875,-0.016512024521955965,-0.0003170640271775036,0.9168999791145325,0.00320340929171285,0.0032034069122967596,0.003417750450733198,0.00021434115902034794,8.853347973127905
21,3.801845012118956,14.499205573629332,0.9720738508313587,-0.06123312724139749,1.5698395730143746,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
22,3.8789678007494315,15.087528568780131,0.9525038686980281,-0.05116586482388286,1.593692537729863,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
23,3.946277807103599,15.616488988741438,0.9757350985625937,-0.06094722418620397,1.6135141961046593,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
24,4.019508248852131,16.199776524210343,0.970456297356701,-0.05193772469438979,1.6346569305449066,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
25,4.100340618675177,16.857900168593847,1.0590991149451572,-0.049561285346172414,1.662903453256034,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
26,4.165701299054931,17.39593849538785,0.9384923733176137,-0.0525073240369867,1.6787028405440736,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
27,4.229739948908571,17.934411260258354,0.891095204306312,-0.04695318105894129,1.6998589726391322,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
28,4.301319580246301,18.544256640304322,1.0141870819794931,-0.04927586196851309,1.7202212471317753,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
29,4.374098346628426,19.174068074179374,0.9593521512269193,-0.0417373641503752,1.7419532233094501,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
30,4.432626213833983,19.691629261597253,0.9454573382158656,-0.0521646208883817,1.7558329110105786,HM03,-0.03,1,0.001511896913488441,0.049524861524298566,0.000557501761234844,0.7100044537181313,77.12436367410982,0.07756802659341844,0.15385576013231408,1.0,6.217248937900877e-15,0.024880071269872236,38.00058801924488,0.15954442119986456,2.5391489666053753,-2.154786395963616,0.18431640625,-0.010795451466241803,-0.0033122513320836336,0.9192000031471252,,,,,
31,4.492591487329805,20.22441414352436,0.982888578471317,-0.05303507326740582,1.774129510791002,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
32,4.552704767640556,20.764970868619038,0.9754435461749219,-0.05039674230495644,1.7896532367244147,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
33,4.609766360424864,21.28692964730434,0.9644718547318155,-0.051886581355796484,1.8046662102772664,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
34,4.668138622409938,21.83126988367767,1.0376159714320183,-0.054963703388303704,1.820441023487473,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
35,4.737278378011604,22.4798096909724,1.0255118374234322,-0.041376524914938956,1.8468584189869506,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
36,4.8017036944498095,23.093085779373467,1.0032572639485864,-0.042932169965065145,1.8664721111852782,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
37,4.8686711717097095,23.738577677653012,1.093385827217716,-0.0462263566254277,1.8828021317741477,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
38,4.937162733757136,24.409207334907933,1.169100483935532,-0.04984598973562832,1.9033898954213913,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
39,4.992681071751953,24.962009056250896,1.0212635821823859,-0.04986561448575226,1.9198108663599909,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
40,5.050186486578502,25.537297983727093,1.0293382186637643,-0.046598572738286465,1.9412378808378872,HM03,-0.03,1,0.0014639519526308301,0.051266328486264466,0.0005143666955510119,0.7205613924334598,77.04612082929161,0.07444200485323868,0.1565738990805128,1.0,5.329070518200751e-15,0.025330325609823713,40.636596406978754,0.15264662496257292,2.8553226877867472,-2.441447427514355,0.18009765625,-0.008879202098664897,-0.0008006094002318022,0.9176999926567078,0.003022696684789593,0.0030226951111878477,-0.004239594421978981,-0.007262291106768574,8.57499106025518
41,5.103623710397848,26.07796424107591,0.9992346306339237,-0.04738718692266539,1.9563477125550583,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
42,5.151619831537182,26.571353390195664,1.040969171849714,-0.05558100396388015,1.9627940349628108,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
43,5.2023647185752635,27.09990410434365,1.058926034828962,-0.05377608209020465,1.9739065350175558,HM03,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,
