task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1354185920937072,1.2975586435407331,0.9512668059210722,0.013244651226485856,0.768925072090533,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
2,1.5233595440238974,2.3386603905639736,1.1485927970636856,-0.043740975669443155,0.8400500160584613,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
3,1.7856252479968577,3.224447182569236,1.0499554411750587,-0.051842275825419476,0.9044750899089498,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
4,1.9766027870332374,3.965414637269606,0.9416795607878009,-0.06192734017916252,0.9555235782811964,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
5,2.135942839840898,4.641667272158842,0.8629518919434966,-0.05683870448597988,1.0025163423451502,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
6,2.282627536720582,5.3023335899118935,0.8634314580549414,-0.05635970960069903,1.0490328231135353,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
7,2.421507654444676,5.958458270285645,0.9076154250289319,-0.06199841563027868,1.0998160909259096,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
8,2.5461083725574647,6.585957239686967,0.8504606223190493,-0.0565643891469414,1.138768657518014,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
9,2.6571459337978784,7.16523056603921,0.8271130641350584,-0.056702203022526224,1.173525606391039,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
10,2.7697687484667926,7.756351589845462,0.8219576023246751,-0.05177451923861009,1.2141310763099051,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
11,2.8801317867605167,8.372892583405246,0.834021171916576,-0.04594531640058106,1.2562651500001858,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
12,2.976823037658804,8.932913249033856,0.8025650652024657,-0.05069022772973791,1.286063194713359,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
13,3.0778976583421724,9.536411944888707,0.8511483838222698,-0.047652484798273616,1.3134199445978336,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
14,3.1799381290759086,10.166450972835356,0.9042466851643337,-0.05144586567012265,1.3489682491050854,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
15,3.2764532931724206,10.783455703588652,0.9283619530793061,-0.05261483156548666,1.3773775775135197,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
16,3.363951230984388,11.366529650418336,0.8710288745152716,-0.048594692078642296,1.406460152105955,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
17,3.449059532793724,11.942481018436895,0.8987839190116392,-0.0524262802576215,1.4333001097578062,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
18,3.541474493688722,12.587696337730565,0.9267024142633127,-0.04564662635719646,1.4620422098051045,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
19,3.621708038761653,13.16161011610131,0.9413609093215887,-0.056046487935608486,1.486559056496941,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
20,3.693221024833698,13.683718695279827,0.809400128548173,-0.047111412562271554,1.5064023759736616,HP03,0.03,0,0.0013165183144920926,0.052306037217295466,0.00045544821220207184,0.7191899434922214,76.84090638240639,0.07895397812201335,0.22449180783112074,1.0,1.865174681370263e-14,0.022775669497829273,35.537929132020295,0.23477409897661652,2.3477228317533827,-1.871155885957959,0.18740234375,-0.00988386184130711,-0.00020156752677937432,0.9251000285148621,0.0020225406401431743,0.0020225484226485254,0.015442471845926644,0.01341993120578347,9.990531023769286
21,3.7650085113109446,14.221400802190422,0.9390410906250937,-0.0587617023949888,1.5227852860048536,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
22,3.8385892125923022,14.7847799775878,0.9641690622680571,-0.058005642555454325,1.536512333768124,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
23,3.9168345974107894,15.382926292603377,0.9026925043147668,-0.04419937168687652,1.5683947058097407,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
24,3.9917528627298235,15.971861322185871,0.938059860460267,-0.04759950660248271,1.5905265656068044,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
25,4.060654721601573,16.53205054523657,0.9210637350295108,-0.05184258332209343,1.606737429180447,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
26,4.131971201886703,17.113408403789514,0.9008922543841267,-0.04575962667881941,1.632038619682792,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
27,4.196655783741855,17.650316099403494,0.8892158457484635,-0.04889343913132991,1.6500416430631373,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
28,4.264874191548681,18.226777225899,0.9030972565526905,-0.04343046467934041,1.6696867669967952,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
29,4.32713315481686,18.76406868465154,0.9122241042827152,-0.04892309449476584,1.6853990936777832,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
30,4.393956643789145,19.34789228742451,0.9895059092257271,-0.04815265337720116,1.7061297441948553,HP03,0.03,0,0.001270710478026788,0.05770913432852596,0.0004238821014886555,0.675392198529458,76.91320922662133,0.07766337623169815,0.22257224573871348,1.0,2.6645352591003757e-15,0.025631787018533848,38.604639953907025,0.2388444548621098,2.729050708050621,-2.1726353463549612,0.1878125,-0.01068454775350942,-0.0008006224774723602,0.9146000146865845,,,,,
31,4.458962811496506,19.92269729030754,0.9357149545434812,-0.04419096217311164,1.7279905721529456,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
32,4.523482929333784,20.50376630294862,0.9522286254479759,-0.04540133052679625,1.7470957980634174,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
33,4.591351719529163,21.118692218973095,1.010601848304127,-0.04416496237320017,1.7635316975076551,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
34,4.657110359760149,21.72353030357664,0.9930610294676253,-0.04485645766613434,1.7773342359483513,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
35,4.729056782742857,22.393383324531406,1.0128549429846638,-0.040930736430932625,1.7976654309571873,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
36,4.79021825403002,22.975741620889856,1.0687362657470147,-0.0510726419094717,1.8161778119641054,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
37,4.860444913396964,23.65070925115706,1.1405166405845417,-0.04835012331488782,1.8344565149578,HP03,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
