task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.159002131202661,1.350592402012976,1.0043905406938174,0.013005745564340358,0.7908156097589579,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
2,1.5399429559247853,2.392597465422705,1.1563711425963563,-0.04613203543633482,0.8667771002079704,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
3,1.8039153498526992,3.2919977219547616,1.072620441470062,-0.052797917251678886,0.9354971881551799,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
4,1.98873405126691,4.015675614510233,0.9404502287383084,-0.06848805837875387,0.9875107028544085,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
5,2.1423479069550186,4.675982972584973,0.8708621288071359,-0.061667193634576935,1.0334974513646313,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
6,2.2929731449826063,5.346696660395751,0.9068807696487162,-0.06459812458757196,1.0825527617332447,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
7,2.429963745204834,5.987522534673119,0.9309572479139296,-0.07070979177530631,1.1291198778756568,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
8,2.5592769893594856,6.6387036357176274,0.9050015019548232,-0.06036468116895462,1.166398152844853,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
9,2.6732807297078467,7.2382619567269195,0.8591829277621571,-0.06009872660866088,1.2014219110401263,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
10,2.7906603945017014,7.86944742548051,0.9075135501269628,-0.05917761704487505,1.2440213519781098,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
11,2.9039555250690556,8.506789001425803,0.8998172639571104,-0.05253661114508687,1.2892771415638986,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
12,2.9973057969719297,9.05997396717975,0.799359306684958,-0.0510052175752916,1.3151742951304521,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
13,3.092871090637352,9.637607130985849,0.8915636126279203,-0.05743780636465616,1.3465634003523972,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
14,3.1894197137765015,10.24739463679558,0.886031355239233,-0.051366027165603824,1.382912325778941,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
15,3.278460503592329,10.817311274801794,0.8940610665585301,-0.05733593401126218,1.4068455688180463,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
16,3.3712954346493493,11.427833049577053,0.9054394201408209,-0.04869818465519726,1.4360528814536897,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
17,3.4545452199377795,11.991270606705696,0.8774623076994809,-0.052344922166091074,1.4627124074182474,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
18,3.5418388591735583,12.597521724291399,0.8751081438979941,-0.044079072384088154,1.4882772377577558,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
19,3.6188890883265237,13.14503565395178,0.8978707089795661,-0.055955042370157415,1.5138278874290843,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
20,3.696687203551895,13.712054607916325,0.8779493838129645,-0.050399957542101886,1.5367853141106056,HM01,-0.01,0,0.001513937653532157,0.05166564785671151,0.0005630784002302172,0.6733565863585641,77.28445175859801,0.07861759882852513,0.1662547840832457,1.0,4.440892098500626e-15,0.024372219090156088,36.02254602116093,0.17577898822800994,2.319717328637218,-1.9098941872435646,0.17837890625,-0.010837184810912856,-0.0014718966502633266,0.921500027179718,0.0008373693719622988,0.0008373700233700958,0.01799688845781722,0.017159519085854922,8.226963908465756
21,3.775422944468572,14.294282453035455,0.9075323006887381,-0.04755673958013281,1.5589202639816861,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
22,3.859094322465053,14.928468282285753,0.9887560834523833,-0.04962075214058508,1.5854542611883988,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
23,3.9383366537450013,15.54557794214098,0.9703081656021528,-0.047397580914964814,1.6073758357621943,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
24,4.0105875929417705,16.117403100166445,0.9441476221284043,-0.04998405888243118,1.6291064230204386,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
25,4.081066733815322,16.687349288413028,0.9202999396271355,-0.04761134001556604,1.6462247498046678,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
26,4.155133972056091,17.299271708839203,1.0095626339006016,-0.051145993303828005,1.6639302941840566,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
27,4.215683297922672,17.806924857704022,0.8836965030092704,-0.050626658398332774,1.683829515700845,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
28,4.2857411029300545,18.402159761743434,0.9563215602602213,-0.044948629739507195,1.7070540717791456,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
29,4.341263485513506,18.881929699527813,0.8600858709808236,-0.04973864760350178,1.7212247169211239,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
30,4.402143891860955,19.41459712534127,1.0162394383389175,-0.05740512069477913,1.738384179110227,HM01,-0.01,0,0.0014607185975521475,0.046063021538155356,0.0005650688823927815,0.7249261477969129,77.4139057556403,0.07624034406343994,0.15808215946931886,1.0,5.329070518200751e-15,0.02607319244309203,38.97640998726895,0.1662714081330691,2.6653831552847684,-2.3131281365858936,0.1696875,-0.011996939525373297,-0.0051574606378809945,0.916700005531311,,,,,
31,4.4734847814147365,20.045892080422714,0.9805123731782972,-0.04300492483517122,1.759611680228201,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
32,4.540228089586911,20.64150128661847,0.9878700219844486,-0.045983410333706655,1.775802900210405,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
33,4.59969465611836,21.184630409423974,0.9411340384170828,-0.049661874932175006,1.789709038597083,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
34,4.653976952858744,21.68793517004111,0.9235349196520666,-0.04936183874274036,1.8039806183552758,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
35,4.719972321931731,22.305090950008633,0.9451531394875908,-0.037940309126177386,1.8204385594521395,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
36,4.776856832513891,22.84373522017669,1.0147459452315808,-0.05406850642392202,1.8351324409750966,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
37,4.850031235915644,23.548011001518308,1.1142281283861326,-0.041959853499455434,1.8583816832795585,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
38,4.911760105763107,24.15446793600614,1.0991651252204775,-0.04945421897548959,1.8736100382369187,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
39,4.980325575785974,24.831103810195703,1.128763872833107,-0.04505035136628496,1.8911544930858812,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
40,5.03650722621396,25.3955973947025,0.8986267729505522,-0.036586752393862436,1.9028072501785989,HM01,-0.01,0,0.0013114994014435106,0.04207312298220352,0.0005848278262124074,0.687356551722088,77.5449003197489,0.07399349904329522,0.14347731861984056,1.0,5.329070518200751e-15,0.023919228074988298,37.56922130318338,0.15301978658719026,2.8721245132829245,-2.693802597354795,0.154921875,-0.006353704158622283,-0.0018115771856922404,0.909600019454956,0.0011591555505108117,0.0011591481071602967,0.0010620435531556198,-9.711199735519191e-05,11.900829893843326
41,5.0915142429350375,25.951940539485673,0.9628055157873405,-0.043585470057167175,1.917769268841983,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
42,5.1520263620767075,26.572010687448948,1.108846112163443,-0.04744720885459505,1.9363703833328896,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
43,5.207849219280239,27.150470301839476,1.1150421671653705,-0.05097010898910526,1.946658525517025,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
44,5.2634223088950876,27.733250054308805,1.0382095709488277,-0.042602717092748404,1.960402716330133,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
45,5.314679415842286,28.274614898112237,1.0916557076404754,-0.05215475913647058,1.9731364606424444,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
46,5.367867388939369,28.843541759488943,1.1600069312686905,-0.055080686475133235,1.9803474420429086,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
47,5.416992099387582,29.373875973352423,1.0115328327668385,-0.04657868246022911,1.9908051657519765,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
48,5.472315519544582,29.976602443519173,1.1296881565605081,-0.04782989756165488,2.0077183362239985,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
49,5.5222608893654295,30.523618319581228,1.107812220531948,-0.05088152563594235,2.017590020596259,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
50,5.57019679333476,31.055244320971727,1.0342279359861772,-0.04613733014223245,2.0338773499845755,HM01,-0.01,0,0.0014022930991221504,0.051483147934789565,0.0005077627934689348,0.6886851393247853,77.8918675205043,0.07470335833098511,0.1660070454111507,1.0,1.3322676295501878e-14,0.025902314355121768,39.928012678978035,0.17009239612035984,3.125669504439163,-2.6811517265983884,0.17439453125,-0.007930883931193905,-0.0025808763319898364,0.9153000116348267,,,,,
51,5.6201718132258085,31.613684049714802,1.107147961517285,-0.05043186332184821,2.0475809120796487,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
52,5.67663362995465,32.25275676820179,1.1484438708293276,-0.04205360407176064,2.0667171037037932,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
53,5.730376015536803,32.86559812318922,1.0965874666879074,-0.04253551844570678,2.0824742711635715,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
54,5.776067108363748,33.39118137975486,1.1187916758138796,-0.05040096066193565,2.0938825002737467,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
55,5.828549593440734,34.000326924470194,1.1018409970926064,-0.03929918008581711,2.112923446390366,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
56,5.87713567938481,34.57278536215004,1.207148172448067,-0.052371338859870574,2.123760059920176,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
57,5.927516954647399,35.16715356058927,1.0841637959517372,-0.041034568928725035,2.1396930516239943,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
58,5.979613909300164,35.78590767957371,1.185274980172099,-0.04667762951407634,2.150497371410432,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
59,6.028636184797286,36.375602829621386,1.1495260566239052,-0.04430021732241868,2.167430820197456,HM01,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,
60,6.074002679641898,36.92376630205776,1.1910719378458305,-0.04967674530570628,2.1757245634814923,HM01,-0.01,0,0.0013557264565861587,0.04941358564960051,0.0005296756068578104,0.6765367793581333,76.56394764042011,0.07219364415707569,0.15627654849515574,1.0,8.881784197001252e-16,0.027079398779510086,43.984430656823434,0.1632562002086242,3.6245362936726724,-3.120333047675303,0.16736328125,-0.008736608186627396,-0.005663763516288593,0.9106000065803528,-0.0026076687123812448,-0.002607672928825331,0.07411964452164449,0.07672731323402573,20.547077570366984
