task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.0822983983347962,1.1790536628536177,0.8432595626248441,0.0031242281855444797,0.7214083379923508,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
2,1.4695685044873783,2.181604152980583,1.1046854428295234,-0.044972833645472755,0.7812074688107637,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
3,1.7450883983466574,3.0778917347910704,1.0412903766110304,-0.04948045889249949,0.8379033639807235,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
4,1.9381801180635738,3.8048323865190445,0.8928129117476692,-0.05525737878893036,0.8837813144289699,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
5,2.094862284607915,4.456467001399334,0.8397795045870035,-0.05662309946450747,0.9242696189111494,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
6,2.2290967608224426,5.057618568798673,0.7614028827956912,-0.04677505948361551,0.9610183039456922,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
7,2.357500448105736,5.654727653851023,0.7872034426404013,-0.052648179723141814,0.9987676462364338,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
8,2.468814085750289,6.198653750820909,0.7527868617404281,-0.05622923404044018,1.0337278722000292,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
9,2.5831330631811613,6.778551786598723,0.7911284667811208,-0.05193610672493431,1.0690895709719097,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
10,2.6942375750464795,7.36050650343667,0.7962923711512456,-0.05144363930518859,1.1104219414708776,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
11,2.790349450716499,7.885601465804266,0.7445784100923027,-0.050361741740782284,1.149023332831899,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
12,2.8974230987703726,8.476782847176988,0.8182840840702582,-0.048476372139843765,1.1839602990971667,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
13,3.0102310182115235,9.13369732858317,0.8960705303331882,-0.04435332776987751,1.2196995179387686,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
14,3.1057818771788193,9.715893255121443,0.8286314948470558,-0.046022217927985436,1.2476980232169488,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
15,3.2124799890179117,10.377046177327234,0.9099550353079005,-0.04248347209553802,1.2756672073963105,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
16,3.2997847429583014,10.939162256704972,0.8057082958318916,-0.04437845716591217,1.3037216216170742,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
17,3.388658659306031,11.526052670727973,0.916110736633542,-0.054203604787579816,1.3315477896072716,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
18,3.47259643693159,12.10048000586145,0.8782409070645761,-0.049097403320958716,1.353548952601162,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
19,3.5484038016245494,12.636641943127385,0.7631794170249628,-0.03985997276607679,1.3793751506286258,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
20,3.6236441800583252,13.174529458754778,0.9413303120754902,-0.06300925897146853,1.399841395424122,HP10,0.1,1,0.0010215313845034753,0.05085687253733122,0.0003892914963685766,0.6694205398690659,77.0775876143422,0.0744565636088725,0.25847718402502295,1.0,3.552713678800501e-15,0.024920911421700307,37.772708074224404,0.28959531805789024,2.2287401744565183,-2.0304380344883968,0.15884765625,-0.01619814259648861,-0.0034162795828830443,0.9211000204086304,0.009641027729696147,0.00964102960620361,0.029375736932422347,0.0197347092027262,10.074789423796144
21,3.6980719815826446,13.718100180050573,0.8854070285023465,-0.05198015355751789,1.4238288387572604,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
22,3.7683858899279863,14.244559892767194,0.828176377414204,-0.047220459168545725,1.4466441157715024,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
23,3.8496994454074125,14.857475644409954,0.9078971500150251,-0.04364778713894907,1.4739451633166192,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
24,3.921828115687264,15.416235320478407,0.867441275358494,-0.04387231695276494,1.493593217461381,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
25,3.9905809431911177,15.95697494976846,0.9210050611751001,-0.053466521348754466,1.509721782759516,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
26,4.051175723713531,16.44528281539326,0.8429991565444703,-0.05098697097308926,1.525826045195813,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
27,4.119978739633798,17.00882921804071,0.8968904780783944,-0.045112317096850846,1.5441713575497935,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
28,4.188926465621139,17.583214749394212,0.9120553536486489,-0.04594613659757805,1.565718036897385,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
29,4.25464014807605,18.134399977232672,0.8312299000092159,-0.03779760644858912,1.58680503767133,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
30,4.3129321731367956,18.633492691711798,0.8874979451508337,-0.0516255780570396,1.5976772677509923,HP10,0.1,1,0.0012969708580479833,0.07529610494018812,0.0003924543993750351,0.5730709731776326,76.58788806777754,0.07960780572528248,0.3232012356521036,1.0,7.105427357601002e-15,0.02410533681902043,36.81748783740491,0.35596202667694465,2.4877701716839717,-2.0421040403042436,0.19228515625,-0.01055425549028296,-0.005150492832570414,0.9200000166893005,,,,,
31,4.372880602738785,19.153075782984605,0.9068669524150599,-0.04747881739554989,1.6099778866014864,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
32,4.427706855956947,19.636364413275075,0.8365531369105299,-0.04612632526036904,1.6287872099186376,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
33,4.485323093811006,20.146056149458925,0.8669313600051274,-0.04498765031279178,1.6484649619294058,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
34,4.5437393647723,20.6693165112652,0.939466376003472,-0.04857289781521845,1.6653670435632209,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
35,4.607058053278783,21.251499665040345,0.9236935903766897,-0.04059007730621382,1.6837533905202895,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
36,4.660899188863911,21.75173394701885,0.9331840208688666,-0.04998210614626874,1.6980841315322295,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
37,4.719849400597663,22.30516398581817,0.9686356558967607,-0.0468325181080213,1.7122727465139542,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
38,4.778093815127375,22.861066815217878,1.0002017295588772,-0.04963415683595174,1.727338088054617,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
39,4.834782015122309,23.4043244532269,0.8919707794758555,-0.03776309110385827,1.7496522754553467,HP10,0.1,1,,,,,,,,,,,,,,,,,,,,,,,
