task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1775012469428874,1.3918549743455608,1.0491859650487105,0.008756141961232642,0.7951650464931379,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
2,1.5601435645628163,2.4533653444257464,1.1983228226507812,-0.052804804110353765,0.869821812995508,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
3,1.8291287181198652,3.386030758535445,1.129122912665504,-0.06010002315368374,0.9298167337657952,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
4,2.0363221130535774,4.190387466474166,1.0253477398015607,-0.05852543277244326,0.9817129666768841,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
5,2.1933312873215,4.876778312847459,0.9712068306211485,-0.07730545427725265,1.0300116735798959,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
6,2.331810449203794,5.515108769681531,0.9239646039690729,-0.0705743137764708,1.0753068718049554,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
7,2.4620198634680475,6.140529282280291,0.8702679108039859,-0.06207657458651809,1.1201910195366278,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
8,2.577450089450411,6.730010465185875,0.8995749662657417,-0.07057616902645389,1.1594191317797256,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
9,2.6977288958325802,7.361672563280997,0.9085398469148089,-0.06033159577430777,1.2074653925109073,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
10,2.8004889005870446,7.929008887023984,0.8672341914909228,-0.06499153447902954,1.2438331644355527,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
11,2.9118647827788493,8.567413825415894,0.9021986191942531,-0.05191384576008127,1.284177321937812,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
12,3.012390658879414,9.154524027242722,0.8994885008690581,-0.060215724712370945,1.3138229579208356,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
13,3.115669541192203,9.780278953360488,0.9327479363525046,-0.05634012303413431,1.347231070893047,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
14,3.2179853541751955,10.412844594957065,0.9565665604213988,-0.05865064304450279,1.372397659727014,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
15,3.3127880745259186,11.026032934489585,0.8938766637815126,-0.04915788303328092,1.4068069228522952,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
16,3.396495922886627,11.586056201519197,0.9178690960012591,-0.05689553597201612,1.4332745214154314,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
17,3.4886918883588436,12.218254223703198,0.9101992237123565,-0.04476182520365144,1.4634198989088383,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
18,3.5682516066832024,12.78327855114429,0.9004695878260596,-0.054249369860611144,1.4860550043178733,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
19,3.6524655461535294,13.389275532669966,0.9301227725935917,-0.050362516616137665,1.5110535955234348,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
20,3.736580445848735,14.005953422871194,0.9459303850525432,-0.04881442486913776,1.5370872957477224,HM03,-0.03,2,0.0016450939674713793,0.0630286696433824,0.0005008856834119204,0.6701220311202529,77.76068085825877,0.08055815995074908,0.17843663649656363,1.0,1.3322676295501878e-14,0.025684888823492694,36.828284192818764,0.17558221147463265,2.276723937858808,-1.627144621573141,0.2040625,-0.012257465054431763,-0.0008333428691231005,0.9269999861717224,-0.0008258874707822821,-0.000825877843521543,-0.020286178606907016,-0.019460291136124734,7.908073508026197
21,3.8042169260402,14.516057093631682,0.926620193357028,-0.06097715140996091,1.5491105113327754,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
22,3.8831825860762934,15.11966079191016,1.0085882346996289,-0.05572358490610476,1.5743274863265726,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
23,3.9593019262358418,15.714920833271158,1.0040493003397173,-0.05387890318559114,1.6021438099032517,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
24,4.032817555942418,16.301875317165226,0.9876371665098265,-0.05539732459213026,1.6201113787430308,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
25,4.104313393534136,16.881984705531433,0.9804696637362474,-0.05109951962244948,1.6376942623367359,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
26,4.179738990841005,17.504796008186666,1.1022828048051228,-0.05779009422989462,1.662247674232699,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
27,4.248521545791412,18.07771514599806,0.9842742221650249,-0.05288330353815811,1.6851790088661398,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
28,4.3239601969990575,18.72296477759677,1.0315910330855091,-0.04677709037243277,1.7052160022983747,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
29,4.391963886491549,19.31829813118249,0.9580093384458348,-0.04425828100743673,1.7261835172697362,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
30,4.451286503609027,19.8424383580328,0.9560262262173487,-0.05406465822911114,1.7423577999918292,HM03,-0.03,2,0.0014931373872470633,0.046623476949920854,0.0005856097610779939,0.6977066411290365,78.3815681982223,0.07592556882326751,0.14030576948067966,1.0,1.7763568394002505e-15,0.024351985023895774,39.25865695462743,0.14045250515066476,2.5006332523042456,-2.1551395444721857,0.164375,-0.010946564260043446,-0.002764227665891416,0.9197999835014343,,,,,
31,4.509797534659082,20.368893378161484,0.9366919909830465,-0.04925350861187924,1.7571673458823747,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
32,4.569748800536277,20.915029192974387,0.9769047899338763,-0.05230738538924115,1.770468099868852,HM03,-0.03,2,,,,,,,,,,,,,,,,,,,,,,,
