dtype,max_term_scaled_error_all,max_term_scaled_error_resolved,p99_term_scaled_error_resolved,unresolved_count,total_count
float64,0.0028152491625527652,0.0028152491625527652,1.3229622241606133e-07,0,1536000
float32,75914.76974283847,0.004878530043085597,0.0016239140192346893,1088618,1536000
