act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,l2,0.001,0.001,8,1,0.95241875,1,1,0.25,0.25,-0.0006339463289,0.7911722064,-1.699432254,0.3966666758,55.06960007,0.07999999821,0.07999999821,0.5629262328,0.3930333853,-0.004295137711,0.9408333302,17.72598295,1.257112265,0.9689079523,2.692757607,0.2911596291,0.2911596291,0.3182539949,0.09027471983
R,l2,0.001,0.001,8,2,0.9554625,1,1,0.2199999988,0.2199999988,-0.2962326705,0.7813116908,-1.838506222,0.3158333302,54.22906483,0.09000000358,0.09000000358,0.4430004358,0.3407580853,-0.001360771246,0.9166666865,18.14977129,1.273902416,0.9706646204,2.827452421,0.3079452088,0.3079452088,0.346304831,0.09996377971
R,l2,0.001,0.001,8,3,0.94961875,0.9916666746,0.9916666746,0.2800000012,0.2800000012,-0.08032787591,0.7360005379,-1.012982726,0.2416666597,51.71295441,0.01999999955,0.01999999955,0.3871577382,0.3216476738,-0.0001451707067,0.8991666436,18.12520047,1.153907537,0.9445491433,2.863720894,0.2918835643,0.2918835643,0.3368467678,0.09284704373
R,l2,0.001,0.001,8,4,0.95281875,1,1,0.3600000143,0.3600000143,-0.2434106916,0.8003588319,-2.282880068,0.1916666627,46.89808227,0.05000000075,0.05000000075,0.3434936404,0.3427227139,-0.03152667359,0.8733333349,18.67310796,1.338021159,0.9560702443,2.906985283,0.3300961207,0.3300961207,0.3813288223,0.1122636474
R,l2,0.001,0.001,8,5,0.9413916667,1,1,0.3300000131,0.3300000131,-0.1522768587,0.7541047931,-1.007167816,0.2358333319,46.56695977,0.1199999973,0.1199999973,0.4008389115,0.3279664516,-0.007239695173,0.9183333516,15.72120883,1.177420497,0.87148422,2.873480797,0.3046997766,0.3046997766,0.3628571756,0.09887009597
R,l2,0.001,0.001,8,6,0.9441354167,1,1,0.3199999928,0.3199999928,-0.4008431137,0.8426963687,-2.445639133,0.212500006,49.20194056,0.1299999952,0.1299999952,0.3341774642,0.3107380271,-0.01276178192,0.8883333206,14.80930465,1.312469721,0.8629430532,2.917365789,0.3320137934,0.3320137934,0.3910790817,0.1132898426
R,l2,0.001,0.001,8,7,0.9336541667,1,1,0.2599999905,0.2599999905,-0.1869077981,0.7651168704,-1.004360914,0.2475000024,47.63324921,0.05000000075,0.05000000075,0.4090568423,0.3072918057,-0.001187431859,0.9233333468,14.24687572,1.192637324,0.8725166321,2.836558819,0.3016326892,0.3016326892,0.3616752272,0.09721737678
R,l2,0.001,0.001,8,8,0.9331770833,1,1,0.2700000107,0.2700000107,-0.1888151616,0.7628897429,-1.066771865,0.2675000131,52.51155365,0.03999999911,0.03999999911,0.4083396792,0.3258930445,-0.0005297471071,0.915833354,15.62683157,1.162258506,0.9108220935,2.808237553,0.3023078411,0.3023078411,0.3629770854,0.09699668828
R,l2,0.001,0.001,8,9,0.9409145833,1,1,0.3199999928,0.3199999928,-0.3052645326,0.8215245008,-1.471992016,0.2675000131,52.93373742,0.07999999821,0.07999999821,0.406352222,0.3328860104,-0.01078398991,0.9125000238,16.58632016,1.296155453,0.9055693746,2.825512171,0.309238654,0.309238654,0.3714340731,0.100558576
R,l2,0.001,0.001,8,10,0.93910625,1,1,0.2700000107,0.2700000107,-0.1837044507,0.7948208451,-1.960430145,0.3025000095,50.34420302,0.05000000075,0.05000000075,0.3999601603,0.3276943564,-3.540374746e-05,0.9083333611,17.76430599,1.246404409,0.9342438579,2.80216074,0.2958795871,0.2958795871,0.3584000682,0.09379415062
