seed,run_id,L1_全群_W-wide_ratio_median,L1_輸送死_W-wide_ratio_median,L1_再分類死_W-wide_ratio_median,L1win_全群_W-wide_ratio_median,L1win_輸送死_W-wide_ratio_median,L1win_再分類死_W-wide_ratio_median,L2_全群_W-wide_frac_neg,L2_輸送死_W-wide_frac_neg,L2_再分類死_W-wide_frac_neg,L3_全群_W-wide_self_mean,L3_全群_W-wide_rest_mean,L3_全群_W-wide_gate_mean,L3_輸送死_W-wide_self_mean,L3_輸送死_W-wide_rest_mean,L3_輸送死_W-wide_gate_mean,L3_再分類死_W-wide_self_mean,L3_再分類死_W-wide_rest_mean,L3_再分類死_W-wide_gate_mean,L3_生存_W-wide_self_mean,L3_生存_W-wide_rest_mean,L3_生存_W-wide_gate_mean,L4_全群_W-wide_frac_rest_neg,L4_輸送死_W-wide_frac_rest_neg,L4_再分類死_W-wide_frac_rest_neg,L4_生存_W-wide_frac_rest_neg,L5_全群_W-wide_frac_earn_ge0_gate_neg,L5_輸送死_W-wide_frac_earn_ge0_gate_neg,L5_再分類死_W-wide_frac_earn_ge0_gate_neg,L5_生存_W-wide_frac_earn_ge0_gate_neg,L6_W-wide_self_mean,L6_W-wide_rest_mean,L7_窓内_W-wide_gate,L7_窓内_W-wide_self,L7_窓内_W-wide_frac_neg,L7_窓外_W-wide_gate,L7_窓外_W-wide_self,L7_窓外_W-wide_frac_neg,L8_W-wide_frac_window,L1_全群_W-narrow_ratio_median,L1_輸送死_W-narrow_ratio_median,L1_再分類死_W-narrow_ratio_median,L1win_全群_W-narrow_ratio_median,L1win_輸送死_W-narrow_ratio_median,L1win_再分類死_W-narrow_ratio_median,L2_全群_W-narrow_frac_neg,L2_輸送死_W-narrow_frac_neg,L2_再分類死_W-narrow_frac_neg,L3_全群_W-narrow_self_mean,L3_全群_W-narrow_rest_mean,L3_全群_W-narrow_gate_mean,L3_輸送死_W-narrow_self_mean,L3_輸送死_W-narrow_rest_mean,L3_輸送死_W-narrow_gate_mean,L3_再分類死_W-narrow_self_mean,L3_再分類死_W-narrow_rest_mean,L3_再分類死_W-narrow_gate_mean,L3_生存_W-narrow_self_mean,L3_生存_W-narrow_rest_mean,L3_生存_W-narrow_gate_mean,L4_全群_W-narrow_frac_rest_neg,L4_輸送死_W-narrow_frac_rest_neg,L4_再分類死_W-narrow_frac_rest_neg,L4_生存_W-narrow_frac_rest_neg,L5_全群_W-narrow_frac_earn_ge0_gate_neg,L5_輸送死_W-narrow_frac_earn_ge0_gate_neg,L5_再分類死_W-narrow_frac_earn_ge0_gate_neg,L5_生存_W-narrow_frac_earn_ge0_gate_neg,L6_W-narrow_self_mean,L6_W-narrow_rest_mean,L7_窓内_W-narrow_gate,L7_窓内_W-narrow_self,L7_窓内_W-narrow_frac_neg,L7_窓外_W-narrow_gate,L7_窓外_W-narrow_self,L7_窓外_W-narrow_frac_neg,L8_W-narrow_frac_window
0,A_w100_T10000_std_lr0.01_s0,0.9928693011301696,1.105140134051974,0.43833421699242336,0.9802288817020757,1.0983719616516865,0.43833421699242336,0.6080808080808081,0.6666666666666666,0.47333333333333333,-2.4913346818083015,2.2348697960269446,-0.2564648854301364,-2.7469580486644434,2.395871413993473,-0.3510866347261421,-1.9034009380391743,1.8645660747039294,-0.03883486204932334,-19.254733831435342,18.96550261968168,-0.2892312719328737,0.30707070707070705,0.30434782608695654,0.31333333333333335,0.08626974483596597,0.301010101010101,0.36231884057971014,0.16,0.4240583232077764,-97.99368296442232,97.71525763893838,-0.27692523147850723,-12.958920038517752,0.547040971168437,-0.12279001808085072,-58.08494399073938,0.3884673748103187,0.6529137289602475,1.0476616671979375,1.1470516040601764,0.510883423307656,1.022998535830236,1.0988210250671437,0.510883423307656,0.692929292929293,0.7884057971014493,0.47333333333333333,-0.2580925808079279,0.145850290295943,-0.11224229026860785,-0.3354222553082677,0.18579386387995941,-0.1496283909593034,-0.08023432945714645,0.053980071052705324,-0.026254258680008132,-1.0137933054157382,0.9738843844893631,-0.03990892083800688,0.33535353535353535,0.3536231884057971,0.29333333333333333,0.15552855407047386,0.3575757575757576,0.43478260869565216,0.18,0.4422843256379101,-97.99368296442232,97.71525763893838,-0.06707509524479556,-0.7299755067200887,0.633535660091047,-0.23811214792805513,-71.83771116427737,0.4226100151745068,0.15814467436869215
1,A_w100_T10000_std_lr0.01_s1,0.8038846759621078,0.8857343344051025,0.5410986634259294,0.7767489672980803,0.8753311728312255,0.5410986634259294,0.6225596529284165,0.7084639498432602,0.4295774647887324,-2.702437307117018,2.5037994396235863,-0.19863785852600258,-3.22512073029136,2.9752676875003115,-0.2498530342755008,-1.5282400395633895,1.4446559813653088,-0.08358404821551006,-15.884979600981685,15.930428042738285,0.04544846191127181,0.3405639913232104,0.3793103448275862,0.2535211267605634,0.12166172106824925,0.28199566160520606,0.329153605015674,0.176056338028169,0.3590504451038576,-79.35892729250455,79.51899609976708,-0.03099433273654306,-11.75647960269934,0.5251358695652174,0.11407025219016075,-51.812064440746234,0.4116847826086957,-0.2218851633759135,0.806977235750569,0.8857343344051025,0.24078589763617073,0.7826138022368017,0.8357358143061593,0.24078589763617073,0.6767895878524945,0.8213166144200627,0.352112676056338,-0.27857356260907623,0.1577223464359881,-0.12085121626351801,-0.37306626992518976,0.2045192868097937,-0.16854698330598586,-0.06629769194822953,0.05259400855398816,-0.013703683259664135,-0.8618741421061024,0.815072314762301,-0.04680182796131833,0.3774403470715835,0.43573667711598746,0.24647887323943662,0.20079129574678536,0.2993492407809111,0.38557993730407525,0.1056338028169014,0.37388724035608306,-79.35892729250455,79.51899609976708,-0.0699925670967219,-0.6791964470326451,0.6066576086956522,0.22096385439602728,-64.10878821744532,0.3858695652173913,-0.501069415411067
2,A_w100_T10000_std_lr0.01_s2,0.9181883628778792,0.9705611837698043,0.5569496524954739,0.8920968225201461,0.9407050413492877,0.5569496524954739,0.6330128205128205,0.7345971563981043,0.4207920792079208,-2.126694921876016,1.8844159522816626,-0.24227896924047707,-2.4012289749704827,2.0861702921940752,-0.31505868320513686,-1.553163385213319,1.4629291629596906,-0.09023422026480164,-13.043423345637088,12.80579001029988,-0.23763340701432487,0.3333333333333333,0.3744075829383886,0.24752475247524752,0.10574712643678161,0.29967948717948717,0.36018957345971564,0.17326732673267325,0.38084291187739466,-60.957577321289705,61.30773140881061,-0.2391361705338267,-9.512039967499758,0.5339554173146708,0.16079043865605194,-38.96642661490626,0.3831000518403318,4.188796697414633,0.8857582263403009,0.9963633390102176,0.45437786582559525,0.804375447093087,0.9290649355215601,0.45437786582559525,0.6586538461538461,0.7985781990521327,0.36633663366336633,-0.22198381895008368,0.1384411848246198,-0.08354263386974099,-0.2946589987387429,0.17178995617178064,-0.12286904226693751,-0.0701574532529838,0.06877196943599669,-0.0013854836538155718,-0.6866620146591862,0.6640568070532682,-0.022605207571448738,0.3573717948717949,0.4052132701421801,0.25742574257425743,0.1839080459770115,0.30128205128205127,0.3933649289099526,0.10891089108910891,0.389272030651341,-60.957577321289705,61.30773140881061,-0.042317469888781226,-0.5363462064049198,0.60082944530845,0.1520081656499193,-48.74996659187716,0.3856920684292379,0.7412482926249586
3,A_w100_T10000_std_lr0.01_s3,0.782205966427112,0.9386074259511527,0.4018133792439013,0.7688104813977408,0.9313791591645183,0.4018133792439013,0.605080831408776,0.6741214057507987,0.425,-2.1330474506021755,2.1127504046473136,-0.020297039700657004,-2.4697459107171467,2.3778355232044297,-0.09191037525189737,-1.254825633802292,1.4213200537441693,0.16649441052882827,-15.017127355593752,14.923878397727382,-0.09324889683748476,0.3371824480369515,0.3450479233226837,0.31666666666666665,0.14146341463414633,0.2678983833718245,0.329073482428115,0.10833333333333334,0.34146341463414637,-77.84765551704973,77.98165825201345,-0.06803887757152592,-10.564767739583097,0.5251396648044693,0.13778806418285316,-48.18411520725558,0.3830806065442937,-0.8785597463840273,0.8792360999123836,1.0782797347560837,0.4283721946853033,0.7586066940030853,0.928591353320329,0.4283721946853033,0.6859122401847575,0.7731629392971247,0.4583333333333333,-0.265543934459371,0.1737762486467347,-0.09176768565782409,-0.33736228507570876,0.2195028054917148,-0.11785947942655549,-0.07821773660175683,0.05450614620941157,-0.023711590244383036,-0.8317226427871923,0.8020777949617088,-0.02964484784640253,0.3695150115473441,0.3769968051118211,0.35,0.20243902439024392,0.3163972286374134,0.3961661341853035,0.10833333333333334,0.375609756097561,-77.84765551704973,77.98165825201345,-0.05111267607652666,-0.6360679095821272,0.6153232242617718,0.13508964856966188,-59.217837940342356,0.39106145251396646,-0.6599982441449775
4,A_w100_T10000_std_lr0.01_s4,0.7451195472790092,0.8028545298946188,0.3552209992256798,0.6956944881474052,0.7561700489452244,0.3552209992256798,0.6515513126491647,0.7322580645161291,0.42201834862385323,-3.098209336437234,2.7295028692241807,-0.3687064844796938,-3.6887101860370217,3.219279105526458,-0.4694311019886868,-1.4188032504194905,1.3365612797406399,-0.08224197596787872,-22.193107871074275,22.26269071336769,0.06958281901885947,0.3914081145584726,0.4258064516129032,0.29357798165137616,0.11177347242921014,0.26014319809069214,0.3064516129032258,0.12844036697247707,0.4113263785394933,-110.19585503275287,109.4861485299156,-0.09889719764709815,-14.85295880133765,0.5724770642201835,-0.5144697954050622,-65.06431218749053,0.3834862385321101,0.18104609857516557,0.8744979141015982,1.068296697416498,0.3186282036068486,0.7782088014143644,0.9202442225293299,0.3186282036068486,0.7088305489260143,0.8225806451612904,0.3853211009174312,-0.3693138245437692,0.21283865732350896,-0.15647516716790483,-0.47171266248637306,0.27607222724081876,-0.19564043523584784,-0.07808777167948303,0.033000063980701294,-0.04508770752513107,-1.2624324117255876,1.2347004120443625,-0.027732000710795283,0.36754176610978523,0.3967741935483871,0.28440366972477066,0.16989567809239942,0.3412887828162291,0.4258064516129032,0.10091743119266056,0.36959761549925485,-110.19585503275287,109.4861485299156,-0.07722134634889519,-0.9191143493134941,0.6045871559633027,-0.3459712415266786,-80.1407601930286,0.37155963302752293,0.14136521373514674
5,A_w100_T10000_std_lr0.01_s5,0.7378268068022894,0.8350099192047662,0.3156757617235859,0.7069117180567912,0.7993741199873674,0.3156757617235859,0.5745007680491552,0.6650943396226415,0.4052863436123348,-1.9655792781432255,1.7987296375913466,-0.16684963776115933,-2.0726130618224974,1.8221889850918374,-0.250424078526476,-1.7656571447511056,1.7549112968855842,-0.010745836507880609,-15.731973802279933,15.382622819686366,-0.3493510018207028,0.33640552995391704,0.375,0.2643171806167401,0.11626506024096385,0.23809523809523808,0.29009433962264153,0.14096916299559473,0.4018072289156627,-76.45525767152816,76.69935828205658,-0.29794105461050685,-11.854032289855445,0.5339679792297707,0.14861740325327294,-51.136913129780886,0.398096062310688,2.362189743188837,0.7760394625220116,0.9002173753518805,0.3244385580929202,0.6973608242290116,0.8442532853502417,0.3244385580929202,0.6682027649769585,0.7995283018867925,0.42290748898678415,-0.18646200809208355,0.10824651197439757,-0.07821549586627356,-0.25223023950609635,0.13861864144960293,-0.1136115978025493,-0.06361738201480853,0.05151619084009329,-0.01210119092803164,-0.8675730993810936,0.8219529254874149,-0.04562017384272726,0.38863287250384027,0.4339622641509434,0.3039647577092511,0.186144578313253,0.27956989247311825,0.36556603773584906,0.11894273127753303,0.4006024096385542,-76.45525767152816,76.69935828205658,-0.054802153348278385,-0.6757066690785642,0.6096927736910428,0.1475947275316882,-63.42357689764698,0.4011250540891389,0.43449226798635304
6,A_w100_T10000_std_lr0.01_s6,0.8808543893052743,1.0523015391497286,0.4243715278504687,0.8421967397468879,0.9813949638847697,0.4243715278504687,0.6381156316916489,0.7114285714285714,0.4188034188034188,-2.7355363245410205,2.5319582009050254,-0.20357811134803144,-2.9552924634591142,2.610434735986273,-0.34485771417539685,-2.078146165384329,2.297199335277361,0.21905317916118125,-31.22781343672297,31.046432002965858,-0.18138147793308634,0.3426124197002141,0.3514285714285714,0.3162393162393162,0.058646616541353384,0.2955032119914347,0.36,0.10256410256410256,0.45112781954887216,-150.93171175130544,151.4573250548405,-0.19053856963342142,-19.473490635142614,0.5627208480565371,0.3191919522250311,-84.16122336791398,0.3418727915194346,-1.448994071676409,1.1117820468207287,1.2439338424851258,0.5509912985224974,0.9925669777792294,1.196480259359593,0.5509912985224974,0.7044967880085653,0.7857142857142857,0.46153846153846156,-0.3321274025507865,0.19881252855032108,-0.13331487388623398,-0.41438999949808314,0.24736355145211325,-0.16702644785004303,-0.08604271082810427,0.05357442585265222,-0.03246828510560866,-1.7775002972804819,1.722571605728426,-0.054928692001142095,0.3404710920770878,0.3457142857142857,0.3247863247863248,0.09323308270676692,0.3640256959314775,0.44,0.13675213675213677,0.5203007518796993,-150.93171175130544,151.4573250548405,-0.08726645431592824,-1.1812201366455282,0.651060070671378,0.3207941510234973,-103.92386761131075,0.3674911660777385,-0.6636376834531483
7,A_w100_T10000_std_lr0.01_s7,0.860197753479984,1.0099951486242376,0.4676222591936472,0.8200099944308991,0.939725947861225,0.4676222591936472,0.6227180527383367,0.7002801120448179,0.41911764705882354,-2.2347810599525757,1.9440520639721228,-0.29072899492086535,-2.62338441513502,2.294981902509623,-0.3284025110330947,-1.2146972525986595,1.0228612378111843,-0.19183601512626336,-19.982135812337546,19.781122936996397,-0.20101285826511636,0.3286004056795132,0.3473389355742297,0.27941176470588236,0.09210526315789473,0.29411764705882354,0.35294117647058826,0.13970588235294118,0.41973684210526313,-98.4195132376733,97.96578383608303,-0.23631218417994815,-12.999337813194856,0.5554668794892259,-0.18832016925483602,-56.25517992394273,0.40063846767757383,0.49026258755178015,0.8435434432815514,0.9641310018746712,0.4676222591936472,0.737602439328471,0.9003186766630193,0.4676222591936472,0.7261663286004056,0.8319327731092437,0.4485294117647059,-0.2677032606916472,0.13918483864629747,-0.1285184219578943,-0.3445464039695189,0.18206288636022686,-0.16248351773882438,-0.0659900095872337,0.02662996339723284,-0.03936004553295286,-1.0470492480224618,1.004057007948038,-0.04299223925181433,0.3935091277890467,0.42296918767507,0.3161764705882353,0.13421052631578947,0.332657200811359,0.40896358543417366,0.1323529411764706,0.4763157894736842,-98.4195132376733,97.96578383608303,-0.07664300387599424,-0.7404111221213511,0.656025538707103,-0.29907041949212776,-69.80569428875457,0.3950518754988029,0.159006601916781
8,A_w100_T10000_std_lr0.01_s8,0.9317128497871944,1.172749549273328,0.38855019902851756,0.929418662981601,1.1680604043498597,0.38855019902851756,0.6052227342549923,0.6844547563805105,0.45,-1.8018675924096565,1.5623453563209206,-0.23952222834718434,-2.1837568553988773,1.8623573779562825,-0.32139946612520254,-1.0537118090080468,0.9745945321170976,-0.0791172761547942,-14.835740099309097,14.830594173428697,-0.005145883310101457,0.3102918586789555,0.31786542923433875,0.29545454545454547,0.09233449477351917,0.29493087557603687,0.3665893271461717,0.15454545454545454,0.38414634146341464,-74.5133287156533,74.55313536898078,-0.08995911322624428,-10.119202577357157,0.5230683713173986,0.022219933169801847,-44.81653303435282,0.38243468593663144,1.539813739381297,0.8033932251650078,0.930155047218456,0.4921815870214041,0.7780884215874911,0.8430444310255624,0.4921815870214041,0.6605222734254992,0.7911832946635731,0.40454545454545454,-0.20189588446975323,0.0995974487356777,-0.10229843551637478,-0.27587824530065475,0.13005109958731356,-0.14582714511704,-0.05695771393285078,0.03993597820360926,-0.01702173625325336,-0.8231088037140729,0.7877438756200127,-0.035364927935025665,0.3717357910906298,0.41299303944315546,0.2909090909090909,0.15156794425087108,0.2887864823348694,0.37819025522041766,0.11363636363636363,0.4172473867595819,-74.5133287156533,74.55313536898078,-0.05958600266290686,-0.5983119107579572,0.6020011117287382,0.056096395691475155,-55.44765614871721,0.386881600889383,1.0199227436180127
9,A_w100_T10000_std_lr0.01_s9,0.9105106877273353,1.0165302771858227,0.5947349160575917,0.8907963358372677,0.9944062442397102,0.5947349160575917,0.6501079913606912,0.6715542521994134,0.5901639344262295,-3.166568012420666,2.816650509953074,-0.3499175067661803,-3.4587633453487494,3.0423000026381266,-0.4164633378225484,-2.3498581064495494,2.1859416820382958,-0.1639164543873153,-30.286636518311358,30.579360262481927,0.29272389785350356,0.3412526997840173,0.3313782991202346,0.36885245901639346,0.06388888888888888,0.30885529157667385,0.34017595307917886,0.22131147540983606,0.4041666666666667,-150.74550511438196,150.3917354701133,0.0412082847183272,-19.6724423355325,0.5393068469991547,-0.23184747959439603,-86.13606453104359,0.39983093829247673,-0.2236188704243393,1.034758635725383,1.166291555266708,0.4870848732025802,0.9371650937815696,1.0457528714720503,0.4870848732025802,0.7170626349892009,0.782991202346041,0.5327868852459017,-0.33969772515268354,0.21368475534468445,-0.12601297031079406,-0.4228725577913684,0.26892901775742967,-0.15394354059212678,-0.10721725031832678,0.05927251368283108,-0.04794473698346246,-1.6397809357161217,1.583248283679403,-0.05653265240293663,0.34989200863930886,0.3519061583577713,0.3442622950819672,0.12361111111111112,0.367170626349892,0.4310850439882698,0.1885245901639344,0.43333333333333335,-150.74550511438196,150.3917354701133,-0.08372571004565682,-1.1309571601532549,0.6196111580726965,-0.2334500823621993,-106.74201613757809,0.3956043956043956,0.4543418595037692
