act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
LR,l2rest,0,0.001,0,1,0.9670270833,1,1,0,0,-0.1836943477,2.000458479,-2.558953762,0.5162500143,70.87640741,0,0,2.911808252,3.676860571,0.908506155,0.8125,42.27485422,5.46416235,3.300909281,0.5978928208,0.003650138111,5.102753171,5.464872342,5.825253472,6.443582504,9.523682506,3.97834377e-06,0.0005663107731,0,1,nan,nan,nan,3.05312428,3.303414421,3.504779112,3.584235708,5.708662282,0.0004587393641,0.001031240623,0,1,nan,nan,nan,4.068341677,0.003650138111
LR,l2rest,0,0.001,0,2,0.9675520833,1,1,0,0,-2.31521821,3.634202719,-6.066478729,0.3324999511,73.52980389,0,0,-3.112198114,9.845952034,-12.15472126,0.4262499511,69.26751482,9.495206833,5.458477974,0.6996895075,0.005470715455,8.510607702,9.526373718,10.2291852,10.82659838,16.58562159,4.7157129e-05,-0.006528366823,1,1,nan,nan,nan,4.95334742,5.466002724,5.900300876,6.31392792,9.493448192,0.004822914703,-0.02369635366,1,1,nan,nan,nan,11.98302801,0.005470715455
LR,l2rest,0,0.001,0,3,0.96430625,1,1,0,0,-2.660345078,5.132881165,-10.79286575,0.3557499647,70.65578935,0,0,-9.263570786,17.65923119,-23.43805122,0.3609999716,77.74418999,12.72725296,6.91094923,0.5995248556,0.003599983441,11.80841381,12.74170108,13.84307703,14.55235195,22.06949949,1.548105206e-05,0.0004222432181,1,1,nan,nan,nan,6.17753005,6.911332005,7.551255129,8.113686894,12.17374009,0.0001577817928,7.579163503e-05,1,1,nan,nan,nan,21.17808512,0.003599983441
LR,l2rest,0,0.001,0,4,0.9682229167,1,1,0,0,-3.831112146,6.447782993,-10.87033558,0.3407499492,65.85741715,0,0,-19.22415924,25.21079254,-42.6309166,0.2904999554,82.97664268,15.52219105,8.027887344,0.6579729319,0.004348423609,14.36167503,15.53031232,16.83861473,17.96023695,26.91352773,6.465271827e-06,0.000464465571,1,1,nan,nan,nan,7.166134906,8.050036317,8.643037583,9.020476629,13.92950786,7.110325503e-05,0.0001373634586,1,1,nan,nan,nan,30.72691103,0.004348423609
LR,l2rest,0,0.001,0,5,0.9562145833,1,1,0,0,-5.470064163,7.678759098,-18.33580399,0.2979999483,63.72763926,0,0,-30.19819641,31.77540207,-53.32349014,0.2469999641,86.58777534,18.21771812,8.986859322,0.7358371019,0.005253474229,16.81039642,18.22233366,19.42304617,20.86065113,31.45392381,3.048129842e-06,0.000606808404,1,1,nan,nan,nan,8.044838556,9.000116827,9.777851965,10.57150453,15.65748415,6.011281046e-05,0.0001543070102,1,1,nan,nan,nan,41.09361605,0.005253474229
LR,l2rest,0,0.001,0,6,0.94593125,1,1,0,0,-7.203252792,8.70695591,-22.01710892,0.2822499573,61.36407926,0,0,-40.41361618,38.28443146,-69.52548981,0.2192500085,86.5842224,20.5331459,9.873510361,0.786621213,0.006254856738,19.10067863,20.53829047,22.02071598,23.09543721,35.3902928,2.183653392e-06,-0.0007143119001,1,1,nan,nan,nan,9.006904926,9.877803833,10.66202414,11.47582558,17.00374309,0.0002130723675,0.000186522273,1,1,nan,nan,nan,51.72175451,0.006254856738
LR,l2rest,0,0.001,0,7,0.9325979167,1,1,0,0,-8.67154789,9.993168831,-23.7987957,0.2507499754,59.52333705,0,0,-49.08011246,41.2982254,-79.7359848,0.1967499852,85.79202515,22.71914673,10.7702961,0.7815209627,0.006465597129,21.11225996,22.75711252,24.39584491,25.70279573,39.29033122,2.787526883e-05,-0.008558817208,1,1,nan,nan,nan,9.805112041,10.77034069,11.67004275,12.6482001,18.41622147,0.002846310488,-0.007610899629,1,1,nan,nan,nan,63.412865,0.006465597129
LR,l2rest,0,0.001,0,8,0.9248041667,1,1,0,0,-10.44186497,10.86815166,-27.25739479,0.2357499748,59.54815291,0,0,-54.37501144,45.31103134,-98.25176239,0.1914999783,85.90212492,25.04817963,11.41478062,0.8291296363,0.006924977038,23.42608274,25.05018254,26.48456559,27.7972169,43.37682924,2.079897114e-06,-0.002842503833,1,1,nan,nan,nan,10.53021651,11.46588037,12.44193878,13.69950624,19.90710611,0.001325309351,-1.434191427e-05,1,1,nan,nan,nan,75.46392692,0.006924977038
LR,l2rest,0,0.001,0,9,0.9134229167,1,1,0,0,-13.32368565,11.55420971,-33.85643387,0.193749994,58.98045871,0,0,-57.47901535,44.91592026,-96.38721466,0.1817499995,85.42820001,26.82940292,12.09086227,0.9093044996,0.00832564618,25.32531534,26.83584723,29.04644234,30.17464823,46.84656596,2.346550213e-06,-0.001075381006,1,1,nan,nan,nan,11.1968399,12.09359733,13.0743651,14.28599745,21.06580244,0.0005679647595,0.0001044728779,1,1,nan,nan,nan,87.65668707,0.00832564618
LR,l2rest,0,0.001,0,10,0.9044729167,1,1,0,0,-16.18681908,12.37542152,-41.10869598,0.1682499796,58.58634815,0,0,-54.005867,43.24710464,-101.8298187,0.1817499846,85.00086839,28.93732834,12.59837914,0.9853118062,0.009752539113,26.99941072,28.95356971,31.13404099,32.8652742,50.41790995,4.760037195e-06,4.491146501e-05,1,1,nan,nan,nan,11.69467224,12.59972654,13.58515388,14.89322837,22.01263211,0.0003031542775,0.0001179630526,1,1,nan,nan,nan,100.3116134,0.009752539113
