step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,-0.14339003784234708,0.1416952106070429,0.5155208438843565,0.657216054491395,0.0,0.0,SNA,l2,0,21
1,-0.15415364439613874,0.1404574810806337,0.5031805942280049,0.6436380753086348,-0.001237729526409232,-0.012340249656352257,SNA,l2,0,21
2,-0.16316617146950982,0.139601243330061,0.49361391222649886,0.6332151555565614,-0.0008562377505727415,-0.009566682001506,SNA,l2,0,21
3,-0.17290851364591642,0.13963207260850635,0.4874912195484328,0.6271232921569423,3.082927844542234e-05,-0.006122692678066118,SNA,l2,0,21
4,-0.18323660953880128,0.140851829306174,0.48724084682482854,0.6280926761310032,0.001219756697667607,-0.00025037272360440253,SNA,l2,0,21
5,-0.19223627244391042,0.14302748611914307,0.4865028985514603,0.6295303846706012,0.002175656812969066,-0.0007379482733679277,SNA,l2,0,21
6,-0.211827569286653,0.14686021027449608,0.489111632877134,0.6359718431516304,0.0038327241553530443,0.0026087343256736982,SNA,l2,0,21
7,-0.22825306990048116,0.1519438288398748,0.49637514011708767,0.648318968956954,0.005083618565378779,0.007263507239953811,SNA,l2,0,21
8,-0.2407551064755749,0.15811894118222505,0.5078055123844823,0.6659244535667121,0.006175112342350199,0.011430372267394457,SNA,l2,0,21
9,-0.25348307275233306,0.16538165253909068,0.519565933828826,0.6849475863679239,0.007262711356865621,0.011760421444343826,SNA,l2,0,21
10,-0.26861043605009643,0.17303248728365161,0.5249512430626988,0.6979837303463462,0.007650834744560992,0.005385309233872645,SNA,l2,0,21
11,-0.28937685406706387,0.18173055259957077,0.5251576223642178,0.7068881749637861,0.008698065315919134,0.00020637930151891208,SNA,l2,0,21
12,-0.3054717420588205,0.1912420810706302,0.5272546949767921,0.7184967760474182,0.009511528471059376,0.002097072612574488,SNA,l2,0,21
13,-0.31975653865916287,0.2020016870261255,0.5308373970317873,0.7328390840579124,0.010759605955495334,0.003582702054995312,SNA,l2,0,21
14,-0.3295436569625428,0.2126585430271274,0.5352941830600416,0.7479527260871701,0.010656856001001769,0.004456786028254335,SNA,l2,0,21
15,-0.33166926180948403,0.22310782416052674,0.5386770749205833,0.7617848990811084,0.010449281133399489,0.003382891860541689,SNA,l2,0,21
16,-0.3348809676890503,0.23329174277000686,0.5434775650810009,0.7767693078510034,0.010183918609480086,0.004800490160417633,SNA,l2,0,21
17,-0.33308613980691093,0.24347170900383724,0.5515859458865691,0.7950576548904099,0.010179966233830308,0.008108380805567916,SNA,l2,0,21
18,-0.3310113137162808,0.25383896694659447,0.5644918485812477,0.818330815527842,0.01036725794275736,0.012905902694678622,SNA,l2,0,21
19,-0.32903545246285515,0.26439579075660896,0.5811565487258271,0.8455523394824391,0.010556823810014404,0.01666470014457908,SNA,l2,0,21
20,-0.32963330518707906,0.27505810012727056,0.599099361603745,0.8741574617310097,0.010662309370661628,0.017942812877918355,SNA,l2,0,21
0,-0.17724127150856536,0.13088024911662655,0.4869857340472097,0.6178659831638329,0.0,0.0,SNA,l2,0,22
1,-0.17222700199175736,0.12893837008274506,0.4752412830181189,0.604179653100863,-0.001941879033881515,-0.01174445102909019,SNA,l2,0,22
2,-0.16350272476194597,0.1265802854689665,0.4576826064852555,0.5842628919542238,-0.002358084613778476,-0.017558676532863894,SNA,l2,0,22
3,-0.17347678002239905,0.12582524800725287,0.4454148127249691,0.571240060732221,-0.0007550374617137366,-0.012267793760286057,SNA,l2,0,22
4,-0.18216900080317988,0.12642132290419542,0.4393682672328227,0.5657895901370188,0.000596074896942615,-0.006046545492146709,SNA,l2,0,22
5,-0.19063070109089747,0.12872917503439324,0.4437434047472174,0.5724725797816105,0.0023078521301977987,0.00437513751439525,SNA,l2,0,22
6,-0.20988901152345676,0.1319285678233514,0.44655788339614505,0.5784864512194935,0.00319939278895818,0.0028144786489273403,SNA,l2,0,22
7,-0.22679646517670457,0.13581697976420642,0.4463011678801484,0.5821181476443535,0.003888411940855022,-0.00025671551599651095,SNA,l2,0,22
8,-0.2430239799207505,0.1402288274014901,0.44482659692611604,0.5850554243276095,0.004411847637283642,-0.0014745709540326946,SNA,l2,0,22
9,-0.2560956564313542,0.14579476777263445,0.4469751810851511,0.5927699488577808,0.005565940371144354,0.0021485841590351403,SNA,l2,0,22
10,-0.2762391011456641,0.15282153742535673,0.4515452135443623,0.6043667509697113,0.00702676965272228,0.004570032459211074,SNA,l2,0,22
11,-0.2925676485631989,0.16106529203179512,0.46108124764805675,0.6221465396798597,0.008243754606438409,0.009536034103694815,SNA,l2,0,22
12,-0.3054652833802216,0.17077090500374184,0.47638316349778764,0.6471540685015323,0.009705612971946682,0.015301915849730303,SNA,l2,0,22
13,-0.31096031125275025,0.1812542389984621,0.4959688318395232,0.6772230708379836,0.01048333399472031,0.019585668341736407,SNA,l2,0,22
14,-0.3154446365532495,0.19252973582046004,0.5156839900137961,0.7082137258342596,0.011275496821997905,0.019715158174272565,SNA,l2,0,22
15,-0.322800617755952,0.20458224611849146,0.5304373626129956,0.7350196087314894,0.01205251029803147,0.01475337259919923,SNA,l2,0,22
16,-0.332595027965271,0.21696508383131025,0.5400970410428673,0.7570621248741817,0.012382837712818721,0.009659678429871754,SNA,l2,0,22
17,-0.34264515224411396,0.22961641373178746,0.5491322358186619,0.778748649550449,0.012651329900477272,0.009035194775794904,SNA,l2,0,22
18,-0.3527187451699983,0.24193438894263486,0.5557434685367736,0.7976778574794082,0.012317975210847374,0.006611232718111393,SNA,l2,0,22
19,-0.3587494961355345,0.2545207768819408,0.5644658683831252,0.8189866452650724,0.012586387939305988,0.008722399846351361,SNA,l2,0,22
20,-0.36088363002469676,0.2676101403456499,0.5750653219955321,0.8426754623411853,0.013089363463709041,0.010599453612407479,SNA,l2,0,22
0,-0.1521986072920496,0.1397234623357807,0.5284425194066552,0.6681659817424334,0.0,0.0,SNA,l2,0,23
1,-0.17015625030544335,0.1390674438679761,0.5179460850538772,0.6570135289218537,-0.0006560184678045814,-0.010496434352778148,SNA,l2,0,23
2,-0.1893662297717502,0.13843576877221314,0.5112853545039752,0.6497211232761946,-0.0006316750957629988,-0.006660730549902265,SNA,l2,0,23
3,-0.20835507595536876,0.13923100944784983,0.5137782275122355,0.6530092369600922,0.0007952406756367869,0.0024928730082606513,SNA,l2,0,23
4,-0.22495320891863993,0.14103955460842207,0.5205282983365874,0.6615678529450058,0.0018085451605721712,0.006750070824352502,SNA,l2,0,23
5,-0.2417055819024579,0.1437273477418627,0.5259965381276193,0.6697238858694806,0.002687793133440645,0.005468239791031125,SNA,l2,0,23
6,-0.2537523315958749,0.1481758113048339,0.5428024531250101,0.6909782644298429,0.004448463562971202,0.016805914997391147,SNA,l2,0,23
7,-0.26133265195991273,0.1543139560979328,0.5680745627191298,0.7223885188170621,0.00613814479309886,0.025272109594119553,SNA,l2,0,23
8,-0.2721901581174485,0.16140334430395448,0.5922159987843459,0.7536193430883,0.007089388206021654,0.024141436065216328,SNA,l2,0,23
9,-0.28115554056020153,0.16942209140816494,0.6187917486952483,0.7882138401034189,0.00801874710421053,0.026575749910902672,SNA,l2,0,23
10,-0.2830460718274896,0.17828877115844713,0.645367165291572,0.8236559364500208,0.008866679750282215,0.026575416596323304,SNA,l2,0,23
11,-0.2865552372248045,0.18826312828363728,0.6725191162055654,0.8607822444892063,0.009974357125190186,0.027151950913993392,SNA,l2,0,23
12,-0.29300900407996217,0.1988493704199956,0.6932855875078515,0.892134957927838,0.010586242136358259,0.020766471302285764,SNA,l2,0,23
13,-0.3018021263847487,0.20946774404925395,0.706463048583606,0.9159307926328611,0.010618373629258285,0.013177461075754664,SNA,l2,0,23
14,-0.3083543215350046,0.22016237017148613,0.7169176096925429,0.9370799798640316,0.010694626122232218,0.010454561108937048,SNA,l2,0,23
15,-0.32114238447705484,0.2310648641384789,0.7222543244681665,0.953319188606651,0.010902493966992824,0.005336714775624168,SNA,l2,0,23
16,-0.33192475533889493,0.24225985531148198,0.7281194171583201,0.9703792724698035,0.011194991173003013,0.005865092690152857,SNA,l2,0,23
17,-0.3438641495440012,0.25434896044254157,0.7386286110394862,0.9929775714820243,0.012089105131059588,0.010509193881166131,SNA,l2,0,23
18,-0.35933840890118224,0.26602636754275094,0.7444228934883408,1.0104492610310947,0.011677407100209343,0.005794282448854824,SNA,l2,0,23
19,-0.3681182386994195,0.2775300073554012,0.7511780580237357,1.0287080653791343,0.011503639812650275,0.006755164535394565,SNA,l2,0,23
20,-0.3710846129778202,0.28845366795696203,0.7576619669781093,1.0461156349350735,0.010923660601560838,0.0064839089543736635,SNA,l2,0,23
0,-0.11920495962058031,0.13387358576074931,0.49388089710271116,0.6277544828634668,0.0,0.0,SNA,l2,0,24
1,-0.13821256263308646,0.13196160071163351,0.47895877271999987,0.6109203734316333,-0.001911985049115804,-0.014922124382711009,SNA,l2,0,24
2,-0.16741691544811796,0.12976563910150557,0.4622236867081205,0.5919893258096236,-0.0021959616101279076,-0.01673508601187985,SNA,l2,0,24
3,-0.20670440212536,0.1295498564575694,0.45736765770579296,0.5869175141633588,-0.00021578264393621365,-0.004856029002327317,SNA,l2,0,24
4,-0.24264887762343787,0.13024153057233093,0.4559209964359026,0.5861625270082321,0.0006916741147615496,-0.001446661269890623,SNA,l2,0,24
5,-0.2777101071450657,0.13210083157634642,0.45899513144999105,0.5910959630263404,0.0018593010040155033,0.0030741350140886118,SNA,l2,0,24
6,-0.31229771063272027,0.13578373612734235,0.47041067015201066,0.6061944062793494,0.0036829045509959245,0.011415538702019876,SNA,l2,0,24
7,-0.34357178189156584,0.14113561209345707,0.4880958465326198,0.6292314586260704,0.005351875966114742,0.0176851763806092,SNA,l2,0,24
8,-0.37126714441685776,0.14735650890739704,0.5060076317769501,0.6533641406843459,0.006220896813939949,0.017911785244330142,SNA,l2,0,24
9,-0.3995909749577305,0.15502642311767256,0.5253945421783698,0.6804209652960448,0.0076699142102755035,0.019386910401419915,SNA,l2,0,24
10,-0.4224949307739489,0.1639250091806744,0.5459983206871452,0.7099233298678176,0.008898586063001895,0.020603778508775088,SNA,l2,0,24
11,-0.4416638021702767,0.17396805397383402,0.5718713929293172,0.7458394469031502,0.01004304479315956,0.025873072242172147,SNA,l2,0,24
12,-0.4599717677901724,0.18497149331549448,0.5971775208781284,0.7821490141936317,0.011003439341660455,0.02530612794881139,SNA,l2,0,24
13,-0.473439102580997,0.1967305039215136,0.6165318130008264,0.8132623169223357,0.011759010606019133,0.019354292122697844,SNA,l2,0,24
14,-0.48149982594357105,0.2088756124523597,0.6297339252653633,0.8386095377177247,0.01214510853084607,0.013202112264536641,SNA,l2,0,24
15,-0.4887181026686063,0.2219890931638541,0.6455924723393812,0.8675815655032402,0.013113480711494438,0.01585854707401806,SNA,l2,0,24
16,-0.4947469501721773,0.23565576853811135,0.6592625718703712,0.8949183404084876,0.013666675374257182,0.013670099530990357,SNA,l2,0,24
17,-0.4976277416493095,0.2500275970932627,0.6772017861833057,0.927229383276557,0.014371828555151405,0.017939214312934458,SNA,l2,0,24
18,-0.5019743467065891,0.2639694363413128,0.6890347694024453,0.9530042057437582,0.013941839248050163,0.01183298321913923,SNA,l2,0,24
19,-0.5050856965340578,0.2780029380022978,0.70340144218301,0.9814043801853064,0.014033501660984972,0.014366672780564837,SNA,l2,0,24
20,-0.5081452490955125,0.29183119483325504,0.7157737580473154,1.007604952880563,0.013828256830957248,0.012372315864305655,SNA,l2,0,24
0,-0.1964169774187581,0.12610318861649772,0.5063547774882947,0.6324579661048049,0.0,0.0,SNA,l2,0,25
1,-0.20368687403568234,0.12595486420783167,0.5050643931255133,0.6310192573333484,-0.00014832440866603696,-0.001290384362781564,SNA,l2,0,25
2,-0.20656113690491482,0.12538926162127983,0.500812761549804,0.6262020231710842,-0.0005656025865518423,-0.00425163157570943,SNA,l2,0,25
3,-0.21213159400654702,0.12572266362193502,0.5032552650746409,0.6289779286965724,0.0003334020006551377,0.002442503524836991,SNA,l2,0,25
4,-0.21972142214382082,0.12756131072503035,0.5158660957622468,0.6434274064872801,0.0018386471030953097,0.012610830687606114,SNA,l2,0,25
5,-0.2334499069995582,0.13008931627202777,0.5234341388115784,0.6535234550836097,0.0025280055469974172,0.007568043049331391,SNA,l2,0,25
6,-0.25926720302516487,0.13359904901644598,0.5246584291386889,0.6582574781551296,0.0035097327444182664,0.001224290327110722,SNA,l2,0,25
7,-0.2800001342270365,0.1383656417282774,0.5307030879688925,0.6690687296971691,0.004766592711831422,0.006044658830203071,SNA,l2,0,25
8,-0.3032178963133201,0.14410947058035384,0.5326939216835761,0.6768033922639352,0.00574382885207644,0.001990833714683783,SNA,l2,0,25
9,-0.3254203195252152,0.15081300798976596,0.5329608460930992,0.6837738540828612,0.006703537409412129,0.00026692440952300186,SNA,l2,0,25
10,-0.3433877788783246,0.15906368158644857,0.5400346276325072,0.6990983092189482,0.008250673596682544,0.007073781539407933,SNA,l2,0,25
11,-0.3608391570007737,0.1684167225753652,0.5495612959350714,0.7179780185104346,0.009353040988916617,0.009526668302564777,SNA,l2,0,25
12,-0.3722175097922969,0.17817100168020114,0.5617458306405906,0.7399168323207896,0.009754279104835976,0.012184534705518661,SNA,l2,0,25
13,-0.37632994993917046,0.18862096426401428,0.5785849688392265,0.7672059331032456,0.0104499625838132,0.016839138198635733,SNA,l2,0,25
14,-0.3752872424261433,0.19931387603251705,0.5982484211721932,0.7975622972047205,0.010692911768502691,0.019663452332966683,SNA,l2,0,25
15,-0.3684086511620158,0.20989377536179993,0.6151159639441903,0.8250097393059795,0.010579899329282947,0.016867542771997604,SNA,l2,0,25
16,-0.35800593681313947,0.2206490169844881,0.6300852186208951,0.8507342356053822,0.010755241622688132,0.014969254676704482,SNA,l2,0,25
17,-0.3456144635579904,0.2319549899080084,0.6481353872909389,0.8800903771989421,0.011305972923520305,0.018050168670043762,SNA,l2,0,25
18,-0.33484883360728845,0.24313027772584114,0.6644301829694321,0.9075604606952733,0.011175287817832774,0.01629479567849351,SNA,l2,0,25
19,-0.32308511829035114,0.2552250988374321,0.6809039288013409,0.9361290276387737,0.01209482111159097,0.016473745831908335,SNA,l2,0,25
20,-0.31345410201836205,0.26688798560599525,0.695107816572283,0.9619958021782707,0.011662886768563103,0.014203887770942461,SNA,l2,0,25
0,-0.15571608038237053,0.1390379766263826,0.6133100376927976,0.7523480143191827,0.0,0.0,SNA,l2,0,26
1,-0.15467320101505966,0.13731747485707577,0.5999720146490854,0.7372894895061648,-0.0017205017693068053,-0.013338023043712541,SNA,l2,0,26
2,-0.161597541078482,0.13507140221795058,0.5799466227776836,0.7150180249956343,-0.0022460726391252167,-0.02002539187140167,SNA,l2,0,26
