step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1116,568,211,208,1600,527,LR,l2,2,21
2,1123,614,260,231,1600,568,LR,l2,2,21
3,1148,543,211,184,1600,603,LR,l2,2,21
4,1144,544,239,220,1600,634,LR,l2,2,21
5,1144,581,277,240,1600,609,LR,l2,2,21
6,1165,542,280,183,1600,618,LR,l2,2,21
7,1184,523,337,187,1600,715,LR,l2,2,21
8,1195,622,379,181,1600,673,LR,l2,2,21
9,1173,537,349,153,1600,638,LR,l2,2,21
10,1216,635,457,213,1600,720,LR,l2,2,21
11,1170,575,363,159,1600,594,LR,l2,2,21
12,1205,528,324,160,1600,591,LR,l2,2,21
13,1205,565,353,156,1600,643,LR,l2,2,21
14,1205,491,344,254,1600,659,LR,l2,2,21
15,1218,520,373,265,1600,655,LR,l2,2,21
16,1196,565,362,131,1600,612,LR,l2,2,21
17,1206,558,379,110,1600,684,LR,l2,2,21
18,1191,532,365,210,1600,669,LR,l2,2,21
19,1193,584,361,106,1600,644,LR,l2,2,21
20,1190,535,326,146,1600,688,LR,l2,2,21
1,1072,445,199,203,1600,433,LR,l2,2,22
2,1064,472,268,250,1600,575,LR,l2,2,22
3,1134,560,331,209,1600,609,LR,l2,2,22
4,1195,577,340,157,1600,611,LR,l2,2,22
5,1217,648,398,168,1600,652,LR,l2,2,22
6,1231,651,405,111,1600,665,LR,l2,2,22
7,1220,640,368,121,1600,643,LR,l2,2,22
8,1213,684,371,98,1600,635,LR,l2,2,22
9,1231,613,321,99,1600,673,LR,l2,2,22
10,1229,619,325,122,1600,692,LR,l2,2,22
11,1209,634,339,145,1600,710,LR,l2,2,22
12,1234,520,274,214,1600,620,LR,l2,2,22
13,1242,529,304,183,1600,627,LR,l2,2,22
14,1193,552,357,256,1600,621,LR,l2,2,22
15,1207,535,322,162,1600,621,LR,l2,2,22
16,1214,525,331,170,1600,659,LR,l2,2,22
17,1209,531,321,219,1600,614,LR,l2,2,22
18,1228,594,359,141,1600,672,LR,l2,2,22
19,1232,561,281,136,1600,610,LR,l2,2,22
20,1237,524,324,248,1600,649,LR,l2,2,22
1,1039,446,240,251,1600,529,LR,l2,2,23
2,1104,537,301,227,1600,627,LR,l2,2,23
3,1160,552,320,192,1600,667,LR,l2,2,23
4,1171,608,415,206,1600,748,LR,l2,2,23
5,1186,580,359,192,1600,670,LR,l2,2,23
6,1167,541,367,200,1600,681,LR,l2,2,23
7,1197,503,306,184,1600,523,LR,l2,2,23
8,1242,553,370,165,1600,643,LR,l2,2,23
9,1210,590,323,180,1600,536,LR,l2,2,23
10,1223,599,341,161,1600,639,LR,l2,2,23
