step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1042,525,193,174,1600,500,LR,l2,0,21
2,1088,534,211,163,1600,608,LR,l2,0,21
3,1135,545,199,211,1600,551,LR,l2,0,21
4,1146,512,216,173,1600,582,LR,l2,0,21
5,1134,610,265,163,1600,614,LR,l2,0,21
6,1151,533,259,135,1600,675,LR,l2,0,21
7,1147,542,265,107,1600,690,LR,l2,0,21
8,1154,565,289,136,1600,693,LR,l2,0,21
9,1109,515,277,263,1600,609,LR,l2,0,21
10,1116,513,301,178,1600,637,LR,l2,0,21
11,1107,484,293,182,1600,600,LR,l2,0,21
12,1129,482,279,169,1600,587,LR,l2,0,21
13,1106,509,287,189,1600,572,LR,l2,0,21
14,1140,530,338,139,1600,645,LR,l2,0,21
15,1139,538,325,120,1600,657,LR,l2,0,21
16,1140,529,314,227,1600,629,LR,l2,0,21
17,1129,574,297,183,1600,638,LR,l2,0,21
18,1102,484,251,154,1600,615,LR,l2,0,21
19,1144,500,275,167,1600,673,LR,l2,0,21
20,1132,501,273,213,1600,666,LR,l2,0,21
1,1099,575,218,170,1600,548,LR,l2,0,22
2,1109,625,186,200,1600,522,LR,l2,0,22
3,1136,520,219,177,1600,618,LR,l2,0,22
4,1181,542,215,178,1600,623,LR,l2,0,22
5,1177,597,277,194,1600,660,LR,l2,0,22
6,1186,539,265,266,1600,591,LR,l2,0,22
7,1244,620,346,161,1600,637,LR,l2,0,22
8,1253,632,316,114,1600,585,LR,l2,0,22
9,1258,603,342,153,1600,700,LR,l2,0,22
10,1234,513,335,262,1600,625,LR,l2,0,22
11,1265,635,390,194,1600,634,LR,l2,0,22
12,1249,599,393,107,1600,676,LR,l2,0,22
13,1242,664,364,124,1600,643,LR,l2,0,22
14,1241,621,331,141,1600,630,LR,l2,0,22
15,1221,538,279,195,1600,598,LR,l2,0,22
16,1215,513,300,224,1600,640,LR,l2,0,22
17,1205,541,343,239,1600,663,LR,l2,0,22
18,1211,510,294,183,1600,556,LR,l2,0,22
19,1191,536,318,165,1600,604,LR,l2,0,22
20,1223,520,294,180,1600,587,LR,l2,0,22
1,1051,505,214,214,1600,500,LR,l2,0,23
2,1061,492,205,175,1600,528,LR,l2,0,23
3,1116,537,260,239,1600,581,LR,l2,0,23
4,1145,577,254,197,1600,619,LR,l2,0,23
5,1156,560,284,231,1600,633,LR,l2,0,23
6,1178,591,304,191,1600,621,LR,l2,0,23
7,1221,597,362,193,1600,687,LR,l2,0,23
8,1208,581,333,270,1600,659,LR,l2,0,23
9,1220,603,351,128,1600,675,LR,l2,0,23
10,1223,624,327,88,1600,656,LR,l2,0,23
11,1198,615,328,153,1600,720,LR,l2,0,23
12,1210,565,274,150,1600,638,LR,l2,0,23
13,1194,599,275,108,1600,649,LR,l2,0,23
14,1152,560,264,144,1600,661,LR,l2,0,23
15,1135,520,232,179,1600,590,LR,l2,0,23
16,1154,576,246,156,1600,634,LR,l2,0,23
17,1156,541,245,270,1600,618,LR,l2,0,23
18,1147,539,277,200,1600,629,LR,l2,0,23
19,1133,559,236,143,1600,597,LR,l2,0,23
20,1146,592,296,136,1600,694,LR,l2,0,23
1,977,481,187,181,1600,525,LR,l2,0,24
2,1019,511,242,206,1600,619,LR,l2,0,24
3,1038,488,249,268,1600,555,LR,l2,0,24
4,1102,551,312,166,1600,591,LR,l2,0,24
5,1110,535,345,241,1600,632,LR,l2,0,24
6,1168,504,347,243,1600,620,LR,l2,0,24
7,1232,590,409,144,1600,671,LR,l2,0,24
8,1269,585,413,178,1600,678,LR,l2,0,24
9,1273,610,437,170,1600,667,LR,l2,0,24
10,1267,585,390,164,1600,617,LR,l2,0,24
11,1267,621,384,135,1600,619,LR,l2,0,24
12,1246,575,361,200,1600,655,LR,l2,0,24
13,1253,598,320,130,1600,625,LR,l2,0,24
14,1223,600,322,107,1600,638,LR,l2,0,24
15,1201,628,346,143,1600,638,LR,l2,0,24
16,1199,548,307,194,1600,609,LR,l2,0,24
17,1197,594,317,188,1600,635,LR,l2,0,24
18,1153,518,289,164,1600,617,LR,l2,0,24
19,1148,535,338,209,1600,700,LR,l2,0,24
20,1135,528,315,233,1600,635,LR,l2,0,24
1,1090,511,240,245,1600,581,LR,l2,0,25
2,1116,584,243,187,1600,548,LR,l2,0,25
3,1094,546,230,183,1600,606,LR,l2,0,25
4,1135,558,249,218,1600,603,LR,l2,0,25
5,1147,575,270,166,1600,659,LR,l2,0,25
6,1143,472,228,161,1600,605,LR,l2,0,25
7,1155,536,266,167,1600,630,LR,l2,0,25
8,1153,517,248,159,1600,589,LR,l2,0,25
9,1177,567,264,152,1600,556,LR,l2,0,25
10,1117,557,270,160,1600,617,LR,l2,0,25
11,1168,475,250,217,1600,605,LR,l2,0,25
12,1161,543,274,157,1600,589,LR,l2,0,25
13,1157,557,297,146,1600,623,LR,l2,0,25
14,1146,516,290,190,1600,653,LR,l2,0,25
15,1148,620,316,136,1600,604,LR,l2,0,25
16,1122,564,287,138,1600,655,LR,l2,0,25
17,1138,518,197,128,1600,539,LR,l2,0,25
18,1095,525,233,126,1600,646,LR,l2,0,25
19,1094,517,209,110,1600,667,LR,l2,0,25
20,1062,524,216,202,1600,675,LR,l2,0,25
1,1052,568,196,197,1600,589,LR,l2,0,26
2,1065,575,173,189,1600,565,LR,l2,0,26
3,1064,481,202,226,1600,615,LR,l2,0,26
4,1073,523,259,205,1600,627,LR,l2,0,26
5,1106,504,312,217,1600,682,LR,l2,0,26
6,1135,549,348,226,1600,663,LR,l2,0,26
7,1159,539,362,182,1600,710,LR,l2,0,26
8,1141,570,375,142,1600,639,LR,l2,0,26
9,1178,523,379,185,1600,667,LR,l2,0,26
10,1162,567,381,165,1600,640,LR,l2,0,26
11,1205,553,379,217,1600,661,LR,l2,0,26
12,1182,526,377,260,1600,630,LR,l2,0,26
13,1179,579,394,97,1600,658,LR,l2,0,26
14,1216,599,409,125,1600,699,LR,l2,0,26
15,1214,570,372,160,1600,674,LR,l2,0,26
16,1200,531,337,159,1600,658,LR,l2,0,26
17,1167,518,310,218,1600,623,LR,l2,0,26
18,1159,499,286,163,1600,609,LR,l2,0,26
19,1184,563,322,187,1600,655,LR,l2,0,26
20,1168,548,334,207,1600,662,LR,l2,0,26
1,1073,503,199,193,1600,575,LR,l2,0,27
2,1096,559,235,160,1600,632,LR,l2,0,27
3,1068,486,195,199,1600,585,LR,l2,0,27
4,1092,487,222,152,1600,658,LR,l2,0,27
5,1138,524,216,169,1600,628,LR,l2,0,27
6,1114,519,213,184,1600,562,LR,l2,0,27
7,1109,543,236,158,1600,577,LR,l2,0,27
8,1089,485,171,181,1600,476,LR,l2,0,27
9,1104,489,254,240,1600,610,LR,l2,0,27
10,1111,490,241,137,1600,628,LR,l2,0,27
11,1099,551,252,142,1600,658,LR,l2,0,27
12,1070,492,226,125,1600,652,LR,l2,0,27
13,1081,498,252,185,1600,653,LR,l2,0,27
14,1051,477,240,129,1600,618,LR,l2,0,27
15,1037,484,237,167,1600,661,LR,l2,0,27
16,1043,454,227,197,1600,610,LR,l2,0,27
17,1025,497,260,220,1600,641,LR,l2,0,27
18,1045,473,224,178,1600,589,LR,l2,0,27
19,1033,455,250,177,1600,615,LR,l2,0,27
20,1048,466,267,209,1600,632,LR,l2,0,27
1,1070,506,148,144,1600,456,LR,l2,0,28
2,1060,515,158,138,1600,552,LR,l2,0,28
3,1081,500,224,175,1600,651,LR,l2,0,28
4,1077,540,277,149,1600,609,LR,l2,0,28
5,1061,507,275,205,1600,606,LR,l2,0,28
6,1118,598,301,112,1600,597,LR,l2,0,28
7,1128,533,301,198,1600,641,LR,l2,0,28
8,1143,517,298,207,1600,613,LR,l2,0,28
9,1130,514,299,180,1600,618,LR,l2,0,28
10,1163,558,317,87,1600,647,LR,l2,0,28
11,1148,540,320,119,1600,696,LR,l2,0,28
12,1160,527,316,201,1600,593,LR,l2,0,28
13,1145,526,258,148,1600,556,LR,l2,0,28
14,1138,481,293,192,1600,631,LR,l2,0,28
15,1160,494,281,159,1600,600,LR,l2,0,28
16,1163,562,315,99,1600,676,LR,l2,0,28
17,1163,542,294,231,1600,649,LR,l2,0,28
18,1150,525,298,194,1600,686,LR,l2,0,28
19,1156,550,288,136,1600,670,LR,l2,0,28
20,1140,575,286,144,1600,659,LR,l2,0,28
1,1059,539,207,210,1600,523,LR,l2,0,29
2,1045,536,172,134,1600,525,LR,l2,0,29
3,1079,505,228,173,1600,676,LR,l2,0,29
4,1077,495,221,242,1600,569,LR,l2,0,29
5,1103,484,250,209,1600,628,LR,l2,0,29
6,1095,532,285,145,1600,679,LR,l2,0,29
7,1067,527,279,141,1600,609,LR,l2,0,29
8,1069,529,284,115,1600,636,LR,l2,0,29
9,1051,505,277,125,1600,642,LR,l2,0,29
10,1076,519,272,118,1600,629,LR,l2,0,29
11,1076,498,240,137,1600,605,LR,l2,0,29
12,1060,470,237,189,1600,613,LR,l2,0,29
13,1073,479,262,202,1600,621,LR,l2,0,29
14,1083,432,263,237,1600,600,LR,l2,0,29
15,1102,502,316,250,1600,647,LR,l2,0,29
16,1102,515,306,147,1600,641,LR,l2,0,29
17,1126,531,275,164,1600,591,LR,l2,0,29
18,1146,526,341,119,1600,668,LR,l2,0,29
19,1138,539,305,126,1600,613,LR,l2,0,29
20,1146,500,251,113,1600,637,LR,l2,0,29
1,1135,647,183,163,1600,496,LR,l2,0,30
2,1113,558,171,190,1600,579,LR,l2,0,30
3,1107,532,218,272,1600,652,LR,l2,0,30
4,1127,580,227,185,1600,616,LR,l2,0,30
5,1146,542,279,238,1600,684,LR,l2,0,30
6,1171,522,279,286,1600,646,LR,l2,0,30
7,1182,577,349,211,1600,633,LR,l2,0,30
8,1197,594,345,167,1600,658,LR,l2,0,30
9,1217,573,338,154,1600,664,LR,l2,0,30
10,1215,574,355,154,1600,700,LR,l2,0,30
11,1230,612,331,107,1600,625,LR,l2,0,30
12,1199,500,344,242,1600,709,LR,l2,0,30
13,1177,582,347,130,1600,640,LR,l2,0,30
14,1181,500,323,205,1600,665,LR,l2,0,30
15,1202,531,369,269,1600,703,LR,l2,0,30
16,1180,555,394,154,1600,712,LR,l2,0,30
17,1144,527,322,117,1600,660,LR,l2,0,30
18,1194,592,335,105,1600,623,LR,l2,0,30
19,1161,557,303,199,1600,601,LR,l2,0,30
20,1143,547,285,144,1600,612,LR,l2,0,30
1,1061,535,153,155,1600,567,LR,l2,0,31
2,1079,548,127,148,1600,476,LR,l2,0,31
3,1127,545,275,297,1600,740,LR,l2,0,31
4,1164,596,292,232,1600,650,LR,l2,0,31
5,1167,578,331,244,1600,678,LR,l2,0,31
6,1181,569,309,203,1600,612,LR,l2,0,31
7,1191,537,295,234,1600,606,LR,l2,0,31
8,1222,599,343,181,1600,645,LR,l2,0,31
9,1216,568,349,202,1600,722,LR,l2,0,31
10,1217,609,366,161,1600,691,LR,l2,0,31
11,1201,631,375,150,1600,715,LR,l2,0,31
12,1224,543,312,197,1600,565,LR,l2,0,31
13,1241,623,368,192,1600,644,LR,l2,0,31
14,1232,591,324,150,1600,630,LR,l2,0,31
15,1208,537,347,225,1600,670,LR,l2,0,31
16,1206,567,315,186,1600,615,LR,l2,0,31
17,1219,510,316,201,1600,653,LR,l2,0,31
18,1227,562,399,290,1600,722,LR,l2,0,31
19,1221,581,441,240,1600,719,LR,l2,0,31
20,1204,633,435,109,1600,691,LR,l2,0,31
1,1042,558,155,170,1600,553,LR,l2,0,32
2,1029,524,213,234,1600,621,LR,l2,0,32
3,1032,523,242,209,1600,637,LR,l2,0,32
4,1049,512,218,226,1600,640,LR,l2,0,32
5,1080,491,255,201,1600,661,LR,l2,0,32
6,1119,474,285,204,1600,574,LR,l2,0,32
7,1118,507,303,207,1600,565,LR,l2,0,32
8,1168,572,347,136,1600,607,LR,l2,0,32
9,1164,558,326,155,1600,632,LR,l2,0,32
10,1171,533,288,138,1600,620,LR,l2,0,32
11,1155,548,321,187,1600,656,LR,l2,0,32
12,1161,530,306,204,1600,591,LR,l2,0,32
13,1169,552,310,154,1600,597,LR,l2,0,32
14,1170,526,283,143,1600,566,LR,l2,0,32
15,1154,543,303,184,1600,600,LR,l2,0,32
16,1142,514,303,178,1600,610,LR,l2,0,32
17,1148,562,316,169,1600,671,LR,l2,0,32
18,1108,498,276,189,1600,643,LR,l2,0,32
19,1119,521,283,164,1600,617,LR,l2,0,32
20,1144,533,351,257,1600,698,LR,l2,0,32
1,1013,543,106,130,1600,485,LR,l2,0,33
2,1032,521,162,170,1600,559,LR,l2,0,33
3,1050,454,214,264,1600,662,LR,l2,0,33
4,1044,521,258,246,1600,630,LR,l2,0,33
5,1051,568,254,144,1600,516,LR,l2,0,33
