step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1018,565,170,183,1600,519,SNA,l2,2,21
2,1044,533,181,166,1600,621,SNA,l2,2,21
3,1087,530,222,165,1598,717,SNA,l2,2,21
4,1056,505,215,183,1600,658,SNA,l2,2,21
5,1033,590,310,162,1600,625,SNA,l2,2,21
6,1076,483,239,156,1600,584,SNA,l2,2,21
7,1098,554,365,156,1600,698,SNA,l2,2,21
8,1143,604,352,114,1600,636,SNA,l2,2,21
9,1101,525,340,178,1600,620,SNA,l2,2,21
10,1124,584,379,190,1600,660,SNA,l2,2,21
11,1075,532,310,145,1600,590,SNA,l2,2,21
12,1099,504,284,132,1600,602,SNA,l2,2,21
13,1138,515,293,136,1600,614,SNA,l2,2,21
14,1119,489,290,182,1599,627,SNA,l2,2,21
15,1121,503,341,233,1599,667,SNA,l2,2,21
16,1133,524,293,131,1599,567,SNA,l2,2,21
17,1167,519,315,164,1598,634,SNA,l2,2,21
18,1125,474,311,174,1599,648,SNA,l2,2,21
19,1151,517,327,135,1599,640,SNA,l2,2,21
20,1139,508,289,156,1600,639,SNA,l2,2,21
1,977,457,152,152,1600,427,SNA,l2,2,22
2,972,456,203,181,1600,582,SNA,l2,2,22
3,1050,558,272,156,1600,625,SNA,l2,2,22
4,1079,535,338,182,1600,698,SNA,l2,2,22
5,1120,610,365,180,1599,673,SNA,l2,2,22
6,1097,593,372,132,1600,688,SNA,l2,2,22
7,1091,567,334,171,1600,642,SNA,l2,2,22
8,1090,599,330,78,1600,631,SNA,l2,2,22
9,1079,534,308,106,1600,700,SNA,l2,2,22
10,1047,517,304,128,1600,673,SNA,l2,2,22
11,1032,499,288,157,1599,620,SNA,l2,2,22
12,1053,499,280,186,1599,589,SNA,l2,2,22
13,1070,504,263,140,1599,575,SNA,l2,2,22
14,1039,502,286,162,1599,627,SNA,l2,2,22
15,1061,472,270,185,1599,619,SNA,l2,2,22
16,1073,483,317,209,1599,688,SNA,l2,2,22
17,1081,516,319,222,1600,642,SNA,l2,2,22
18,1139,518,300,156,1600,658,SNA,l2,2,22
19,1132,518,291,111,1598,675,SNA,l2,2,22
20,1135,501,313,202,1599,680,SNA,l2,2,22
1,1005,506,228,218,1598,520,SNA,l2,2,23
2,1029,541,234,198,1600,610,SNA,l2,2,23
3,1056,498,260,222,1598,638,SNA,l2,2,23
4,1078,559,347,200,1600,705,SNA,l2,2,23
5,1134,618,376,204,1600,620,SNA,l2,2,23
6,1077,577,353,169,1600,672,SNA,l2,2,23
7,1118,537,298,209,1598,586,SNA,l2,2,23
8,1194,594,328,174,1600,641,SNA,l2,2,23
9,1156,569,286,140,1599,548,SNA,l2,2,23
10,1174,599,301,160,1599,622,SNA,l2,2,23
11,1188,591,249,118,1599,580,SNA,l2,2,23
12,1189,555,257,123,1599,667,SNA,l2,2,23
13,1174,551,253,192,1600,650,SNA,l2,2,23
14,1172,566,259,137,1600,666,SNA,l2,2,23
15,1144,518,272,193,1600,693,SNA,l2,2,23
16,1124,504,271,200,1599,643,SNA,l2,2,23
17,1117,487,257,166,1598,630,SNA,l2,2,23
18,1108,499,265,115,1598,610,SNA,l2,2,23
19,1087,505,269,187,1600,624,SNA,l2,2,23
20,1133,523,232,157,1599,579,SNA,l2,2,23
1,1060,582,184,170,1600,504,SNA,l2,2,24
2,1097,568,207,231,1600,550,SNA,l2,2,24
3,1124,563,270,155,1600,691,SNA,l2,2,24
4,1129,565,252,213,1600,591,SNA,l2,2,24
5,1094,564,265,161,1600,631,SNA,l2,2,24
6,1105,565,255,135,1597,578,SNA,l2,2,24
7,1122,563,270,228,1600,643,SNA,l2,2,24
8,1114,548,285,193,1599,693,SNA,l2,2,24
9,1109,555,266,140,1599,565,SNA,l2,2,24
10,1086,518,373,242,1600,705,SNA,l2,2,24
11,1091,495,367,177,1599,668,SNA,l2,2,24
12,1129,515,365,172,1600,618,SNA,l2,2,24
13,1100,523,310,184,1600,578,SNA,l2,2,24
14,1136,511,291,130,1600,583,SNA,l2,2,24
15,1138,498,328,224,1599,663,SNA,l2,2,24
16,1149,529,304,132,1598,601,SNA,l2,2,24
17,1159,540,356,192,1597,688,SNA,l2,2,24
18,1114,505,277,136,1597,574,SNA,l2,2,24
19,1162,531,305,122,1599,619,SNA,l2,2,24
