step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,995,529,200,192,1599,496,SNA,l2,1,21
2,1013,565,268,205,1600,629,SNA,l2,1,21
3,1014,506,267,267,1600,605,SNA,l2,1,21
4,1027,547,262,213,1600,532,SNA,l2,1,21
5,1084,553,325,217,1600,670,SNA,l2,1,21
6,1067,500,265,200,1600,585,SNA,l2,1,21
7,1095,498,278,194,1600,599,SNA,l2,1,21
8,1105,494,311,155,1600,621,SNA,l2,1,21
9,1118,488,275,83,1599,538,SNA,l2,1,21
10,1095,491,315,229,1600,597,SNA,l2,1,21
11,1140,508,302,224,1599,553,SNA,l2,1,21
12,1112,520,343,197,1600,647,SNA,l2,1,21
13,1101,496,294,172,1600,553,SNA,l2,1,21
14,1143,494,300,172,1600,612,SNA,l2,1,21
15,1144,519,313,174,1599,639,SNA,l2,1,21
16,1092,510,315,137,1599,631,SNA,l2,1,21
17,1133,532,278,119,1598,541,SNA,l2,1,21
18,1081,504,266,146,1600,586,SNA,l2,1,21
19,1102,495,280,163,1600,607,SNA,l2,1,21
20,1091,496,299,188,1600,696,SNA,l2,1,21
1,948,504,128,115,1600,470,SNA,l2,1,22
2,1015,482,191,144,1599,583,SNA,l2,1,22
3,1030,484,225,138,1600,694,SNA,l2,1,22
4,1061,537,210,129,1599,577,SNA,l2,1,22
5,1022,498,229,121,1600,638,SNA,l2,1,22
6,1073,511,179,120,1600,578,SNA,l2,1,22
7,1032,491,193,126,1598,654,SNA,l2,1,22
8,1008,439,180,153,1598,627,SNA,l2,1,22
9,959,411,185,116,1599,651,SNA,l2,1,22
10,990,439,193,170,1600,687,SNA,l2,1,22
11,944,455,221,168,1600,612,SNA,l2,1,22
12,932,400,196,125,1599,601,SNA,l2,1,22
13,962,399,237,149,1600,615,SNA,l2,1,22
14,1009,448,240,169,1600,636,SNA,l2,1,22
15,965,443,296,197,1600,665,SNA,l2,1,22
16,922,472,318,209,1598,721,SNA,l2,1,22
17,981,501,290,158,1600,617,SNA,l2,1,22
18,967,447,307,226,1600,675,SNA,l2,1,22
19,989,472,290,171,1600,616,SNA,l2,1,22
20,942,454,262,176,1598,572,SNA,l2,1,22
1,931,541,202,185,1600,505,SNA,l2,1,23
2,952,508,190,176,1600,564,SNA,l2,1,23
3,964,467,234,172,1600,626,SNA,l2,1,23
4,957,450,210,144,1600,585,SNA,l2,1,23
5,1006,503,293,163,1599,687,SNA,l2,1,23
6,1052,543,295,152,1600,659,SNA,l2,1,23
7,1020,551,252,116,1599,600,SNA,l2,1,23
8,1073,561,272,125,1600,651,SNA,l2,1,23
9,1064,529,241,130,1599,662,SNA,l2,1,23
10,1060,498,256,244,1599,649,SNA,l2,1,23
11,1073,523,289,210,1600,702,SNA,l2,1,23
12,1056,498,312,197,1599,605,SNA,l2,1,23
13,1056,454,271,110,1600,540,SNA,l2,1,23
14,1126,561,347,182,1598,674,SNA,l2,1,23
15,1063,482,261,195,1599,585,SNA,l2,1,23
16,1110,471,280,206,1600,589,SNA,l2,1,23
17,1083,515,319,173,1600,637,SNA,l2,1,23
18,1151,541,354,163,1600,724,SNA,l2,1,23
19,1143,536,335,236,1599,677,SNA,l2,1,23
20,1121,532,346,184,1599,660,SNA,l2,1,23
1,1029,503,167,156,1600,526,SNA,l2,1,24
2,1016,552,215,213,1600,597,SNA,l2,1,24
3,1032,529,202,164,1600,588,SNA,l2,1,24
4,1031,493,249,209,1599,624,SNA,l2,1,24
5,1069,529,324,232,1599,659,SNA,l2,1,24
6,1048,443,249,121,1599,531,SNA,l2,1,24
7,1025,489,326,188,1600,632,SNA,l2,1,24
8,1050,533,357,183,1599,695,SNA,l2,1,24
9,1058,520,361,190,1600,655,SNA,l2,1,24
10,1053,540,370,184,1599,672,SNA,l2,1,24
11,1006,435,286,137,1600,597,SNA,l2,1,24
12,1098,495,354,171,1598,688,SNA,l2,1,24
13,1079,506,329,135,1598,608,SNA,l2,1,24
14,1104,470,288,165,1600,606,SNA,l2,1,24
15,1086,491,296,211,1600,622,SNA,l2,1,24
16,1088,504,290,127,1599,601,SNA,l2,1,24
17,1044,476,243,163,1597,556,SNA,l2,1,24
18,1118,512,296,228,1599,581,SNA,l2,1,24
19,1066,484,262,153,1598,649,SNA,l2,1,24
20,1099,529,324,157,1599,699,SNA,l2,1,24
1,947,475,237,199,1600,577,SNA,l2,1,25
2,966,489,254,177,1600,582,SNA,l2,1,25
3,1006,545,279,114,1600,634,SNA,l2,1,25
4,1044,555,284,145,1600,684,SNA,l2,1,25
5,1044,557,310,168,1600,669,SNA,l2,1,25
6,1098,597,303,143,1599,630,SNA,l2,1,25
7,1118,575,290,171,1600,626,SNA,l2,1,25
8,1108,544,290,126,1600,658,SNA,l2,1,25
9,1123,538,278,162,1599,620,SNA,l2,1,25
10,1096,536,339,76,1600,736,SNA,l2,1,25
11,1101,530,320,178,1600,687,SNA,l2,1,25
12,1102,514,302,143,1600,644,SNA,l2,1,25
13,1071,485,304,145,1599,652,SNA,l2,1,25
14,1085,522,292,157,1600,616,SNA,l2,1,25
15,1098,516,324,186,1600,662,SNA,l2,1,25
16,1100,525,325,165,1600,676,SNA,l2,1,25
17,1121,521,323,142,1599,667,SNA,l2,1,25
18,1138,515,308,138,1599,668,SNA,l2,1,25
19,1137,535,310,136,1599,655,SNA,l2,1,25
20,1144,497,261,183,1600,603,SNA,l2,1,25
1,972,522,161,163,1600,587,SNA,l2,1,26
2,996,541,175,190,1599,606,SNA,l2,1,26
3,1044,520,231,255,1600,634,SNA,l2,1,26
4,1016,474,185,165,1600,504,SNA,l2,1,26
5,1055,514,236,219,1600,555,SNA,l2,1,26
6,1075,531,268,164,1600,670,SNA,l2,1,26
7,1112,522,290,171,1600,662,SNA,l2,1,26
8,1108,503,305,191,1600,660,SNA,l2,1,26
9,1135,520,324,132,1599,689,SNA,l2,1,26
10,1076,532,320,132,1599,675,SNA,l2,1,26
11,1117,488,301,177,1600,654,SNA,l2,1,26
12,1085,565,372,209,1600,653,SNA,l2,1,26
13,1092,519,319,139,1599,631,SNA,l2,1,26
14,1095,551,366,190,1600,710,SNA,l2,1,26
15,1070,489,335,170,1600,654,SNA,l2,1,26
16,1063,467,268,162,1599,618,SNA,l2,1,26
17,1118,542,326,211,1600,656,SNA,l2,1,26
18,1093,491,287,192,1600,634,SNA,l2,1,26
19,1097,496,269,226,1599,623,SNA,l2,1,26
20,1130,524,302,137,1598,662,SNA,l2,1,26
1,1058,512,210,208,1599,525,SNA,l2,1,27
2,1052,559,231,156,1600,639,SNA,l2,1,27
3,1099,567,229,181,1600,609,SNA,l2,1,27
4,1088,498,187,144,1599,568,SNA,l2,1,27
5,1148,560,219,149,1598,600,SNA,l2,1,27
6,1113,524,218,189,1600,635,SNA,l2,1,27
7,1110,567,261,115,1599,658,SNA,l2,1,27
8,1098,499,269,121,1600,729,SNA,l2,1,27
9,1107,580,238,139,1600,649,SNA,l2,1,27
10,1067,523,191,113,1599,589,SNA,l2,1,27
11,1048,490,222,130,1600,606,SNA,l2,1,27
12,1044,441,202,154,1600,650,SNA,l2,1,27
13,1030,489,228,163,1600,630,SNA,l2,1,27
14,1016,424,184,164,1600,592,SNA,l2,1,27
15,1035,461,227,84,1600,695,SNA,l2,1,27
16,1063,443,250,153,1599,666,SNA,l2,1,27
17,1091,543,280,151,1600,653,SNA,l2,1,27
18,1073,492,263,161,1598,617,SNA,l2,1,27
19,1079,499,220,114,1600,632,SNA,l2,1,27
20,1078,467,194,152,1600,607,SNA,l2,1,27
1,923,466,141,139,1600,444,SNA,l2,1,28
2,984,467,184,161,1599,543,SNA,l2,1,28
3,993,522,197,99,1599,526,SNA,l2,1,28
4,1064,566,269,182,1600,631,SNA,l2,1,28
5,1075,514,272,149,1600,668,SNA,l2,1,28
6,1064,588,350,140,1599,744,SNA,l2,1,28
7,1061,550,318,173,1600,685,SNA,l2,1,28
8,1052,575,312,102,1599,596,SNA,l2,1,28
9,1027,490,273,174,1600,642,SNA,l2,1,28
10,1062,544,320,129,1600,683,SNA,l2,1,28
11,1028,499,306,218,1599,689,SNA,l2,1,28
12,1015,475,282,146,1599,585,SNA,l2,1,28
13,1031,443,264,180,1600,581,SNA,l2,1,28
14,1069,449,295,167,1600,598,SNA,l2,1,28
15,1072,450,288,179,1597,558,SNA,l2,1,28
16,1031,503,282,150,1599,597,SNA,l2,1,28
17,1044,468,278,130,1599,706,SNA,l2,1,28
18,1093,502,287,169,1599,642,SNA,l2,1,28
19,1040,414,193,153,1600,572,SNA,l2,1,28
20,1045,438,207,112,1599,626,SNA,l2,1,28
1,902,460,214,203,1600,529,SNA,l2,1,29
2,985,497,196,173,1600,528,SNA,l2,1,29
3,1018,514,206,159,1600,506,SNA,l2,1,29
4,1009,459,231,221,1600,600,SNA,l2,1,29
5,1002,470,313,240,1600,639,SNA,l2,1,29
6,1025,452,303,182,1599,598,SNA,l2,1,29
7,1057,544,386,96,1599,707,SNA,l2,1,29
8,1025,514,374,200,1600,683,SNA,l2,1,29
9,1052,533,365,140,1599,583,SNA,l2,1,29
10,1077,533,330,116,1600,602,SNA,l2,1,29
11,1047,498,346,152,1598,653,SNA,l2,1,29
12,1053,513,335,146,1599,717,SNA,l2,1,29
13,1064,488,295,161,1600,667,SNA,l2,1,29
14,1071,519,321,116,1600,702,SNA,l2,1,29
15,1095,494,272,83,1599,660,SNA,l2,1,29
16,1076,504,253,88,1600,646,SNA,l2,1,29
17,1088,518,285,198,1600,660,SNA,l2,1,29
18,1090,493,239,196,1596,595,SNA,l2,1,29
19,1065,476,241,207,1600,603,SNA,l2,1,29
20,1095,451,254,191,1597,675,SNA,l2,1,29
1,990,523,132,133,1600,507,SNA,l2,1,30
2,1048,551,184,162,1599,574,SNA,l2,1,30
3,1008,462,166,203,1600,518,SNA,l2,1,30
4,982,486,255,173,1600,612,SNA,l2,1,30
5,996,518,280,132,1600,600,SNA,l2,1,30
6,1029,538,280,137,1600,603,SNA,l2,1,30
7,1046,545,277,120,1600,626,SNA,l2,1,30
8,1055,541,302,172,1600,606,SNA,l2,1,30
9,1101,547,323,131,1600,655,SNA,l2,1,30
10,1116,562,324,199,1599,635,SNA,l2,1,30
11,1136,501,296,160,1600,727,SNA,l2,1,30
12,1125,545,335,152,1599,708,SNA,l2,1,30
13,1124,505,310,81,1599,687,SNA,l2,1,30
14,1101,484,317,198,1599,658,SNA,l2,1,30
15,1157,516,314,182,1600,580,SNA,l2,1,30
16,1135,570,322,121,1600,617,SNA,l2,1,30
17,1131,506,296,168,1599,647,SNA,l2,1,30
18,1112,514,249,150,1600,608,SNA,l2,1,30
19,1102,510,236,143,1599,683,SNA,l2,1,30
20,1097,539,242,185,1599,621,SNA,l2,1,30
1,1021,547,129,117,1600,405,SNA,l2,1,31
2,1024,478,148,156,1600,537,SNA,l2,1,31
3,1035,599,169,173,1600,526,SNA,l2,1,31
4,1018,560,181,212,1600,525,SNA,l2,1,31
5,1022,515,187,174,1600,561,SNA,l2,1,31
6,1031,497,215,145,1599,614,SNA,l2,1,31
7,1043,483,280,186,1599,651,SNA,l2,1,31
8,1027,464,312,210,1599,641,SNA,l2,1,31
9,1065,500,342,189,1599,642,SNA,l2,1,31
10,1067,486,329,200,1599,617,SNA,l2,1,31
11,1119,545,359,172,1599,656,SNA,l2,1,31
12,1110,539,352,161,1600,691,SNA,l2,1,31
13,1116,542,385,144,1600,724,SNA,l2,1,31
14,1116,560,369,145,1599,639,SNA,l2,1,31
15,1135,596,390,130,1600,706,SNA,l2,1,31
16,1158,543,306,162,1599,634,SNA,l2,1,31
17,1126,530,361,189,1600,736,SNA,l2,1,31
18,1136,559,374,145,1598,727,SNA,l2,1,31
19,1165,565,334,164,1600,670,SNA,l2,1,31
20,1116,523,285,180,1600,644,SNA,l2,1,31
1,928,499,251,231,1600,540,SNA,l2,1,32
2,955,497,200,152,1600,488,SNA,l2,1,32
3,953,492,240,181,1599,597,SNA,l2,1,32
4,1018,518,340,178,1600,713,SNA,l2,1,32
5,1024,495,321,141,1600,656,SNA,l2,1,32
6,1053,550,330,124,1598,664,SNA,l2,1,32
7,1042,566,332,182,1600,607,SNA,l2,1,32
8,1068,527,326,208,1600,630,SNA,l2,1,32
9,1085,500,344,186,1598,640,SNA,l2,1,32
10,1078,508,365,204,1600,696,SNA,l2,1,32
11,1114,514,357,207,1599,656,SNA,l2,1,32
12,1090,544,417,143,1598,741,SNA,l2,1,32
13,1110,525,366,187,1600,599,SNA,l2,1,32
14,1123,486,298,117,1599,548,SNA,l2,1,32
15,1187,598,343,188,1600,619,SNA,l2,1,32
16,1151,538,328,153,1600,686,SNA,l2,1,32
17,1149,523,268,137,1600,601,SNA,l2,1,32
18,1158,587,243,133,1598,555,SNA,l2,1,32
19,1158,539,247,177,1597,670,SNA,l2,1,32
20,1151,539,261,152,1600,675,SNA,l2,1,32
1,986,531,188,200,1600,518,SNA,l2,1,33
2,977,515,209,204,1599,527,SNA,l2,1,33
3,1012,494,253,236,1600,550,SNA,l2,1,33
4,1027,539,275,160,1600,573,SNA,l2,1,33
5,1014,514,255,165,1599,583,SNA,l2,1,33
6,1021,527,262,154,1600,603,SNA,l2,1,33
7,1029,495,268,173,1600,582,SNA,l2,1,33
8,994,466,253,122,1600,550,SNA,l2,1,33
9,1036,459,267,211,1599,557,SNA,l2,1,33
10,1012,494,293,109,1600,610,SNA,l2,1,33
11,1018,474,249,105,1599,568,SNA,l2,1,33
12,1009,463,237,144,1600,617,SNA,l2,1,33
13,1034,488,249,129,1598,595,SNA,l2,1,33
14,1005,449,219,100,1599,592,SNA,l2,1,33
15,1029,480,251,179,1599,651,SNA,l2,1,33
16,1002,483,235,165,1599,663,SNA,l2,1,33
17,1019,473,235,129,1599,725,SNA,l2,1,33
18,1037,480,231,149,1598,714,SNA,l2,1,33
19,1008,466,202,98,1599,663,SNA,l2,1,33
20,1038,467,217,186,1599,655,SNA,l2,1,33
1,1073,557,183,167,1600,548,SNA,l2,1,34
2,1097,551,199,184,1600,554,SNA,l2,1,34
3,1130,547,200,135,1600,522,SNA,l2,1,34
4,1083,551,245,244,1600,618,SNA,l2,1,34
5,1123,552,295,260,1600,664,SNA,l2,1,34
6,1154,554,279,193,1600,533,SNA,l2,1,34
7,1138,527,319,149,1599,589,SNA,l2,1,34
8,1147,547,303,156,1599,584,SNA,l2,1,34
9,1152,534,304,155,1600,617,SNA,l2,1,34
10,1167,564,340,101,1600,721,SNA,l2,1,34
11,1167,556,304,129,1600,650,SNA,l2,1,34
12,1181,586,285,130,1600,634,SNA,l2,1,34
13,1180,517,282,126,1598,689,SNA,l2,1,34
14,1170,556,284,184,1600,691,SNA,l2,1,34
15,1137,576,290,147,1600,636,SNA,l2,1,34
16,1132,527,240,191,1599,606,SNA,l2,1,34
17,1149,544,280,230,1598,642,SNA,l2,1,34
18,1140,538,326,234,1598,657,SNA,l2,1,34
19,1115,490,273,196,1598,572,SNA,l2,1,34
20,1154,524,310,197,1598,612,SNA,l2,1,34
1,981,485,191,186,1600,495,SNA,l2,1,35
2,955,499,148,114,1600,534,SNA,l2,1,35
3,984,497,174,163,1600,595,SNA,l2,1,35
4,1004,517,193,169,1599,551,SNA,l2,1,35
5,1028,504,202,111,1600,605,SNA,l2,1,35
6,1080,514,209,174,1600,610,SNA,l2,1,35
7,1059,499,224,173,1600,635,SNA,l2,1,35
8,1059,478,254,228,1600,623,SNA,l2,1,35
9,1041,468,230,179,1599,532,SNA,l2,1,35
10,1050,467,291,198,1600,671,SNA,l2,1,35
11,1093,509,271,153,1598,589,SNA,l2,1,35
12,1048,510,284,166,1599,654,SNA,l2,1,35
13,1042,498,270,133,1599,652,SNA,l2,1,35
14,1051,523,260,144,1599,629,SNA,l2,1,35
15,1011,493,286,253,1599,683,SNA,l2,1,35
16,1056,479,225,164,1600,567,SNA,l2,1,35
17,1027,489,274,258,1598,622,SNA,l2,1,35
18,1027,506,261,148,1599,621,SNA,l2,1,35
19,1023,455,258,153,1600,656,SNA,l2,1,35
20,1039,472,236,158,1600,657,SNA,l2,1,35
1,919,478,119,127,1600,498,SNA,l2,1,36
2,914,481,199,250,1600,595,SNA,l2,1,36
3,887,463,191,140,1600,524,SNA,l2,1,36
4,946,493,257,183,1599,606,SNA,l2,1,36
5,968,519,271,196,1599,662,SNA,l2,1,36
6,986,498,258,107,1600,653,SNA,l2,1,36
7,1005,504,225,116,1600,569,SNA,l2,1,36
8,1032,514,246,144,1600,602,SNA,l2,1,36
9,997,503,256,153,1600,583,SNA,l2,1,36
10,1025,510,253,117,1599,588,SNA,l2,1,36
11,1003,477,234,192,1600,578,SNA,l2,1,36
