step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1354,781,183,178,1600,533,LR,none,2,21
2,1358,766,188,178,1600,559,LR,none,2,21
3,1370,722,244,253,1600,663,LR,none,2,21
4,1341,713,223,202,1600,638,LR,none,2,21
5,1350,785,215,199,1600,569,LR,none,2,21
6,1367,746,266,210,1600,658,LR,none,2,21
7,1364,689,234,214,1600,657,LR,none,2,21
8,1391,736,232,191,1600,599,LR,none,2,21
9,1347,675,235,224,1600,629,LR,none,2,21
10,1383,697,210,250,1600,607,LR,none,2,21
11,1361,756,220,170,1600,559,LR,none,2,21
12,1367,683,242,223,1600,665,LR,none,2,21
13,1375,675,254,211,1600,669,LR,none,2,21
14,1358,630,274,285,1600,642,LR,none,2,21
15,1357,650,334,349,1600,691,LR,none,2,21
16,1344,720,329,244,1600,612,LR,none,2,21
17,1333,696,363,232,1600,701,LR,none,2,21
18,1345,721,353,152,1600,728,LR,none,2,21
19,1352,659,308,165,1600,682,LR,none,2,21
20,1325,631,311,270,1600,688,LR,none,2,21
1,1405,722,237,224,1600,517,LR,none,2,22
2,1394,759,274,217,1600,583,LR,none,2,22
3,1402,708,237,247,1600,550,LR,none,2,22
4,1426,693,227,203,1600,549,LR,none,2,22
5,1430,773,261,219,1600,568,LR,none,2,22
6,1454,725,316,259,1600,647,LR,none,2,22
7,1458,723,300,256,1600,616,LR,none,2,22
8,1435,794,345,165,1600,597,LR,none,2,22
9,1428,748,311,122,1600,613,LR,none,2,22
10,1407,710,322,250,1600,631,LR,none,2,22
11,1392,757,274,182,1600,554,LR,none,2,22
12,1436,760,319,231,1600,627,LR,none,2,22
13,1429,712,302,206,1600,680,LR,none,2,22
14,1401,742,283,163,1600,618,LR,none,2,22
15,1405,671,291,286,1600,670,LR,none,2,22
16,1418,677,288,240,1600,618,LR,none,2,22
17,1412,689,342,283,1600,683,LR,none,2,22
18,1434,722,332,225,1600,641,LR,none,2,22
19,1423,721,332,175,1600,641,LR,none,2,22
20,1431,657,288,232,1600,594,LR,none,2,22
1,1370,791,179,163,1600,503,LR,none,2,23
2,1373,797,164,155,1600,516,LR,none,2,23
3,1400,812,201,179,1600,544,LR,none,2,23
4,1392,768,226,181,1600,724,LR,none,2,23
5,1386,757,191,186,1600,666,LR,none,2,23
6,1402,644,196,335,1600,730,LR,none,2,23
7,1386,686,217,269,1600,616,LR,none,2,23
8,1400,720,215,225,1600,646,LR,none,2,23
9,1357,647,225,201,1600,579,LR,none,2,23
10,1378,690,266,192,1600,624,LR,none,2,23
11,1377,675,241,223,1600,522,LR,none,2,23
