step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,-0.18084056460781298,0.12182192773572545,0.5271969154198404,0.6490188431555665,0.0,0.0,SNA,l2,1,21
1,-0.18986430924107295,0.12057984864393387,0.5199080962434234,0.6404879448873545,-0.0012420790917915656,-0.007288819176417158,SNA,l2,1,21
2,-0.19764330462590565,0.11985980211408459,0.5184030302625856,0.6382628323766704,-0.0007200465298492866,-0.0015050659808375812,SNA,l2,1,21
3,-0.21349775416041314,0.11962935668482039,0.5161720782150532,0.6358014348998742,-0.0002304454292642031,-0.0022309520475325448,SNA,l2,1,21
4,-0.22513130596074696,0.1201416378962624,0.5199956540389323,0.6401372919351939,0.0005122812114420238,0.003823575823878906,SNA,l2,1,21
5,-0.23812306970220937,0.12140021426348896,0.5223530173939875,0.6437532316574774,0.0012585763672265371,0.002357363355055596,SNA,l2,1,21
6,-0.2574378673985614,0.12384987113424067,0.5256398929185085,0.649489764052755,0.002449656870751702,0.0032868755245211256,SNA,l2,1,21
7,-0.27183282237666356,0.1279007106113731,0.5337694482112642,0.6616701588226421,0.004050839477132506,0.008129555292755507,SNA,l2,1,21
8,-0.28595075016814325,0.13370438551604227,0.5488906692261034,0.6825950547421411,0.005803674904669121,0.015121221014839134,SNA,l2,1,21
9,-0.29413922878728627,0.1409804125080417,0.5672217930001358,0.7082022055081808,0.007276026991999413,0.01833112377403219,SNA,l2,1,21
10,-0.311788110510766,0.1495484268747916,0.5832263132169793,0.7327747400917711,0.008568014366749928,0.016004520216843614,SNA,l2,1,21
11,-0.32885074211608817,0.15895400813218027,0.5994818627754124,0.758435870907589,0.009405581257388633,0.016255549558432576,SNA,l2,1,21
12,-0.3414169877662443,0.16848318664246173,0.6116583948794914,0.7801415815219575,0.00952917851028151,0.012176532104079462,SNA,l2,1,21
13,-0.3543774115214691,0.17908624050471014,0.6213693294065569,0.8004555699112617,0.010603053862248368,0.009710934527065581,SNA,l2,1,21
14,-0.36428703183440736,0.19025121735698822,0.6335747071274834,0.823825924484471,0.01116497685227812,0.012205377720926494,SNA,l2,1,21
15,-0.37264478472595913,0.2017744376416496,0.6448184242404771,0.8465928618821259,0.011523220284661325,0.0112437171129938,SNA,l2,1,21
16,-0.3815508789939935,0.21328652383318808,0.6550703964850346,0.8683569203182263,0.011512086191538581,0.010251972244557248,SNA,l2,1,21
17,-0.3860234333632552,0.22462637350433173,0.6648008987312337,0.8894272722355642,0.011339849671143567,0.009730502246199,SNA,l2,1,21
18,-0.38928409077411,0.23604143437904082,0.6746615009989969,0.9107029353780279,0.011415060874709082,0.009860602267763491,SNA,l2,1,21
19,-0.3977443008029576,0.24764591911950448,0.6824123910787049,0.9300583101982078,0.01160448474046364,0.007750890079708076,SNA,l2,1,21
20,-0.40934795758528497,0.25866105799572475,0.687235885476447,0.9458969434721797,0.011015138876220316,0.004823494397742004,SNA,l2,1,21
0,-0.16914800004065575,0.12199983679790409,0.5199134750215006,0.6419133118193951,0.0,0.0,SNA,l2,1,22
1,-0.18593871800372314,0.1214347576310782,0.5021639907993984,0.6235987484304834,-0.0005650791668258492,-0.017749484222102378,SNA,l2,1,22
2,-0.20490919893787526,0.1212472438588191,0.48681242052831114,0.6080596643871347,-0.0001875137722591028,-0.015351570271087205,SNA,l2,1,22
3,-0.21888887835750925,0.12219261986151254,0.4782273002887409,0.6004199201502536,0.0009453760026934167,-0.008585120239570481,SNA,l2,1,22
4,-0.21986934826201757,0.12361278198351945,0.4716686473158792,0.5952814292994014,0.0014201621220068866,-0.00655865297286146,SNA,l2,1,22
5,-0.21357106012353874,0.1261218672392762,0.47011083278066307,0.5962327000199318,0.0025090852557567854,-0.0015578145352160636,SNA,l2,1,22
6,-0.20446644895459887,0.12957634082421113,0.47484887463518194,0.6044252154593928,0.0034544735849349334,0.004738041854518359,SNA,l2,1,22
