step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1161,639,237,208,1600,532,SNA,none,0,21
2,1203,633,206,182,1599,598,SNA,none,0,21
3,1172,643,213,188,1600,553,SNA,none,0,21
4,1191,599,235,214,1599,642,SNA,none,0,21
5,1180,641,239,216,1599,612,SNA,none,0,21
6,1208,565,253,228,1598,682,SNA,none,0,21
7,1196,613,285,236,1600,664,SNA,none,0,21
8,1195,623,311,246,1600,686,SNA,none,0,21
9,1192,561,307,338,1599,686,SNA,none,0,21
10,1216,621,346,328,1598,716,SNA,none,0,21
11,1208,575,346,306,1598,673,SNA,none,0,21
12,1237,574,347,254,1600,673,SNA,none,0,21
13,1224,597,390,238,1599,703,SNA,none,0,21
14,1223,613,382,188,1599,703,SNA,none,0,21
15,1208,648,342,188,1600,646,SNA,none,0,21
16,1234,625,316,291,1600,676,SNA,none,0,21
17,1245,579,302,200,1599,672,SNA,none,0,21
18,1237,591,305,246,1598,680,SNA,none,0,21
19,1233,591,314,260,1600,664,SNA,none,0,21
20,1223,591,311,229,1599,641,SNA,none,0,21
1,1221,704,231,204,1600,577,SNA,none,0,22
2,1214,708,160,148,1600,547,SNA,none,0,22
3,1196,630,213,197,1600,637,SNA,none,0,22
4,1194,650,207,125,1599,655,SNA,none,0,22
5,1187,610,217,214,1598,701,SNA,none,0,22
6,1182,560,195,246,1600,683,SNA,none,0,22
7,1177,605,192,135,1600,639,SNA,none,0,22
8,1186,618,226,245,1598,667,SNA,none,0,22
9,1152,555,212,210,1600,687,SNA,none,0,22
10,1146,551,246,272,1600,679,SNA,none,0,22
11,1156,530,243,216,1599,631,SNA,none,0,22
12,1157,584,306,346,1598,686,SNA,none,0,22
13,1167,577,304,221,1600,695,SNA,none,0,22
14,1167,564,301,234,1598,653,SNA,none,0,22
15,1148,541,314,289,1599,652,SNA,none,0,22
16,1175,530,291,202,1600,585,SNA,none,0,22
17,1172,543,330,262,1599,625,SNA,none,0,22
18,1163,547,327,207,1599,623,SNA,none,0,22
19,1172,524,332,226,1600,657,SNA,none,0,22
20,1184,568,344,193,1600,641,SNA,none,0,22
1,1135,604,211,208,1600,498,SNA,none,0,23
2,1154,619,294,312,1600,603,SNA,none,0,23
3,1181,653,292,253,1600,578,SNA,none,0,23
4,1183,624,307,285,1598,644,SNA,none,0,23
5,1190,617,294,260,1598,611,SNA,none,0,23
6,1184,632,280,194,1600,622,SNA,none,0,23
7,1264,652,358,268,1600,691,SNA,none,0,23
8,1252,615,343,247,1600,678,SNA,none,0,23
9,1248,613,334,252,1599,674,SNA,none,0,23
10,1244,669,361,124,1599,654,SNA,none,0,23
11,1259,624,340,284,1600,662,SNA,none,0,23
12,1226,610,347,259,1599,678,SNA,none,0,23
13,1259,586,307,256,1600,628,SNA,none,0,23
14,1243,602,339,241,1600,677,SNA,none,0,23
15,1234,649,343,226,1598,621,SNA,none,0,23
16,1226,622,369,235,1599,668,SNA,none,0,23
17,1226,570,346,278,1600,649,SNA,none,0,23
18,1254,637,383,230,1600,668,SNA,none,0,23
19,1241,633,364,226,1600,674,SNA,none,0,23
20,1260,652,334,174,1599,658,SNA,none,0,23
1,1129,622,195,182,1599,499,SNA,none,0,24
2,1121,594,205,190,1600,595,SNA,none,0,24
3,1168,625,199,208,1600,549,SNA,none,0,24
4,1178,648,231,222,1600,567,SNA,none,0,24
5,1146,588,243,183,1599,697,SNA,none,0,24
6,1177,607,244,204,1600,677,SNA,none,0,24
7,1146,577,294,250,1600,743,SNA,none,0,24
8,1211,592,301,243,1600,740,SNA,none,0,24
9,1199,613,323,211,1600,731,SNA,none,0,24
10,1211,589,309,236,1598,660,SNA,none,0,24
11,1149,566,327,236,1600,719,SNA,none,0,24
12,1174,548,322,298,1600,692,SNA,none,0,24
13,1243,597,365,265,1598,634,SNA,none,0,24
14,1210,590,363,255,1599,657,SNA,none,0,24
15,1248,683,387,170,1600,648,SNA,none,0,24
16,1226,572,334,231,1597,668,SNA,none,0,24
17,1202,614,370,270,1599,720,SNA,none,0,24
18,1286,647,388,258,1600,723,SNA,none,0,24
19,1288,640,368,251,1598,701,SNA,none,0,24
20,1254,602,337,202,1598,691,SNA,none,0,24
1,1147,588,229,236,1600,563,SNA,none,0,25
2,1130,667,233,187,1600,531,SNA,none,0,25
3,1107,597,237,186,1599,594,SNA,none,0,25
4,1151,639,308,189,1600,656,SNA,none,0,25
5,1146,641,265,178,1600,637,SNA,none,0,25
6,1117,567,260,227,1600,674,SNA,none,0,25
7,1191,610,291,207,1600,635,SNA,none,0,25
8,1176,596,297,215,1600,691,SNA,none,0,25
9,1143,600,275,230,1600,606,SNA,none,0,25
10,1141,585,231,187,1600,553,SNA,none,0,25
11,1190,574,262,245,1600,592,SNA,none,0,25
12,1170,582,269,224,1600,625,SNA,none,0,25
13,1170,601,286,148,1600,693,SNA,none,0,25
14,1185,571,245,221,1599,639,SNA,none,0,25
15,1127,570,275,265,1599,673,SNA,none,0,25
16,1136,577,254,221,1599,678,SNA,none,0,25
17,1190,583,285,212,1599,632,SNA,none,0,25
18,1150,574,298,252,1598,631,SNA,none,0,25
19,1168,555,273,173,1600,565,SNA,none,0,25
20,1142,591,332,263,1599,680,SNA,none,0,25
1,1139,599,214,214,1600,593,SNA,none,0,26
2,1141,620,225,230,1599,604,SNA,none,0,26
3,1157,603,280,252,1599,650,SNA,none,0,26
4,1165,616,254,232,1600,638,SNA,none,0,26
5,1174,604,257,139,1599,670,SNA,none,0,26
6,1166,567,260,292,1598,688,SNA,none,0,26
7,1211,605,282,226,1599,745,SNA,none,0,26
8,1214,675,294,159,1599,730,SNA,none,0,26
9,1209,621,252,236,1599,678,SNA,none,0,26
10,1209,607,216,195,1600,627,SNA,none,0,26
11,1215,652,238,196,1600,630,SNA,none,0,26
12,1208,568,230,220,1600,659,SNA,none,0,26
13,1233,634,238,199,1600,634,SNA,none,0,26
14,1224,594,236,214,1599,674,SNA,none,0,26
15,1209,598,250,253,1599,678,SNA,none,0,26
16,1268,598,280,268,1600,698,SNA,none,0,26
17,1228,590,290,312,1599,657,SNA,none,0,26
18,1231,584,314,247,1599,667,SNA,none,0,26
19,1266,603,321,295,1600,628,SNA,none,0,26
20,1248,623,344,260,1599,686,SNA,none,0,26
1,1254,676,242,234,1600,590,SNA,none,0,27
2,1232,679,217,165,1600,576,SNA,none,0,27
3,1219,641,229,243,1599,619,SNA,none,0,27
4,1230,650,263,252,1600,680,SNA,none,0,27
5,1232,621,257,278,1599,738,SNA,none,0,27
6,1257,628,287,253,1600,653,SNA,none,0,27
7,1229,645,281,222,1600,610,SNA,none,0,27
8,1225,638,274,202,1600,610,SNA,none,0,27
9,1233,609,266,238,1600,616,SNA,none,0,27
10,1271,595,272,258,1600,651,SNA,none,0,27
11,1271,647,330,255,1599,696,SNA,none,0,27
12,1276,638,296,220,1600,656,SNA,none,0,27
13,1277,621,267,255,1599,671,SNA,none,0,27
14,1246,627,287,218,1600,679,SNA,none,0,27
15,1216,600,313,223,1600,719,SNA,none,0,27
16,1252,606,253,227,1599,639,SNA,none,0,27
17,1229,623,279,263,1600,659,SNA,none,0,27
18,1253,627,254,233,1600,647,SNA,none,0,27
19,1248,593,259,270,1599,624,SNA,none,0,27
20,1247,607,290,304,1599,639,SNA,none,0,27
1,1228,643,210,201,1598,525,SNA,none,0,28
2,1227,678,228,180,1599,570,SNA,none,0,28
3,1218,626,215,187,1600,663,SNA,none,0,28
4,1220,649,216,159,1600,643,SNA,none,0,28
5,1205,610,199,241,1600,592,SNA,none,0,28
6,1232,654,195,226,1598,612,SNA,none,0,28
7,1213,619,195,244,1600,589,SNA,none,0,28
8,1207,592,261,312,1599,655,SNA,none,0,28
9,1192,573,286,284,1600,679,SNA,none,0,28
10,1193,585,239,190,1600,588,SNA,none,0,28
11,1213,615,306,268,1598,682,SNA,none,0,28
12,1208,573,302,271,1600,674,SNA,none,0,28
13,1213,570,256,174,1600,591,SNA,none,0,28
14,1216,581,292,283,1598,647,SNA,none,0,28
15,1227,604,317,236,1598,662,SNA,none,0,28
16,1218,608,333,205,1600,699,SNA,none,0,28
17,1221,620,379,300,1599,715,SNA,none,0,28
18,1220,608,323,201,1599,687,SNA,none,0,28
19,1217,580,291,214,1599,692,SNA,none,0,28
20,1226,593,287,244,1598,691,SNA,none,0,28
1,1205,618,244,257,1599,636,SNA,none,0,29
2,1156,613,170,189,1600,505,SNA,none,0,29
3,1211,619,230,253,1599,623,SNA,none,0,29
4,1174,636,217,200,1599,573,SNA,none,0,29
5,1218,583,217,238,1600,604,SNA,none,0,29
6,1183,597,294,249,1599,710,SNA,none,0,29
7,1173,591,237,202,1600,649,SNA,none,0,29
8,1205,636,251,211,1600,658,SNA,none,0,29
9,1180,631,246,179,1600,635,SNA,none,0,29
10,1172,649,242,219,1599,615,SNA,none,0,29
11,1195,628,243,224,1600,648,SNA,none,0,29
12,1183,581,218,214,1599,637,SNA,none,0,29
13,1156,516,217,217,1599,640,SNA,none,0,29
14,1169,554,284,296,1599,696,SNA,none,0,29
15,1206,577,305,272,1599,710,SNA,none,0,29
16,1187,598,327,285,1598,702,SNA,none,0,29
17,1211,575,296,195,1599,644,SNA,none,0,29
18,1211,589,309,196,1599,716,SNA,none,0,29
19,1172,606,317,180,1599,713,SNA,none,0,29
20,1201,591,275,236,1600,661,SNA,none,0,29
1,1205,668,153,158,1600,509,SNA,none,0,30
2,1185,613,178,193,1599,588,SNA,none,0,30
3,1193,605,250,310,1600,657,SNA,none,0,30
4,1203,623,239,194,1599,649,SNA,none,0,30
5,1164,582,281,268,1600,723,SNA,none,0,30
6,1189,598,248,238,1600,585,SNA,none,0,30
7,1202,616,307,277,1600,650,SNA,none,0,30
8,1207,619,308,269,1599,723,SNA,none,0,30
9,1264,645,326,222,1600,679,SNA,none,0,30
10,1224,627,323,253,1600,707,SNA,none,0,30
