step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1317,780,210,195,1600,484,LR,none,0,21
2,1358,763,180,182,1600,602,LR,none,0,21
3,1332,755,155,137,1600,503,LR,none,0,21
4,1342,747,167,158,1600,547,LR,none,0,21
5,1356,786,159,137,1600,543,LR,none,0,21
6,1366,645,196,264,1600,692,LR,none,0,21
7,1353,665,240,165,1600,697,LR,none,0,21
8,1373,728,216,168,1600,638,LR,none,0,21
9,1360,744,232,238,1600,626,LR,none,0,21
10,1380,680,231,191,1600,719,LR,none,0,21
11,1357,642,235,219,1600,667,LR,none,0,21
12,1373,681,261,255,1600,612,LR,none,0,21
13,1374,637,205,226,1600,554,LR,none,0,21
14,1371,698,295,196,1600,668,LR,none,0,21
15,1353,698,249,190,1600,647,LR,none,0,21
16,1368,691,257,263,1600,593,LR,none,0,21
17,1355,697,298,222,1600,613,LR,none,0,21
18,1354,643,337,260,1600,738,LR,none,0,21
19,1347,675,363,307,1600,711,LR,none,0,21
20,1364,689,330,214,1600,639,LR,none,0,21
1,1410,806,186,177,1600,471,LR,none,0,22
2,1382,816,155,133,1600,485,LR,none,0,22
3,1401,693,161,205,1600,567,LR,none,0,22
4,1400,767,179,163,1600,558,LR,none,0,22
5,1397,804,209,203,1600,605,LR,none,0,22
6,1377,672,165,218,1600,581,LR,none,0,22
7,1407,794,204,129,1600,556,LR,none,0,22
8,1427,816,183,108,1600,508,LR,none,0,22
9,1391,805,233,119,1600,621,LR,none,0,22
10,1381,652,215,300,1600,743,LR,none,0,22
11,1387,739,212,196,1600,632,LR,none,0,22
12,1384,657,243,209,1600,743,LR,none,0,22
13,1373,697,249,256,1600,740,LR,none,0,22
14,1345,676,260,195,1600,735,LR,none,0,22
15,1337,674,269,242,1600,678,LR,none,0,22
16,1344,636,292,266,1600,733,LR,none,0,22
17,1337,642,331,350,1600,693,LR,none,0,22
18,1318,610,337,254,1600,649,LR,none,0,22
19,1352,655,363,291,1600,638,LR,none,0,22
20,1351,645,351,220,1600,595,LR,none,0,22
1,1348,741,187,190,1600,467,LR,none,0,23
2,1363,738,203,186,1600,510,LR,none,0,23
3,1354,740,240,216,1600,552,LR,none,0,23
4,1336,750,223,162,1600,553,LR,none,0,23
5,1355,725,248,226,1600,578,LR,none,0,23
6,1330,734,212,164,1600,540,LR,none,0,23
7,1372,737,260,155,1600,652,LR,none,0,23
8,1381,689,207,210,1600,605,LR,none,0,23
9,1353,720,212,224,1600,591,LR,none,0,23
10,1352,757,240,138,1600,634,LR,none,0,23
11,1359,666,244,242,1600,748,LR,none,0,23
12,1369,625,218,272,1600,669,LR,none,0,23
13,1354,707,207,183,1600,610,LR,none,0,23
14,1349,678,199,218,1600,648,LR,none,0,23
15,1305,638,195,232,1600,626,LR,none,0,23
16,1340,667,210,181,1600,611,LR,none,0,23
17,1323,590,238,295,1600,596,LR,none,0,23
18,1339,704,289,305,1600,561,LR,none,0,23
19,1302,649,264,253,1600,577,LR,none,0,23
20,1342,672,272,223,1600,584,LR,none,0,23
1,1306,728,167,164,1600,416,LR,none,0,24
2,1337,718,251,236,1600,654,LR,none,0,24
3,1356,693,206,227,1600,481,LR,none,0,24
4,1370,797,292,164,1600,627,LR,none,0,24
5,1379,787,332,203,1600,753,LR,none,0,24
6,1380,731,297,219,1600,684,LR,none,0,24
7,1381,754,292,118,1600,641,LR,none,0,24
8,1393,731,319,131,1600,751,LR,none,0,24
9,1400,778,305,155,1600,665,LR,none,0,24
10,1394,727,280,209,1600,688,LR,none,0,24
11,1383,780,283,166,1600,636,LR,none,0,24
12,1379,681,285,205,1600,735,LR,none,0,24
13,1405,664,280,211,1600,766,LR,none,0,24
14,1368,678,279,216,1600,710,LR,none,0,24
15,1381,710,260,208,1600,672,LR,none,0,24
16,1384,692,261,265,1600,657,LR,none,0,24
17,1355,663,231,233,1600,628,LR,none,0,24
18,1411,656,265,308,1600,622,LR,none,0,24
19,1392,665,328,344,1600,651,LR,none,0,24
20,1365,625,287,285,1600,584,LR,none,0,24
1,1357,689,291,292,1600,594,LR,none,0,25
2,1350,746,206,182,1600,508,LR,none,0,25
3,1338,733,209,184,1600,494,LR,none,0,25
4,1384,772,260,209,1600,590,LR,none,0,25
5,1372,753,261,249,1600,624,LR,none,0,25
6,1369,695,316,258,1600,707,LR,none,0,25
7,1406,779,327,180,1600,690,LR,none,0,25
8,1381,696,320,252,1600,682,LR,none,0,25
9,1387,778,311,178,1600,670,LR,none,0,25
10,1338,756,303,214,1600,665,LR,none,0,25
11,1383,651,315,244,1600,768,LR,none,0,25
12,1376,762,304,206,1600,650,LR,none,0,25
13,1389,778,307,133,1600,634,LR,none,0,25
14,1398,686,258,234,1600,678,LR,none,0,25
15,1359,840,264,108,1600,621,LR,none,0,25
16,1342,712,243,161,1600,675,LR,none,0,25
17,1404,760,237,186,1600,651,LR,none,0,25
18,1355,711,221,199,1600,668,LR,none,0,25
19,1366,669,199,258,1600,648,LR,none,0,25
20,1347,699,227,274,1600,655,LR,none,0,25
1,1328,740,229,227,1600,554,LR,none,0,26
2,1304,696,229,209,1600,570,LR,none,0,26
3,1324,682,256,240,1600,668,LR,none,0,26
4,1329,748,348,289,1600,669,LR,none,0,26
5,1335,734,304,208,1600,616,LR,none,0,26
6,1312,623,288,300,1600,621,LR,none,0,26
7,1329,631,285,230,1600,655,LR,none,0,26
8,1336,757,373,163,1600,705,LR,none,0,26
9,1351,679,354,249,1600,716,LR,none,0,26
10,1346,716,384,242,1600,683,LR,none,0,26
11,1344,731,358,204,1600,639,LR,none,0,26
12,1328,669,309,231,1600,599,LR,none,0,26
13,1345,705,306,219,1600,559,LR,none,0,26
14,1351,735,313,195,1600,605,LR,none,0,26
15,1362,743,268,192,1600,551,LR,none,0,26
16,1353,653,300,335,1600,646,LR,none,0,26
17,1334,622,328,315,1600,653,LR,none,0,26
18,1347,662,414,261,1600,703,LR,none,0,26
19,1355,704,384,273,1600,652,LR,none,0,26
20,1355,607,344,298,1600,621,LR,none,0,26
1,1406,770,250,222,1600,592,LR,none,0,27
2,1398,826,191,139,1600,515,LR,none,0,27
3,1392,780,200,168,1600,597,LR,none,0,27
4,1395,722,184,190,1600,597,LR,none,0,27
5,1410,710,212,192,1600,673,LR,none,0,27
6,1416,740,247,181,1600,658,LR,none,0,27
7,1390,750,204,242,1600,566,LR,none,0,27
8,1375,732,253,214,1600,675,LR,none,0,27
9,1363,718,261,302,1600,626,LR,none,0,27
10,1384,729,267,223,1600,648,LR,none,0,27
11,1387,728,265,192,1600,691,LR,none,0,27
12,1383,683,246,274,1600,660,LR,none,0,27
13,1411,705,263,179,1600,683,LR,none,0,27
14,1374,611,251,297,1600,673,LR,none,0,27
15,1328,633,307,261,1600,721,LR,none,0,27
16,1367,651,295,258,1600,632,LR,none,0,27
17,1371,667,278,211,1600,620,LR,none,0,27
18,1391,682,307,227,1600,608,LR,none,0,27
19,1381,618,319,323,1600,600,LR,none,0,27
20,1359,649,370,322,1600,634,LR,none,0,27
1,1355,684,212,202,1600,492,LR,none,0,28
2,1370,778,265,237,1600,570,LR,none,0,28
3,1358,715,216,155,1600,645,LR,none,0,28
4,1382,791,207,188,1600,614,LR,none,0,28
5,1380,789,176,115,1600,572,LR,none,0,28
6,1377,813,164,126,1600,569,LR,none,0,28
7,1391,706,153,186,1600,611,LR,none,0,28
8,1375,690,178,297,1600,647,LR,none,0,28
9,1372,739,187,183,1600,593,LR,none,0,28
10,1380,760,177,139,1600,585,LR,none,0,28
11,1378,744,201,194,1600,609,LR,none,0,28
12,1389,758,207,209,1600,574,LR,none,0,28
13,1381,674,228,201,1600,656,LR,none,0,28
14,1389,652,250,312,1600,723,LR,none,0,28
15,1402,656,272,270,1600,702,LR,none,0,28
16,1384,727,290,169,1600,692,LR,none,0,28
17,1408,661,247,300,1600,675,LR,none,0,28
18,1397,684,264,279,1600,634,LR,none,0,28
19,1394,608,254,275,1600,627,LR,none,0,28
20,1394,699,275,313,1600,578,LR,none,0,28
1,1398,801,156,141,1600,480,LR,none,0,29
2,1327,792,135,147,1600,478,LR,none,0,29
3,1378,769,143,160,1600,589,LR,none,0,29
4,1357,769,142,147,1600,561,LR,none,0,29
5,1391,696,151,272,1600,581,LR,none,0,29
6,1379,729,165,185,1600,601,LR,none,0,29
7,1358,689,188,236,1600,602,LR,none,0,29
8,1377,760,199,129,1600,685,LR,none,0,29
9,1312,709,203,208,1600,679,LR,none,0,29
10,1311,732,189,215,1600,671,LR,none,0,29
11,1350,681,174,207,1600,623,LR,none,0,29
12,1326,662,223,301,1600,678,LR,none,0,29
13,1318,587,222,314,1600,679,LR,none,0,29
14,1298,696,285,336,1600,626,LR,none,0,29
15,1339,662,302,295,1600,671,LR,none,0,29
16,1325,685,338,198,1600,673,LR,none,0,29
17,1329,629,304,268,1600,612,LR,none,0,29
18,1353,683,378,201,1600,792,LR,none,0,29
19,1317,727,301,157,1600,644,LR,none,0,29
20,1317,626,309,322,1600,675,LR,none,0,29
1,1357,718,227,230,1600,485,LR,none,0,30
2,1358,710,267,236,1600,569,LR,none,0,30
3,1381,686,325,301,1600,626,LR,none,0,30
4,1368,823,323,145,1600,605,LR,none,0,30
5,1364,757,302,213,1600,649,LR,none,0,30
6,1366,746,243,198,1600,564,LR,none,0,30
7,1372,744,282,236,1600,640,LR,none,0,30
8,1376,705,256,175,1600,661,LR,none,0,30
9,1402,751,286,233,1600,673,LR,none,0,30
10,1403,726,253,190,1600,637,LR,none,0,30
11,1394,747,246,184,1600,582,LR,none,0,30
12,1404,671,282,309,1600,678,LR,none,0,30
13,1413,672,295,277,1600,665,LR,none,0,30
14,1389,634,321,305,1600,663,LR,none,0,30
15,1392,645,363,304,1600,681,LR,none,0,30
16,1398,649,380,225,1600,673,LR,none,0,30
17,1424,721,369,209,1600,602,LR,none,0,30
18,1389,786,359,164,1600,603,LR,none,0,30
19,1371,651,283,241,1600,549,LR,none,0,30
20,1388,744,341,213,1600,594,LR,none,0,30
1,1381,774,205,221,1600,510,LR,none,0,31
2,1365,689,211,232,1600,499,LR,none,0,31
3,1370,693,296,253,1600,637,LR,none,0,31
4,1371,710,262,168,1600,621,LR,none,0,31
5,1371,730,256,181,1600,621,LR,none,0,31
6,1373,744,244,204,1600,615,LR,none,0,31
7,1346,770,215,150,1600,528,LR,none,0,31
8,1375,807,233,178,1600,579,LR,none,0,31
9,1364,766,239,188,1600,674,LR,none,0,31
10,1366,797,223,142,1600,648,LR,none,0,31
11,1368,772,207,151,1600,668,LR,none,0,31
12,1350,701,194,85,1600,751,LR,none,0,31
13,1366,781,179,171,1600,587,LR,none,0,31
14,1383,765,176,156,1600,603,LR,none,0,31
15,1372,694,196,269,1600,726,LR,none,0,31
16,1379,689,181,220,1600,659,LR,none,0,31
17,1367,658,184,279,1600,665,LR,none,0,31
18,1381,625,232,321,1600,723,LR,none,0,31
19,1376,648,285,311,1600,722,LR,none,0,31
20,1382,677,242,251,1600,605,LR,none,0,31
1,1361,727,248,252,1600,509,LR,none,0,32
2,1336,670,232,216,1600,568,LR,none,0,32
3,1336,689,298,265,1600,618,LR,none,0,32
4,1349,663,313,241,1600,649,LR,none,0,32
5,1354,683,281,182,1600,614,LR,none,0,32
6,1365,705,327,267,1600,663,LR,none,0,32
7,1365,749,358,230,1600,688,LR,none,0,32
8,1351,714,371,285,1600,694,LR,none,0,32
9,1390,705,371,206,1600,727,LR,none,0,32
10,1392,646,289,236,1600,570,LR,none,0,32
11,1403,669,325,236,1600,635,LR,none,0,32
12,1410,723,370,256,1600,709,LR,none,0,32
13,1375,742,368,185,1600,663,LR,none,0,32
14,1419,690,326,224,1600,615,LR,none,0,32
15,1404,728,314,206,1600,578,LR,none,0,32
16,1418,733,318,237,1600,663,LR,none,0,32
17,1413,763,336,188,1600,667,LR,none,0,32
18,1408,699,288,266,1600,558,LR,none,0,32
19,1402,677,327,290,1600,650,LR,none,0,32
20,1401,715,412,316,1600,755,LR,none,0,32
1,1382,833,177,176,1600,522,LR,none,0,33
2,1389,757,207,215,1600,551,LR,none,0,33
3,1429,742,292,314,1600,675,LR,none,0,33
4,1390,760,299,201,1600,677,LR,none,0,33
5,1388,771,224,214,1600,602,LR,none,0,33
6,1420,760,216,188,1600,606,LR,none,0,33
7,1409,788,222,174,1600,652,LR,none,0,33
8,1390,691,233,338,1600,709,LR,none,0,33
9,1390,755,201,151,1600,587,LR,none,0,33
10,1420,721,210,228,1600,660,LR,none,0,33
11,1398,738,210,272,1600,610,LR,none,0,33
12,1407,658,255,338,1600,668,LR,none,0,33
13,1401,660,248,251,1600,649,LR,none,0,33
14,1356,669,220,240,1600,573,LR,none,0,33
15,1397,651,267,268,1600,636,LR,none,0,33
16,1425,643,329,337,1600,629,LR,none,0,33
17,1395,708,346,281,1600,650,LR,none,0,33
18,1407,723,334,232,1600,641,LR,none,0,33
19,1399,767,298,195,1600,625,LR,none,0,33
20,1410,674,272,279,1600,637,LR,none,0,33
1,1395,801,174,162,1600,497,LR,none,0,34
2,1394,791,182,203,1600,511,LR,none,0,34
3,1374,754,201,237,1600,598,LR,none,0,34
4,1393,702,240,268,1600,710,LR,none,0,34
5,1386,739,230,157,1600,635,LR,none,0,34
6,1401,688,208,274,1600,673,LR,none,0,34
7,1347,790,208,164,1600,606,LR,none,0,34
8,1400,747,228,277,1600,650,LR,none,0,34
9,1408,711,253,298,1600,692,LR,none,0,34
10,1404,701,239,221,1600,661,LR,none,0,34
11,1397,766,237,163,1600,627,LR,none,0,34
12,1385,663,190,236,1600,613,LR,none,0,34
13,1391,672,251,371,1600,617,LR,none,0,34
14,1400,638,256,287,1600,621,LR,none,0,34
15,1374,721,304,258,1600,646,LR,none,0,34
16,1395,536,282,386,1600,547,LR,none,0,34
17,1390,660,397,361,1600,638,LR,none,0,34
18,1382,694,479,359,1600,686,LR,none,0,34
19,1408,731,491,248,1600,708,LR,none,0,34
20,1394,716,433,204,1600,668,LR,none,0,34
1,1385,917,152,157,1600,461,LR,none,0,35
