step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,1222,645,189,202,1600,560,SNA,none,2,21
2,1200,629,216,173,1599,627,SNA,none,2,21
3,1227,624,252,262,1597,712,SNA,none,2,21
4,1196,626,253,201,1599,705,SNA,none,2,21
5,1179,652,242,208,1599,645,SNA,none,2,21
6,1223,592,228,242,1600,637,SNA,none,2,21
7,1217,642,278,230,1599,703,SNA,none,2,21
8,1237,629,275,194,1599,616,SNA,none,2,21
9,1200,574,279,222,1600,628,SNA,none,2,21
10,1235,664,334,255,1600,656,SNA,none,2,21
11,1208,645,275,171,1600,582,SNA,none,2,21
12,1226,594,300,243,1600,658,SNA,none,2,21
13,1221,565,277,218,1600,637,SNA,none,2,21
14,1239,603,311,277,1600,657,SNA,none,2,21
15,1202,594,330,253,1599,700,SNA,none,2,21
16,1199,620,295,216,1600,606,SNA,none,2,21
17,1215,615,325,155,1599,686,SNA,none,2,21
18,1214,623,280,233,1597,646,SNA,none,2,21
19,1267,637,262,158,1599,638,SNA,none,2,21
20,1210,585,229,198,1599,644,SNA,none,2,21
1,1164,573,264,267,1598,542,SNA,none,2,22
2,1155,585,225,198,1599,580,SNA,none,2,22
3,1157,590,240,213,1599,581,SNA,none,2,22
4,1215,602,292,211,1599,662,SNA,none,2,22
5,1206,642,303,239,1599,645,SNA,none,2,22
6,1256,638,309,209,1598,665,SNA,none,2,22
7,1190,590,312,236,1600,680,SNA,none,2,22
8,1233,682,331,195,1598,657,SNA,none,2,22
9,1242,628,324,255,1599,677,SNA,none,2,22
10,1195,605,313,229,1600,650,SNA,none,2,22
11,1216,647,361,272,1597,708,SNA,none,2,22
12,1250,612,336,290,1598,646,SNA,none,2,22
13,1279,615,325,237,1599,648,SNA,none,2,22
14,1219,619,332,235,1600,645,SNA,none,2,22
15,1232,583,326,279,1599,643,SNA,none,2,22
16,1250,601,358,272,1600,680,SNA,none,2,22
17,1256,620,392,256,1600,720,SNA,none,2,22
18,1298,657,410,240,1599,754,SNA,none,2,22
19,1283,635,404,198,1598,774,SNA,none,2,22
20,1289,580,362,205,1598,709,SNA,none,2,22
1,1182,579,266,274,1600,581,SNA,none,2,23
2,1219,647,293,264,1599,608,SNA,none,2,23
3,1210,569,246,266,1600,648,SNA,none,2,23
