step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,-0.1970366167492497,0.1439024644886158,0.5207362919020903,0.6646387563907044,0.0,0.0,SNA,l2,2,21
1,-0.20906064297949975,0.14090346406804774,0.49990269056905995,0.6408061546371109,-0.002999000420568129,-0.020833601333030246,SNA,l2,2,21
2,-0.21935205723870485,0.13785788612563887,0.47654518040715277,0.6144030665327901,-0.00304557794240878,-0.023357510161907506,SNA,l2,2,21
3,-0.23062057766801172,0.13586884534327098,0.4594571332415784,0.5953259785848508,-0.001989040782367918,-0.017088047165574077,SNA,l2,2,21
4,-0.24027168787313172,0.13570732402540114,0.45546210038027274,0.5911694244056751,-0.00016152131786986292,-0.0039950328613056205,SNA,l2,2,21
5,-0.253881166544522,0.13673902855994208,0.4549269486331962,0.5916659771931397,0.0010317045345409435,-0.0005351517470766794,SNA,l2,2,21
6,-0.26813989891600865,0.1396444504475115,0.4609289349669792,0.6005733854144929,0.00290542188756942,0.0060019863337829535,SNA,l2,2,21
7,-0.28749750895990484,0.14401325743920176,0.46831965008638143,0.6123329075255838,0.004368806991690278,0.007390715119402333,SNA,l2,2,21
8,-0.3024744525168826,0.14905120315487067,0.4772692260154313,0.626320429170304,0.005037945715668837,0.008949575929049795,SNA,l2,2,21
9,-0.32194892896904453,0.15558467607232548,0.4843541302978305,0.6399388063701571,0.006533472917454859,0.007084904282399246,SNA,l2,2,21
10,-0.33787277891699646,0.16268737443223732,0.4933406462041463,0.6560280206363883,0.007102698359911854,0.008986515906315915,SNA,l2,2,21
11,-0.35240000429062457,0.17027458367225737,0.5008665721931662,0.6711411558654276,0.007587209240020044,0.007525925989019628,SNA,l2,2,21
12,-0.3668401971640167,0.17876838981548024,0.5082621988273217,0.6870305886428072,0.00849380614322293,0.007395626634155506,SNA,l2,2,21
13,-0.3768994659117665,0.18803932587349448,0.5194409684946434,0.7074802943681365,0.00927093605801415,0.011178769667321982,SNA,l2,2,21
14,-0.3881648415050818,0.1977942357106783,0.5306765408643596,0.7284707765750322,0.009754909837183849,0.01123557236971604,SNA,l2,2,21
15,-0.4027061552727848,0.2081085531348703,0.5408857533214695,0.7489943064563387,0.010314317424192048,0.010209212457109946,SNA,l2,2,21
16,-0.4118465146446605,0.21850904669266746,0.5545371076124028,0.7730461543050686,0.010400493557797087,0.013651354290933396,SNA,l2,2,21
17,-0.4185162409246537,0.22963197277187042,0.5641263101515444,0.7937582829234191,0.01112292607920301,0.009589202539141401,SNA,l2,2,21
18,-0.4246472327406816,0.2411339959150456,0.5759470074979371,0.8170810034129781,0.011502023143175192,0.01182069734639295,SNA,l2,2,21
19,-0.42811683534531286,0.25245952727831544,0.5862707050975889,0.8387302323759026,0.01132553136326985,0.010323697599651597,SNA,l2,2,21
20,-0.4289736349952609,0.26340173426616464,0.5928654834016992,0.8562672176678596,0.010942206987849144,0.0065947783041104754,SNA,l2,2,21
0,-0.15568316743385605,0.11145548862762801,0.4764846522191207,0.5879401408467501,0.0,0.0,SNA,l2,2,22
1,-0.17756216455677445,0.11086872871045671,0.4648939644501959,0.5757626931606515,-0.0005867599171712857,-0.011590687768924884,SNA,l2,2,22
2,-0.20379343773219286,0.1117282327524248,0.46635629323427474,0.5780845259866961,0.0008595040419680572,0.0014623287840786299,SNA,l2,2,22
3,-0.22583786359033892,0.11417958613392763,0.4804087827849217,0.5945883689188401,0.002451353381502843,0.014052489550647158,SNA,l2,2,22
4,-0.24774960554301614,0.11848242048673949,0.5055871473463599,0.6240695678330974,0.0043028343528118415,0.02517836456143815,SNA,l2,2,22
5,-0.26559821954661417,0.1235395659083909,0.5315421477377851,0.655081713646184,0.0050571454216513925,0.025955000391425235,SNA,l2,2,22
6,-0.28006813514916046,0.12998507204897744,0.560776923622138,0.6907619956711198,0.006445506140586559,0.029234775884353144,SNA,l2,2,22
7,-0.29138217149327805,0.137791197774463,0.5915997504720636,0.7293909482465211,0.007806125725485633,0.03082282684992558,SNA,l2,2,22
8,-0.2929285915652691,0.14633289526899002,0.6240484473807848,0.7703813426497755,0.00854169749452696,0.03244869690872108,SNA,l2,2,22
9,-0.2918107182266924,0.1562803595652017,0.6611922741942101,0.8174726337594095,0.009947464296211714,0.037143826813425034,SNA,l2,2,22
