act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,l2init,0.001,0.001,3,1,0.9530458333,1,1,0,0,-0.2315409034,0.731149435,-1.414950609,0.7950897217,70.73480392,0,0,0.4604859054,0.5675454736,-0.2800624669,1.414536595,57.31260208,1.296845317,0.9063681364,1.993545294,0.8377918005,0.4344148338,3,0.07999999821,1.200000048,1.058136821,0.554079771,1.614556432,0,1.200000048,0.178601311,0.2797725111,0.178601311,0.07646472952
SNA,l2init,0.001,0.001,3,2,0.96208125,0.9883333445,0.9883333445,0,0,-0.6118372679,1.009854317,-5.439045906,0.6819404364,67.06819928,0,0,-0.4865610301,1.256592989,-4.080622673,0.8120536208,66.28575955,1.410733223,1.031277418,2.182531595,0.6189706922,0.3280523419,2.188955545,0,1.200000048,0.5284189582,0.2442623973,1.483005524,0,1.200000048,0.2539372934,0.359942271,0.2539372934,0.1185065104
SNA,l2init,0.001,0.001,3,3,0.9632333333,1,1,0,0,-0.5061559677,1.075286269,-8.551931381,0.7966446877,63.23648333,0,0,-0.9349479079,1.620862007,-6.949786186,0.7765328288,64.11161339,1.369243145,1.088854194,2.309389353,0.5667957067,0.2432711869,2.204359531,0,1.200000048,0.375942111,0.1817390323,1.251032114,0,1.200000048,0.2533922626,0.3629173287,0.2533922626,0.1198228807
SNA,l2init,0.001,0.001,3,4,0.9646645833,0.8366666436,0.8366666436,0,0,-0.7288405299,1.128405452,-8.509592056,0.7273455858,62.55718111,0,0,-1.269750953,1.629299164,-6.926008224,0.6213110089,66.10653449,1.436661124,1.115741134,2.319927454,0.5659134388,0.2589145303,1.984181762,0,1.200000048,0.3573356271,0.1472748071,1.004048824,0,1.200000048,0.2738322949,0.3815965012,0.2738322949,0.1304436086
SNA,l2init,0.001,0.001,3,5,0.96500625,1,1,0,0,-0.1922712177,1.110831261,-11.38650513,0.9496319294,59.8658239,0,0,-1.449066997,2.095350266,-6.127401352,0.6958299875,66.88584282,1.332584858,1.14847815,2.377167463,0.5531885624,0.1896930486,2.540091991,0,1.200000048,0.2946251929,0.1553456783,0.7905058265,0,1.200000048,0.2581644702,0.3704673916,0.2581644702,0.1237443819
SNA,l2init,0.001,0.001,3,6,0.9671479167,1,1,0,0,-0.3159906566,1.183147192,-11.14982891,0.8661248684,63.25917516,0,0,-1.67095089,2.190733671,-5.48812151,0.6693296432,67.66220248,1.429003716,1.127951145,2.380147457,0.519435823,0.1855064332,1.885959983,0,1.200000048,0.2864857614,0.1713865846,0.7971745133,0,1.200000048,0.2928622402,0.4075228325,0.2928622402,0.1448273676
SNA,l2init,0.001,0.001,3,7,0.9669791667,0.9250000119,0.9250000119,0,0,-0.4031733572,1.168807745,-10.82592487,0.8754940629,61.13820107,0,0,-1.65710938,2.264978409,-5.983541489,0.6457471251,66.11225231,1.350040793,1.155080795,2.358523607,0.5294828415,0.1974920481,2.989317417,0,1.200000048,0.2653582692,0.1471207589,0.9812179804,0,1.200000048,0.2697871232,0.3831245917,0.2697871232,0.1305762122
SNA,l2init,0.001,0.001,3,8,0.9660520833,0.9841666818,0.9841666818,0,0,-0.4535795152,1.2023983,-10.02420998,0.8171361685,64.11905994,0,0,-1.7198627,2.141356707,-5.862564087,0.6447248459,68.36589465,1.476747155,1.206268072,2.388128519,0.5240082145,0.2175461501,1.82615149,0,1.200000048,0.2935268879,0.1666509956,0.7028878331,0,1.200000048,0.312323999,0.428394979,0.312323999,0.157208054
SNA,l2init,0.001,0.001,3,9,0.9656895833,0.9950000048,0.9950000048,0,0,-0.4657407701,1.196546793,-10.6400528,0.7772638202,62.08907304,0,0,-2.144851446,2.589517117,-5.221331596,0.6598730683,69.71324648,1.480889201,1.251281142,2.432071209,0.5143903494,0.2032939643,1.525774837,0,1.200000048,0.2416128069,0.1408645958,0.7059512734,0,1.200000048,0.3222345446,0.4384547282,0.3222345446,0.1629339027
SNA,l2init,0.001,0.001,3,10,0.9660666667,1,1,0,0,-0.3223073184,1.221364498,-12.948843,0.8540869355,61.13606844,0,0,-2.512299776,2.518901587,-7.42429018,0.6136842966,67.46574331,1.427074552,1.222397447,2.425224781,0.5120412707,0.1693711132,1.681025863,0,1.200000048,0.2472364008,0.1458164901,0.7929610014,0,1.200000048,0.3170030859,0.4323970978,0.3170030859,0.1593165588
