registered,arm,seed,unit,t_sub,win_len,d_wmu,d_b,share_unit,routes_same_sign,share_in_unit_interval,d_wmu_ff,d_b_ff,n_ff_intervals,share_unit_ff,frac_db_ff,frac_dwmu_ff,pred,pred_meanrecip,pred_ff
0,E_1216,9,7,391000,391,-2.0752981479409343,-0.5927365340113795,0.22216222975694197,1,1,0.11209315754851046,-0.2730010582020316,352,1.696629295971475,0.46057741093581794,-0.05401303791444466,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,9,81000,81,-4.227137237316825,-0.701190386255309,0.14227755129377428,1,1,-2.5505688626699063,-0.5361752207619936,73,0.17370251833960396,0.7646642499270775,0.6033797152724759,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,12,51000,51,-8.398748778872791,-0.41444295059162073,0.04702529609177207,1,1,-2.7622101491327737,0.11278295835103047,46,-0.042568808361082976,-0.2721314433989814,0.3288835303755203,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,13,421000,421,-0.9697453109981788,-0.056841874767087575,0.05536974896556396,1,1,-0.037344409733916006,-0.02962970635684036,379,0.44240533636441365,0.5212654663177378,0.03850950276364486,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,14,561000,561,-3.189026283155865,-0.3270714495847642,0.09302114857024402,1,1,1.177512547366718,0.07665150025568601,505,0.0611176029172571,-0.23435705058634573,-0.3692388970220245,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,16,61000,61,-4.048906555214973,-0.4390385295141144,0.09782618129798634,1,1,-2.8763234928511983,-0.384155399185066,55,0.11782177155735235,0.8749924513691595,0.7103951285678616,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,17,921000,921,-2.323447715986674,-0.1591095862558234,0.06409100249653833,1,1,-0.3776739764343894,-0.01617965394578197,829,0.04108037275209166,0.10168874375531095,0.1625489456189491,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,18,201000,201,-0.2871923820233748,-0.1603458365992818,0.3582841194943352,1,1,-0.18305060176326948,0.003014185894383903,181,-0.016742090092367937,-0.018798030296955048,0.6373797259997337,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,21,231000,231,-0.7306696681776454,-0.1938405225363331,0.2096683459883059,1,1,-1.0332969785315997,-0.0417725718386035,208,0.03885569247516963,0.2154996865053009,1.4141780116707643,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,22,261000,261,-7.888114213511244,-1.1804712043828616,0.13017148209836116,1,1,-1.3738619877974516,-0.5171328830522448,235,0.27347133036901217,0.4380732720393605,0.17416862264040459,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,24,61000,61,-0.3493086156195879,-0.033516668489834034,0.08755082247977658,1,1,-0.3207212987686562,-0.04677648891324121,55,0.1272837292662303,1.3956186882783121,0.918160286999435,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,25,71000,71,-0.9246471746379807,-0.04905277191255575,0.050377708334412276,1,1,-0.8751868733480384,-0.09322184688781032,64,0.09626291558496793,1.9004399395408862,0.9465090007879955,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,26,231000,231,-0.048785365314055196,-0.11986295852381534,0.7107272446955665,1,1,0.2204734008911839,0.024556088652410962,208,0.1002168706230032,-0.2048680339183515,-4.5192528429763525,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,27,211000,211,-0.10538333706902714,-0.09660710578291543,0.47827562739553814,1,1,0.032020433202855955,0.03127518362114012,190,0.49411294478898815,-0.3237358511848826,-0.3038472124097024,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,30,231000,231,-2.245360673690598,-0.26726004772384115,0.10636704753966664,1,1,0.12496904056351599,-0.025336856602050428,208,-0.25430393668626083,0.09480226026237529,-0.055656555326637124,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,31,241000,241,-1.3008832685354683,-0.07697453324012926,0.05586536806696224,1,1,-0.5636465447361114,-0.054799122611921325,217,0.08860782038769285,0.7119123729009221,0.4332798786555719,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,32,281000,281,-1.7200544467428145,-0.1482792358873013,0.07936442899137999,1,1,-1.5065283381295984,-0.14663486159647973,253,0.08869956796810895,0.9889102861841602,0.8758608432322823,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,36,341000,341,-1.8527090270692526,-0.33277132934265374,0.15226461695999569,1,1,-1.3794485470187614,-0.3991995699106585,307,0.22443987999145057,1.1996212855813784,0.7445575785858137,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,40,261000,261,-0.9431462567812119,0.053998906406633296,-0.06073111097264668,0,0,-0.17432115252598585,-0.010804808277183497,235,0.058364630386288426,-0.20009309440118997,0.18482939551805305,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,42,651000,651,-2.685110835993129,-0.24874000641104743,0.08478277178099985,1,1,-0.6668202576660556,-0.03419726018918484,586,0.04878231901224264,0.13748194624017673,0.24833993767688253,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,44,325000,325,-1.0103498580097323,-0.1562819359788552,0.13395994930375094,1,1,1.7193281154834188,0.17931548261044655,293,0.09444399295922074,-1.14738457447,-1.701715600643809,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,45,161000,161,-0.8226832131907642,-0.035966560165292094,0.041887346018523716,1,1,-0.5858337004269849,-0.05855035244729123,145,0.0908625099986992,1.6279108198896544,0.712101196467639,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,48,881000,881,-2.8230515468155675,0.06892796486921604,-0.025027186623377422,0,0,0.49916683978482435,0.2662275293720848,793,0.3478305303778725,3.862402290234814,-0.17681818114440379,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,49,181000,181,-0.4094427168862227,-0.1888114205462017,0.3156040363657808,1,1,-0.38398642446349607,-0.04361973179066059,163,0.10200912955222817,0.23102274038548926,0.9378269746344017,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,51,181000,181,-0.26876661096841303,-0.2158403075376647,0.4453925424817428,1,1,-0.14964374793815294,-0.00653403497250904,163,0.04183716051499264,0.030272542914019124,0.5567795322453202,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,52,141000,141,-1.4458380378581772,-0.3139593063183099,0.17840651218008854,1,1,-0.5866289011574806,-0.12892709798684926,127,0.18017750971415483,0.4106490726417123,0.4057362483189996,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,53,251000,251,-1.3851002391573797,-0.02231398831744502,0.015854599080954768,1,1,-0.5446149131540616,-0.07417081957779814,226,0.1198651094464371,3.3239606708860547,0.3931953065616218,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,54,51000,51,-3.9337159039372143,-0.26746649465282246,0.0636645756543651,1,1,-1.647601394947733,-0.0879373550066432,46,0.05066862091610164,0.32877895648495287,0.4188409725518476,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,55,181000,181,-0.8693395040436833,-0.06781281660709615,0.07236050651830582,1,1,-0.5631395936646402,-0.014249857102274971,163,0.024679801619769216,0.21013516050863784,0.6477786768520565,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,57,261000,261,-0.7533718081816803,0.13379937729132863,-0.21595437534083511,0,0,-0.06178639496235949,0.033732021721864514,235,-1.202380157727928,0.2521089589857953,0.08201314980379425,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,58,31000,31,-5.106085366668253,-0.5353452845067288,0.09489530539478111,1,1,-1.9171785153009466,-0.2192366614031349,28,0.10261894026673157,0.409523848902753,0.3754693424861236,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,60,341000,341,-4.311517831317413,-0.19305518732098648,0.042857599715264774,1,1,-0.12243022121291836,0.02446747208194955,307,-0.24976302011735485,-0.12673822662567616,0.028396083700182442,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,63,181000,181,-1.0900519791732126,-0.2094125260100128,0.1611529404417903,1,1,-1.0727895926336672,-0.10688636985904942,163,0.09060655066090603,0.5104105847705537,0.9841637033193237,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,64,177000,177,-8.405157077934035,-0.38004151597232294,0.04325929709044137,1,1,2.050994603574141,0.49759009837795787,160,0.1952417347545195,-1.3093045824346086,-0.24401621344574206,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,65,641000,641,-1.6179724972607978,-0.21881552274727056,0.11912943701925352,1,1,-0.3073454778616486,-0.11211195943775064,577,0.2672785114016888,0.5123583465659275,0.18995717070715337,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,66,422000,422,-2.861891893933702,-0.0406951958095334,0.014020318616222235,1,1,-0.4522166805046097,0.04142484143345407,380,-0.100841442047924,-1.0179295272920086,0.15801319451065388,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,67,301000,301,-1.4578153910423168,-0.13192602254762154,0.0829858374574941,1,1,-0.08327647702061458,0.006404851486059293,271,-0.08331879860118462,-0.04854881063171085,0.05712415819747459,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,68,981000,981,-4.051064394175235,-0.2559516347091062,0.05942667336100119,1,1,-1.5249228299671596,-0.018441606756802488,883,0.011948964429909859,0.07205113879331819,0.37642522596277367,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,70,261000,261,-0.978382134651941,0.029819695332578,-0.03143672371633753,0,0,0.17882473658777598,0.002275661603613699,235,0.012565745996917935,0.07631404607704156,-0.18277596273913238,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,71,341000,341,-3.4495490875139243,-0.44961504954999754,0.1153106239555636,1,1,0.8707807133386304,0.06654619687053881,307,0.0709957178714614,-0.14800704944628154,-0.2524331996000667,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,72,91000,91,-3.226145755070114,-0.1883821672217625,0.0551707795364338,1,1,-0.31412992656301764,0.005981754726080035,82,-0.01941194293129019,-0.03175329604865595,0.09737003545774102,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,74,231000,231,-0.8761421329888706,-0.08663476449599639,0.08998425774685576,1,1,-0.8769019345480329,-0.06234078120490394,208,0.06637345188770394,0.719581585609145,1.0008672126708145,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,75,41000,41,-5.074974850548811,-0.7548271126249269,0.12947731627816733,1,1,-1.644174097484492,-0.34639146720100283,37,0.1740166078155441,0.4589017291607602,0.32397679710800736,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,78,361000,361,-1.1616717810574109,-0.3027305799017128,0.2067263669961831,1,1,-0.7148856262112167,-0.11728533223169357,325,0.14093898740608327,0.38742479292898807,0.6153938124936568,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,79,131000,131,-1.0920187559932435,-0.09625604813760402,0.08100487177123107,1,1,-1.0896638655423039,-0.1276198930217467,118,0.10483988809009616,1.3258376537472856,0.9978435439519555,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,80,101000,101,-2.558572345023749,-0.24785048459165182,0.08831544625996998,1,1,0.455939977647146,0.07216584092529632,91,0.13665034238852464,-0.29116683408625876,-0.1782009324590405,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,81,181000,181,-0.5889813511137314,-0.1455925801199509,0.19820003668716507,1,1,-0.3641624412487404,-0.010382169020854412,163,0.02771944579146765,0.07130973990776689,0.6182919723351669,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,82,144000,144,-9.851360695350488,-0.19660211835033792,0.019566366038124918,1,1,-0.2897521719342482,0.8227834053986125,130,1.5435932338355545,-4.185018006430846,0.029412401077853284,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,84,891000,891,-6.279021562354508,-0.9198755679372823,0.12778006843112055,1,1,-0.5914841732910594,-0.3244754429034622,802,0.35424645057119375,0.35273840746859053,0.09420005448576045,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,85,61000,61,-2.1143465785225253,-0.36774604501680663,0.1481596784621278,1,1,0.3465395549411028,-0.03241044078060584,55,-0.10317553935496244,0.08813266986766541,-0.1638991253663151,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,87,146000,146,-6.612035821123101,-0.2637469883660817,0.038358830648648146,1,1,-1.900031555883317,0.23386164252925917,132,-0.14035881974275216,-0.886689338058558,0.2873595375592783,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,89,151000,151,-1.752508206512184,-0.2073956286949219,0.10581928815553653,1,1,-1.6744222483226219,-0.15795921105528343,136,0.08620432729597181,0.7616323065692034,0.9554433138176468,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,90,62000,62,-4.630450675451527,-0.6441621751361595,0.12212501531072337,1,1,-1.12615506576963,-0.3115497788189553,56,0.21669940112645902,0.4836511531480432,0.24320636255558767,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,92,2431000,2431,-0.11040972706631624,-0.06811598056150459,0.3815471814485592,1,1,0.40788392885454133,-0.0543232272976594,2188,-0.15364611241704904,0.797510758119511,-3.6942753115361917,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,93,81000,81,-0.30999612086214157,0.10080326731333855,-0.4818676431975816,0,0,0.11479846669178001,-0.0022411436159046616,73,-0.019911131098897028,-0.02223284696653982,-0.3703222684610046,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,94,231000,231,-0.19664771160447714,-0.06785124391079389,0.25652745500870777,1,1,-0.15646936416452575,-0.03231774354420858,208,0.17118617863497984,0.47630288969643214,0.7956836257481441,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,95,181000,181,-1.0153290323450648,-0.017073988176103283,0.01653810366370698,1,1,-0.5215356423119213,-0.04855106805829479,163,0.08516435688663146,2.8435692679140283,0.5136617054151907,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,96,561000,561,-1.6852250739208596,-0.13310987045871414,0.07320426353249895,1,1,-1.7455489996501306,-0.17322517397561854,505,0.09027908357151235,1.3013698636972735,1.0357957679735448,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,98,131000,131,-0.7348951771220236,-0.12536439289615942,0.1457285652672363,1,1,-0.8722199551606817,-0.07833705613506137,118,0.08241173880594171,0.6248748494315187,1.186863082401011,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_1216,9,99,161000,161,-2.7186736357806183,-0.4744318771576772,0.1485800814396218,1,1,-1.1999465093195583,-0.14773034872915702,145,0.10961852453492002,0.31138369035025637,0.44137203286447996,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_933,0,1,551000,551,-0.25077917227224944,-0.1823183663120176,0.4209637554348377,1,1,-0.20105187947088177,-0.06745410961304452,496,0.2512201304826781,0.3699797830439327,0.8017088406872042,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,2,201000,201,0.11255623106806034,-0.1166080480875813,28.77919894353173,0,0,-0.4813906567798262,-0.07700523564737649,181,0.1379043733875882,0.6603766799144073,-4.276890334829527,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,5,111000,111,-0.10021862924529046,-0.2511902019256116,0.7148090191377383,1,1,-0.30821396401845697,-0.08412405669899936,100,0.21441729390683145,0.3349018236145699,3.075415881652969,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,6,81000,81,-0.6064547095700199,-0.01617947083616067,0.02598551660881492,1,1,-0.31272566880796765,-0.04288769227770561,73,0.12060202728820765,2.6507475251818993,0.5156620335749261,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,7,51000,51,-1.2869321495982682,-0.24540218198732866,0.1601492421914195,1,1,-1.3401702121310768,-0.24525832126303904,46,0.15469528654059564,0.9994137756921124,1.041368196877689,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,8,341000,341,-0.511406990922854,0.13270000893310652,-0.3504028582623254,0,0,0.5825036143439754,0.09877988458144649,307,0.14499086611851086,0.7443849128242409,-1.1390216103476112,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,10,311000,311,-0.41717875519319136,-0.42552280761469774,0.504950775452287,1,1,-0.5729770141000987,-0.09399768068417158,280,0.14093140477327204,0.22089927731743247,1.373456838267708,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,11,225000,225,-2.0306175762482592,-1.2237738445229809,0.3760376937796147,1,1,-0.8687605095693982,-0.43990094085762926,203,0.3361457164601936,0.3594626105357725,0.42783068546787034,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,12,41000,41,-1.0154460852992315,0.07806768475997217,-0.08328299938963926,0,0,-0.005723308270813909,0.0063511278591957265,37,10.116167091194995,0.08135412083402985,0.005636250268400381,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,13,21000,21,-2.4553962520023394,-0.46664684163224024,0.15969882259737728,1,1,-0.8926776116489439,-0.13365113909720527,19,0.1302225422410118,0.2864074652894242,0.3635574546963564,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,16,211000,211,-1.2889728410326953,-0.295682476449203,0.1865910354051367,1,1,-1.1201642209548512,-0.23086617619377028,190,0.17088155579698153,0.7807908637880748,0.8690363251233452,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,20,491000,491,-0.8424693714547171,-0.08336411905294394,0.0900422375164167,1,1,0.03923502703403875,0.0033048786205593234,442,0.07768890338857873,-0.039643897855628024,-0.04657145810095203,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,21,231000,231,-1.7701769438438149,-0.28757768891533786,0.1397531485713326,1,1,-0.5365430177887602,-0.10987226522422233,208,0.16997163914828986,0.38206115932925677,0.303101347949824,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,22,131000,131,-3.0017438931545435,-0.49697999176338925,0.14204607397163796,1,1,0.24499877499931855,0.004651099163332839,118,0.01863048871517782,-0.009358725180926829,-0.0816188135030562,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,24,561000,561,-1.0024423344037459,-0.09959409521061957,0.09037277946017669,1,1,-1.1914302876810905,-0.18924210957969745,505,0.13706517922365077,1.900133830017654,1.188527506063234,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,25,331000,331,-1.3316826951785856,-0.39519697218715066,0.22885032446412595,1,1,-0.9122451985437636,-0.201027588397519,298,0.1805735222809518,0.5086769447776026,0.6850319538179677,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,26,181000,181,-2.4927548650590703,-0.43871757217251783,0.14965775103341314,1,1,-0.9195079378801871,-0.2815246310373126,163,0.23440216220868432,0.6416990084149355,0.3688721866593961,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,27,291000,291,-0.18825511877801127,-0.18938681548601366,0.5014983726717319,1,1,-0.16156814031441935,-0.010656270708376478,262,0.061874333871091015,0.05626722578881659,0.8582403568263078,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,29,271000,271,-1.8074788544407951,-0.11492141287736857,0.059780169005952746,1,1,-0.7446325434270828,-0.14395922976330222,244,0.1620082855892683,1.2526754253963064,0.41197303171630195,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,30,41000,41,-0.44339315285836634,-0.1465693763337299,0.2484384500392665,1,1,-0.5705639140298358,-0.10414044842433956,37,0.15434974815567845,0.7105198304672993,1.2868126409973943,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,32,371000,371,-0.09529953458074569,-0.04177663942337961,0.30476951758313847,1,1,-0.17072644174900725,-0.02412934008229352,334,0.1238317891084384,0.5775797291342186,1.7914719363540397,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,34,232000,232,-3.5875954504073455,-0.8493635173248322,0.19142920263672386,1,1,0.80855698033649,0.059503734981356526,209,0.06854789524666925,-0.0700568528876427,-0.2253757402453736,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,35,123000,123,-0.8843981118722724,-0.25111442591417976,0.22114632604911413,1,1,-0.2373882981514699,-0.04086445464843136,111,0.14686091777075083,0.16273240575353123,0.2684179160547035,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,36,115000,115,-1.0394701127687433,-0.427642914812445,0.2914860046723835,1,1,-1.0518792461408633,-0.16599905558904587,104,0.13630184177947507,0.38817211706137933,1.0119379414758418,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,38,21000,21,-1.2175031308763806,-0.08433936292124322,0.06478461359424183,1,1,-0.6034670796244672,-0.1170427005374739,19,0.16244429119500292,1.3877588884180845,0.4956595710682738,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,39,51000,51,-4.482044669363718,-0.39564699069044096,0.08111357139086728,1,1,-1.939951878284857,-0.008086602078400729,46,0.004151151098869869,0.02043893235302726,0.4328274306467939,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,40,51000,51,-1.1306575225487236,-0.16179675910191094,0.12518567302456157,1,1,-0.8216636188395645,-0.1687114211737457,46,0.1703510431477335,1.042736715557321,0.7267130872550812,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,41,11000,11,-1.71690443663261,-0.17901566355565546,0.0944215231105357,1,1,-0.8412720838412534,-0.08301988281786521,10,0.08981997660105508,0.46375764650367907,0.4899935406371555,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,43,111000,111,-1.3982577371944132,-0.26095408674637,0.1572759324524217,1,1,-1.4072007898865637,-0.25665693664556777,100,0.15425413636807808,0.9835329265987746,1.0063958542508011,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,45,371000,371,-0.9550553219577282,-0.1555310866413402,0.14004411132451405,1,1,-0.5733536190298469,-0.10253814032255892,334,0.1517079308982907,0.6592774636688243,0.6003355050203303,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,46,211000,211,-0.8803711751895023,0.06972933609746246,-0.0860174404217316,0,0,0.16614974559715368,0.0353427937490294,190,0.17540497461450502,0.5068568801462541,-0.1887269259598254,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,47,71000,71,-4.668161989622238,-0.7593089156337456,0.13990105684370005,1,1,-1.6027765447733229,-0.2606996487883828,64,0.1398996400861454,0.3433380583590196,0.3433421008817701,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,48,162000,162,-3.2733002874593318,-0.7592909363101228,0.18828859514314408,1,1,-1.6472926016634353,-0.19235813351274955,146,0.10456231165766759,0.25333916725983846,0.5032512928845981,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,50,21000,21,-0.37455176504256826,0.03953943362823642,-0.11802381560497066,0,0,0.0708209514528253,0.006971134468042317,19,0.08961238647249489,0.17630840475833218,-0.18908187882862176,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,51,441000,441,-5.130585562113765,-2.4355740222142686,0.3219036018298016,1,1,3.046441119592756,-0.23850106215627642,397,-0.0849380888757351,0.09792396370669386,-0.5937803945983982,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,52,61000,61,-0.13164806666867435,0.07404421229630032,-1.2854037824908267,0,0,0.46414661541072544,0.07812385370146568,55,0.14406805856378382,1.0550973705931261,-3.525662223197457,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,55,511000,511,-2.11363573159511,-0.4737295622135207,0.18309342068826526,1,1,-2.5876876288524255,-0.6804895846983696,460,0.20821685613523822,1.4364515938561113,1.2242826851245365,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,57,2101000,2101,-1.6358999067207378,-0.4767630649864145,0.22566924841834224,1,1,-0.28657344698087855,-0.09806272697703344,1891,0.25494930954612643,0.2056844042225204,0.17517786131263538,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,58,211000,211,-0.9679175790942001,-0.3099434671338095,0.24254864646567065,1,1,-0.9231729111019118,-0.19800650800718955,190,0.17660555004169376,0.6388471737709049,0.9537722333401968,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,59,111000,111,-0.5890669653863725,-0.15917766308393766,0.21273478890099873,1,1,-0.4703531656506258,-0.10726703559423267,100,0.18570513178565443,0.6738824626271122,0.7984714697795324,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,60,541000,541,-0.18683642202852924,-0.14896077769928695,0.4436033946084977,1,1,-0.07763462153353648,-0.01508944151474545,487,0.16273490417356165,0.10129808495768669,0.41552188106921656,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,61,901000,901,-4.135259591657701,-0.38642580305345575,0.08546056819995555,1,1,-0.5718341089486815,-0.05943774894787751,811,0.09415554994947525,0.1538141306253694,0.13828251800740046,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,62,51000,51,-2.3978836924347102,-0.4385478424923974,0.1546125253129607,1,1,-1.9893571568587753,-0.31413365951745253,46,0.13637287254812533,0.7163041955289025,0.8296303791277156,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,63,41000,41,-0.46147530829072636,0.12641767070610666,-0.37730126558950483,0,0,0.5381202155856339,0.08828298967897363,37,0.14093636325133554,0.6983437456636281,-1.166086691785949,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,64,351000,351,-5.0653781276903445,-0.9453587717102181,0.15727834831774065,1,1,2.154604043348029,0.2876144939807519,316,0.11776771389809171,-0.3042384569621518,-0.425358974006243,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,65,382000,382,-0.70825149672471,0.2306459153898821,-0.48292131500068586,0,0,0.9395865558319196,0.16845949111064962,344,0.15203293362715367,0.7303814196140737,-1.326628408378962,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,66,51000,51,-1.1151243274665292,-0.11193189022477057,0.09121985497565048,1,1,-0.8600651980933562,-0.15902648990492274,46,0.1560472838487044,1.420743360856155,0.7712729216905828,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,69,851000,851,-2.149659901418488,-0.4025957341866615,0.1577411480927946,1,1,0.8985994861971737,0.11884995625539685,766,0.11681165795217108,-0.29520917924155815,-0.4180193739503715,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,70,131000,131,-0.7261667992163119,-0.18488265543675908,0.2029337205488616,1,1,-0.8562147137648627,-0.15141495336561706,118,0.15026845507319708,0.8189786814123838,1.179088213188623,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,71,132000,132,-3.2802483103612587,-0.634990509652944,0.16218436188539848,1,1,-0.3908735621212225,0.03337731143360134,119,-0.09336408806918177,-0.05256348075476563,0.11915974802473871,0.15520987556979482,0.15520987556979482,0.15520987556979482
0,E_933,0,74,111000,111,-0.8536568522777319,-0.2321490239399644,0.21380343303043625,1,1,-1.0803205001136509,-0.19933238487545513,100,0.15577066813486073,0.8586397715245363,1.2655207970639886,0.15520987556979482,0.15520987556979482,0.15520987556979482
