env,checkpoint,layer,metric,contrast,seed0,seed1,seed2,mean,sd,ci95_low,ci95_high,scope,cohort_status,pilot_label
PM,20,1,first_end_ce,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_ce,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_ce,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_ce,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_ce,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_ce,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,first_end_acc,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,1,all_end_acc,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_auc,R20,0.000318275731660822,0.0,0.0,0.00010609191055360734,0.00018375657935090068,-0.00035038473801137404,0.0005625685591185887,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,G20,-0.003325209490685682,0.0,0.0,-0.001108403163561894,0.001919810594559277,-0.00587747706110377,0.0036606707339799822,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,deep_update_benefit,-6.763767487427685e-06,0.0,0.0,-2.254589162475895e-06,3.905062979602413e-06,-1.1955303377231182e-05,7.446125052279392e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,lift_update_benefit,0.00031151196417339433,0.0,0.0,0.00010383732139113144,0.00017985151637129826,-0.00034293861295909466,0.0005506132557413575,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,Rrandom,-0.0003283519607066576,0.0,0.0,-0.00010945065356888588,0.0001895740929029302,-0.0005803788069376259,0.0003614774997998541,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,Grandom,0.0030070737422647487,0.0,0.0,0.0010023579140882495,0.0017361348345696082,-0.0033104401013117294,0.005315155929488228,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,R_target_minus_random,0.0006466276923674796,0.0,0.0,0.0002155425641224932,0.0003733306722538309,-0.0007118622378112282,0.0011429473660562147,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,G_target_minus_random,-0.006332283232950431,0.0,0.0,-0.0021107610776501438,0.0036559454291288846,-0.011192632990591998,0.00697111083529171,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,G5,-0.003325209490685682,0.0,0.0,-0.001108403163561894,0.001919810594559277,-0.00587747706110377,0.0036606707339799822,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,G10,-0.003325209490685682,0.0,0.0,-0.001108403163561894,0.001919810594559277,-0.00587747706110377,0.0036606707339799822,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,dose_train_minus_freeze5,-0.00031151196417339433,0.0,0.0,-0.00010383732139113144,0.00017985151637129826,-0.0005506132557413575,0.00034293861295909466,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,first_auc,dose_train_minus_freeze10,-0.00031151196417339433,0.0,0.0,-0.00010383732139113144,0.00017985151637129826,-0.0005506132557413575,0.00034293861295909466,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,20,2,all_auc,R20,6.907649665663373e-05,0.0,0.0,2.3025498885544577e-05,3.9881333939383775e-05,-7.604522675191283e-05,0.00012209622452300197,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,G20,-0.004321073861374328,0.0,0.0,-0.0014403579537914425,0.0024947731570527237,-0.0076377180357216105,0.004757002128138726,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,deep_update_benefit,-0.0005823227415749088,0.0,0.0,-0.0001941075805249696,0.0003362041916035145,-0.0010292850917672028,0.0006410699307172636,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,lift_update_benefit,-0.0005132462449182751,0.0,0.0,-0.00017108208163942504,0.0002963228576641307,-0.0009071888672442008,0.0005650247039653507,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,Rrandom,-0.0017194331331120416,0.0,0.0,-0.0005731443777040138,0.000992715182255799,-0.003039185599065488,0.0018928968436574605,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,Grandom,-0.00343468809965998,0.0,0.0,-0.0011448960332199932,0.0019830180989210936,-0.006070986076018587,0.003781194009578601,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,R_target_minus_random,0.0017885096297686753,0.0,0.0,0.0005961698765895584,0.0010325965161951825,-0.001968942070409373,0.00316128182358849,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,G_target_minus_random,-0.0008863857617143478,0.0,0.0,-0.00029546192057144927,0.0005117550581316302,-0.0015667319597030237,0.0009758081185601251,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,G5,-0.004321073861374328,0.0,0.0,-0.0014403579537914425,0.0024947731570527237,-0.0076377180357216105,0.004757002128138726,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,G10,-0.004321073861374328,0.0,0.0,-0.0014403579537914425,0.0024947731570527237,-0.0076377180357216105,0.004757002128138726,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,dose_train_minus_freeze5,0.0005132462449182751,0.0,0.0,0.00017108208163942504,0.0002963228576641307,-0.0005650247039653507,0.0009071888672442008,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_auc,dose_train_minus_freeze10,0.0005132462449182751,0.0,0.0,0.00017108208163942504,0.0002963228576641307,-0.0005650247039653507,0.0009071888672442008,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,R20,-8.66250047693029e-07,0.0,0.0,-2.8875001589767635e-07,5.001296982210965e-07,-1.5311410600617374e-06,9.536410282663847e-07,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,G20,-4.115103365620598e-06,0.0,0.0,-1.3717011218735327e-06,2.3758560358841875e-06,-7.273654698525047e-06,4.530252454777982e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,deep_update_benefit,-7.948983693495393e-09,0.0,0.0,-2.649661231165131e-09,4.58934787522351e-09,-1.4050233360777852e-08,8.750910898447589e-09,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,lift_update_benefit,-8.741990313865244e-07,0.0,0.0,-2.9139967712884146e-07,5.0471904609632e-07,-1.5451912934225154e-06,9.623919391648326e-07,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,Rrandom,1.4170000213198364e-06,0.0,0.0,4.7233334043994546e-07,8.18105343750713e-07,-1.5599529962320977e-06,2.5046196771119886e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,Grandom,-1.636584784137085e-05,0.0,0.0,-5.455282613790284e-06,9.448826656731916e-06,-2.8927469244452562e-05,1.8016904016871993e-05,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,R_target_minus_random,-2.2832500690128654e-06,0.0,0.0,-7.610833563376218e-07,1.3182350419718095e-06,-4.035760737173726e-06,2.513594024498482e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,G_target_minus_random,1.2250744475750253e-05,0.0,0.0,4.083581491916751e-06,7.07297062084773e-06,-1.3486651562094018e-05,2.1653814545927518e-05,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,G5,-4.115103365620598e-06,0.0,0.0,-1.3717011218735327e-06,2.3758560358841875e-06,-7.273654698525047e-06,4.530252454777982e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,G10,-4.115103365620598e-06,0.0,0.0,-1.3717011218735327e-06,2.3758560358841875e-06,-7.273654698525047e-06,4.530252454777982e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,dose_train_minus_freeze5,8.741990313865244e-07,0.0,0.0,2.9139967712884146e-07,5.0471904609632e-07,-9.623919391648326e-07,1.5451912934225154e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_ce,dose_train_minus_freeze10,8.741990313865244e-07,0.0,0.0,2.9139967712884146e-07,5.0471904609632e-07,-9.623919391648326e-07,1.5451912934225154e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,R20,3.6882556742057136e-06,0.0,0.0,1.2294185580685711e-06,2.1294154063428337e-06,-4.060342557008751e-06,6.519179673145893e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,G20,1.426535163773183e-07,0.0,0.0,4.755117212577277e-08,8.236104608129142e-08,-1.5704500843166437e-07,2.521473526832099e-07,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,deep_update_benefit,-1.8045109754893902e-06,0.0,0.0,-6.015036584964634e-07,1.0418348974544336e-06,-3.189565016777891e-06,1.9865576997849642e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,lift_update_benefit,1.8837446987163235e-06,0.0,0.0,6.279148995721079e-07,1.0875805088883997e-06,-2.0737848572237852e-06,3.329614656368001e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,Rrandom,-7.607857696712017e-06,0.0,0.0,-2.5359525655706725e-06,4.392398689153049e-06,-1.3447275794748828e-05,8.375370663607482e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,Grandom,-1.1183341848663991e-05,0.0,0.0,-3.7277806162213302e-06,6.456705426765762e-06,-1.9767126061116372e-05,1.231156482867371e-05,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,R_target_minus_random,1.129611337091773e-05,0.0,0.0,3.7653711236392434e-06,6.5218140954958835e-06,-1.2435713220616234e-05,1.996645546789472e-05,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,G_target_minus_random,1.132599536504131e-05,0.0,0.0,3.7753317883471033e-06,6.539066472847053e-06,-1.2468609837105373e-05,2.001927341379958e-05,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,G5,1.426535163773183e-07,0.0,0.0,4.755117212577277e-08,8.236104608129142e-08,-1.5704500843166437e-07,2.521473526832099e-07,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,G10,1.426535163773183e-07,0.0,0.0,4.755117212577277e-08,8.236104608129142e-08,-1.5704500843166437e-07,2.521473526832099e-07,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,dose_train_minus_freeze5,-1.8837446987163235e-06,0.0,0.0,-6.279148995721079e-07,1.0875805088883997e-06,-3.329614656368001e-06,2.0737848572237852e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_ce,dose_train_minus_freeze10,-1.8837446987163235e-06,0.0,0.0,-6.279148995721079e-07,1.0875805088883997e-06,-3.329614656368001e-06,2.0737848572237852e-06,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,first_end_acc,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,20,2,all_end_acc,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_auc,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,first_auc,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY_NOT_CLASSIFIED
PM,50,1,all_auc,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_auc,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,R_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,G_target_minus_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,dose_train_minus_freeze5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,first_end_ce,dose_train_minus_freeze10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_end_ce,R20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_end_ce,G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_end_ce,deep_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_end_ce,lift_update_benefit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_end_ce,Rrandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
PM,50,1,all_end_ce,Grandom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECONDARY,COHORT_TOO_SMALL,SECONDARY
