env,checkpoint,layer,seed,pool,metric,G20,deep_update_benefit,lift_update_benefit,R20,Grandom,Rrandom,G5,G10,dose_train_minus_freeze5,dose_train_minus_freeze10,R_target_minus_random,G_target_minus_random
RL,20,1,2,4,first_end_ce,0.09772610664367676,0.0006012916564941406,-0.09515547752380371,-0.09575676918029785,0.026697158813476562,-0.005589485168457031,0.09772610664367676,0.09772610664367676,0.09515547752380371,0.09515547752380371,-0.09016728401184082,0.0710289478302002
RL,20,1,2,4,all_end_ce,0.034127235412597656,-0.006813240051269709,-0.06915183067321795,-0.06233859062194824,-0.004366970062255948,-0.006902647018432795,0.034127235412597656,0.034127235412597656,0.06915183067321795,0.06915183067321795,-0.05543594360351545,0.038494205474853604
RL,20,1,2,4,first_end_acc,2.0000003278255463,0.16666650772094727,-3.0000001192092896,-3.166666626930237,0.5833335220813751,-0.2499997615814209,2.0000003278255463,2.0000003278255463,3.0000001192092896,3.0000001192092896,-2.916666865348816,1.4166668057441711
RL,20,1,2,4,all_end_acc,0.7500000298023224,-0.2500000596046448,-2.2166670858860016,-1.9666670262813568,-0.19999995827674866,-0.1666666567325592,0.7500000298023224,0.7500000298023224,2.2166670858860016,2.2166670858860016,-1.8000003695487976,0.949999988079071
RL,20,2,0,100,first_auc,-0.06951719373464549,-0.003480780124664573,0.40797145962715176,0.41145223975181633,-0.02003238201141322,0.4590256795287133,0.0015402197837830478,-0.056247821450233104,-0.0749923333525655,-0.255599631369114,-0.047573439776896986,-0.04948481172323227
RL,20,2,0,100,all_auc,-0.018035476505755987,0.01544998109340634,0.049760752022266264,0.034310770928859924,0.00870180577039692,0.05931296199560121,-0.01867981404066077,-0.024510582983493734,-0.020123161971568937,-0.04239099115133271,-0.025002191066741286,-0.026737282276152907
RL,20,2,0,100,first_end_ce,0.2674989700317383,-0.009225845336914062,0.015280961990356445,0.024506807327270508,0.4182097911834717,0.06380641460418701,0.13065648078918457,0.17160725593566895,0.0004820823669433594,0.03862762451171875,-0.039299607276916504,-0.1507108211517334
RL,20,2,0,100,all_end_ce,0.026663780212402344,0.03415942192077637,-0.04306693077087376,-0.07722635269165012,0.09436979293823233,-0.04335849285125759,-0.023684310913086204,-0.007152843475342063,-0.007803821563720614,0.017999362945556818,-0.033867859840392533,-0.06770601272582999
RL,20,2,0,100,first_end_acc,10.41666641831398,-1.1666662991046906,0.91666579246521,2.0833320915699005,16.583333164453506,4.0833331644535065,4.666665941476822,5.833332985639572,-0.4999995231628418,2.08333283662796,-2.000001072883606,-6.166666746139526
RL,20,2,0,100,all_end_acc,0.9666664898395503,1.5000000596046466,-1.350000351667406,-2.8500004112720525,3.6166666448116285,-1.6166666150093096,-1.116666942834856,-0.5000001192092913,-0.5666665732860565,0.6166666746139526,-1.2333337962627429,-2.650000154972078
RL,20,2,1,99,first_auc,-0.12412818521261215,0.006544934213161824,0.18185646682977685,0.17531153261661503,-0.6980997964739801,0.5009010225534434,-0.19036508947610864,-0.18135308474302292,-0.06629322320222863,-0.130736501514912,-0.32558948993682835,0.573971611261368
RL,20,2,1,99,all_auc,-0.012141982913016935,-0.01202330917119987,0.013249861598014778,0.025273170769214648,-0.115127467513084,0.07901796460151633,-0.038929271697997425,-0.03557746410369811,-0.01219224333763158,-0.02170145303010962,-0.053744793832301685,0.10298548460006707
RL,20,2,1,99,first_end_ce,0.14449095726013184,0.0074045658111572266,-0.03726840019226074,-0.04467296600341797,0.22591304779052734,-0.01815962791442871,-0.024917125701904297,0.06693077087402344,0.036193132400512695,-0.0068912506103515625,-0.026513338088989258,-0.08142209053039551
RL,20,2,1,99,all_end_ce,0.051041364669799805,-0.022074747085571556,-0.039381980895996094,-0.017307233810424538,0.09245057106018084,-0.037145471572876065,-0.006954145431518288,0.014087724685669212,0.009402847290039151,0.005307531356811612,0.019838237762451527,-0.04140920639038104
RL,20,2,1,99,first_end_acc,5.583333969116211,0.4999995231628418,-0.7499992847442627,-1.2499988079071045,8.500000834465027,-0.6666660308837891,-1.0833337903022766,2.333332598209381,1.1666670441627502,-0.41666626930236816,-0.5833327770233154,-2.916666865348816
RL,20,2,1,99,all_end_acc,2.1500004827976227,-0.5666671693325043,-0.49999967217445196,0.06666749715805231,3.433333784341812,-1.3333331048488617,-0.36666661500930786,0.4999998211860657,0.4999999701976776,0.28333336114883245,1.400000602006914,-1.2833333015441895
RL,20,2,2,100,first_auc,-0.17161477506160772,0.0023032933473587924,0.6609281286597248,0.658624835312366,-0.41842484623193776,0.9857725948095322,-0.17596215158700979,-0.20601389557123184,-0.12344795763492566,-0.3607204020023347,-0.3271477594971661,0.24681007117033005
RL,20,2,2,100,all_auc,-0.01241425037384003,-0.016315052807331032,0.12102293014526389,0.13733798295259492,-0.04454066425561898,0.15985534608364116,-0.03334554880857521,-0.03982648968696578,-0.028193956613540294,-0.06883537501096715,-0.022517363131046242,0.03212641388177895
RL,20,2,2,100,first_end_ce,0.25748419761657715,0.00900721549987793,0.06378316879272461,0.05477595329284668,0.460010290145874,0.16993415355682373,0.016774892807006836,0.09045171737670898,0.00411677360534668,-0.056775569915771484,-0.11515820026397705,-0.20252609252929688
RL,20,2,2,100,all_end_ce,0.08606190681457537,-0.03957576751709002,0.0004326343536380506,0.04000840187072807,0.1596980094909668,-0.012352156639098943,0.006394481658935636,0.015532827377319425,-0.01131582260131836,-0.01062917709350586,0.052360558509827015,-0.07363610267639142
RL,20,2,2,100,first_end_acc,7.916667312383652,0.4999995231628418,3.0000001192092896,2.5000005960464478,15.50000086426735,4.916667193174362,0.6666667759418488,3.4166671335697174,-1.5833333134651184,-2.0833343267440796,-2.4166665971279144,-7.5833335518836975
RL,20,2,2,100,all_end_acc,2.8833331167697906,-0.8499999344348907,0.38333281874656855,1.2333327531814593,5.73333352804184,-0.6666667759418488,0.3333336114883423,0.6166666746139526,-0.9000003337860107,-0.5666668713092804,1.899999529123308,-2.850000411272049
RL,50,1,0,11,first_auc,0.015201695263385773,0.00245333164930317,-0.008561734855175196,-0.011015066504478366,-0.0004831016063686633,-0.04307379871606809,0.006375952064991086,0.01526239365339288,-0.005585680902004064,0.018776704370975672,0.032058732211589724,0.015684796869754436
RL,50,1,0,11,all_auc,0.007002513706684255,0.0017151981592173904,-0.0014522376656533886,-0.003167435824870779,0.0016745755076410518,-0.01652227908372872,0.0006071755290033565,0.006472914516925776,0.002180841267108935,0.00670896887779282,0.01335484325885794,0.005327938199043203
RL,50,1,0,11,first_end_ce,0.01763129234313965,0.0048100948333740234,-0.017142057418823242,-0.021952152252197266,0.004952192306518555,-0.09096550941467285,0.01751852035522461,0.027803421020507812,-0.010584115982055664,0.02648162841796875,0.06901335716247559,0.012679100036621094
RL,50,1,0,11,all_end_ce,0.006626939773559215,0.0039597511291504794,-0.004559087753296165,-0.008518838882446644,0.0045468807220458984,-0.028632783889770863,0.0018505096435545987,0.011483764648437145,0.0044214725494384766,0.008704662322998047,0.02011394500732422,0.0020800590515133166
RL,50,1,0,11,first_end_acc,0.5000010132789612,0.33333301544189453,-0.7499992847442627,-1.0833323001861572,0.0,-3.5833343863487244,0.2500012516975403,0.9166672825813293,-0.41666775941848755,-0.41666626930236816,2.500002086162567,0.5000010132789612
RL,50,1,0,11,all_end_acc,0.20000040531158447,0.16666650772094727,-0.183333158493042,-0.34999966621398926,1.4901161193847656e-07,-1.1333335936069489,-0.08333295583724976,0.30000045895576477,0.01666635274887085,0.04999980330467224,0.7833339273929596,0.20000025629997253
RL,50,1,1,21,first_auc,0.01172419339418429,0.0016627907752990723,-0.017988571524619967,-0.01965136229991904,0.0031224131584171033,-0.018106247484683813,-0.00011121183633777676,0.005393841862678883,2.2435188293368213e-05,0.003703360259532662,-0.0015451148152352268,0.008601780235767187
RL,50,1,1,21,all_auc,0.004143708348273822,-0.0020007422566412636,-0.013534737229347726,-0.011533994972706463,0.007634898424148773,-0.007939413189888,0.0015862187743187484,0.0068106302618979875,0.0004240345954893421,-0.003972090482712076,-0.0035945817828184623,-0.0034911900758749503
RL,50,1,1,21,first_end_ce,0.03783893585205078,0.006651878356933594,-0.03299570083618164,-0.039647579193115234,0.011199474334716797,-0.04516124725341797,4.76837158203125e-07,0.006669282913208008,4.76837158203125e-07,0.006760597229003906,0.005513668060302734,0.026639461517333984
RL,50,1,1,21,all_end_ce,0.011101913452148615,-0.0025443553924562323,-0.02199401855468741,-0.01944966316223118,0.01608729362487793,-0.015988731384277255,0.002976799011230824,0.012432909011840909,0.0006934165954586291,-0.006594228744506658,-0.003460931777953924,-0.0049853801727293146
RL,50,1,1,21,first_end_acc,1.4166668057441711,-0.16666650772094727,-0.833333283662796,-0.6666667759418488,0.5000002682209015,-1.4166668057441711,0.0,0.33333301544189453,0.0,0.2500005066394806,0.7500000298023224,0.9166665375232697
RL,50,1,1,21,all_end_acc,0.41666656732559204,-0.1666666567325592,-0.950000137090683,-0.7833334803581238,0.5166667699813843,-0.6999997794628143,0.1333335041999817,0.3833332657814026,0.016666501760482788,-0.11666640639305115,-0.08333370089530945,-0.10000020265579224
RL,50,1,2,16,first_auc,0.013759350776672008,-2.6375055295346783e-07,-0.010452546179294586,-0.010452282428741633,-0.01354456096887624,-0.05077140629291543,0.004430852830410004,0.013273744285106304,-0.006093630194664357,0.02543036490678796,0.0403191238641738,0.02730391174554825
RL,50,1,2,16,all_auc,0.0055776429176335185,8.357018232274527e-05,-0.011854166984557768,-0.011937737166880513,0.005676681101322245,-0.01809928894042878,0.008989812135696607,0.0038478678464892724,-0.005166172981262207,0.015677684247493495,0.006161551773548268,-9.903818368872663e-05
RL,50,1,2,16,first_end_ce,0.0447545051574707,0.0,-0.013027429580688477,-0.013027429580688477,-0.010112285614013672,-0.13555526733398438,0.012577056884765625,0.027362585067749023,0.01900625228881836,0.052176475524902344,0.1225278377532959,0.054866790771484375
RL,50,1,2,16,all_end_ce,0.017350196838378906,-6.408691406267764e-05,-0.018305301666259766,-0.018241214752197088,0.014313364028930575,-0.0383731365203861,0.01801896095275879,0.00940217971801749,-0.0032153606414793146,0.03188805580139187,0.02013192176818901,0.003036832809448331
RL,50,1,2,16,first_end_acc,1.0833337903022766,0.0,-1.2500002980232239,-1.2500002980232239,0.833333283662796,-2.4166665971279144,0.41666701436042786,0.5833335220813751,0.7500000298023224,2.0000003278255463,1.1666662991046906,0.2500005066394806
RL,50,1,2,16,all_end_acc,0.5000002682209015,0.0,-0.8500000834465027,-0.8500000834465027,0.5000001192092896,-0.9833332896232605,0.2000001072883606,1.4901161193847656e-07,0.3166668117046356,1.1999998986721039,0.1333332061767578,1.4901161193847656e-07
RL,50,2,0,100,first_auc,0.005750134587287903,-0.0024038389325142795,0.44417572468519184,0.4465795636177061,-0.421651843190193,1.9703568935394289,-0.14874504059553129,-0.08969839662313461,-0.2984920412302019,-0.5265558347105976,-1.5237773299217228,0.4274019777774809
RL,50,2,0,100,all_auc,0.029631008207798182,-0.006169886291027105,0.03055246382951715,0.036722350120544256,-0.055559643507003376,0.37530010163784056,-0.018545899987220782,-0.0009421032667158435,-0.07027660012245152,-0.11263351023197199,-0.3385777515172963,0.08519065171480156
RL,50,2,0,100,first_end_ce,0.36058545112609863,-0.0015518665313720703,0.001369476318359375,0.0029213428497314453,0.3610961437225342,0.07730960845947266,0.04913067817687988,0.22336816787719727,-0.011448383331298828,-0.1422867774963379,-0.07438826560974121,-0.0005106925964355469
RL,50,2,0,100,all_end_ce,0.12444753646850559,-0.004536342620849343,-0.10885236263275155,-0.10431602001190221,0.1200130939483639,-0.059025955200195934,0.02584180831909144,0.06686949729919434,-0.01263241767883283,-0.029995536804199308,-0.045290064811706277,0.00443444252014169
RL,50,2,0,100,first_end_acc,13.416668772697449,0.2499997615814209,0.16666650772094727,-0.08333325386047363,13.833335041999817,-1.1666655540466309,1.9166678190231323,7.833334803581238,-0.5833342671394348,-4.666668176651001,1.0833323001861572,-0.41666626930236816
RL,50,2,0,100,all_end_acc,4.650000631809235,-0.45000001788139343,-3.7666667997837067,-3.3166667819023132,4.616667181253433,-2.6333333551883698,0.9166671335697174,2.36666724085808,-0.5833336710929871,-1.166667342185976,-0.6833334267139435,0.03333345055580139
RL,50,2,1,100,first_auc,-0.26813236325979206,-0.0026993393898013807,0.7001715883612634,0.7028709277510647,-0.18670851513743392,2.166052224487067,-0.19832037687301618,-0.23979021906852704,-0.15953592509031278,-0.45657307505607614,-1.463181296736002,-0.08142384812235814
RL,50,2,1,100,all_auc,-0.03899263560771926,-0.0025418442487716852,0.10537593275308632,0.107917777001858,0.02417071297764739,0.3968795911967753,-0.03614108979702024,-0.038688575327396446,-0.032845450639724216,-0.08431234478950511,-0.2889618141949173,-0.06316334858536665
RL,50,2,1,100,first_end_ce,0.21218228340148926,-0.005712747573852539,-0.022606611251831055,-0.016893863677978516,0.6719340085983276,-0.037267208099365234,0.033782243728637695,0.12426590919494629,-0.0013918876647949219,-0.011612653732299805,0.02037334442138672,-0.4597517251968384
RL,50,2,1,100,all_end_ce,0.06892166137695321,-0.004584503173828303,-0.058886051177978516,-0.05430154800415021,0.24422447681427029,-0.282233190536499,0.012912702560424982,0.040292072296142845,-0.0015196800231933594,0.011238813400268555,0.22793164253234877,-0.17530281543731707
RL,50,2,1,100,first_end_acc,7.916667312383652,0.0,-1.2500002980232239,-1.2500002980232239,25.75000151991844,-17.916667461395264,1.083333045244217,4.666667431592941,-0.08333325386047363,-0.5000010132789612,16.66666716337204,-17.83333420753479
RL,50,2,1,100,all_end_acc,2.6000000536441803,-0.2333332598209381,-2.150000184774397,-1.916666924953459,9.483333677053452,-14.266666769981384,0.4499998688697815,1.5500003099441528,-0.1333332061767578,0.0833331048488617,12.349999845027925,-6.883333623409271
RL,50,2,2,100,first_auc,-0.15278543233871478,-0.001749542355537148,0.6141824409365655,0.6159319832921026,-0.33970462828874615,1.0137248545885087,-0.08130263537168503,-0.1377120539546013,-0.10537295490503329,-0.3102343097329143,-0.39779287129640606,0.18691919595003137
RL,50,2,2,100,all_auc,-0.00985859066247885,-0.004621808230876656,0.07986841201782235,0.08449022024869901,-0.040770417153835226,0.19349260419607184,-0.011896188259124418,-0.012561880648136015,-0.020974901020527348,-0.05137648880481738,-0.10900238394737283,0.030911826491356376
RL,50,2,2,100,first_end_ce,0.24890542030334473,-0.0013453960418701172,-0.048921823501586914,-0.0475764274597168,0.2223670482635498,-0.1752399206161499,0.08841228485107422,0.11878013610839844,-0.019742488861083984,0.00810384750366211,0.1276634931564331,0.026538372039794922
RL,50,2,2,100,all_end_ce,0.08698186874389657,-0.005218696594238459,-0.07955346107482919,-0.07433476448059073,0.09448142051696795,-0.10320904254913321,0.026165246963500977,0.050601863861083896,-0.003671741485595792,0.013865613937378285,0.02887427806854248,-0.007499551773071378
RL,50,2,2,100,first_end_acc,8.833333849906921,0.0,-2.333332598209381,-2.333332598209381,10.333333909511566,-5.833333730697632,3.333333134651184,4.250000417232513,-0.91666579246521,0.2499997615814209,3.5000011324882507,-1.5000000596046448
RL,50,2,2,100,all_end_acc,2.9333335161209106,-0.06666675209999084,-2.9666662216186523,-2.8999994695186615,3.4833335876464844,-3.7999998033046722,0.8833335340023041,1.8500000238418597,-0.11666670441627502,0.3000001609325391,0.9000003337860107,-0.5500000715255737
