task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
12,LK001,0,0.8541920185089111,0.40057407045555116,0.9456,0.16397538623809815,0.828,0.4727554473876953,62500,500,0.8539360165596008,0.9456,0.828,31.209181601007003,32.616236951958854,"[0.7294399738311768, 0.8471999764442444, 0.8757599592208862, 0.8984799981117249, 0.9200800061225891]"
13,LK001,0,0.8707039952278137,0.3391345038537979,0.9492,0.13411961550712587,0.84,0.5730229187011718,62500,500,0.8702880144119263,0.9492,0.84,31.20148519903887,32.605854737979826,"[0.7570399641990662, 0.8582399487495422, 0.8935199975967407, 0.9180799722671509, 0.926639974117279]"
14,LK001,0,0.8487359881401062,0.4248677624101639,0.9576,0.1350941499710083,0.776,0.7650074462890625,62500,500,0.8483520150184631,0.9576,0.776,31.20356699603144,32.62724346999312,"[0.7163999676704407, 0.8363199830055237, 0.8753599524497986, 0.8970399498939514, 0.9185599684715271]"
15,LK001,0,0.8649759888648987,0.37975844310092927,0.9672,0.09768865995407104,0.8,0.6223064575195313,62500,500,0.8644319772720337,0.9672,0.8,31.21812952501932,32.62969832599629,"[0.7533599734306335, 0.849839985370636, 0.8851199746131897, 0.9131999611854553, 0.9233599901199341]"
16,LK001,0,0.8956000208854675,0.296278079855442,0.9712,0.09098901901245117,0.86,0.43273216247558594,62500,500,0.8952959775924683,0.9712,0.86,31.226207142986823,32.63775713497307,"[0.7800799608230591, 0.8935199975967407, 0.9213599562644958, 0.9354400038719177, 0.9475999474525452]"
17,LK001,0,0.9397280216217041,0.18278886970704794,0.9812,0.05215475153923035,0.86,0.5402641296386719,62500,500,0.9392960071563721,0.9812,0.86,31.19855632004328,32.76068851200398,"[0.8531999588012695, 0.9425599575042725, 0.9588799476623535, 0.968239963054657, 0.9757599830627441]"
18,LK001,0,0.8260160088539124,0.46702390236377717,0.9532,0.14231150398254394,0.788,0.7668447265625,62500,500,0.8256959915161133,0.9532,0.788,31.21383580705151,32.61450393003179,"[0.6972000002861023, 0.8068000078201294, 0.8510400056838989, 0.8768799901008606, 0.8981599807739258]"
19,LK001,0,0.8196640014648438,0.4925903998641968,0.9468,0.1613880027770996,0.776,0.6621744995117187,62500,500,0.8193439841270447,0.9468,0.776,31.21452772896737,32.63951181899756,"[0.6819999814033508, 0.8026399612426758, 0.8470399975776672, 0.8740800023078918, 0.8925600051879883]"
20,LK001,0,0.849839985370636,0.4134989500727653,0.9436,0.15721423884034158,0.776,0.6883880310058593,62500,500,0.8492640256881714,0.9436,0.776,31.21534169698134,32.63724108302267,"[0.7170400023460388, 0.8360799551010132, 0.8712799549102783, 0.902239978313446, 0.9225599765777588]"
21,LK001,0,0.8781440258026123,0.330401604640007,0.9652,0.10733008088469505,0.828,0.5557110900878907,62500,500,0.8778079748153687,0.9652,0.828,31.21156584302662,32.62850696599344,"[0.7553600072860718, 0.8682399988174438, 0.9043200016021729, 0.9238399863243103, 0.9389599561691284]"
22,LK001,0,0.8772000074386597,0.3491378516926765,0.978,0.06760831365585328,0.84,0.5115080108642578,62500,500,0.8768640160560608,0.978,0.84,31.21637808403466,32.62925475195516,"[0.7360799908638, 0.8695199489593506, 0.9052799940109253, 0.929919958114624, 0.9451999664306641]"
23,LK001,0,0.9032959938049316,0.28085954159879684,0.9844,0.053463349819183346,0.884,0.4014013366699219,62500,500,0.902895987033844,0.9844,0.884,31.219723988964688,32.634049392014276,"[0.7946400046348572, 0.9031199812889099, 0.9280799627304077, 0.9410399794578552, 0.9495999813079834]"
24,LK001,0,0.8350080251693726,0.443211542309761,0.9492,0.1546636661529541,0.768,0.7487481994628906,62500,500,0.8346080183982849,0.9492,0.768,31.22182699496625,32.63316705496982,"[0.7105599641799927, 0.8203199505805969, 0.8559199571609497, 0.883359968662262, 0.9048799872398376]"
25,LK001,0,0.8843680024147034,0.32903915588331223,0.9632,0.10754218058586121,0.836,0.6254078826904297,62500,500,0.8839200139045715,0.9632,0.836,31.20003704400733,32.62227362196427,"[0.7609599828720093, 0.8769599795341492, 0.9083999991416931, 0.9293599724769592, 0.9461599588394165]"
26,LK001,0,0.8251360058784485,0.4698869747400284,0.9488,0.14251930618286132,0.752,0.8890089721679687,62500,500,0.8248479962348938,0.9488,0.752,31.205803731980268,32.61596532899421,"[0.6841599941253662, 0.7990399599075317, 0.8490399718284607, 0.8876000046730042, 0.9058399796485901]"
27,LK001,0,0.907535970211029,0.26437628581357003,0.9844,0.0491061665058136,0.884,0.44208291625976565,62500,500,0.9071199893951416,0.9844,0.884,31.208078510011546,32.791506198002025,"[0.7942399978637695, 0.9043999910354614, 0.9295199513435364, 0.9457599520683289, 0.9637599587440491]"
28,LK001,0,0.8808000087738037,0.33687763483476635,0.9712,0.08210787739753724,0.88,0.4535546875,62500,500,0.8803839683532715,0.9712,0.88,31.217107484000735,32.62077659001807,"[0.7515999674797058, 0.871679961681366, 0.9090399742126465, 0.9267199635505676, 0.9449599981307983]"
29,LK001,0,0.8496800065040588,0.4100096695413589,0.948,0.14237170162200927,0.808,0.7944120483398438,62500,500,0.8493279814720154,0.948,0.808,31.207187974010594,32.62910657800967,"[0.7115199565887451, 0.8315999507904053, 0.8770399689674377, 0.9006399512290955, 0.9275999665260315]"
30,LK001,0,0.8293120265007019,0.4326179860315323,0.948,0.1435528091430664,0.788,0.8282601318359375,62500,500,0.8289440274238586,0.948,0.788,31.216850882046856,32.62192356598098,"[0.6787999868392944, 0.8055999875068665, 0.8576799631118774, 0.8914399743080139, 0.9130399823188782]"
31,LK001,0,0.8515840172767639,0.3830330771977901,0.9676,0.09144301226139069,0.8,0.7357060852050781,62500,500,0.8516479730606079,0.9676,0.8,31.217982540023513,32.63208037096774,"[0.7014399766921997, 0.8351199626922607, 0.8780799508094788, 0.9127999544143677, 0.9304800033569336]"
32,LK001,0,0.8773120045661926,0.3157161329946518,0.9732,0.0819477550625801,0.8,0.6887413330078125,62500,500,0.8769919872283936,0.9732,0.8,31.20122630702099,32.61747774097603,"[0.7636799812316895, 0.8592000007629395, 0.8983999490737915, 0.9262399673461914, 0.9390400052070618]"
33,LK001,0,0.9012799859046936,0.2732591889894008,0.9796,0.05886202974319458,0.872,0.47822314453125,62500,500,0.9009119868278503,0.9796,0.872,31.230953702994157,32.70776170800673,"[0.7827999591827393, 0.8912799954414368, 0.9296799898147583, 0.9480800032615662, 0.9545599818229675]"
34,LK001,0,0.8050879836082458,0.532617628619194,0.9424,0.17207815895080567,0.744,0.8589741516113282,62500,500,0.8045120239257812,0.9424,0.744,31.25544393999735,32.676292734977324,"[0.6309599876403809, 0.774399995803833, 0.8362399935722351, 0.8787999749183655, 0.9050399661064148]"
35,LK001,0,0.8494719862937927,0.4133726492471695,0.9636,0.10977303009033203,0.72,1.0881563415527344,62500,500,0.8489760160446167,0.9636,0.72,31.220224368968047,32.646198925038334,"[0.7027999758720398, 0.8259999752044678, 0.8745599985122681, 0.9143199920654297, 0.9296799898147583]"
36,LK001,0,0.8723520040512085,0.34754448284864425,0.976,0.07474925408363342,0.796,0.7174891052246094,62500,500,0.8719519972801208,0.976,0.796,31.227695834997576,32.66162226698361,"[0.713919997215271, 0.8619999885559082, 0.9083199501037598, 0.9296799898147583, 0.9478399753570557]"
37,LK001,0,0.8299679756164551,0.4562543642168045,0.9612,0.11802539625167846,0.712,0.9160520324707031,62500,500,0.8296319842338562,0.9612,0.712,31.200530764006544,32.77712588000577,"[0.649679958820343, 0.8048799633979797, 0.85999995470047, 0.9048799872398376, 0.9303999543190002]"
38,LK001,0,0.8905439972877502,0.3106983453247547,0.9732,0.06883606114387512,0.848,0.5168169555664063,62500,500,0.8901119828224182,0.9732,0.848,31.221232358017005,32.6487537540379,"[0.7603999972343445, 0.8796799778938293, 0.9211999773979187, 0.9378399848937988, 0.9535999894142151]"
39,LK001,0,0.8712319731712341,0.34910395769023894,0.976,0.0673531018257141,0.8,0.8940123901367187,62500,500,0.8708480000495911,0.976,0.8,31.217509387992322,32.63501578004798,"[0.7071999907493591, 0.8578400015830994, 0.9042399525642395, 0.9345600008964539, 0.9523199796676636]"
40,LK001,0,0.9132800102233887,0.2481379848155975,0.986,0.04393454442024231,0.872,0.49021592712402345,62500,500,0.9127200245857239,0.986,0.872,31.19741923798574,32.6298439319944,"[0.7919999957084656, 0.9091999530792236, 0.9411999583244324, 0.9599199891090393, 0.9640799760818481]"
