arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LR,0,0.001,1,none,0.9697041667,1,1,0,0,-0.810202539,1.498681784,-3.844822645,0.3737501204,75.60058997,0,0,0.9252192378,1.452548981,-0.1852129698,0.7600001097,48.3561755,3.403470278,2.11519742,3.623552561
LR,0,0.001,2,none,0.93956875,1,1,0,0,-3.40270853,2.362725973,-5.853870869,0.1487499475,73.54758819,0,0,0.9270418286,1.599701524,-2.917049885,0.7585000992,49.84078646,5.548276901,2.989258051,6.672035694
LR,0,0.001,3,none,0.9276416667,1,1,0,0,-4.068843842,2.6642766,-8.607106209,0.1457499415,69.6199078,0,0,0.185273096,1.952422261,-4.462948322,0.618250072,57.12338075,6.740621567,3.442145824,8.330301285
LR,0,0.001,4,none,0.92473125,1,1,0,0,-4.926465988,2.996341705,-10.40613365,0.136749953,69.0782268,0,0,-2.27180624,2.423047066,-7.287412167,0.231250003,62.99386671,8.088707924,3.729045391,8.813796997
LR,0,0.001,5,none,0.9053541667,1,1,0,0,-5.562355042,3.371228695,-9.161452293,0.1329999566,67.77211185,0,0,-3.214960337,2.896871328,-8.730318069,0.1862499863,59.89421529,9.915030479,4.235446453,10.15861225
LR,0,0.001,6,none,0.8942208333,1,1,0,0,-6.601957321,3.618660927,-11.46051598,0.124749966,65.73898799,0,0,-5.268704891,3.611356735,-10.84812737,0.1532499492,56.77287508,11.28807259,4.509507179,10.45593071
LR,0,0.001,7,none,0.8795958333,1,1,0,0,-7.0418396,3.864110947,-11.23278999,0.1209999621,65.67978907,0,0,-6.406858921,4.019240379,-10.76126289,0.1359999627,60.06452419,13.18973732,4.859897614,11.15783501
LR,0,0.001,8,none,0.8692104167,1,1,0,0,-7.640844822,4.076900482,-14.10862827,0.1157499626,62.62388238,0,0,-7.527898788,4.531619549,-13.02784538,0.1284999549,57.40383121,15.02041531,5.100412369,11.64988518
LR,0,0.001,9,none,0.8456333333,1,1,0,0,-7.963725567,4.124280453,-13.12252808,0.112749964,64.44505204,0,0,-8.143510818,4.345342159,-15.00227261,0.1209999621,55.81151364,16.73022079,5.113871098,11.77506351
LR,0,0.001,10,none,0.8430395833,1,1,0,0,-7.935347557,4.29763031,-16.89109612,0.1172499657,68.24827821,0,0,-8.017192841,4.604791164,-14.44454098,0.1322499663,58.97063508,18.25948143,5.389781952,12.16774654
LR,0,0.001,11,none,0.84468125,1,1,0,0,-8.910931587,4.540117264,-15.78853512,0.1104999706,65.54954447,0,0,-10.01701164,4.755651474,-17.21621132,0.1119999737,49.04720709,20.36567688,5.560123444,12.39189339
LR,0,0.001,12,none,0.81669375,1,1,0,0,-8.538448334,4.48615551,-14.37072659,0.1134999618,66.83681364,0,0,-10.03290939,4.656771183,-19.29435539,0.112749964,52.19267928,21.77375793,5.557160378,12.32490444
LR,0,0.001,13,none,0.8136395833,1,1,0,0,-9.250575066,4.653840542,-13.61908245,0.1089999676,65.98016519,0,0,-9.524126053,4.716307163,-17.99267387,0.1134999618,47.86993559,23.14235687,5.497224808,12.25136566
LR,0,0.001,14,none,0.8234604167,0.9066666961,0.9066666961,0,0,-9.283792496,4.663096428,-14.1108551,0.1089999676,64.4167134,0,0,-10.76230812,4.987182617,-18.31108856,0.1082499698,44.90099471,24.73722458,5.533548832,12.26034451
LR,0,0.001,15,none,0.81520625,1,1,0,0,-8.557243347,4.708642483,-16.72490883,0.1157499626,69.42046739,0,0,-10.45126438,4.926122665,-17.45774078,0.1157499701,52.92411605,25.72878838,5.569680214,12.29108143
LR,0,0.001,16,none,0.8170354167,1,1,0,0,-8.887012482,4.836847305,-14.49274254,0.1134999618,69.05500379,0,0,-10.71885681,5.199746609,-18.03165436,0.1119999588,50.48996998,27.28265953,5.565950871,12.17187691
LR,0,0.001,17,none,0.81840625,1,1,0,0,-9.294260025,4.911899567,-14.98279667,0.111249961,68.49842204,0,0,-11.76052666,5.320616722,-18.3152504,0.1097499654,46.79133496,28.89718437,5.599997997,12.04747772
LR,0,0.001,18,none,0.823975,1,1,0,0,-9.1795578,5.041587353,-18.17111397,0.1127499565,69.05028822,0,0,-11.08557034,5.429026127,-17.59535217,0.1127499565,50.58599863,29.85048485,5.565507412,11.93904877
LR,0,0.001,19,none,0.8231041667,1,1,0,0,-9.728065491,5.139265537,-14.54357147,0.1104999557,68.51345953,0,0,-11.37374306,5.315059185,-17.8911438,0.1097499654,48.05222738,31.03953171,5.569981098,11.70781231
LR,0,0.001,20,none,0.8163166667,1,1,0,0,-9.857701302,5.094789028,-15.92626953,0.1112499535,65.94102268,0,0,-11.67411804,5.399397373,-18.58491325,0.1097499654,44.52938181,32.3739624,5.489582539,11.8162117
LR,0,0.001,21,none,0.8017375,1,1,0,0,-9.223869324,5.118646145,-16.35436249,0.1149999499,69.21051335,0,0,-11.02664375,5.406538486,-19.38812637,0.111249961,50.42255398,33.47786713,5.574160099,12.1383276
LR,0,0.001,22,none,0.8186,1,1,0,0,-9.795418739,5.274477959,-17.48685265,0.1142499596,70.72501293,0,0,-12.43530178,5.748985767,-22.38367653,0.111249961,49.01712501,34.61492157,5.503682613,11.73322105
LR,0,0.001,23,none,0.8359520833,1,1,0,0,-10.08287621,5.509269238,-16.30901337,0.1119999588,69.04005419,0,0,-13.46672916,6.019336224,-23.33813095,0.1074999645,44.3452402,35.66884995,5.666147709,11.9399395
LR,0,0.001,24,none,0.8155729167,1,1,0,0,-10.82010746,5.488838673,-17.15748024,0.112749964,68.8570597,0,0,-13.24476624,6.164576054,-21.0629921,0.1067499593,43.71397572,36.72414398,5.651473522,11.87533951
LR,0,0.001,25,none,0.8217854167,1,1,0,0,-10.12799168,5.725327969,-16.81374359,0.1127499565,70.08533505,0,0,-12.56267452,6.071327209,-18.42175484,0.1089999676,47.22681109,37.23593521,5.667996407,11.83427334
LR,0,0.001,26,none,0.8091875,1,1,0,0,-10.13703918,5.650650024,-15.12778187,0.114249967,70.25948975,0,0,-12.70195389,5.827755928,-18.16139793,0.1089999676,48.36595895,38.31059647,5.665036201,11.91572762
LR,0,0.001,27,none,0.8125541667,1,1,0,0,-10.41616535,5.719901085,-17.5431385,0.1164999679,70.97946489,0,0,-12.65948963,6.05991888,-21.44095802,0.1089999676,47.74438641,39.05104065,5.603158951,11.54906464
LR,0,0.001,28,none,0.8285,1,1,0,0,-10.8761301,5.940591335,-18.81049728,0.1164999679,71.66350953,0,0,-13.07754707,6.072479725,-19.83590889,0.1074999645,48.91443518,40.34644699,5.592444897,11.46535683
LR,0,0.001,29,none,0.8074270833,1,1,0,0,-11.22212601,5.996145725,-18.15856743,0.1104999706,69.19804024,0,0,-12.65122795,6.038065434,-20.33268547,0.1082499623,48.27076209,41.04290771,5.61665535,11.61097622
