arm,seed,t,z2_rms,frac_mean,neg_units,neg_entries,a2_rms,vis_a2,zc_rms,rel_a2,rel_z2,rel_zc,vis_new,vis_old,dz_from_a2,dz_from_W3,dz_total,cos_a2part_W3part
A,0,25,216.21643188245588,0.6913399479777518,1.0,0.9522750377655029,26.60052714174495,0.053152741469143706,18.017803326807513,0.8197671435141387,0.466535375045209,1.335024348616622,0.10590898583202137,0.10972244881811379,2249.9914281401807,1414.4869330828442,2517.4148813492056,-0.11441187081294206
A,0,26,231.62170953078174,0.6895070204134508,1.0,0.9542416930198669,28.12519908724618,0.05100178721386381,18.416726369361974,0.8148976466734577,0.4680593035412268,1.3071608158250771,0.11330600212817356,0.1151538008507896,2311.0785596521046,1563.5094468624318,2580.0105736003056,-0.15639955435883027
A,0,27,251.56908221807083,0.6824470632548039,1.0,0.9543166756629944,30.375175961853124,0.05056519177220351,19.647555637592834,0.8085290875705795,0.46772581343408626,1.345085486200382,0.10930896249278718,0.1128860061822844,2360.8412978899305,1517.5594329233911,2713.644454110583,-0.07121338366275463
A,0,28,262.9082873887017,0.6825751928619624,1.0,0.9563416838645935,31.088831381945123,0.04681109223392184,19.355852317479247,0.7510901112195608,0.44208377514634745,1.2931415319210027,0.11265038615023823,0.11532270149487468,2405.837234598183,1702.1357115178066,2783.2050932604093,-0.1149271283792766
A,0,29,265.3931256427939,0.6828903712295823,1.0,0.9530583620071411,32.10551546161383,0.052420840714205705,20.91789767541827,0.762575359101279,0.4341082132045752,1.3316927257679951,0.10962598560717401,0.11171736310678383,2451.478439561449,1526.115552961422,2823.6245572540897,-0.04876794214168354
A,0,30,270.41562663345815,0.6838418638893452,1.0,0.9553999900817871,32.156846724066625,0.0478703332854238,19.482739191746468,0.76526955419526,0.4430623652683836,1.256752223783013,0.10821479251425946,0.11873979265505163,2457.6206045971517,1770.2368551038426,2879.7734247269314,-0.10130162932496938
A,0,31,260.25368643153047,0.6744907956855793,1.0,0.9492666721343994,32.60089343474768,0.05189675188070288,20.049235723025575,0.7570752067410967,0.4168936612403092,1.293094145538613,0.11098993282948298,0.11339121332046101,2400.4669053636776,1694.529965292644,2759.756629632559,-0.12498287824727705
A,0,32,260.9981298812563,0.6850360527889169,1.0,0.9511333703994751,32.264160071848785,0.05212148464700836,19.374179187503056,0.8000745596026524,0.4501833232390211,1.2868440251612503,0.09933649174066894,0.10054363235647087,2369.8105702899898,1888.3897704453204,2826.274599688907,-0.13316453328483113
A,0,33,267.10970257123864,0.6827966264950434,1.0,0.9518083333969116,32.97321244828736,0.05021375141786747,19.588832501797484,0.7881191461527822,0.4375036230665356,1.2923493036805065,0.1025281987326088,0.11094020261610066,2374.206374697217,1727.9112326473532,2742.7981527433926,-0.13404888541506205
A,0,34,263.15861105379946,0.6735704623328204,1.0,0.9492416977882385,33.14822383577196,0.0536368147439724,20.26399009411151,0.8093837072947476,0.4519175643301482,1.3294986604404686,0.10160320211985732,0.10837952882822183,2459.5377434595066,1766.2485336178781,2852.903487052767,-0.11861181268907105
A,0,35,268.8384574681656,0.6715150314739686,1.0,0.9489083290100098,33.693360926105775,0.04934378137141951,19.472908467264705,0.8149136926955911,0.4508746244711348,1.2780353845575567,0.10117881487310056,0.1045923760309065,2457.909494778845,1943.136837436193,2836.9943159429636,-0.1850838270865136
A,0,36,292.82637473744234,0.6840371414577464,1.0,0.9532666802406311,35.71139478650479,0.04424856415258011,20.394591620844764,0.8042353231375529,0.4697564186802897,1.3378947105700232,0.09840595408382176,0.10231184036815502,2529.4778026325816,1873.2868918398406,2853.9304303736226,-0.18616314171721146
A,0,37,291.616749165097,0.6812962595985007,1.0,0.954633355140686,35.27850478663549,0.0457616421737599,20.270901006034904,0.7549803655044417,0.43540958343892733,1.298840478426356,0.1014005399222025,0.10140952311815091,2528.329892469595,1894.15904061532,2901.759744070244,-0.1630842115623136
A,0,38,286.0048231969023,0.6802699936340827,1.0,0.9550666809082031,34.853311509162694,0.04864174534024964,20.506153182496906,0.7503646740910248,0.42626319311617167,1.3016638762222825,0.10350034980341204,0.10877764416643239,2489.860518615837,1833.8425108667434,2890.4304797910054,-0.1324907683607746
A,0,39,284.2386316646053,0.6757226124714567,1.0,0.9552167057991028,34.50991291765449,0.0484080823128722,19.972978936556583,0.7422820822400895,0.42358604499756347,1.265146248114297,0.10156869510438489,0.1106292827170118,2367.401093329957,1704.7853058821202,2841.944236906655,-0.053878046848012257
A,0,40,291.1958300572943,0.6779216033195804,1.0,0.9534916877746582,35.5402876375557,0.04600717300696241,20.104543962157464,0.7567819593846689,0.42961290258861584,1.2816086655959038,0.10359641814208102,0.10704816833299205,2432.4108242234756,1853.0347236656316,2804.0703307291415,-0.16494268130489445
A,0,41,305.20626018840477,0.6852143937851597,1.0,0.9542416930198669,37.444731712344264,0.046106442327246006,21.61898541656396,0.7859147174953827,0.4469192368260424,1.3463975991162518,0.10048389025622119,0.10145677747942723,2599.578837664073,1984.2365798347957,2965.2285834571244,-0.1840607775782096
A,0,42,306.710110251541,0.688458833190875,1.0,0.9564333558082581,37.25362479146091,0.04391459887321111,20.13643404151687,0.7376873487981092,0.4150404934395764,1.2621808245043973,0.09947213716396094,0.10320308382518985,2455.065778016705,1967.3779463871333,2989.14862615676,-0.09967434369584763
A,0,43,310.7056778140412,0.6692727845461179,1.0,0.9502916932106018,38.51202638680035,0.04792325122752492,22.45300921260814,0.7811602246768312,0.4407030085563127,1.3608623245962395,0.0990733660774473,0.10145428923363045,2673.3909989530716,1882.5006404357243,3001.8388759048735,-0.16686143889161933
A,0,44,324.3405120271556,0.6774493336663814,1.0,0.9553499817848206,39.13437196186772,0.0436996497304235,22.33776577872621,0.7312778908617527,0.42192241151972715,1.2509663833109308,0.10287466106688216,0.10046487276005947,2703.9626726020156,2027.6057357373065,3076.881827589709,-0.17823026564672592
A,0,45,317.8344036358398,0.6752391572455612,1.0,0.9564666748046875,38.68501720738415,0.046250617008644995,23.518391054881757,0.7400156869703823,0.4111379717004959,1.3590732849031348,0.11057039348950863,0.11241628257031556,2984.4113730259955,2098.8171121110063,3325.624657772535,-0.17982859175113114
A,0,46,323.4499992957286,0.6795496591993402,1.0,0.9579166769981384,38.177898767821674,0.04292907667908393,21.501530715870203,0.7012519863655556,0.4027683911820737,1.2443060432175097,0.10547245188489898,0.10596480753602273,2618.900115884523,2105.7651858535996,3205.718922693737,-0.09226005242874524
A,0,47,320.5109589814092,0.6811717983697227,1.0,0.9557750225067139,39.200889306021764,0.04551597104130248,22.86877241354476,0.7523084449215293,0.42079484247579196,1.35749246574204,0.10726337696292264,0.1095530231790598,2806.6260429351487,1956.646929311429,3197.403380463061,-0.1347528222845527
A,0,48,321.54592186625206,0.6758290058373271,1.0,0.9543166756629944,39.017495684772435,0.0439000488164472,22.093988918396693,0.7370091076355568,0.4127878004900605,1.253984551869352,0.10342622969785024,0.1053433823137489,2778.009182306957,2164.303244148139,3141.4175224869,-0.21062568778888874
A,0,49,325.7716661405139,0.6745468220245914,1.0,0.9571750164031982,39.0649529342197,0.04562013597913751,22.266865109528183,0.7224963764268149,0.41924737307244964,1.2793234848829462,0.10355480040441312,0.10851670403224394,2662.739305319248,1923.941072396303,3096.314932888101,-0.11746577988925551
A,0,50,322.65004500730686,0.6766027570136779,1.0,0.9576916694641113,38.573040806283466,0.04393617535157727,21.61319035116646,0.7408299539041304,0.4240764288499818,1.3015354202749019,0.1004075280202024,0.10177734537220431,2656.823261409181,2020.171580202175,3174.7219362891733,-0.09881832829169165
A,1,1,14.693443960452372,0.2989226086825182,0.9199999570846558,0.6962666511535645,5.685052365514254,0.12319086140945323,8.049332140184575,,,,,,,,,
A,1,2,30.388636396817045,0.5227034837520936,0.9799999594688416,0.8427667021751404,6.991711813856443,0.10276931085053048,9.453514790787462,1.4760852735809995,1.8042409120959275,1.4723263460564202,0.10693824720840407,0.11673395570165941,1260.3262510962984,439.2647297708377,1298.2387103573706,-0.08609334038419582
A,1,3,41.32340701236549,0.5813948060553902,0.9899999499320984,0.8835583329200745,7.440827335883017,0.10169547890808865,9.394172388297923,1.1850186949632913,0.9842183908844708,1.328931090030845,0.12904753020007442,0.12598786247183585,1284.8489790857652,471.2959835306097,1376.215334942681,0.017068479602287103
A,1,4,48.5656204997839,0.5851640600244841,0.9899999499320984,0.8824999928474426,8.805610364978438,0.1065842205133967,10.52418067140934,1.3079278904097644,0.8060399431083437,1.4495915301870577,0.1235978225484693,0.12171391187910285,1367.0883002784344,515.1156690525049,1491.745688461847,0.06473132794470943
A,1,5,56.55845370084549,0.6040830351281566,1.0,0.9004583358764648,9.170841901775155,0.10614886644032559,10.600582405289627,1.1592586976379495,0.768208653394256,1.3376300454129246,0.12672837696559194,0.1404462606541993,1409.4035095840381,686.2410373237625,1542.1085083900334,-0.040224317234064985
A,1,6,64.46159861538378,0.602029944242711,1.0,0.9113083481788635,10.062506411502959,0.10644482429602313,11.103244954303875,1.1669884798504213,0.7259522737065984,1.3792063697624906,0.13370153127388823,0.13406440248355933,1453.74742623778,789.1484165689322,1601.5835655733135,-0.07446343721432837
A,1,7,71.6449540408472,0.6036660467030638,1.0,0.9115250110626221,10.973996525658015,0.09963325600505747,11.064829658417151,1.1263005013684635,0.6846214160188177,1.3180972624508975,0.13509634912637583,0.14177752693333007,1454.0266244832153,732.4018380474789,1603.2011000516413,-0.037987493663642694
A,1,8,78.52914034697899,0.5964714203765854,1.0,0.9085083603858948,12.410881260489035,0.0976068902379995,12.284368670861467,1.1155424150158402,0.6397706711026006,1.3894912680022868,0.1253336621539055,0.13686571176425938,1500.0591696283223,865.5082938541638,1684.1903604262288,-0.06238704154383439
A,1,9,90.60528892473869,0.6177722935881979,1.0,0.9221667051315308,13.223152637929422,0.0920981058960301,12.511865277463487,1.0744626902296988,0.6709202806296811,1.3405785955507443,0.12049623837440301,0.13370684186078013,1577.1853090088923,916.0341356424949,1803.996728747733,-0.024303683814276788
A,1,10,97.34073139204085,0.624117933109412,1.0,0.9218167066574097,14.183144231583517,0.08148110126713645,12.270191855484862,1.0497454154321553,0.6105690779204199,1.301165632512274,0.11615106398027508,0.12842049156279578,1566.4438050127826,880.0631529193437,1783.385643835447,-0.017890945260303975
A,1,11,105.90040682117022,0.6250194603313521,1.0,0.9236500263214111,15.188813240796549,0.07933494620445321,12.97220918806516,1.023685209731332,0.5965198998704251,1.3478878913707582,0.11168464544377327,0.12246434169959895,1616.9149083578318,952.3459041697994,1811.7394801635294,-0.07775259836213196
A,1,12,111.78438606719196,0.6346585908899318,1.0,0.9259083271026611,16.322471767410097,0.083701731663713,14.190625411080974,1.0277247137044212,0.5856008098849576,1.3779164712760454,0.11200261112130484,0.1208873361559699,1719.7394158432985,1090.4746836588386,1958.0665938417021,-0.08344525243401689
A,1,13,128.23946992215096,0.6579735545232673,1.0,0.9354583621025085,17.62003005833024,0.06874043035193364,14.106860019253306,0.9907425906503217,0.6047736515305074,1.31679005761383,0.11014564908109468,0.12171279838167387,1788.7443007800432,1163.9682540101492,2046.956897785684,-0.08768247275582439
A,1,14,132.00694042318037,0.6535156052724507,1.0,0.9348750114440918,17.90890208757349,0.07346553023582111,14.458581182982805,0.9356020783268288,0.5398696472237088,1.3481558625916341,0.11135964881609939,0.11657340796840313,1801.1118372835401,1139.6909095801727,2083.3444718080464,-0.049539405419595506
A,1,15,135.65189618332346,0.6449031351028165,1.0,0.9355083703994751,18.44644178860214,0.07343761874943008,14.523977722678456,0.9614974975908872,0.5536386727535052,1.3198024195241742,0.11609375054678059,0.12400670895821651,1864.4005386175106,1122.1483415877535,2090.379901288701,-0.08695513606636891
A,1,16,143.17639801665703,0.643900208680553,1.0,0.9378166794776917,19.074322742226663,0.07015099180460684,14.477128809328693,0.9392635024349084,0.5497258744224552,1.3313007780064174,0.11171941405613238,0.11820751665823263,1812.7412513745655,1253.8432527746052,2118.12888591144,-0.08119719799187697
A,1,17,147.1114389711035,0.6459151781309239,1.0,0.9377833604812622,19.717099622708034,0.06807395940643789,14.669338710760872,0.9208698373304455,0.5292136846535536,1.3168726164263016,0.11372327619319836,0.11446589383530151,1851.0628559297502,1183.0988388780972,2088.415118083003,-0.1060404094417631
A,1,18,149.0349632215397,0.6311504399419565,1.0,0.9307416677474976,20.445826641155975,0.06811480111988383,14.998958501362221,0.9338883214964844,0.5243028335969685,1.3482262626644808,0.11103248962065025,0.11730072752221044,1884.1932119497383,1272.7042377232383,2166.5261838972533,-0.09955085072921845
A,1,19,150.0901263008949,0.6177980254562072,1.0,0.9257833361625671,21.14858235105176,0.06750950908973324,15.162250990650238,0.9489234708976755,0.5355248997134754,1.315780520488211,0.1031977052831967,0.10752430336859346,1887.464780711398,1277.985225361457,2161.897897387655,-0.10816243959480337
A,1,20,158.75494668068242,0.613146339118444,1.0,0.9272000193595886,22.541254138852388,0.06707056498829338,16.138078448716293,0.9496934358307966,0.5332685713390627,1.3452098503344199,0.1042316144852172,0.1070994979679214,1959.8339060254943,1282.5028621294198,2234.314702549727,-0.09797789803616795
A,1,21,161.44879507614436,0.6343406107682016,1.0,0.9329000115394592,22.182165102232773,0.07043235562060758,16.183539641172022,0.9120548430873805,0.5229291086150237,1.311914110208642,0.10701724014557744,0.10844220670985788,2030.7568930412222,1416.9980766602073,2319.2515121116085,-0.13087506143231645
A,1,22,165.50759909095632,0.6401287140406238,1.0,0.9331666827201843,23.185904847605467,0.06671971837159969,16.449844384418135,0.922263398155847,0.5050164075498139,1.3075466043781412,0.10314410457617085,0.11152426328906796,1974.183349163912,1427.5214692915617,2318.0420833152116,-0.09961042524912013
A,1,23,171.94112354673473,0.6277126465048054,1.0,0.9327083230018616,23.38613621842955,0.06276852936588276,15.940658914796854,0.9105378150576169,0.5201830934570645,1.3019679297418996,0.10321586740816772,0.10768079094358138,2022.5366579158806,1462.8467426412408,2346.133407611786,-0.12268323807899578
A,1,24,178.82579150412224,0.6285210044465852,1.0,0.9307916760444641,25.28502550034058,0.06274510225479187,17.656522796319372,0.928711839919949,0.507266198398178,1.413174784716868,0.10181675717393376,0.10359664725345777,2113.309609805126,1498.4158275330874,2467.702334492652,-0.09825857457915504
A,1,25,184.59910250638893,0.6340637717554592,1.0,0.9347500205039978,25.17208843632333,0.057890637434369244,17.4426206227195,0.90277039078059,0.519393965714792,1.2947223565534463,0.10033970789743694,0.10355753913818878,2278.152045571271,1516.6081580637263,2504.219827006995,-0.17609908957166268
A,1,26,189.25839677795832,0.6443101462683833,1.0,0.9403499960899353,25.150308384430694,0.060796181312173264,18.848930731051542,0.8267953281058287,0.4656688248774331,1.332163617619099,0.10395921111464743,0.10437737320884022,2230.2447535771557,1558.3099076525816,2545.4227806895105,-0.13284270072274515
A,1,27,201.00442081681456,0.6495813329472291,1.0,0.9432500004768372,25.88484052718853,0.05470009366617394,18.080086654981248,0.8432872913553436,0.49839392072577304,1.267911973239954,0.10348211853863833,0.10956942496455878,2244.310298532459,1542.1967959407289,2617.9807235467406,-0.08080756390546376
A,1,28,199.39770034859714,0.6552328223539415,1.0,0.9459333419799805,25.34147936604216,0.05988284843559004,19.182240807807194,0.8188926002437791,0.46854192206631534,1.3542789030025113,0.11270663766751374,0.11508432480749399,2407.9176955563607,1515.8360621450968,2682.2499368469853,-0.12333260897714242
A,1,29,205.5493466800445,0.6477343483158071,1.0,0.9453666806221008,26.20640915168025,0.060879609595288264,19.037557941384712,0.8263606358718001,0.4640779692772918,1.3026317525646658,0.11623347055944831,0.12132127332702929,2312.814694951054,1531.8105455337704,2737.2320842954136,-0.028490006414225784
A,1,30,216.08447147191706,0.6588082687665904,1.0,0.9469583630561829,27.53668066457887,0.059230237983017645,19.710194425614176,0.8116301779804047,0.4608887945813415,1.3080451741944663,0.11271966709047641,0.12143312279146085,2312.277204184398,1584.8249477413049,2727.875869173886,-0.05694814292016549
A,1,31,209.1027915662502,0.643250680277504,1.0,0.9409083724021912,27.483714143423786,0.060381687516023505,20.042303657980487,0.8523549462047304,0.4771761200323803,1.3142319475240873,0.10641312989002671,0.1128067354636841,2493.31894318439,1650.176273036696,2837.6155246235962,-0.10811781436009348
A,1,32,214.38039393767173,0.6679405289062703,1.0,0.9481500387191772,27.243314021788887,0.05336039547874673,18.48127745076546,0.8012028932884658,0.45963081008446816,1.2577635341373063,0.10939235261022356,0.1159879001238359,2348.1612968848503,1711.488304600523,2761.4504828069093,-0.10149034580013916
A,1,33,221.39555697232882,0.6682063870530176,1.0,0.9513833522796631,27.569283496538947,0.05404801512871466,18.94714032245295,0.8041590443716289,0.4651602229703874,1.323566073034186,0.10592361012478255,0.10683671372721493,2312.1232680912563,1639.5806046704872,2679.589308673033,-0.11250668199980611
A,1,34,236.70367607107173,0.6717996392194462,1.0,0.9519083499908447,28.971748075073773,0.05145573833194284,18.993593700799934,0.7895309242867782,0.4580446499715847,1.2938351723240893,0.11422553671342321,0.1249446683485313,2329.5834759096797,1584.7576084183663,2685.426359923297,-0.09853586959833073
A,1,35,241.66519611555103,0.6615063360191702,1.0,0.949608325958252,29.788466083986208,0.054620640617029564,19.643753106041082,0.7781566643541754,0.444836621260068,1.3100672540968945,0.11443939420886724,0.11443907822705897,2357.988460775084,1587.9120509594632,2725.783497949618,-0.08732110383953282
A,1,36,246.5552157494692,0.6586089841559127,1.0,0.9481833577156067,30.59661423678485,0.051639388486814215,19.289237289912258,0.7988029033678746,0.4500070470246872,1.2917174224752472,0.10437861069438348,0.11486841029231293,2343.122404763508,1636.5635723617545,2779.6019479774145,-0.0573648061899703
A,1,37,233.19370781041079,0.6470429346936424,1.0,0.9460499882698059,29.590483774235686,0.05801143267181673,20.351868317489735,0.8015445681489721,0.4580610738044488,1.3244729330813463,0.10208800835087727,0.10900330758111748,2442.659336629666,1633.2957121307938,2798.6511426487523,-0.10082591534941522
A,1,38,234.88336565505324,0.6623730050325817,1.0,0.9488166570663452,29.444358660467124,0.05524018067499874,19.231716705630703,0.7868227097958579,0.4484583017726926,1.2644798229574048,0.10747597290739122,0.11325712732682695,2333.243670868494,1725.508686735611,2819.076172159564,-0.05882352978429385
A,1,39,250.36214465659916,0.6600661986689824,1.0,0.9490416646003723,31.139600020950766,0.05296320478182104,19.800371149024613,0.8073326807949003,0.4719403132496128,1.3048764905526218,0.1044636982165726,0.11153837969970308,2339.0958237261834,1670.124595119363,2749.0211595211417,-0.08979735916827394
A,1,40,251.40283605127428,0.6685126848164704,1.0,0.9517000317573547,30.988623716720017,0.05066294339660992,19.30013223167157,0.7719256540725785,0.43831195772204934,1.2928181025252785,0.10493769199537616,0.11026477827754379,2379.5848396137026,1801.5754320215624,2804.1508870596585,-0.1215602202573615
A,1,41,272.85547648563,0.6831328647984163,1.0,0.9533416628837585,33.40959039007675,0.050676939489475215,21.01134018969472,0.8058923285651881,0.46360655596566164,1.3566601391743323,0.10760943491870628,0.12042812819187305,2507.73004058736,1665.8511912477509,2868.282825388903,-0.10011971201980317
A,1,42,266.9644963383783,0.6715113323514079,1.0,0.9509166479110718,33.411243778627096,0.05451044958085998,21.226020256270235,0.7903160082970532,0.4361917310498614,1.3128959797296003,0.10945726048806502,0.11303702182880047,2608.749168244239,1804.5232372207536,3021.8624760789758,-0.09884491200567172
A,1,43,273.29899097360175,0.66840357790636,1.0,0.9499833583831787,33.80436353721486,0.05240835847268006,21.070395519022817,0.793760532435672,0.4606497138644868,1.28102500433884,0.10818775216346573,0.11275096896188992,2622.2992665861198,1973.0966250743838,2978.6316796669544,-0.18332119819585815
A,1,44,277.6122459703411,0.6630005617714961,1.0,0.949608325958252,34.34733583362015,0.0509396239390764,21.823377779662007,0.7776452971186775,0.43240252707292065,1.3088829156977149,0.10458125612338214,0.10887945295495847,2602.0089541711113,1788.048745774936,3021.0931075172157,-0.09030103664690742
A,1,45,287.10453443603956,0.6723705196103749,1.0,0.9512500166893005,35.02307770696179,0.047956337743875234,22.273668063785827,0.7623085422165778,0.4309050647914099,1.30292835660049,0.10122882567183918,0.10762981951445091,2644.420752437487,1891.6607714792767,3114.8212564524665,-0.08702989165521313
A,1,46,306.20740965512965,0.6869465461222642,1.0,0.9590833187103271,36.03414976265025,0.04423352672652433,21.619386545146803,0.7336403742758825,0.4247884238049425,1.2569062015533221,0.10843626330790075,0.10776008449639839,2667.2081612333286,1815.8287757635926,3066.798451562608,-0.1036588913171895
A,1,47,304.7305928289167,0.6839841450522094,1.0,0.9572499990463257,36.177581518189605,0.04368962908312538,21.427424440092953,0.7036819479111991,0.3989916467966628,1.2827628512056872,0.1012672857879531,0.10973146583926252,2505.545022762098,1879.6833941089585,3037.948196140395,-0.06158128376960195
A,1,48,305.64539300879244,0.6759232660760922,1.0,0.9553166627883911,36.90386421786212,0.04565301868395181,22.79842392599847,0.7242460263666347,0.4091837415645679,1.3045240845543251,0.10457856562915362,0.11377008776739923,2687.930381346527,1948.1055588709833,3062.052953895979,-0.15687712423612046
