t,seed,z2_rms_sw,z2_rms_end,z2_rms_next,push_rel_a2,push_rel_z2,push_rel_zc,push_vis_new,push_vis_old,push_dz_from_a2,push_dz_from_W3,push_dz_total,push_cos_a2part_W3part,ret_rel_a2,ret_rel_z2,ret_rel_zc,ret_vis_new,ret_vis_old,ret_dz_from_a2,ret_dz_from_W3,ret_dz_total,ret_cos_a2part_W3part,undo_a2,undo_z2
10,0,96.21024785514079,106.61971351636859,100.3828146607073,0.5593862025456658,0.28663844825192897,1.2646381718524706,0.11315720367092484,0.11567228218323575,774.4210707200057,327.0670973266263,895.4718993867757,0.1877661138673228,0.8342092062549766,0.5021105477791097,1.0335979395741073,0.10215877587292531,0.11272817698462138,1028.0295435478101,895.866042979847,1462.049011142655,0.1510349426550183,0.929535012133802,0.6050047120340598
10,1,89.78010152074336,97.34073139204085,95.35769368174564,0.5830963277865444,0.2960031617102452,1.2156960593212351,0.10363215481518472,0.09944395808134919,715.8613363433084,322.54914355591023,832.1291367197795,0.16465073925626292,0.8438422793333646,0.5005305514641782,1.0410993329353966,0.10312567485314375,0.11512666090666147,1007.9200046188079,859.7163316589899,1399.3751085134888,0.11708989655889317,0.8068471634703053,0.30798789034741464
10,2,91.06057909120759,100.07826290648784,100.88442233869472,0.5771914936318141,0.29119476217096707,1.1757631987212966,0.10667492636621644,0.10375022303683057,766.8104610057954,341.76592696005093,884.9513180152924,0.1496876973583567,0.870972270708471,0.525499977459783,1.0285839118574756,0.10200599759021056,0.115209141507075,1073.173841663916,873.109392436775,1497.9665412657798,0.17668509612057395,0.8538003892075087,0.39110512680966564
10,3,94.19931311452746,104.64275775876474,102.1349952079223,0.584372600419646,0.2948310476193869,1.3729241697386783,0.10855965986515244,0.09952146474079074,807.8782231962903,370.94403397828074,945.2117264943504,0.17221857302352997,0.8330723695759259,0.49563323895741346,1.0198022323874887,0.10951718336305252,0.11925625914963961,1103.0906033709757,926.4488731773704,1495.105370609773,0.07872709941119524,0.8649171363407869,0.4069125897120611
10,4,94.93373587742664,99.14050469007199,99.30440042963444,0.6004375813679975,0.28909672538229486,1.2806827355828017,0.10790043874604383,0.10748482225316747,776.6784389516378,351.8924105000815,890.4826757914492,0.12052058441982667,0.8705649514082854,0.5180868296570529,1.052409271875684,0.1036467515377856,0.11695971656962187,1027.2357707759963,977.1068224831705,1495.845806004418,0.113648764369028,0.8107060390199012,0.30469091594925013
10,5,91.41036624216294,96.3981413885128,96.55355366074585,0.5681859950327922,0.27097140302074546,1.1247670286334,0.10286780954317364,0.10677074875193134,720.9634243038731,344.5512623782678,837.4201297675255,0.12695614243570721,0.8909345745764885,0.5352578019587588,1.044280247176694,0.09947963569216497,0.12325196154915642,1051.4034589121236,938.3303504469346,1470.813848584664,0.0897922873129738,0.8970306606348375,0.4121919700228738
10,6,89.93984157363471,98.08084548079889,100.53612248909913,0.624828858676253,0.31406560966314684,1.3025088458128564,0.10216457157444178,0.10169126952130565,775.9967682100886,366.15481802979235,899.0768591914415,0.1268690211960529,0.9113334015796354,0.5707001228018523,1.0513763390921096,0.09865543698827774,0.11831951192819892,1075.9467907792787,943.016255903556,1492.9326437709146,0.08982052083373755,0.8992839876524702,0.40250866615009845
10,7,89.00095839341635,99.08561541172719,94.03744882668376,0.5810671599997457,0.2990946459084978,1.279404598644417,0.10705747386607878,0.10484883020933637,759.1920151492595,360.08742857332373,897.0019567889143,0.1805236276389679,0.8700615693036924,0.5122128362500745,1.027375009689217,0.09918232485619867,0.11347076676337291,1039.997109611564,894.9165147130354,1459.3666433831706,0.1328175269471394,0.8445296187754894,0.513966620539843
10,8,91.9888338646867,101.45811278730984,102.36141670989183,0.5888266983249507,0.29336708220553165,1.349930495753711,0.1124234209292315,0.11067779400007179,789.9757124030625,359.0835838010994,928.2978445783234,0.19187865016256936,0.8706718784605341,0.517389450656987,1.0274780493348428,0.10393616105785207,0.12273911394749167,1041.5503667580385,972.3213686586537,1495.9351874839685,0.10244507757954709,0.8862795122300364,0.430396102767285
10,9,91.76133989466014,99.9685935952137,94.96752522961842,0.5598569754089022,0.28870809510505685,1.1612863969548735,0.11103947765540055,0.10847499200792309,729.5442818570843,333.3565068636077,840.1866231946851,0.12869281998091697,0.8932265218120141,0.5214272424120244,1.0443041972603868,0.09476523012715218,0.11200152596378582,1017.1234933009962,939.0366544478297,1441.1745067572247,0.08403792690611651,0.838762061919267,0.4004436262766394
