act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,none,0,0.001,6,1,0.9695833333,1,1,0,0,-0.2821041048,1.335853457,-3.056548357,0.857922554,80.62460709,0,0,0.5264790058,2.400047302,-4.604571342,1.128094792,66.97329221,3.723091125,1.529480934,1.965286136,0.4625805914,0.2496761233,0.706489861,0,1.200000048,0.2574023008,0.1335443109,0.4065109789,0,1.200000048,0,1.674570491,1.533237277,1.111955903
SNA,none,0,0.001,6,2,0.97806875,1,1,0,0,-2.090890646,2.432876348,-17.99560356,0.6374662519,69.47254126,0,0,-2.805642605,5.13138628,-16.78269768,0.7189948559,73.19865284,5.179314613,2.038647652,2.622415781,0.252810955,0.1192583591,0.3819468319,0,1.200000048,0.1183433831,0.06722638011,0.2065322697,0,1.200000048,0,3.218757301,3.061071609,2.418387987
SNA,none,0,0.001,6,3,0.9781625,1,1,0,0,-2.477311611,2.736282825,-39.17401123,0.5934377313,61.52721922,0,0,-7.010129452,6.342444897,-14.58541012,0.5467785597,74.97697161,6.458665371,2.337339401,2.658219576,0.2255365252,0.05704058707,0.3178355098,0,1.200000048,0.09718326479,0.0621374473,0.161614567,0,1.200000048,0,4.876074467,4.718757032,3.891741948
SNA,none,0,0.001,6,4,0.981275,1,1,0,0,-2.853135586,3.066878557,-32.86558151,0.5934910178,65.49789621,0,0,-7.142932892,6.893374443,-15.84062672,0.5671831369,76.80302274,7.174412251,2.532439709,2.747079849,0.2008874267,0.06917821616,0.299619168,0,1.200000048,0.08910881728,0.06103685498,0.1464355439,0,1.200000048,0,5.993819926,5.837446761,4.901539081
SNA,none,0,0.001,6,5,0.982825,1,1,0,0,-3.359937191,3.303663969,-30.23094749,0.6024682522,67.84747702,0,0,-8.192180634,7.636143208,-17.41037369,0.5531538725,77.97439288,7.98711586,2.718062162,2.87736702,0.1875324249,0.0735834837,0.2762616873,0,1.200000048,0.08051852137,0.05447636917,0.1257987767,0,1.200000048,0,7.359572585,7.200357237,6.148746819
SNA,none,0,0.001,6,6,0.9819895833,1,1,0,0,-3.473671913,3.462579727,-36.03838348,0.5794717073,58.66468545,0,0,-10.39812469,8.179497719,-20.45441818,0.5599467158,75.6174342,8.53336525,2.833410978,2.878563881,0.1783922613,0.06253682077,0.2867449224,0,1.200000048,0.0751940459,0.05656274036,0.1125125661,0,1.200000048,0,8.306619471,8.150487136,7.021542556
SNA,none,0,0.001,6,7,0.9832791667,1,1,0,0,-3.963645458,3.619811535,-28.19214249,0.567923069,67.70779681,0,0,-9.920530319,8.610085487,-21.4930954,0.5527418256,77.32206139,9.157696724,2.98830986,2.905731201,0.171152994,0.06875931472,0.2240244746,0,1.200000048,0.07123046368,0.05224540085,0.1038439721,0,1.200000048,0,9.402982751,9.244552321,8.034246336
SNA,none,0,0.001,6,8,0.9826,1,1,0,0,-3.86617136,3.727501631,-18.85755157,0.5729393363,66.68211819,0,0,-9.731736183,8.797724724,-23.85958862,0.5427278876,78.75006112,9.617438316,3.094410181,2.895256996,0.1665034741,0.0731562376,0.2418582588,0,1.200000048,0.07049110532,0.05026037991,0.09043556452,0,1.200000048,0,10.48263438,10.32252667,9.040320553
SNA,none,0,0.001,6,9,0.9862625,1,1,0,0,-3.624048233,3.863108397,-12.14839268,0.606020391,70.55128394,0,0,-12.10482216,10.04930592,-24.73153877,0.5577535033,76.80017048,10.06214333,3.20123601,2.9801476,0.1604931504,0.07733900845,0.2214372456,0,1.200000048,0.06150354818,0.05000000075,0.0811188668,0.07999999821,1.200000048,0,11.33467812,11.17456616,9.8307497
SNA,none,0,0.001,6,10,0.98498125,1,1,0,0,-4.114058971,4.038208485,-7.82614994,0.5779303908,68.31937424,0,0,-12.24741268,10.08168793,-22.9923172,0.5552962422,77.97696559,10.43845558,3.321157455,2.932591915,0.1524838358,0.07205984741,0.2434093654,0,1.200000048,0.06174279004,0.05000000075,0.08451667428,0.01999999955,1.200000048,0,12.18091316,12.02200312,10.62276947
