arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,0,0.001,1,l2:1e-3,0.9493375,1,1,0.1899999976,0.1899999976,-0.00109642907,0.7393776178,-1.109691381,0.4099999964,53.78197672,0.1299999952,0.1299999952,0.5914398432,0.3868674934,-0.0005933802458,0.9491667151,16.8208679,1.290341854,0.9350025058,2.726304054
R,0,0.001,2,l2:1e-3,0.951825,0.9991666675,0.9991666675,0.2999999821,0.2999999821,-0.06794968992,0.7564900517,-0.7383547425,0.2741666734,49.85695843,0.03999999911,0.03999999911,0.443341583,0.3146222234,-0.04689299315,0.9233333468,17.05007396,1.165037394,0.9511265159,2.857712269
R,0,0.001,3,l2:1e-3,0.95328125,1,1,0.2999999821,0.2999999821,-0.05640438944,0.7137613297,-0.7221780419,0.226666674,45.95509057,0.02999999933,0.02999999933,0.3999313116,0.2967704535,-1.164754576e-05,0.9233333468,16.1079306,1.125461221,0.9066658616,2.882092953
R,0,0.001,4,l2:1e-3,0.9435354167,1,1,0.3100000024,0.3100000024,-0.07571708411,0.6943013668,-1.107241631,0.2683333457,48.09380519,0.05999999866,0.05999999866,0.393427372,0.2787740827,-1.806801151e-06,0.9166666865,14.89058148,1.046561003,0.8317331672,2.805903673
R,0,0.001,5,l2:1e-3,0.94453125,1,1,0.3599999845,0.3599999845,-0.3239553869,0.7724044323,-1.567127347,0.2158333361,48.4174386,0.1099999994,0.1099999994,0.3483158648,0.3164331019,-0.005114108324,0.8808333278,15.8957019,1.33642292,0.8845496178,2.935763836
R,0,0.001,6,l2:1e-3,0.9453145833,1,1,0.2599999905,0.2599999905,-0.1538928449,0.6564810872,-0.7739394307,0.2533333302,49.20075201,0.0700000003,0.0700000003,0.3437458277,0.2918223143,-2.579724878e-06,0.9000000358,13.65024477,1.095459342,0.90025419,2.885923862
R,0,0.001,7,l2:1e-3,0.9453541667,1,1,0.3400000036,0.3400000036,-0.1097776443,0.7038477063,-0.9314665198,0.2366666794,46.41462718,0.02999999933,0.02999999933,0.3407525122,0.2823371589,-4.791672836e-06,0.9000000358,12.80191941,0.9881439209,0.8583751917,2.852472305
R,0,0.001,8,l2:1e-3,0.9427625,1,1,0.4199999869,0.4199999869,-0.2543379664,0.6728876829,-2.398378134,0.06000000238,43.7983405,0.1400000006,0.1400000006,0.3694032431,0.3408344388,-0.03947008401,0.8608333468,14.26380655,0.4257602692,0.9669387341,2.949237585
R,0,0.001,9,l2:1e-3,0.9231104167,1,1,0.2899999917,0.2899999917,-0.07490237057,0.7006376982,-1.210282207,0.2341666669,47.70178319,0.0700000003,0.0700000003,0.3688780069,0.303014487,-5.392380899e-06,0.9025000334,12.90101069,1.212949634,0.9112079144,2.811496496
R,0,0.001,10,l2:1e-3,0.9378458333,1,1,0.3599999845,0.3599999845,-0.1166925579,0.6890999675,-1.388477683,0.2258333415,39.94750127,0.1599999964,0.1599999964,0.4624887109,0.300444454,-8.633381367e-05,0.9608333707,10.44571525,1.051204085,0.9221522808,2.866191149
R,0,0.001,11,l2:1e-3,0.94125,1,1,0.25,0.25,-0.04248954728,0.7352619171,-0.6400617361,0.2733333409,47.90674211,0.0700000003,0.0700000003,0.4372687936,0.3332315385,-7.4348005e-05,0.9183333516,14.72506348,1.073414803,0.9484661818,2.805577993
R,0,0.001,12,l2:1e-3,0.9487833333,1,1,0.3299999833,0.3299999833,-0.2718385458,0.8094587922,-1.642599344,0.226666674,45.06658425,0.09999999404,0.09999999404,0.4683435261,0.3538993299,-0.01015109383,0.9250000119,13.55329738,1.205372334,0.9290653467,2.836316109
R,0,0.001,13,l2:1e-3,0.94476875,1,1,0.2399999946,0.2399999946,-0.2159069926,0.7191536427,-2.091435671,0.2591666877,42.25402966,0.09999999404,0.09999999404,0.5018424392,0.3000920117,-0.0005492971395,0.9708333611,9.787660405,1.168384552,0.8667418361,2.834616184
R,0,0.001,14,l2:1e-3,0.94699375,1,1,0.3100000024,0.3100000024,-0.1038545817,0.700892508,-0.8935386539,0.2208333313,46.24843577,0.04999999702,0.04999999702,0.3474854529,0.2808674574,-4.185475336e-05,0.9133333564,13.85779417,1.0828439,0.7958359718,2.822735786
R,0,0.001,15,l2:1e-3,0.9457291667,1,1,0.25,0.25,-0.2241936028,0.7658453584,-1.103058219,0.2733333409,48.78055458,0.1099999994,0.1099999994,0.3910366893,0.306730777,-0.004173411988,0.9125000238,13.18106284,1.273229718,0.841407299,2.824742079
R,0,0.001,16,l2:1e-3,0.9315604167,1,1,0.25,0.25,-0.201957643,0.7751416564,-1.041520596,0.2608333528,51.23777413,0.1299999952,0.1299999952,0.3639082015,0.2915065885,-0.0005305205123,0.9191666842,14.94209369,1.227574587,0.8172611594,2.812175751
R,0,0.001,17,l2:1e-3,0.9531979167,1,1,0.25,0.25,-0.1840599775,0.738527596,-1.207715511,0.287499994,51.40763435,0.0700000003,0.0700000003,0.3443325758,0.2804322541,-0.0001891781576,0.9116666913,13.86542726,1.217696548,0.842774272,2.787860632
R,0,0.001,18,l2:1e-3,0.9527104167,0.8791666627,0.8791666627,0.349999994,0.349999994,-0.4357745349,0.8556883931,-3.138350964,0.1616666764,45.69840904,0.1599999964,0.1599999964,0.3136312366,0.3060224652,-0.3077008128,0.8483333588,15.11721732,1.349153042,0.8626518846,2.882949352
R,0,0.001,19,l2:1e-3,0.9447895833,1,1,0.3299999833,0.3299999833,-0.2500696778,0.7869484425,-1.531288505,0.2416666746,41.40528433,0.1899999976,0.1899999976,0.4403237104,0.2953617573,-0.08359828591,0.9475000501,11.66534702,1.255931377,0.8696572185,2.819194794
R,0,0.001,20,l2:1e-3,0.9476729167,1,1,0.349999994,0.349999994,-0.1767549664,0.7329285145,-1.50604248,0.1983333379,38.81169125,0.2800000012,0.2800000012,0.3636092842,0.253715843,-0.007045949344,0.9608333707,10.44962559,1.085511088,0.6817640662,2.816703081
R,0,0.001,21,l2:1e-3,0.9378791667,1,1,0.3100000024,0.3100000024,-0.2143466771,0.7697182894,-0.8340047598,0.2408333421,51.22443813,0.1999999881,0.1999999881,0.2408114672,0.1900123358,-0.0009974369314,0.9141666889,11.13163011,1.229903698,0.543993175,2.7817173
R,0,0.001,22,l2:1e-3,0.9445354167,1,1,0.3799999952,0.3799999952,-0.2938124537,0.7771241665,-1.430703282,0.2583333254,50.23235073,0.2299999893,0.2299999893,0.2827808857,0.2471787632,-0.001419398002,0.8883333802,13.16343865,1.311553478,0.6504677534,2.843048096
R,0,0.001,23,l2:1e-3,0.94036875,1,1,0.3299999833,0.3299999833,-0.3881337047,0.7968580723,-1.211428046,0.226666674,51.41593822,0.1999999881,0.1999999881,0.2214724272,0.1727921665,-0.00656513311,0.8875000477,10.61466162,1.378146648,0.5177534223,2.867749929
R,0,0.001,24,l2:1e-3,0.9391583333,1,1,0.3599999845,0.3599999845,-0.1378772706,0.710744381,-0.7535507679,0.2341666669,48.20744401,0.1700000018,0.1700000018,0.3009668589,0.1970729381,-0.0003352009517,0.9133333564,11.33356867,1.167719841,0.5683842897,2.754822493
R,0,0.001,25,l2:1e-3,0.9443166667,1,1,0.2599999905,0.2599999905,-0.1603880823,0.6763136387,-0.8150082827,0.2400000095,40.73348564,0.2399999946,0.2399999946,0.2514179051,0.1456060261,-0.000596446509,0.9608333707,8.32810672,1.063208699,0.4413655698,2.824879646
R,0,0.001,26,l2:1e-3,0.9365270833,1,1,0.2699999809,0.2699999809,-0.2353182584,0.7891464829,-1.30276823,0.2783333361,43.9957001,0.2999999821,0.2999999821,0.4181334078,0.2319185585,-0.1007452384,0.9441666603,10.22804966,1.26973033,0.5882086754,2.75802207
R,0,0.001,27,l2:1e-3,0.9410020833,1,1,0.2800000012,0.2800000012,-0.1595580429,0.7444300652,-0.773348093,0.2733333409,44.60739837,0.2899999917,0.2899999917,0.387242198,0.234837085,-0.005546079017,0.9591667056,9.793483774,1.204087377,0.6073203087,2.765971184
R,0,0.001,28,l2:1e-3,0.9415354167,1,1,0.3400000036,0.3400000036,-0.1210829169,0.7306857109,-0.9429085255,0.2800000012,49.92639422,0.1199999973,0.1199999973,0.3696219921,0.2527622283,-1.095219068e-05,0.9166666865,13.03600243,1.155771375,0.6651432514,2.800996065
R,0,0.001,29,l2:1e-3,0.93985,1,1,0.2299999893,0.2299999893,-0.1971140653,0.7549191713,-0.703369379,0.2808333337,52.91218522,0.09999999404,0.09999999404,0.3550113142,0.2673702836,-1.147903049e-06,0.9175000191,12.96591836,1.204666972,0.7300424576,2.801920891
R,0,0.001,30,l2:1e-3,0.9443104167,1,1,0.2699999809,0.2699999809,-0.1558141857,0.7334234715,-0.8635010123,0.2816666663,53.39219213,0.07999999821,0.07999999821,0.3952711523,0.2952599823,-0.0001635491208,0.9250000119,13.31490903,1.205126762,0.8216276169,2.771983385
R,0,0.001,31,l2:1e-3,0.9454729167,1,1,0.3599999845,0.3599999845,-0.3413135409,0.8220586181,-2.331078768,0.2633333504,52.37306115,0.1700000018,0.1700000018,0.3120773435,0.2841665447,-0.03769115359,0.8708333373,14.24096953,1.380832553,0.7782412171,2.836450338
R,0,0.001,32,l2:1e-3,0.9387666667,0.9966666698,0.9966666698,0.3100000024,0.3100000024,-0.2584403157,0.6859542131,-2.065459728,0.2191666663,49.45452211,0.05999999866,0.05999999866,0.3288824856,0.2482257485,-0.0001645101584,0.9141666889,10.17598783,1.093003273,0.7948276997,2.876425028
