arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3
C,raw,0,0,0.001,11,none,0.10719375,0.1075000018,0.1075000018,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,12,none,0.1180479167,0.1183333397,0.1183333397,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,13,none,0.11964375,0.1200000048,0.1200000048,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,14,none,0.1125,0.1125000045,0.1125000045,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,15,none,0.1089791667,0.1091666669,0.1091666669,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,16,none,0.1216666667,0.1216666698,0.1216666698,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,17,none,0.1133333333,0.113333337,0.113333337,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,18,none,0.1114979167,0.1116666719,0.1116666719,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,19,none,0.1115041667,0.113333337,0.113333337,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,20,none,0.11406875,0.1141666695,0.1141666695,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,21,none,0.12235,0.1225000024,0.1225000024,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,22,none,0.10985,0.1099999994,0.1099999994,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,23,none,0.1108020833,0.1108333394,0.1108333394,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,24,none,0.1170979167,0.1174999997,0.1174999997,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,25,none,0.1122270833,0.1125000045,0.1125000045,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,26,none,0.102425,0.1083333343,0.1083333343,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,27,none,0.1112770833,0.1116666719,0.1116666719,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,28,none,0.1165333333,0.1166666672,0.1166666672,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,29,none,0.11131875,0.1116666719,0.1116666719,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,30,none,0.1172854167,0.1174999997,0.1174999997,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,31,none,0.10560625,0.1058333367,0.1058333367,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,32,none,0.1148666667,0.1150000021,0.1150000021,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,33,none,0.1165958333,0.1166666672,0.1166666672,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,34,none,0.1135354167,0.1141666695,0.1141666695,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,35,none,0.1130645833,0.113333337,0.113333337,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,36,none,0.1103645833,0.1108333394,0.1108333394,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,37,none,0.1131583333,0.113333337,0.113333337,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,38,none,0.1221208333,0.1225000024,0.1225000024,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,39,none,0.1116666667,0.1116666719,0.1116666719,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,40,none,0.1091666667,0.1091666669,0.1091666669,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,41,none,0.1122458333,0.1125000045,0.1125000045,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,42,none,0.1147875,0.1150000021,0.1150000021,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,43,none,0.1154875,0.1158333346,0.1158333346,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,44,none,0.1173020833,0.1174999997,0.1174999997,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,45,none,0.1154708333,0.1158333346,0.1158333346,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,46,none,0.1161270833,0.1166666672,0.1166666672,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,47,none,0.1139875,0.1141666695,0.1141666695,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,48,none,0.11561875,0.1158333346,0.1158333346,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,49,none,0.1081520833,0.1083333343,0.1083333343,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,0,0,0.001,50,none,0.1091666667,0.1091666669,0.1091666669,0,0,-0.5277606845,29.7895813,-1.730685234,0.489166677,56.46180807,0.5113499761,-0.01542239357,0.489166677,0.4783500135,0,0.01300144196,0.01988369226,-4.58028843e+11,1.730685234,1,1,-165.2392426,70.41555023,-426.9525146,0,0,1,-2.315026999,0,0,1,-0.8393847942,0.00238574273,-1.587623199e+11,426.9525146,0.6825192571,19.30107498,2.378417015,6.199007511
C,raw,1,1,0.001,1,none,0.9821395833,1,1,0,0,-0.01237906143,5.336522102,-0.2408555597,0.4983333349,72.62648284,0.502908349,-0.002329881536,0.4983333349,0.4853416383,0,0.02160988562,0.01266495883,-7767493632,0.2408555597,0.009999999776,0.009999999776,-0.1776259691,4.581285954,-9.156092644,0.4775000215,51.94081389,0.4868416786,-0.03916822001,0.4775000215,0.3096083403,0.02999999933,0.07227689028,0.01341114379,0.08983065188,36.43523026,0.6673420668,4.49052906,1.246742725,2.017674685
C,raw,1,1,0.001,2,none,0.9777041667,1,1,0,0,-0.01484987885,9.223873138,-0.2987813354,0.4966666698,70.55195727,0.5033167005,-0.001574015594,0.4966666698,0.4843666852,0,0.0004930496216,0.01236460637,0.9999976754,0.4657516479,0.2899999917,0.2899999917,-18.63222122,11.09265709,-30.28548813,0.0549999997,27.50216917,0.8664749861,-1.381105065,0.0549999997,0.07917499542,0.3899999857,-0.5499845743,0.007098421454,-4108742912,72.71786499,0.6653674245,7.224984646,1.682619214,3.117902756
C,raw,1,1,0.001,3,none,0.9665770833,1,1,0,0,0.02376161329,11.80602837,-0.3955561519,0.4966666698,70.13568787,0.503674984,0.001853196998,0.4966666698,0.4846416712,0,0.05901648477,0.01260265149,1.000003815,0.5826067924,0.4899999797,0.4899999797,-34.73925781,17.81446266,-52.68494415,0.0008333333535,11.24233316,0.9316083193,-2.114910364,0.0008333333535,0.02979166619,0.6200000048,-0.646753788,0.005247966852,-2.403185254e+10,135.9967499,0.6743137836,9.638991356,1.964714408,3.907770872
C,raw,1,1,0.001,4,none,0.9492895833,1,1,0,0,-0.0362859033,13.99394321,-0.7046480775,0.4958333373,70.64493033,0.5032500029,-0.002755914582,0.4958333373,0.4840999842,0,-0.01818295754,0.0164060127,-4.151251354e+10,0.7046480775,0.5899999738,0.5899999738,-45.98566818,20.81716728,-81.2677002,0,8.831676779,0.9627249837,-2.48235178,0,0.008924999274,0.7699999809,-0.6010328531,0.004649332259,-4.956264448e+10,103.0692749,0.6758881807,11.83784294,2.128631353,4.533430099
C,raw,1,1,0.001,5,none,0.55165,0.7141667008,0.7141667008,0,0,-0.189184472,17.23257446,-0.8395161033,0.4875000119,68.27820603,0.5103250146,-0.009565247223,0.4875000119,0.4816916585,0,0.01055745967,0.01751364022,-1.986035712e+11,0.8395161033,0.7599999905,0.7599999905,-67.41493988,30.61399078,-107.5156631,0,8.646978947,0.985041678,-2.370020151,0,0.01287500095,0.8799999952,-0.7495886683,0.003711856436,-8.373390541e+10,107.5156631,0.6709477901,14.83223343,2.181855679,5.03392458
