step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,cos_e1W_e1Sig,cos_e1W_e1M2,cos_e1W_e1Sig_pca,cos_e1W_mu,cos_e1W_e1Sig_signed,top1_frac_alive,w_norm_mean,e1_stability
0,B_w20_K10000_c0.0_lr0.003_s0,0,0,0,17.427,12.9433,0.174895,0.502005,0,1.06264,60.0378,0.0176994,15.8589,0.160039,6.24847,6.24847,0,1.48343,nan,nan,nan,nan,nan,0.160039,1.42448,nan
0,B_w20_K10000_c0.0_lr0.003_s1,0,0,0,17.5835,13.4338,0.166009,0.49599,0,1.02591,65.9674,0.0155517,16.2595,0.164184,6.09073,6.09073,0,1.68751,nan,nan,nan,nan,nan,0.164184,1.47431,nan
0,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.1726,12.3859,0.182433,0.500752,0,1.08533,59.2532,0.0183169,15.962,0.172984,5.78089,5.78089,0,1.54826,nan,nan,nan,nan,nan,0.172984,1.43539,nan
0,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.3588,12.2897,0.183904,0.493734,0,1.15267,62.4109,0.0184691,15.8921,0.19258,5.19264,5.19264,0,1.38138,nan,nan,nan,nan,nan,0.19258,1.38237,nan
0,B_w20_K10000_c0.0_k16_lr0.003_s0,0,0,0,16.2924,6.53706,0.171612,0.518546,0,7.97406,206.101,0.0386901,16.4537,0.159779,6.25866,6.25866,0,2.04602,0.266449,0.266449,0.193168,nan,0.266449,0.159779,1.43753,nan
0,B_w20_K10000_c0.0_k16_lr0.003_s1,0,0,0,16.7279,8.16474,0.174641,0.500501,0,3.24281,102.441,0.0316554,15.6789,0.164736,6.07033,6.07033,0,1.69751,0.219855,0.219855,0.202723,nan,0.219855,0.164736,1.40905,nan
0,B_w20_K10000_c0.0_k16_lr0.01_s0,0,0,0,16.5554,6.54934,0.161443,0.508271,0,5.38792,183.789,0.0293157,16.4694,0.161038,6.20971,6.20971,0,3.0073,0.118575,0.118575,0.116542,nan,0.118575,0.161038,1.3795,nan
0,B_w20_K10000_c0.0_k16_lr0.01_s1,0,0,0,15.6012,5.17398,0.166417,0.509524,0,52.145,614.831,0.0848118,15.9424,0.144955,6.8987,6.8987,0,4.65632,0.129456,0.129456,0.107741,nan,-0.129456,0.144955,1.42113,nan
1000,B_w20_K10000_c0.0_lr0.003_s0,0,0,0,17.3916,12.8763,0.175234,0.502506,0,0.0343183,7.8092,0.0043946,15.8036,0.159058,6.28703,6.28703,0,0.332891,nan,nan,nan,nan,nan,0.159058,1.41276,0.998563
1000,B_w20_K10000_c0.0_lr0.003_s1,0,0,0,17.6395,13.5921,0.163877,0.493484,0,0.0568799,10.3096,0.00551716,16.3498,0.163206,6.12723,6.12723,0,0.347298,nan,nan,nan,nan,nan,0.163206,1.46731,0.998737
1000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3268,12.658,0.186508,0.493484,0,0.0977567,9.05701,0.0107935,15.9614,0.175576,5.69554,5.69554,0,0.288223,nan,nan,nan,nan,nan,0.175576,1.38042,0.962498
1000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.4182,12.4324,0.179247,0.493233,0,0.00970523,2.40212,0.00404028,15.9571,0.191948,5.20975,5.20975,0,0.140894,nan,nan,nan,nan,nan,0.191948,1.34344,0.999379
1000,B_w20_K10000_c0.0_k16_lr0.003_s0,0,0,0,16.3762,6.89163,0.173037,0.512281,0,0.161379,11.3946,0.0141627,16.3379,0.169641,5.89481,5.89481,0,0.314299,0.26548,0.26548,0.182771,nan,0.26548,0.169641,1.41968,0.985677
1000,B_w20_K10000_c0.0_k16_lr0.003_s1,0,0,0,16.8038,8.73839,0.172642,0.509774,0,0.322777,19.7405,0.016351,15.9303,0.164273,6.08743,6.08743,0,0.4408,0.171795,0.171795,0.152071,nan,0.171795,0.164273,1.39782,0.990083
1000,B_w20_K10000_c0.0_k16_lr0.01_s0,0,0,0,17.0173,8.95368,0.173853,0.491479,0,0.141913,18.6733,0.0075998,16.41,0.208991,4.78489,4.78489,0,0.303151,0.0617711,0.0617711,0.0603204,nan,0.0617711,0.208991,1.31084,0.683393
