arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.8282421875,1,1,0,0,-3.585467577,25.1312542,-12.05832195,0.4885000587,75.42849784,0,0,-27.39071655,21.32658958,-46.1295433,0.1719999611,74.31851172,6.061763287,1.307191968,1.182122469,3200,2400,63200,1600,1900,1200,1,1200
LR,std,1,1,0.001,1,none,0.8330664062,1,1,0,0,-4.905569077,25.30777359,-12.74245167,0.4735001326,75.81808488,0,0,-25.85774612,21.27410126,-50.46641159,0.1817499548,79.97438803,5.963364124,1.310156703,1.179161668,3200,2800,63200,1700,2300,1200,1,1200
LR,std,2,2,0.001,1,none,0.8323046875,1,1,0,0,-4.245916843,25.83032608,-14.8865242,0.4840001166,75.20743999,0,0,-26.87275505,21.48433685,-43.56508636,0.1757499576,75.93607545,6.085049152,1.296291709,1.231403828,3200,2300,63200,1400,1800,1200,1,1200
LR,std,3,3,0.001,1,none,0.8305078125,1,1,0,0,-4.393008709,26.55441666,-15.79689789,0.4870001376,75.83998369,0,0,-29.58828163,22.57482147,-45.25779343,0.1592499614,75.78855135,6.272303104,1.355576754,1.247816086,3200,2300,63200,1500,1800,1185,1,1090
LR,std,4,4,0.001,1,none,0.8208203125,1,1,0,0,-2.875463486,24.67331886,-9.809952736,0.5020001531,75.68791447,0,0,-28.48646545,21.34113884,-45.98350525,0.1539999545,75.32311419,6.141739368,1.309660792,1.204131722,3200,2500,63200,1900,2000,1200,1,1200
LR,std,5,5,0.001,1,none,0.830078125,1,1,0,0,-3.379255056,25.74676514,-13.72624207,0.4945001304,75.25329694,0,0,-25.52997208,22.03492355,-48.04811478,0.1802499741,78.30231477,5.975297451,1.30953598,1.222349167,3200,2400,63200,1700,1900,1200,1,1194
LR,std,6,6,0.001,1,none,0.8387695312,1,1,0,0,-2.908862352,24.61483765,-8.353922844,0.5042501092,75.36221468,0,0,-23.14369583,20.65533257,-44.80979156,0.1922499686,76.16725392,5.819756031,1.296333671,1.159428239,3200,2200,63200,1500,1700,1200,1,1196
LR,std,7,7,0.001,1,none,0.8354882812,1,1,0,0,-3.685304403,25.33295441,-10.77288151,0.490750134,75.96081989,0,0,-27.94152451,21.74271393,-44.2747879,0.1569999456,77.99590261,6.282552242,1.335869074,1.212823033,3200,2200,63200,1500,1700,1105,1,1105
LR,std,8,8,0.001,1,none,0.82,1,1,0,0,-3.140508413,26.50507927,-11.13988781,0.4952501059,75.96008026,0,0,-28.64051437,21.71697235,-44.76311874,0.1637499481,76.98120036,6.255016327,1.356769562,1.247054935,3200,2300,63200,1700,1800,1191,1,1112
LR,std,9,9,0.001,1,none,0.8150585938,1,1,0,0,-3.341260672,26.30893517,-11.75906277,0.4975001216,76.05970864,0,0,-32.86565399,23.6554718,-52.37513351,0.1449999511,73.72136998,6.37229681,1.387591362,1.217938185,3200,3200,63200,1700,2700,1200,1,1200
