arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
RSL,std,0,0,0.0001,1,1,5,0.7188701923,0.8339999914,0.7380000353,0.8339999914,0,0,0.3309744895,5.084506035,-3.820742846,0.6357423067,31.7035778,0,0,1.02235353,2.948101044,-5.214266777,0.7057493925,24.50612381,0.705458045,0.6041796207,0.6282420158
RSL,std,0,0,0.0001,2,0,1,0.9559695513,1,0.9799999595,1,0,0,-1.382677555,3.770625591,-5.211501122,0.4663746655,27.8801663,0,0,-0.5630373359,2.16806674,-6.309828281,0.4904674888,18.32384098,0.703340292,0.605827868,0.6656582952
RSL,std,0,0,0.0001,3,1,5,0.660536859,0.7979999781,0.6800000072,0.7979999781,0,0,-0.6389392018,4.906013012,-3.781967878,0.5462979078,34.60396193,0,0,-0.2403914034,2.841986656,-6.755818367,0.5975745916,27.3920757,0.7802082896,0.6149237156,0.740639627
RSL,std,0,0,0.0001,4,0,1,0.9576923077,1,1,1,0,0,-0.6955748796,4.464266777,-8.801531792,0.5148721933,29.77327523,0,0,-0.1758514196,2.611330509,-6.608187675,0.5299307108,18.26365748,0.7945901752,0.6199543476,0.780441463
RSL,std,0,0,0.0001,5,1,5,0.7250801282,0.8335999846,0.7420000434,0.8335999846,0,0,-1.619864941,5.392116547,-9.326216698,0.4874633253,36.63475111,0,0,-1.040774822,3.065019131,-5.843782902,0.5161545277,31.47172407,0.8427347541,0.62246418,0.85543859
RSL,std,0,0,0.0001,6,0,1,0.9612179487,1,0.9899999499,1,0,0,-2.530863762,5.592414856,-7.384591103,0.4592040479,27.56674903,0,0,-1.794290781,3.062474489,-7.256066799,0.3782216907,18.26261119,0.8622421622,0.6319299936,0.8803136945
RSL,std,0,0,0.0001,7,1,5,0.7118189103,0.8339999914,0.736000061,0.8339999914,0,0,-0.358517617,8.084383965,-2.700285196,0.6007169485,38.1380625,0,0,-2.474689484,4.271453857,-7.35055685,0.4848791957,32.01701905,0.9203671813,0.6396023631,0.9098094702
RSL,std,0,0,0.0001,8,0,1,0.9664262821,0.9980000257,1,0.9980000257,0,0,-3.06580472,5.758986473,-15.8575182,0.446592778,29.82174469,0,0,-2.62427187,3.099960327,-12.06261539,0.3525533974,20.53936062,0.9193456173,0.6376430988,0.9159678221
RSL,std,0,0,0.0001,9,1,5,0.5385016026,0.6796000004,0.5720000267,0.6796000004,0,0,-0.4449104965,6.242516994,-3.83132267,0.5954304338,43.25018736,0,0,-2.155997992,3.558927298,-10.42585468,0.4054597616,33.82487053,0.9671439528,0.6472253799,0.9347904921
RSL,std,0,0,0.0001,10,0,1,0.9528044872,1,1,1,0,0,-1.570273995,6.486460686,-6.480987072,0.5325239301,36.31568965,0,0,-2.359333515,3.852212667,-9.983362198,0.3811298907,25.16525193,0.9735165834,0.6467981935,0.9471170306
RSL,std,0,0,0.0001,11,1,5,0.6262019231,0.7364000082,0.6480000019,0.7364000082,0,0,-1.289791107,6.542859077,-4.003103256,0.5533748865,40.64248791,0,0,-1.76457417,3.858665943,-8.367564201,0.4880321026,33.14705515,1.007676244,0.6480592489,0.9787089229
RSL,std,0,0,0.0001,12,0,1,0.9572916667,1,1,1,0,0,-0.3065817058,7.316923618,-5.095924854,0.5945305824,39.72253692,0,0,-0.9924010634,3.601884365,-7.685925961,0.5317562222,27.53536148,1.032814503,0.6557870507,1.016299963
RSL,std,0,0,0.0001,13,1,5,0.661338141,0.7799999714,0.6760000587,0.7799999714,0,0,-0.606254518,7.907493114,-6.871263981,0.5924283266,39.80348345,0,0,-3.732683182,4.356247425,-9.710842133,0.3464399278,32.57824786,1.056886792,0.6589826941,1.000334263
RSL,std,0,0,0.0001,14,0,1,0.9606169872,1,1,1,0,0,-2.527204752,7.352287292,-24.7029705,0.4716742635,34.80790341,0,0,-2.937793493,4.001536369,-17.5177021,0.3268021047,23.88363422,1.061021566,0.6615277529,1.00099349
RSL,std,0,0,0.0001,15,1,5,0.5967548077,0.6979999542,0.6180000305,0.6979999542,0,0,-0.1776712835,7.923401833,-4.012238979,0.5987590551,40.71474539,0,0,-3.521688223,4.159801483,-9.515358925,0.4494827092,30.47080154,1.115072012,0.6612783074,0.9979259372
RSL,std,0,0,0.0001,16,0,1,0.9544871795,1,0.9899999499,1,0,0,-0.397827059,8.01184082,-4.636484623,0.5900322199,40.16119575,0,0,-2.560852289,4.787360191,-13.97619057,0.4143496156,27.94576794,1.095133066,0.666228354,1.001915932
RSL,std,0,0,0.0001,17,1,5,0.6571714744,0.7723999619,0.6340000033,0.7723999619,0,0,-0.6216507554,7.868427753,-3.320116997,0.5912601948,46.91649374,0,0,-1.913910151,4.251001835,-8.710152626,0.5016787052,37.91419495,1.115918756,0.6683956981,1.009367824
RSL,std,0,0,0.0001,18,0,1,0.9588541667,1,1,1,0,0,-2.00789094,6.375854492,-13.48677063,0.5007922649,36.9844208,0,0,-2.29651618,3.688562632,-12.41105556,0.3578923047,23.96362015,1.143376589,0.664681077,1.010831833
RSL,std,0,0,0.0001,19,1,5,0.5685496795,0.7071999907,0.6100000143,0.7071999907,0,0,-0.3284570575,7.734075546,-4.415198326,0.5869539976,48.60284979,0,0,-2.195613623,4.179965019,-7.857186317,0.4641528726,39.51201425,1.204424262,0.6697544456,1.027200103
RSL,std,0,0,0.0001,20,0,1,0.9598557692,1,1,1,0,0,-2.554465532,8.710969925,-15.29442883,0.5070575476,38.80659073,0,0,-2.321322441,4.319209576,-11.23851967,0.4446835816,28.76011884,1.201981425,0.6704731584,1.04376471
RSL,std,0,0,0.0001,21,1,5,0.5238782051,0.652799964,0.5500000119,0.652799964,0,0,-0.3799098432,7.788254738,-5.038236618,0.5847655535,46.28778592,0,0,-2.319671869,4.05176115,-8.669786453,0.431409657,34.34676557,1.210556149,0.6813146472,1.053633809
RSL,std,0,0,0.0001,22,0,1,0.9520833333,1,1,1,0,0,0.004251213279,9.824197769,-3.055958986,0.6187146306,27.09998048,0,0,-3.599377632,7.251925468,-18.03622055,0.4687977433,16.47513657,1.224165082,0.6792594194,1.064440846
RSL,std,0,0,0.0001,23,1,5,0.664463141,0.7735999823,0.7480000257,0.7735999823,0,0,-0.4504077137,7.917833328,-7.768613815,0.5769210458,46.77652164,0,0,-2.081506729,4.518242836,-10.65378857,0.457395345,38.38593565,1.265544653,0.6766464114,1.088776231
RSL,std,0,0,0.0001,24,0,1,0.9569310897,1,1,1,0,0,-0.6546799541,8.627064705,-6.5534935,0.5903083682,47.49107126,0,0,-3.479991436,4.476976395,-13.8570652,0.4061106741,35.40807617,1.25577724,0.6786509156,1.093071222
RSL,std,0,0,0.0001,25,1,5,0.6147035256,0.730799973,0.658000052,0.730799973,0,0,-0.197644189,7.613650322,-6.291125298,0.6060148478,48.05212422,0,0,-2.021085024,4.188017845,-9.291854858,0.4377692342,39.46401735,1.261732578,0.6854484677,1.108391523
RSL,std,0,0,0.0001,26,0,1,0.9429487179,1,1,1,0,0,-0.4119215906,7.281033993,-2.813993692,0.5998203158,41.26495986,0,0,-2.756798029,4.478928089,-8.919875145,0.4186276495,25.99081094,1.284261227,0.6907399893,1.118547797
RSL,std,0,0,0.0001,27,1,5,0.6065705128,0.7343999743,0.6020000577,0.7343999743,0,0,0.0390904136,8.014023781,-3.282267809,0.6145603657,49.92485821,0,0,-1.652927637,4.092783451,-8.420183182,0.4742384553,40.29403043,1.291650295,0.6956789494,1.151807189
RSL,std,0,0,0.0001,28,0,1,0.9590144231,1,1,1,0,0,-1.766196132,7.238844395,-8.036190987,0.5188567638,44.85314062,0,0,-2.397497654,3.989045382,-10.8931427,0.3874365389,33.29068766,1.295799494,0.6937071085,1.158953547
RSL,std,0,0,0.0001,29,1,5,0.6461939103,0.7723999619,0.7000000477,0.7723999619,0,0,-0.4707594514,8.296940804,-3.813401461,0.5881302357,49.37960775,0,0,-2.952474833,5.23113966,-11.66850948,0.4465540051,39.25520343,1.310257077,0.6971493363,1.171978116
RSL,std,0,0,0.0001,30,0,1,0.9615384615,1,0.9899999499,1,0,0,-4.221766949,8.563868523,-16.83710289,0.4732785225,37.79215816,0,0,-4.748932838,4.79937458,-15.218997,0.3381302059,30.46257573,1.321816206,0.7010449767,1.159070373
RSL,std,1,1,0.0001,1,1,5,0.6584535256,0.7775999904,0.6440000534,0.7775999904,0,0,0.494921267,5.471672058,-6.280076981,0.6470742226,29.41291777,0,0,0.9045866728,2.972402811,-6.135603905,0.7026394606,22.73737906,0.722471118,0.6070939302,0.6304638982
RSL,std,1,1,0.0001,2,0,1,0.959375,1,0.9799999595,1,0,0,-1.020649314,4.163528919,-4.752150536,0.5085622072,23.59927367,0,0,-0.6249093413,2.457656145,-8.003157616,0.5579782724,16.21411888,0.7156652212,0.6063417792,0.6643995047
