arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CHB,raw,0,0,0.0001,1,1,5,0.5894230769,0.7319999933,0.7140000463,0.7319999933,0,0,0.1087235361,4.262155056,-0.9365484118,0.4927999973,22.74869462,0,0,0.02589735016,4.059235096,-0.529579699,0.4787999988,22.03907506,1.050534368,0.6757443547,0.6767557859,2.005333185,2.287503719
CHB,raw,0,0,0.0001,2,0,1,0.7078525641,0.7100000381,0.7299999595,0.7100000381,0,0,-0.2741612196,0.6846354008,-0.9955478311,0.2400000095,8.375447111,0,0,-0.307482034,0.2615171969,-0.984610498,0.07400000095,4.456616085,0.7815378904,0.6467246413,0.8577449322,2.072746754,1.438144207
CHB,raw,0,0,0.0001,3,1,5,0.5564903846,0.6083999872,0.5420000553,0.6083999872,0,0,-0.03096049093,9.690816879,-2.0989573,0.4763999879,14.24478884,0,0,0.8148609996,21.76968002,-3.073508263,0.5863999724,11.66457697,1.596094012,0.8289734125,0.8666947484,4.066361427,7.780761719
CHB,raw,0,0,0.0001,4,0,1,0.6820112179,0.5560000539,0.4099999964,0.5560000539,0,0,-0.599252224,0.7298408151,-12.56125164,0.150000006,7.463743049,0,0,-0.5428569317,4.918172359,-3.043141603,0.454000026,8.008125843,0.9559090137,0.933619678,0.9762193561,1.844487429,4.567069054
CHB,raw,0,0,0.0001,5,1,5,0.5453926282,0.6827999949,0.6240000129,0.6827999949,0,0,-0.123015672,2.915375948,-2.973226786,0.4539999962,15.66419794,0,0,0.0323186256,16.6146946,-1.450088859,0.5636000037,15.64626973,0.9829956889,0.9607289433,0.9602499008,2.951291084,6.869296551
CHB,raw,0,0,0.0001,6,0,1,0.8602964744,0.9260000587,0.8799999952,0.9260000587,0,0,-0.5933680534,3.784726858,-6.727659702,0.3620000184,11.18399664,0,0,-0.7494940758,12.58600712,-3.723639727,0.5240000486,10.54811134,1.147369981,1.072997928,1.011159778,2.663427591,6.547912598
CHB,raw,0,0,0.0001,7,1,5,0.53125,0.6236000061,0.6020000577,0.6236000061,0,0,-0.1086247414,2.569009304,-5.485725403,0.4415999949,12.33244234,0,0,0.4895905554,24.72013474,-2.874791861,0.6060000062,12.7845368,1.057587504,1.139904857,1.027873039,3.529929399,11.00050259
CHB,raw,0,0,0.0001,8,0,1,0.8121794872,0.8680000305,0.8399999738,0.8680000305,0,0,-1.173090696,7.437168121,-12.06272125,0.3720000088,15.08708969,0,0,-0.5716609359,16.95213318,-5.121407509,0.530000031,10.89219596,1.84383297,1.152148962,1.087805629,5.693494797,9.18042469
CHB,raw,0,0,0.0001,9,1,5,0.3753205128,0.4311999977,0.3760000169,0.4311999977,0,0,-0.06848533452,10.18714809,-3.630871773,0.4887999892,16.30975668,0,0,0.1966146082,30.66820717,-2.767184019,0.6204000115,13.98564903,1.879221559,1.181161284,1.085212231,4.526469231,12.74329853
CHB,raw,0,0,0.0001,10,0,1,0.9398637821,0.9840000272,0.8899999857,0.9840000272,0,0,0.1556681991,10.76502514,-2.993820429,0.5040000081,16.08515144,0,0,-0.2753339112,28.77646446,-1.958308578,0.5860000253,13.41124906,1.924206853,1.246209264,1.132978678,5.096895695,12.39132786
CHB,raw,0,0,0.0001,11,1,5,0.5162660256,0.6055999994,0.5700000525,0.6055999994,0,0,0.0564083308,10.95217323,-2.372269154,0.4948000014,16.97335886,0,0,0.4110887945,33.44762421,-1.265416265,0.6139999628,14.32020917,2.04113245,1.297211766,1.163794279,5.254047871,14.18878841
CHB,raw,0,0,0.0001,12,0,1,0.9609775641,0.9800000191,0.8999999762,0.9800000191,0,0,-1.964566946,7.396336555,-12.20893002,0.324000001,14.06894324,0,0,0.3503308892,22.01809311,-3.960163355,0.6120000482,12.45750649,1.771489978,1.316961408,1.214356661,3.547777653,9.78749752
CHB,raw,0,0,0.0001,13,1,5,0.5315304487,0.6380000114,0.5900000334,0.6380000114,0,0,-0.01024202257,9.328905106,-8.488951683,0.4963999987,14.66376837,0,0,-0.1159637645,39.3455925,-4.023214817,0.6227999926,13.19853722,1.673573732,1.354242563,1.234951377,5.723903656,16.68253708
CHB,raw,0,0,0.0001,14,0,1,0.9431490385,0.9240000248,0.8799999952,0.9240000248,0,0,-3.373969078,5.340791702,-46.31609726,0.1340000033,14.88844759,0.02999999933,0,-2.722443104,14.22662354,-19.96220779,0.4720000327,16.18643367,1.618957639,1.380179286,1.291548491,4.356134415,8.912795067
CHB,raw,0,0,0.0001,15,1,5,0.4395432692,0.5151999593,0.4900000095,0.5151999593,0,0,-0.006863178685,9.895560265,-3.361533403,0.4475999773,13.81858252,0,0,0.7208445668,25.54924583,-11.09067631,0.6340000033,14.20287815,1.738877058,1.383651972,1.319533348,5.119426727,12.76307201
CHB,raw,0,0,0.0001,16,0,1,0.8982371795,0.9340000153,0.7699999809,0.9340000153,0,0,-0.3769823015,5.946429253,-3.989981651,0.4620000124,14.40433069,0,0,-0.2312325537,28.21471214,-4.658669949,0.6180000305,13.08895042,1.684074163,1.409789324,1.343819499,4.622558594,12.17068005
CHB,raw,0,0,0.0001,17,1,5,0.471875,0.5227999687,0.476000011,0.5227999687,0,0,0.05995662138,10.80415154,-1.467244148,0.5031999946,20.81099648,0,0,0.628805995,24.71561432,-10.38056183,0.5916000009,18.57597639,2.147541523,1.426808953,1.365898132,4.795630932,10.59714794
CHB,raw,0,0,0.0001,18,0,1,0.8776442308,0.7740000486,0.7099999785,0.7740000486,0,0,-3.117346764,5.402647495,-36.26819611,0.1200000048,12.14507381,0,0,3.024830818,22.81814003,-7.460158348,0.5960000157,12.62117635,1.719382524,1.52873683,1.411771297,3.605976582,11.39452362
CHB,raw,0,0,0.0001,19,1,5,0.3316907051,0.3655999899,0.3540000021,0.3655999899,0,0,0.03529940918,10.15829849,-0.7587115169,0.4531999826,16.37783089,0,0,-0.6852088571,32.52824402,-7.886324883,0.6268000007,13.50299158,1.797196388,1.588102698,1.4228791,4.585119724,14.32628155
CHB,raw,0,0,0.0001,20,0,1,0.8867788462,0.9120000601,0.8599999547,0.9120000601,0,0,-1.353373647,8.648165703,-8.024767876,0.4140000343,15.45132988,0,0,0.376636982,32.50588608,-4.056089878,0.6060000062,12.27804866,1.815180182,1.594487906,1.444212317,4.140071869,13.76702881
CHB,raw,0,0,0.0001,21,1,5,0.3607772436,0.4655999839,0.4300000072,0.4655999839,0,0,-0.2005639821,8.727331161,-2.015670776,0.4751999974,12.83723738,0,0,-0.1215578839,51.06206512,-2.835004568,0.6092000008,10.20524573,1.673927426,1.626390219,1.480708003,4.841164112,20.09729958
CHB,raw,0,0,0.0001,22,0,1,0.9581730769,0.9960000515,0.9899999499,0.9960000515,0,0,-0.2602821589,8.007806778,-3.685218811,0.478000015,7.38102052,0,0,0.1398892254,63.73962402,-5.239948273,0.5940000415,7.587847967,1.559139967,1.675217628,1.494220614,7.335377693,31.1636219
CHB,raw,0,0,0.0001,23,1,5,0.5335737179,0.6015999913,0.6360000372,0.6015999913,0,0,0.05467239395,12.57867527,-11.23891258,0.5383999944,15.4653412,0,0,-0.8320089579,43.39635086,-4.726264,0.5771999955,13.36613873,2.099442482,1.638263941,1.528764963,5.957194805,14.95016098
CHB,raw,0,0,0.0001,24,0,1,0.9347355769,0.986000061,0.9300000072,0.986000061,0,0,-0.7565541863,6.032640457,-6.034287453,0.4040000141,11.04247964,0,0,0.3665361404,35.76147079,-3.747667551,0.5760000348,9.991986074,1.554493546,1.765790939,1.556235909,5.004432201,17.98527145
CHB,raw,0,0,0.0001,25,1,5,0.4437900641,0.5559999943,0.5400000215,0.5559999943,0,0,-0.1390245706,12.00112438,-13.52149296,0.4711999893,15.56768356,0,0,0.1044510007,34.39873123,-9.835846901,0.6283999681,13.75343563,2.105914354,1.789389968,1.578395128,5.103211403,16.38442993
CHB,raw,0,0,0.0001,26,0,1,0.9381009615,0.9580000639,0.8399999738,0.9580000639,0,0,-0.336935699,5.489657879,-5.02946043,0.4260000288,10.46330878,0,0,0.5653321743,30.05814362,-6.729822636,0.5680000186,10.7455724,1.578266382,1.791065216,1.627520204,4.561480045,15.48743343
CHB,raw,0,0,0.0001,27,1,5,0.4787259615,0.5615999699,0.5100000501,0.5615999699,0,0,-0.04641766474,9.656352043,-1.881166935,0.4931999743,15.57547515,0,0,-0.04690209776,29.8622818,-10.03182507,0.5767999887,14.94197941,1.948980212,1.798354626,1.645931125,4.914355278,15.12893677
CHB,raw,0,0,0.0001,28,0,1,0.8814102564,0.8820000291,0.8100000024,0.8820000291,0,0,-1.097725153,6.869207859,-5.545406342,0.3840000033,18.34877857,0,0,0.5282179117,17.12049675,-4.135174274,0.6120000482,18.79882709,1.894614697,1.834619999,1.690386891,3.638024092,9.200510979
CHB,raw,0,0,0.0001,29,1,5,0.3812099359,0.4427999854,0.4380000234,0.4427999854,0,0,-0.103027828,7.456892014,-3.136058807,0.4427999854,13.42600066,0,0,1.817634702,57.24774551,-6.21007061,0.5723999739,11.80845314,1.786857843,1.985210657,1.688212752,5.493437767,24.81318283
CHB,raw,0,0,0.0001,30,0,1,0.9102564103,0.9280000329,0.8100000024,0.9280000329,0,0,-0.6416677237,13.00966644,-8.002462387,0.4600000083,12.2536739,0,0,-0.1378768682,61.09452057,-9.220478058,0.5720000267,11.62239751,2.156960964,2.010669231,1.713340998,6.851428509,26.55119133
CHB,raw,1,1,0.0001,1,1,5,0.5217147436,0.6656000018,0.6020000577,0.6656000018,0,0,0.1121698245,3.951236725,-1.585744739,0.504799962,19.44269359,0,0,0.05880170688,4.89714241,-0.8772183657,0.4667999744,19.54667415,0.9534935951,0.6937154531,0.7474405766,2.136640787,2.716170073
CHB,raw,1,1,0.0001,2,0,1,0.8766025641,0.9380000234,0.9300000072,0.9380000234,0,0,-0.7166024446,3.937018156,-3.406774521,0.4040000141,11.46976587,0,0,-0.5639023781,0.7287714481,-2.534579277,0.1160000041,7.00281978,1.02783823,0.7000008225,0.8587059975,2.830358267,2.149755001
CHB,raw,1,1,0.0001,3,1,5,0.4572516026,0.4923999906,0.4360000193,0.4923999906,0,0,-0.04912277684,6.254834175,-1.130342364,0.4843999743,16.22150796,0,0,0.493252337,14.36164188,-2.345266342,0.5607999563,12.84720079,1.439079523,0.8561594486,0.856164217,3.23343873,6.059949875
CHB,raw,1,1,0.0001,4,0,1,0.6831730769,0.4660000205,0.4499999881,0.4660000205,0,0,-2.044350863,3.624049664,-18.48105621,0.1220000088,11.22951938,0,0,-0.7938511968,3.456359863,-7.875647068,0.2639999986,15.48382204,1.172296405,0.9205528498,0.9515798688,2.130924702,2.583753586
CHB,raw,1,1,0.0001,5,1,5,0.4362980769,0.4867999852,0.476000011,0.4867999852,0,0,-0.1098739728,8.828336716,-4.768799782,0.4283999801,12.96265486,0,0,0.1986748576,22.37770271,-6.085997581,0.5875999928,12.28870822,1.600681067,1.015590787,0.9542841315,4.183197975,9.539844513
CHB,raw,1,1,0.0001,6,0,1,0.8205528846,0.932000041,0.8700000048,0.932000041,0,0,-2.061099052,5.824641705,-13.87150288,0.2700000107,11.79100033,0,0,-0.727876246,12.03596973,-7.309321404,0.4900000095,12.38167065,1.521989942,1.085267782,1.005117774,3.542348623,5.005753994
CHB,raw,1,1,0.0001,7,1,5,0.4402644231,0.5031999946,0.4420000315,0.5031999946,0,0,-0.4768266976,5.274302959,-6.803220749,0.4071999788,13.11164885,0,0,0.2811204493,23.88044548,-2.269148827,0.5859999657,12.63019737,1.237558007,1.149929166,0.9984529018,3.40596652,9.013655663
CHB,raw,1,1,0.0001,8,0,1,0.9005208333,0.9660000205,0.9199999571,0.9660000205,0,0,-0.5521087646,6.909886837,-10.26436901,0.4500000179,7.945286687,0,0,-0.3938226104,43.87250137,-3.809480667,0.5800000429,6.912074638,1.17954123,1.155158639,1.041747332,5.869762897,19.52702141
CHB,raw,1,1,0.0001,9,1,5,0.5233573718,0.6215999722,0.5460000038,0.6215999722,0,0,0.1293219626,8.997759819,-1.404939651,0.510800004,14.6991928,0,0,-0.1114628911,29.87184143,-3.115748405,0.5924000144,12.82994413,1.600432992,1.212267041,1.065784454,4.760066986,12.38846207
CHB,raw,1,1,0.0001,10,0,1,0.9436298077,0.9920000434,0.9599999785,0.9920000434,0,0,-2.582701206,10.39103603,-41.27843094,0.3280000091,7.957581815,0,0,-1.026350856,33.93025589,-9.492178917,0.4940000176,5.834104816,1.534679413,1.20946157,1.095107198,7.707343578,18.47911263
