arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LK001,std,0,0,0.0001,1,1,5,0.7247195513,0.861199975,0.7520000339,0.861199975,0,0,0.5516200662,4.91599369,-3.556642771,0.53984797,35.83904292,0,0,1.706037402,2.672712088,-3.200341463,0.7481440306,24.05686487,0.7093058825,0.6025610566,0.6219845414
LK001,std,0,0,0.0001,2,0,1,0.9594150641,1,1,1,0,0,-1.730091333,3.121284008,-6.617108345,0.2495800406,30.0029871,0,0,-0.4624052942,1.688600779,-5.065164089,0.3703600764,15.15073533,0.6972845197,0.6013618708,0.6573699117
LK001,std,0,0,0.0001,3,1,5,0.6463541667,0.8055999875,0.6680000424,0.8055999875,0,0,-0.7638127804,4.185945988,-3.52200079,0.4067919552,40.53494322,0,0,0.6416711807,2.501690865,-5.286941051,0.5913280249,27.73225945,0.7596095204,0.613694787,0.791413784
LK001,std,0,0,0.0001,4,0,1,0.9526842949,1,1,1,0,0,-0.3823429644,3.64297533,-4.440033913,0.4456000626,32.41354045,0,0,-0.5332466364,2.484617472,-5.705458164,0.3505600691,15.546554,0.7581831217,0.6198853254,0.864757061
LK001,std,0,0,0.0001,5,1,5,0.709375,0.8483999968,0.7460000515,0.8483999968,0,0,-0.9948975444,4.599145412,-5.103465557,0.4048119783,38.82723267,0,0,-0.4679021835,2.70879674,-6.63629055,0.444411993,25.72095453,0.7981149554,0.6223738194,0.988647759
LK001,std,0,0,0.0001,6,0,1,0.9395032051,1,1,1,0,0,-2.4847579,4.009826183,-7.230773449,0.2238400429,27.41216376,0,0,-1.682683349,2.288981676,-6.010425091,0.164440006,14.15769151,0.8076183796,0.6252933145,1.084227562
LK001,std,0,0,0.0001,7,1,5,0.6737179487,0.8323999643,0.7420000434,0.8323999643,0,0,-0.5823913813,6.72055006,-3.007103443,0.4816360176,41.307916,0,0,-2.109456539,3.403683901,-7.778684139,0.2448280007,24.22997982,0.8682013154,0.6383097172,1.240550995
LK001,std,0,0,0.0001,8,0,1,0.9442708333,1,1,1,0,0,-3.48566103,4.181168079,-10.45082092,0.2000800073,25.91772905,0,0,-3.839331388,2.60173893,-9.832280159,0.03771999851,10.87168715,0.8574357629,0.6362699866,1.298040628
LK001,std,0,0,0.0001,9,1,5,0.4874198718,0.6575999856,0.5500000119,0.6575999856,0,0,-0.196446389,5.17952013,-4.001298904,0.480843991,44.30764999,0,0,-3.374644756,3.247423649,-10.58988476,0.08840799332,19.75175868,0.8862679601,0.6476072073,1.410178423
LK001,std,0,0,0.0001,10,0,1,0.9320913462,1,1,1,0,0,-1.312021255,5.271603107,-4.83091116,0.4000600874,35.67258254,0,0,-4.051738262,3.33302927,-9.764375687,0.02782000042,11.71499445,0.8987850547,0.6536488533,1.475358605
LK001,std,0,0,0.0001,11,1,5,0.5604567308,0.7251999974,0.65200001,0.7251999974,0,0,-0.4650881588,6.850468159,-4.430193424,0.466983974,40.54424311,0,0,-4.214176655,3.820646524,-11.00466919,0.0495999977,17.34461222,0.9518544674,0.6595783234,1.586624503
LK001,std,0,0,0.0001,12,0,1,0.9171073718,1,1,1,0,0,0.295024246,6.272502422,-6.371471882,0.516880095,40.78211026,0,0,-3.916222334,3.707458496,-11.43587971,0.04564000294,14.163116,0.9551969767,0.6637248993,1.659302592
LK001,std,0,0,0.0001,13,1,5,0.6066105769,0.7719999552,0.658000052,0.7719999552,0,0,-0.7715578675,6.632452488,-7.022182465,0.450747937,39.43207538,0,0,-4.649370193,4.180118084,-12.15017128,0.06385599077,17.33869046,0.9758295417,0.6711163521,1.757925749
LK001,std,0,0,0.0001,14,0,1,0.9316907051,1,1,1,0,0,-2.261203766,5.654200077,-23.24401665,0.2693800628,27.91917777,0,0,-6.578240871,4.461205959,-20.16373253,0.02583999932,8.650082873,0.9720128179,0.6656410694,1.792837739
LK001,std,0,0,0.0001,15,1,5,0.5585336538,0.6827999949,0.6380000114,0.6827999949,0,0,-0.6111386418,6.549664021,-5.344000816,0.4733200073,36.86291605,0,0,-5.266112804,4.747062206,-11.55713177,0.0484119989,14.75242397,0.9885060191,0.6715213656,1.867519021
LK001,std,0,0,0.0001,16,0,1,0.903525641,1,1,1,0,0,-0.6964011788,6.079951286,-5.564089298,0.46540007,34.65303941,0,0,-5.630921364,4.161020279,-13.76993275,0.02187999897,11.50818771,0.9594426155,0.6717024446,1.925470591
LK001,std,0,0,0.0001,17,1,5,0.5697916667,0.75,0.6160000563,0.75,0,0,-0.2231640071,6.854675293,-2.46261096,0.4840120077,43.52541755,0,0,-6.036046505,4.528203964,-14.83610249,0.03969999775,18.25441909,1.017631412,0.6791414022,1.980726719
LK001,std,0,0,0.0001,18,0,1,0.9328125,1,1,1,0,0,-1.563099384,6.093900681,-11.73424435,0.3030400574,31.64004922,0,0,-5.645400524,4.266498089,-24.64378548,0.0278199967,8.619313094,1.020730138,0.6743502617,2.023119688
