arm,mode,seed,task,step,global_step,window_start,window_steps,loss,acc,advantage,confidence,online_acc_window,initial_positive_count,observed,down,up,net,conf,hist,label,correction,roundoff,conf_common,correction_common,zmean_l1,zsd_l1,outputsd_l1,gain_l1,ppos_l1,dead_l1,output_sd_ratio_l1,output_sd_ratio_n_l1,eff_rank_l1,zmean_l2,zsd_l2,outputsd_l2,gain_l2,ppos_l2,dead_l2,output_sd_ratio_l2,output_sd_ratio_n_l2,eff_rank_l2
SNA,base,1001,1,0,0,0,0,2.317297935,0.1000000015,0.001735911239,2.319033623,nan,3285,True,0,0,0,0,0,0,0,0,0,0,0.002915133024,0.1344939023,0.1201638579,1.027642369,0.5099416375,0,1,100,46.51548484,-0.03113867156,0.08382634819,0.07573215663,0.9341601729,0.444241643,0,1,100,35.32368305
SNA,base,1002,1,0,0,0,0,2.304660797,0.09333333373,0.004105654545,2.308766127,nan,2812,True,0,0,0,0,0,0,0,0,0,0,-0.07532576472,0.1381797642,0.1209331974,0.8475247622,0.4403500259,0,1,100,49.24140986,0.01972143725,0.07988435775,0.07556078583,1.054899335,0.5181666613,0,1,100,37.62673941
SNA,base,1003,1,0,0,0,0,2.311990976,0.0958333388,0.003140488174,2.315131426,nan,3529,True,0,0,0,0,0,0,0,0,0,0,0.06789471209,0.1295589507,0.1255813688,1.186601043,0.5523416996,0,1,100,46.25152421,0.003613027744,0.08783182502,0.08113788068,1.014949322,0.4996750057,0,1,100,35.32038729
SNA,base,1004,1,0,0,0,0,2.310646296,0.09916666895,-0.001013306202,2.309632778,nan,2895,True,0,0,0,0,0,0,0,0,0,0,-0.02965964749,0.1370248497,0.1232903451,0.9497172236,0.4538916647,0,1,100,46.0129777,-0.03846465424,0.07908001542,0.0741867274,0.9158693552,0.4404000044,0,1,100,38.62142754
SNA,base,1005,1,0,0,0,0,2.305213213,0.100833334,0.0006034712424,2.30581665,nan,3581,True,0,0,0,0,0,0,0,0,0,0,0.02931751311,0.1314351708,0.1291192621,1.084932327,0.5594667196,0,1,100,46.16212594,-0.0166154895,0.08681482822,0.07682039589,0.9672626257,0.4227916598,0,1,100,38.06928292
SNA,base,1001,1,1,1,0,1,2.824519634,0.1083333343,0.022599902,2.847119331,0,3285,True,4.605723858,4.138932705,-0.4667912722,-12.54495049,0,12.07815838,0,9.536743164e-07,-0.2744700611,0,0.1611116081,0.3556696177,0.2958682775,1.455055833,0.5150250196,0,2.92661953,100,,0.01889738254,0.2061868459,0.1321207881,1.071943283,0.506608367,0,1.700563312,100,
SNA,base,1002,1,1,1,0,1,3.429680347,0.09250000119,-0.03143059835,3.398250103,0.0625,2812,True,4.215738773,4.502202988,0.2864644527,-1.541757107,0,1.82822156,0,0,-0.03129770234,0,0.2057753056,0.3588133752,0.2986100316,1.600159645,0.5376999974,0,2.92167902,100,,0.1243587136,0.251436919,0.1626768857,1.235027075,0.5339416265,0,2.152927399,100,
SNA,base,1003,1,1,1,0,1,2.800061941,0.09916666895,-0.01068744343,2.789374352,0,3529,True,4.430480003,4.126185417,-0.3042940795,2.340053558,0,-2.644347429,0,-2.384185791e-07,0.6426059008,0,0.08301257342,0.3228680789,0.2467775643,1.231183648,0.5218499899,0,1.836966634,100,,-0.296505928,0.2236406654,0.1134585366,0.6641626358,0.3948166668,0,1.370300889,100,
SNA,base,1004,1,1,1,0,1,2.758657694,0.09000000358,-0.01193101052,2.746726513,0.0625,2895,True,4.532381058,3.09875679,-1.433624148,3.218757629,0,-4.65237999,0,-1.907348633e-06,0.6041946411,0,0.01664431579,0.3145070076,0.2077771127,1.071141601,0.4858250022,0,1.961688638,100,,0.06132075191,0.1957886517,0.1338487267,1.196560264,0.519141674,0,1.880385756,100,
SNA,base,1005,1,1,1,0,1,3.040898561,0.1024999991,-0.01959411055,3.021304607,0.0625,3581,True,3.960313797,5.400925636,1.440611839,-1.739823222,0,3.180433273,0,1.907348633e-06,-0.2107694596,0,0.3200196028,0.3605006635,0.3313243389,1.912488699,0.5552249551,0,2.749655485,100,,0.1511761397,0.2453401089,0.1884113997,1.15219748,0.5404167175,0,2.42595458,100,
SNA,base,1001,1,10,10,1,9,2.480420828,0.100833334,0.01386736427,2.494288206,0.04861111194,3285,True,17.54195786,10.19802761,-7.343928337,-6.696114063,0,-0.6478137374,0,-1.173466444e-07,-0.5143652558,0,-1.425848484,0.5363032818,0.5652337074,1.257318974,0.3047833443,0,4.274786472,100,,-0.655690968,0.448165834,0.3775168359,0.7311319113,0.3748000264,0,4.482605457,100,
SNA,base,1002,1,10,10,1,9,2.531552792,0.1050000042,0.02407061309,2.555623293,0.1041666642,2812,True,20.44980431,10.25416183,-10.19564056,-8.871517181,0,-1.324125051,0,-4.549510777e-07,-0.4671016335,0,-1.624095798,0.5991526842,0.7096446157,1.390282273,0.3102416396,0,5.290955544,100,,-0.6492686868,0.466209501,0.4184154272,0.8966584206,0.4147166312,0,4.636600018,100,
SNA,base,1003,1,10,10,1,9,2.512727499,0.1058333367,0.01223834697,2.524966002,0.07638888806,3529,True,21.26031685,9.202867508,-12.05745125,-7.554248333,0,-4.503201485,0,-7.874332368e-07,-0.6838865876,0,-1.708785415,0.7034220099,0.7664133906,1.228384376,0.2857583463,0,5.688743114,100,,-0.7672591805,0.4342008531,0.3589248657,0.803596735,0.3101249933,0,3.654950142,100,
