arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CH,std,0,0,0.0001,1,1,5,0.9345753205,1,0.7460000515,1,0,0,-0.1356228441,3.346589327,-2.235542536,0.4723999798,28.90241261,0,0,0.03133812919,3.011492014,-0.2169753164,0.489199996,20.38425847,0.9888134599,0.7845070958,1.021767616,3.030611515,3.952641487
CH,std,0,0,0.0001,2,0,1,0.9373397436,0.9360000491,0.7099999785,0.9360000491,0,0,-1.218019962,2.224790096,-3.199801445,0.2160000056,20.04591547,0,0,-0.661452353,11.80402184,-7.785306931,0.4720000327,19.12044846,1.022065282,0.9905334115,1.082988501,4.816876888,8.682594299
CH,std,0,0,0.0001,3,1,5,0.4466266026,0.6883999705,0.5100000501,0.6883999705,0,0,-0.6577631831,0.9780959487,-7.651144981,0.2179999948,5.317383876,0,0,-0.7764906287,1.59217,-5.525302887,0.2507999837,6.210049778,0.8948834538,1.326610684,1.463209987,6.978795528,11.53509998
CH,std,0,0,0.0001,4,0,1,0.8464342949,0.9580000639,0.6399999857,0.9580000639,0,0,-0.9027059078,1.255048394,-76.63299561,0.1280000061,5.407857961,0,0,0.7861969471,11.96602249,-41.47763062,0.5480000377,6.817849402,0.9221006632,1.390156507,1.426012635,7.715898037,16.65441132
CH,std,0,0,0.0001,5,1,5,0.6991706731,0.9639999866,0.6560000181,0.9639999866,0,0,-0.750189364,2.217461824,-14.64102459,0.3195999861,10.52526778,0,0,-0.203009665,97.18214417,-2.311347485,0.5699999928,10.50743392,1.063442826,2.138768196,1.443875432,6.995119095,44.12445831
CH,std,0,0,0.0001,6,0,1,0.8505208333,0.962000072,0.6999999881,0.962000072,0,0,-1.281977534,12.68494987,-19.62112427,0.4100000262,11.22600664,0,0,-2.700828314,109.2104797,-11.67358875,0.6220000386,10.5088042,1.311881065,2.165561676,1.436324716,10.11836052,49.061306
CH,std,0,0,0.0001,7,1,5,0.8121554487,0.9932000041,0.6740000248,0.9932000041,0,0,-0.3911347985,8.510061264,-4.308660984,0.4651999772,11.11230575,0,0,-0.4074483812,8.594119072,-1.416034102,0.4983999729,7.99396336,1.354583621,2.107380629,1.792820573,11.15931702,36.61029053
CH,std,0,0,0.0001,8,0,1,0.8469551282,0.9240000248,0.8100000024,0.9240000248,0,0,-0.6352602839,18.76391029,-20.242033,0.4640000165,16.49433796,0.009999999776,0,-7.846187592,127.1271667,-84.40764618,0.530000031,12.67190537,1.768230796,2.216495991,1.738965154,20.26485825,56.98929596
CH,std,0,0,0.0001,9,1,5,0.6475,0.9739999771,0.4900000095,0.9739999771,0,0,-0.628932476,17.34873009,-12.40065861,0.4727999866,13.23223362,0,0,-0.5909966826,4.206272125,-1.762337804,0.4603999853,8.243335642,1.77760458,2.089107275,1.931178927,13.58757782,27.05659676
CH,std,0,0,0.0001,10,0,1,0.9452724359,0.9940000176,0.7999999523,0.9940000176,0,0,2.186369658,22.30056,-11.32387924,0.5240000486,14.98408557,0,0,-1.118947029,78.18773651,-31.94924736,0.6060000062,13.39253687,1.878232718,2.159699917,1.863727093,16.79585838,48.74189377
CH,std,0,0,0.0001,11,1,5,0.8033974359,0.9927999973,0.6120000482,0.9927999973,0,0,-0.4239480495,12.6952076,-6.043523312,0.4747999907,13.69986238,0,0,-0.4229796827,6.307452202,-1.681943297,0.4431999922,11.85042126,1.784870863,2.177895069,2.197871447,12.41711807,25.44186783
CH,std,0,0,0.0001,12,0,1,0.9277644231,0.9480000734,0.7799999714,0.9480000734,0,0,-3.33621645,12.16762543,-81.59842682,0.2760000229,17.35269349,0,0,-0.5640792251,74.97266388,-7.637680054,0.6880000234,20.02568482,1.855917454,2.256938457,2.129720926,7.722397804,31.57795525
CH,std,0,0,0.0001,13,1,5,0.8116626603,0.9843999743,0.6500000358,0.9843999743,0,0,0.3774650097,11.05519581,-14.276618,0.5139999986,12.60073332,0,0,-1.240023851,7.135974884,-3.752212048,0.4287999868,10.14244655,2.014130831,2.211792946,2.424803734,17.44603539,35.30948257
CH,std,0,0,0.0001,14,0,1,0.9077724359,0.8280000687,0.7899999619,0.8280000687,0,0,-7.136881351,10.70371056,-313.8472595,0.1100000069,18.16479976,0,0,-3.809294701,31.12433052,-41.67785263,0.5980000496,27.48970747,2.023884296,2.261490583,2.391030788,8.169409752,22.02710915
CH,std,0,0,0.0001,15,1,5,0.7725320513,0.9899999499,0.6120000482,0.9899999499,0,0,-0.5798085928,10.58882141,-7.913312435,0.4355999827,9.683025498,0,0,-0.8680167794,6.98786974,-2.145328045,0.4447999895,13.39828094,2.034700871,2.293138266,2.717276096,14.14021206,19.91340256
CH,std,0,0,0.0001,16,0,1,0.9374198718,0.9940000176,0.75,0.9940000176,0,0,-0.1141420379,29.44577217,-25.76234818,0.476000011,15.09496117,0,0,-1.267346501,162.3140717,-26.90986061,0.6420000196,13.53108848,2.29894352,2.404820442,2.581665993,16.53174591,65.75911713
CH,std,0,0,0.0001,17,1,5,0.8323036859,0.9995999932,0.6480000019,0.9995999932,0,0,-0.384534508,10.67420387,-3.377273798,0.4772000015,13.74453121,0,0,-0.9683654308,6.690743923,-2.03733778,0.434799999,15.47218158,2.205518723,2.339414835,2.840407848,12.70612049,15.85960197
CH,std,0,0,0.0001,18,0,1,0.9330528846,0.9520000219,0.7699999809,0.9520000219,0,0,-7.827650547,15.89748096,-200.3604126,0.1140000075,14.89336919,0,0,1.232599258,49.04627228,-42.66073227,0.5960000157,22.17352232,2.325642586,2.454772472,2.830723763,7.155271053,20.65983391
CH,std,0,0,0.0001,19,1,5,0.747724359,0.9927999973,0.5520000458,0.9927999973,0,0,-0.5521756411,7.91850996,-2.002238274,0.4487999976,11.43166803,0,0,-1.217289209,5.357246399,-2.492018223,0.389200002,14.1156172,2.202376127,2.350282669,3.23920536,11.38130093,12.01894474
CH,std,0,0,0.0001,20,0,1,0.8929487179,0.8920000196,0.8199999928,0.8920000196,0,0,-3.331852674,8.65345192,-47.85847473,0.2420000136,14.68243435,0,0,-3.400072336,67.27991486,-43.98631287,0.5580000281,20.03667738,2.196797371,2.527134418,3.129536867,11.15819836,36.78500366
CH,std,0,0,0.0001,21,1,5,0.7320432692,0.9951999784,0.55400002,0.9951999784,0,0,-0.9941453934,12.63265705,-20.03050804,0.4563999772,11.31782174,0,0,-1.352675557,4.886902332,-2.716915846,0.3691999912,12.86170748,2.267281055,2.465883732,3.545204878,13.4272604,11.80979061
CH,std,0,0,0.0001,22,0,1,0.9106169872,0.9220000505,0.8899999857,0.9220000505,0,0,-0.794870913,25.72380257,-8.811405182,0.45600003,7.366776954,0,0,-5.055465221,248.4450226,-82.03419495,0.4240000248,6.202206324,2.280469656,2.539346218,3.436951399,27.74723625,122.9252319
CH,std,0,0,0.0001,23,1,5,0.7842668269,0.9879999757,0.7020000219,0.9879999757,0,0,-1.789755821,12.96422768,-61.29329681,0.3379999995,11.44596805,0,0,-1.714502454,5.830607891,-2.891756058,0.3667999804,10.64709613,2.337780952,2.519866705,3.635206938,11.77876949,14.55467224
