seed,shadow,s,mean_shift,rms_total,rms_unit,rms_image,dead_share,between_own_labels,between_arm_labels
0,N10 (S2dyn_10r),0,0.0,0.0,0.0,0.0,0.9644333333333334,,
0,N10 (S2dyn_10r),75,-13.074603873122328,15.341884666766992,6.2632400877424805,5.019958395505914,0.9953833333333333,0.00920450222059307,0.010136819470888389
0,N10 (S2dyn_10r),150,-13.934182537834253,16.53412868354384,7.150897368749574,5.299116449740712,0.995925,0.009468006159700587,0.010089138789031846
0,N10 (S2dyn_10r),300,-13.974040000082832,17.148255212599054,8.257168706790093,5.532452246528842,0.9950333333333333,0.009137448511982282,0.01026232757028841
0,N10 (S2dyn_10r),750,-13.41012289823386,16.611120351955016,8.170274891492676,5.417059294381253,0.9946583333333333,0.009318052923646394,0.010382094209159776
0,N10 (S2dyn_10r),1500,-12.474965469946246,16.020346598202813,8.51014978297086,5.3482793795386465,0.9928916666666666,0.009290741516914143,0.010941622308910404
0,N10 (S2dyn_10r),3000,-11.96110895473046,15.890772843918626,8.836789620777319,5.599971727447443,0.9905583333333333,0.00912409432423814,0.010287123451392004
0,N10 (S2dyn_10r),6000,-7.681731196525848,14.659792928034468,10.789154359405986,6.284479511151405,0.9815333333333334,0.008541156565128863,0.008898647495998502
0,N2 (R2dyn_10),0,0.0,0.0,0.0,0.0,0.0,,
0,N2 (R2dyn_10),75,-6.497747489103488,7.1044861728579125,2.1408521962741363,1.915659996420765,0.0010166666666666666,0.011703390378061491,0.007745581894482479
0,N2 (R2dyn_10),150,-6.370019418702595,6.974043961305671,2.103073253148242,1.907150930437446,0.0009166666666666666,0.012504643781141815,0.007535308583922075
0,N2 (R2dyn_10),300,-5.906139498924614,6.5495071596179955,2.1301775859566483,1.8643775651454806,0.0005833333333333334,0.014436014862785722,0.007473224867390254
0,N2 (R2dyn_10),750,-4.950911451653059,5.695012922062071,2.126059569093931,1.8443206578598834,0.00044166666666666665,0.027296595712822704,0.007329640787532916
0,N2 (R2dyn_10),1500,-3.642518063282713,4.58487610116596,1.9757438115502464,1.9620365472699102,0.0003083333333333333,0.05620782606778806,0.007085597883256935
0,N2 (R2dyn_10),3000,-1.979210522973094,3.49614001881413,1.6827155648309648,2.339698498692052,0.00011666666666666667,0.08930664649230545,0.007246010157664812
0,N2 (R2dyn_10),6000,-1.4476424792939437,3.4240077637113684,1.6262635435211146,2.6426175101806844,0.00023333333333333333,0.1068342555172422,0.0074819849164357065
0,N5 (S2dyn_5r),0,0.0,0.0,0.0,0.0,0.168,,
0,N5 (S2dyn_5r),75,-18.534083209894472,20.08278840342394,4.539843969814798,6.260668203566058,0.8181666666666667,0.008730458113446039,0.01454666249328053
0,N5 (S2dyn_5r),150,-18.215211954568126,19.82749899333651,4.777733961705945,6.205564275074453,0.8067916666666667,0.008743416503200197,0.014523892745143254
0,N5 (S2dyn_5r),300,-17.402197856600125,19.038323347463667,4.830790058621533,6.02368102175451,0.7853333333333333,0.00877562895573534,0.0145168217034436
0,N5 (S2dyn_5r),750,-15.848331926323551,17.572788139562203,4.9847772511159585,5.725840890888295,0.7387,0.009267000620262096,0.014107821282466206
0,N5 (S2dyn_5r),1500,-14.072674438290953,15.84735945540717,4.665426661426776,5.597537845303381,0.6878,0.010248719627334486,0.013688608008705664
0,N5 (S2dyn_5r),3000,-11.563379262610827,13.823006435246052,4.577078760602999,6.034411069616705,0.6026416666666666,0.013085661033177702,0.012190290002492695
0,N5 (S2dyn_5r),6000,-8.84897093783418,12.393935120707036,4.564929394030408,7.380159940352146,0.5088916666666666,0.016474339710407702,0.011199974545597268
0,N20 (S2dyn_20r),0,0.0,0.0,0.0,0.0,0.99495,,
0,N20 (S2dyn_20r),75,-9.973660963432987,13.844038702114652,8.133451863039065,5.102005033687017,0.9996833333333334,0.009282622548606453,0.010395861224106294
0,N20 (S2dyn_20r),150,-11.196005623689294,15.60062114851071,9.268927012074581,5.667083053786271,0.9997833333333334,0.0092389973583079,0.010424798487853715
0,N20 (S2dyn_20r),300,-11.921942949154973,16.889875496990136,10.335465404953885,6.026053889895382,0.9998333333333334,0.009202557782674446,0.010409099782988023
0,N20 (S2dyn_20r),750,-11.917922533163924,16.934930282693504,10.406371691452666,6.038411578596287,0.9998333333333334,0.009213766020910546,0.010400185883583187
0,N20 (S2dyn_20r),1500,-11.735962691879521,16.661874551065413,10.204861351585777,5.97879988335152,0.999825,0.00920767638911867,0.010392439055173395
0,N20 (S2dyn_20r),3000,-11.860220729500552,16.955146988464204,10.495759900116168,6.054023271103732,0.9998333333333334,0.009232909080503912,0.010377502715528127
0,N20 (S2dyn_20r),6000,-10.735478935481607,15.875546532885174,10.181850645860202,5.754336379551457,0.9997333333333334,0.009715120081492622,0.00984923844968305
1,N10 (S2dyn_10r),0,0.0,0.0,0.0,0.0,0.9109083333333333,,
1,N10 (S2dyn_10r),75,-15.23599216811643,17.46347025118603,6.538572690754804,5.484925071035134,0.9922416666666667,0.00735646941512095,0.009000096487873676
1,N10 (S2dyn_10r),150,-15.787912870907768,18.03674772120902,6.6698453510739455,5.619540775892723,0.99335,0.007310903794862391,0.00925670321977731
1,N10 (S2dyn_10r),300,-15.41494110131647,17.864426503446808,7.077734688413248,5.605621894172729,0.9926916666666666,0.007312579688722377,0.009168623403108327
1,N10 (S2dyn_10r),750,-14.678063993094163,17.207121118560465,7.117941919281202,5.474884239614723,0.9907416666666666,0.007417172843682658,0.009032549627575978
1,N10 (S2dyn_10r),1500,-13.361018488763568,16.367043812694128,7.752436320429775,5.409532254016842,0.9861833333333333,0.00790696293856679,0.008778825187566501
1,N10 (S2dyn_10r),3000,-11.082945943543672,15.285633874879599,8.904075687863203,5.615723311752374,0.976675,0.008793011946628012,0.007673315009294606
1,N10 (S2dyn_10r),6000,-6.264154996203119,14.720969300484242,11.215365217652908,7.189080773228549,0.9507916666666667,0.012655323687043385,0.007386119293741636
1,N2 (R2dyn_10),0,0.0,0.0,0.0,0.0,0.0,,
