cell,act1,act2,cond,seed,task,layer,p_pos,d_signed,D_abs,Q,Q_diag,zero_disagree,undefined_ratio,dead_frac,mu_norm,w_row_med,cos_med,zbar_med,zsd_med,a_rms
EL,ELU,LR,raw,7,19,2,0.01554166667,-1.328524508,1.328582103,0,0,0,0,0,25.2610637,2.838303907,-0.06462722025,-4.506960869,3.870342255,2.336518793
EL,ELU,LR,raw,8,19,2,0.08145833333,-1.642539071,1.794462384,0,0,0,0,0,20.77500217,2.600192778,-0.196491829,-11.30042267,5.919167519,3.262715017
EL,ELU,LR,raw,9,19,2,0.02526666667,-0.3537138991,0.3537138991,0,0,0,0,0,9.460157045,2.506344505,-0.05561747395,-1.407689095,6.515052319,4.461120782
EL,ELU,LR,raw,0,20,1,0.0004333333333,-3.502837377,3.502837377,0.9989,0.9989,0,0,0.38,25.93165051,5.687354983,-0.802456512,-123.1904449,34.22604752,2.206772735
EL,ELU,LR,raw,1,20,1,0.0003833333333,-3.430486603,3.430486603,0.9992666667,0.9992666667,0,0,0.63,26.50609445,8.189130978,-0.7844072316,-117.7131577,34.24018478,2.434807416
EL,ELU,LR,raw,2,20,1,0.000475,-3.507421068,3.507421068,0.9988916667,0.9988916667,0,0,0.81,26.50814712,9.92913357,-0.6123183787,-112.4496613,31.22092438,1.900220295
EL,ELU,LR,raw,3,20,1,0.001041666667,-3.43116024,3.43116024,0.9981083333,0.9981083333,0,0,0.76,26.12548909,9.373417428,-0.6450097908,-102.4973297,28.92420197,2.559937122
EL,ELU,LR,raw,4,20,1,0.002416666667,-3.311859209,3.311859209,0.9949166667,0.9949166667,0,0,0.42,25.98622694,14.04741731,-0.5456960264,-128.1129608,40.10915756,2.868975705
EL,ELU,LR,raw,5,20,1,0.01055,-3.329102302,3.382218542,0.9886166667,0.9886166667,0,0,0.69,26.35320991,13.80342886,-0.5434929616,-155.4820557,44.83012009,2.986794311
EL,ELU,LR,raw,6,20,1,0.01029166667,-3.495981502,3.54958326,0.9891166667,0.9891166667,0,0,0.89,26.11247655,12.06684963,-0.6649464809,-132.3257141,36.68568802,2.805755626
EL,ELU,LR,raw,7,20,1,0.010425,-3.54485376,3.602117657,0.9889666667,0.9889666667,0,0,0.75,26.04160156,14.12560056,-0.5817536727,-136.9989166,39.29695892,3.269275964
EL,ELU,LR,raw,8,20,1,0.002183333333,-3.599955018,3.599955018,0.9922166667,0.9922166667,0,0,0.14,26.39409369,11.8414031,-0.7226620277,-177.9168243,48.10246277,1.258140403
EL,ELU,LR,raw,9,20,1,0.001125,-3.317605038,3.317605038,0.9978416667,0.9978416667,0,0,0.66,26.26440303,13.43767213,-0.5287878301,-134.8117981,40.23511505,2.609431844
EL,ELU,LR,raw,0,20,2,0.007408333333,-0.1747539096,0.1752516688,0,0,0,0,0,9.705437475,2.348689306,-0.02995542485,-0.7449384928,5.953672409,4.483331457
EL,ELU,LR,raw,1,20,2,0.007491666667,-0.1741234352,0.1741234352,0,0,0,0,0,9.689745675,2.059201295,-0.03953784321,-0.8542739153,6.350701809,4.967695471
EL,ELU,LR,raw,2,20,2,0.01604166667,-0.3309758205,0.3344870221,0,0,0,0,0,9.761847465,2.344883469,-0.03280179819,-0.7372042537,3.720105171,3.065737457
EL,ELU,LR,raw,3,20,2,0.01024166667,-0.3047601503,0.3047601503,0,0,0,0,0,9.538448178,2.244153843,-0.05881615403,-1.311642289,6.185764313,4.242061339
EL,ELU,LR,raw,4,20,2,0.0305,-0.4221009064,0.4221009064,0,0,0,0,0,9.2792154,2.453519448,-0.08092928307,-1.861720443,7.229522705,4.938345502
EL,ELU,LR,raw,5,20,2,0.05840833333,-0.774370079,0.8668451735,0,0,0,0,0,25.07535841,2.773316897,-0.01564433647,-1.097558379,5.687672138,4.202060737
EL,ELU,LR,raw,6,20,2,0.04469166667,-1.521621069,1.582089471,0,0,0,0,0,25.34720726,2.588819904,-0.04665496444,-3.043430567,3.013327122,2.725333829
EL,ELU,LR,raw,7,20,2,0.014575,-1.349455588,1.349455588,0,0,0,0,0,29.56737653,2.827728202,-0.0530786476,-3.984650135,4.20124197,2.446100658
EL,ELU,LR,raw,8,20,2,0.05168333333,-2.186424726,2.216265122,0,0,0,0,0,9.856891121,2.39855921,-0.109638844,-2.519561529,3.00037837,2.101350468
EL,ELU,LR,raw,9,20,2,0.01168333333,-0.2471287677,0.2471287677,0,0,0,0,0,9.478586773,2.491189161,-0.04960356522,-1.18018055,6.892036915,4.41261413
EL,ELU,LR,raw,0,21,1,0.0008583333333,-3.476987912,3.476987912,0.9978583333,0.9978583333,0,0,0.41,25.93165051,5.688212851,-0.8023073916,-122.9423981,34.2314415,2.440278921
EL,ELU,LR,raw,1,21,1,0.0002916666667,-3.441233176,3.441233176,0.999425,0.999425,0,0,0.65,26.50609445,8.189202904,-0.784337128,-116.7357559,34.24092484,2.384056612
EL,ELU,LR,raw,2,21,1,0.00075,-3.501498366,3.501498366,0.9983416667,0.9983416667,0,0,0.81,26.50814712,9.929123644,-0.6123016901,-119.5757065,31.22424507,2.107603582
EL,ELU,LR,raw,3,21,1,0.0006583333333,-3.45150533,3.45150533,0.9990083333,0.9990083333,0,0,0.73,26.12548909,9.374906221,-0.6453497515,-109.6236343,28.91882706,2.42794694
EL,ELU,LR,raw,4,21,1,0.001641666667,-3.347867794,3.347867794,0.9971333333,0.9971333333,0,0,0.44,25.98622694,14.04803193,-0.5332837564,-135.992691,42.36320496,2.800238013
EL,ELU,LR,raw,5,21,1,0.01031666667,-3.339821747,3.397113206,0.9892583333,0.9892583333,0,0,0.64,26.35320991,13.80355866,-0.5463506869,-155.2687225,44.66272354,3.045108775
EL,ELU,LR,raw,6,21,1,0.01006666667,-3.504944142,3.552395354,0.9897083333,0.9897083333,0,0,0.89,26.11247655,12.07008063,-0.6649312411,-134.4971161,37.02591324,2.824684994
EL,ELU,LR,raw,7,21,1,0.01059166667,-3.540537568,3.594845663,0.9880666667,0.9880666667,0,0,0.78,26.04160156,14.19645993,-0.5809466471,-142.3602448,39.42434692,3.238657177
EL,ELU,LR,raw,8,21,1,0.0008083333333,-3.615325804,3.615325804,0.9956166667,0.9956166667,0,0,0.19,26.39409369,12.01462672,-0.7314686309,-183.4089508,50.67537689,1.228973763
EL,ELU,LR,raw,9,21,1,0.00115,-3.309931449,3.309931449,0.9972666667,0.9972666667,0,0,0.64,26.26440303,13.43836216,-0.5290148073,-131.9224854,38.60478592,2.586873305
EL,ELU,LR,raw,0,21,2,0.01133333333,-0.3057166603,0.3057166603,0,0,0,0,0,9.629336588,2.422239418,-0.052915761,-1.221128941,6.653842449,5.043056038
EL,ELU,LR,raw,1,21,2,0.006275,-0.1675966343,0.1675966343,0,0,0,0,0,9.714537454,2.078603824,-0.03806687474,-0.7909771204,6.323834419,4.814253723
EL,ELU,LR,raw,2,21,2,0.02795,-0.4146978027,0.4162681385,0,0,0,0,0,9.714471913,2.36245773,-0.04153878294,-0.9979564548,4.472908974,3.499641038
EL,ELU,LR,raw,3,21,2,0.008733333333,-0.2327665864,0.2327665864,0,0,0,0,0,9.612259419,2.254318081,-0.04875797239,-1.082125425,5.840333462,4.076680708
EL,ELU,LR,raw,4,21,2,0.01506666667,-0.3066440019,0.3066440019,0,0,0,0,0,9.366331307,2.430743721,-0.06052690205,-1.30115521,7.10898447,4.529312191
EL,ELU,LR,raw,5,21,2,0.05251666667,-0.7761811689,0.84255335,0,0,0,0,0,26.39909734,2.782466356,-0.01063559447,-0.8216496706,5.315159321,3.970852304
EL,ELU,LR,raw,6,21,2,0.03631666667,-1.174557046,1.229343883,0,0,0,0,0,25.13324134,2.570298906,-0.011709642,-0.6332762837,3.417190313,2.9808511
EL,ELU,LR,raw,7,21,2,0.01576666667,-1.24370594,1.243743229,0,0,0,0,0,28.49038446,2.814815353,-0.04930728606,-4.822628498,4.570716858,3.087805744
EL,ELU,LR,raw,8,21,2,0.025825,-1.936027554,1.977480095,0,0,0,0,0,9.878574532,2.363341797,-0.05042215286,-1.291655779,2.365607977,2.007141608
EL,ELU,LR,raw,9,21,2,0.040025,-0.2734011504,0.27392146,0,0,0,0,0,9.506864687,2.460952705,-0.04387670854,-1.111990452,6.16107893,4.620629932
EL,ELU,LR,raw,0,22,1,0.0005833333333,-3.486995546,3.486995546,0.9985416667,0.9985416667,0,0,0.41,25.93165051,5.687645731,-0.8022428858,-121.8048325,34.23355103,2.408747201
EL,ELU,LR,raw,1,22,1,0.0004083333333,-3.428454326,3.428454326,0.9992833333,0.9992833333,0,0,0.7,26.50609445,8.189166599,-0.7846910359,-116.5104294,34.24462891,2.486067226
EL,ELU,LR,raw,2,22,1,0.000425,-3.501348726,3.501348726,0.999025,0.999025,0,0,0.81,26.50814712,9.929121662,-0.612424345,-119.5898743,31.22691536,2.131197428
EL,ELU,LR,raw,3,22,1,0.0009833333333,-3.420422384,3.420422384,0.9980333333,0.9980333333,0,0,0.74,26.12548909,9.373533773,-0.6450051119,-102.4051895,28.92054558,2.716657201
EL,ELU,LR,raw,4,22,1,0.001425,-3.354959806,3.354959806,0.997125,0.997125,0,0,0.44,25.98622694,14.04791708,-0.5329947146,-136.1205139,42.24998856,2.652191574
EL,ELU,LR,raw,5,22,1,0.01049166667,-3.327432544,3.389000835,0.9888166667,0.9888166667,0,0,0.69,26.35320991,13.80323311,-0.5494875519,-151.1391754,44.8509407,3.36171183
EL,ELU,LR,raw,6,22,1,0.010025,-3.519256734,3.564831172,0.9898583333,0.9898583333,0,0,0.89,26.11247655,12.06746603,-0.6649547927,-134.4971161,37.02600861,2.763210973
EL,ELU,LR,raw,7,22,1,0.01073333333,-3.530130949,3.578438004,0.9877,0.9877,0,0,0.76,26.04160156,14.19568584,-0.593654074,-137.0225677,37.9874382,2.909486706
EL,ELU,LR,raw,8,22,1,0.0003166666667,-3.634470858,3.634470858,0.9988916667,0.9988916667,0,0,0.16,26.39409369,11.85480824,-0.730020915,-180.0359192,48.09865189,1.230957796
EL,ELU,LR,raw,9,22,1,0.00075,-3.345123377,3.345123377,0.9986833333,0.9986833333,0,0,0.65,26.26440303,13.43737978,-0.5287019489,-140.208313,40.55103302,2.332710922
EL,ELU,LR,raw,0,22,2,0.009591666667,-0.1752907118,0.1756791657,0,0,0,0,0,9.653540338,2.395983955,-0.03959415068,-0.9664968252,6.651975632,5.159655412
EL,ELU,LR,raw,1,22,2,0.007225,-0.1636138342,0.1636138342,0,0,0,0,0,9.680900813,2.054304351,-0.03588373009,-0.759039104,6.308722973,4.780468465
EL,ELU,LR,raw,2,22,2,0.006233333333,-0.24689055,0.24689055,0,0,0,0,0,9.735730508,2.33102608,-0.02901611677,-0.7210196853,4.789298534,3.574269727
EL,ELU,LR,raw,3,22,2,0.01065,-0.2367382143,0.2367382143,0,0,0,0,0,9.505237912,2.208537598,-0.04843756905,-0.9916095138,6.620811939,4.663254616
EL,ELU,LR,raw,4,22,2,0.03265,-0.3152379171,0.3167265529,0,0,0,0,0,9.396774559,2.40950033,-0.04992624865,-1.209513664,6.765650749,4.44224748
EL,ELU,LR,raw,5,22,2,0.05664166667,-0.7900774442,0.8895745142,0,0,0,0,0,29.19158794,2.843317487,-0.01003973151,-0.8095169067,5.92029047,4.704913166
EL,ELU,LR,raw,6,22,2,0.04271666667,-1.259656326,1.313648355,0,0,0,0,0,24.60923457,2.563579776,-0.02318843304,-1.183731556,3.196359873,2.852305762
EL,ELU,LR,raw,7,22,2,0.01750833333,-1.233090195,1.234182266,0,0,0,0,0,24.78168106,2.845014364,-0.0524159339,-3.427935123,5.116954803,3.224649843
EL,ELU,LR,raw,8,22,2,0.03384166667,-1.236640761,1.257118009,0,0,0,0,0,9.907991562,2.305871151,-0.02414905357,-0.6010897756,1.773177862,1.768732658
EL,ELU,LR,raw,9,22,2,0.01113333333,-0.2307995815,0.2307995815,0,0,0,0,0,9.579513261,2.485894926,-0.0390650796,-1.040768385,5.873793602,3.996065855
EL,ELU,LR,raw,0,23,1,0.0004416666667,-3.504417538,3.504417538,0.9989666667,0.9989666667,0,0,0.42,25.93165051,5.687473452,-0.8021250329,-124.8898697,34.24508286,2.345511134
EL,ELU,LR,raw,1,23,1,0.0003,-3.440229142,3.440229142,0.9995,0.9995,0,0,0.69,26.50609445,8.189225987,-0.7847115622,-117.7313538,34.24514008,2.408866941
EL,ELU,LR,raw,2,23,1,0.0005083333333,-3.512062699,3.512062699,0.9988166667,0.9988166667,0,0,0.81,26.50814712,9.929120405,-0.6124727083,-115.7283325,31.23039436,2.10226022
EL,ELU,LR,raw,3,23,1,0.0006916666667,-3.426463155,3.426463155,0.9987666667,0.9987666667,0,0,0.73,26.12548909,9.374117968,-0.6450103405,-107.1948166,28.92064476,2.653053968
EL,ELU,LR,raw,4,23,1,0.001308333333,-3.360748278,3.360748278,0.997375,0.997375,0,0,0.45,25.98622694,14.04870009,-0.5329405636,-136.2032166,41.62533188,2.659199703
EL,ELU,LR,raw,5,23,1,0.01056666667,-3.335424903,3.395368766,0.9885916667,0.9885916667,0,0,0.7,26.35320991,13.80327946,-0.5639325277,-156.8582916,47.45176315,3.335700219
EL,ELU,LR,raw,6,23,1,0.0103,-3.505732047,3.557315986,0.9889833333,0.9889833333,0,0,0.89,26.11247655,12.06932909,-0.6672941687,-134.4980011,38.53318405,3.050063112
EL,ELU,LR,raw,7,23,1,0.01033333333,-3.550811141,3.598688039,0.9890166667,0.9890166667,0,0,0.66,26.04160156,14.19774623,-0.5779122822,-140.9284973,39.42513275,2.831749784
EL,ELU,LR,raw,8,23,1,0.000575,-3.598998973,3.598998973,0.997875,0.997875,0,0,0.21,26.39409369,11.84120998,-0.7394367589,-178.0284729,46.7840538,1.31750168
EL,ELU,LR,raw,9,23,1,0.0009,-3.318226012,3.318226012,0.9983666667,0.9983666667,0,0,0.64,26.26440303,13.43832106,-0.5290022381,-140.2402191,40.711689,2.590966409
EL,ELU,LR,raw,0,23,2,0.01709166667,-0.1380221027,0.1384200312,0,0,0,0,0,9.674837125,2.338606889,-0.03399487625,-0.7969076633,6.566245556,4.840240363
EL,ELU,LR,raw,1,23,2,0.006083333333,-0.1688186249,0.1688186249,0,0,0,0,0,9.700146059,2.022562787,-0.03463989299,-0.8075188398,6.106359959,4.66603359
EL,ELU,LR,raw,2,23,2,0.02619166667,-0.2718018158,0.2721196285,0,0,0,0,0,9.739841402,2.343184462,-0.03064320509,-0.7782886028,5.24190712,3.805040678
EL,ELU,LR,raw,3,23,2,0.00895,-0.2201333373,0.2201333373,0,0,0,0,0,9.553651952,2.175842201,-0.04999021178,-1.133667946,6.390466213,4.367099059
EL,ELU,LR,raw,4,23,2,0.02145833333,-0.2513592843,0.2513592843,0,0,0,0,0,9.423042174,2.412899878,-0.05723574281,-1.3228724,7.101905823,4.612098161
EL,ELU,LR,raw,5,23,2,0.05125,-0.8493035739,0.9460730701,0,0,0,0,0,28.39356408,2.834390988,-0.0130710255,-1.026160121,5.861467838,4.85695461
EL,ELU,LR,raw,6,23,2,0.05131666667,-1.171274084,1.249401419,0,0,0,0,0,27.3128604,2.621299819,-0.01914252345,-1.495756507,3.823868752,3.619025283
EL,ELU,LR,raw,7,23,2,0.03359166667,-1.138192838,1.141270886,0,0,0,0,0,24.60882187,2.804891857,-0.02384428643,-1.797660351,4.259542465,2.83777368
EL,ELU,LR,raw,8,23,2,0.007183333333,-0.6170756782,0.6170756782,0,0,0,0,0,9.861312538,2.287820952,-0.02677297093,-0.7319396138,2.325452089,2.083197253
EL,ELU,LR,raw,9,23,2,0.01024166667,-0.2166388791,0.2166388791,0,0,0,0,0,9.507774087,2.454841603,-0.04229827582,-1.027723789,6.712532997,4.480432847
EL,ELU,LR,raw,0,24,1,0.0003833333333,-3.51095983,3.51095983,0.99905,0.99905,0,0,0.42,25.93165051,5.688080737,-0.8021892181,-122.950058,34.24168015,2.289479082
EL,ELU,LR,raw,1,24,1,0.0005583333333,-3.418511734,3.418511734,0.998825,0.998825,0,0,0.71,26.50609445,8.189310345,-0.7849575176,-116.4398346,33.98744583,2.53875713
EL,ELU,LR,raw,2,24,1,0.0003416666667,-3.504572988,3.504572988,0.9992166667,0.9992166667,0,0,0.81,26.50814712,9.929113571,-0.6124990645,-119.5683365,31.23298073,2.13712869
EL,ELU,LR,raw,3,24,1,0.001,-3.420481799,3.420481799,0.9981166667,0.9981166667,0,0,0.73,26.12548909,9.37267687,-0.6450127141,-102.5204849,28.9235363,2.63784421
EL,ELU,LR,raw,4,24,1,0.002325,-3.326287484,3.326287484,0.9953583333,0.9953583333,0,0,0.43,25.98622694,14.04766169,-0.5330049881,-132.8898163,42.36476517,3.197398757
EL,ELU,LR,raw,5,24,1,0.010425,-3.318453394,3.374763566,0.988925,0.988925,0,0,0.73,26.35320991,13.80386142,-0.5440921872,-157.3783875,46.48972321,3.189448945
EL,ELU,LR,raw,6,24,1,0.01005,-3.510162424,3.558602366,0.9896916667,0.9896916667,0,0,0.89,26.11247655,12.07158655,-0.6672331538,-127.7193756,37.02580261,2.72407402
EL,ELU,LR,raw,7,24,1,0.01031666667,-3.551034327,3.595904237,0.9888166667,0.9888166667,0,0,0.77,26.04160156,14.1973772,-0.5803987815,-136.9724274,39.29695892,2.764214236
EL,ELU,LR,raw,8,24,1,0.0007416666667,-3.573411287,3.573411287,0.997425,0.997425,0,0,0.22,26.39409369,12.02049566,-0.7311963497,-168.8535156,46.79196548,1.462067328
EL,ELU,LR,raw,9,24,1,0.0011,-3.317347415,3.317347415,0.99755,0.99755,0,0,0.65,26.26440303,13.43860869,-0.5291118234,-140.2994232,40.29169464,2.617959937
EL,ELU,LR,raw,0,24,2,0.006858333333,-0.1556492101,0.1557177526,0,0,0,0,0,9.683288332,2.38875886,-0.03338145815,-0.8300949931,6.638657093,4.648672753
EL,ELU,LR,raw,1,24,2,0.008683333333,-0.2009038243,0.2009038243,0,0,0,0,0,9.627338191,2.031005166,-0.04431794006,-0.9083616138,6.592919827,4.95899701
EL,ELU,LR,raw,2,24,2,0.006766666667,-0.2242187213,0.2243594902,0,0,0,0,0,9.741556259,2.333500718,-0.03771176629,-0.8109183908,5.509571075,3.890465195
EL,ELU,LR,raw,3,24,2,0.03848333333,-0.3273055117,0.329976547,0,0,0,0,0,9.523841181,2.138866705,-0.05672721499,-1.252208471,6.409819603,4.328776141
EL,ELU,LR,raw,4,24,2,0.01948333333,-0.3553922669,0.3554536699,0,0,0,0,0,9.251724833,2.396279133,-0.0686450994,-1.682521462,8.12567997,5.372714455
EL,ELU,LR,raw,5,24,2,0.05170833333,-0.7401054737,0.8372005319,0,0,0,0,0,26.29056786,2.82392199,-0.01315323921,-1.028378367,6.352000713,4.976752655
EL,ELU,LR,raw,6,24,2,0.054875,-1.108024449,1.175630548,0,0,0,0,0,24.04867815,2.617705768,-0.01526278791,-1.223383069,3.874947786,3.158504586
EL,ELU,LR,raw,7,24,2,0.04516666667,-0.9893293866,0.9997559813,0,0,0,0,0,23.59657834,2.78558087,-0.01651301202,-1.196413994,4.545771122,3.037064618
EL,ELU,LR,raw,8,24,2,0.04648333333,-0.4309173179,0.4317285381,0,0,0,0,0,9.805450162,2.277602731,-0.03124601251,-0.7187368274,3.015971422,2.79687981
EL,ELU,LR,raw,9,24,2,0.01524166667,-0.2397318255,0.2397588616,0,0,0,0,0,9.489541259,2.443480733,-0.05716831669,-1.470183253,7.130223751,4.607753233
EL,ELU,LR,raw,0,25,1,0.0006416666667,-3.485135214,3.485135214,0.9985666667,0.9985666667,0,0,0.45,25.93165051,5.691727748,-0.8018982437,-123.308815,34.24820328,2.507613238
EL,ELU,LR,raw,1,25,1,0.0003583333333,-3.424498965,3.424498965,0.999325,0.999325,0,0,0.7,26.50609445,8.189316862,-0.7849129193,-115.1044846,34.25095749,2.650265151
EL,ELU,LR,raw,2,25,1,0.0004,-3.514237665,3.514237665,0.9992333333,0.9992333333,0,0,0.81,26.50814712,9.929112125,-0.6123932902,-119.5135803,31.23722458,2.08574291
EL,ELU,LR,raw,3,25,1,0.001025,-3.422327759,3.422327759,0.9982666667,0.9982666667,0,0,0.73,26.12548909,9.373854052,-0.645007841,-102.52565,28.92323303,2.719432833
EL,ELU,LR,raw,4,25,1,0.002391666667,-3.319898315,3.319898315,0.9950083333,0.9950083333,0,0,0.47,25.98622694,14.04983217,-0.5325936669,-132.911377,41.7598877,3.225812356
EL,ELU,LR,raw,5,25,1,0.01039166667,-3.339829455,3.39770037,0.989125,0.989125,0,0,0.73,26.35320991,13.80337762,-0.564443807,-157.1553955,45.99356079,3.143364646
EL,ELU,LR,raw,6,25,1,0.01015,-3.495823013,3.542617485,0.9893416667,0.9893416667,0,0,0.87,26.11247655,11.66113583,-0.6673473594,-127.7193756,38.35234451,2.749938407
EL,ELU,LR,raw,7,25,1,0.010725,-3.526337562,3.579954437,0.9877416667,0.9877416667,0,0,0.77,26.04160156,14.19738105,-0.5742689595,-142.5433655,39.41928482,3.227126478
EL,ELU,LR,raw,8,25,1,0.001108333333,-3.537192242,3.537192242,0.9961416667,0.9961416667,0,0,0.23,26.39409369,12.01967813,-0.7406692503,-166.3986206,46.46492004,1.532493921
EL,ELU,LR,raw,9,25,1,0.00095,-3.313986208,3.313986208,0.9985166667,0.9985166667,0,0,0.64,26.26440303,13.43844775,-0.5290617282,-136.9862061,41.86844635,2.68278439
EL,ELU,LR,raw,0,25,2,0.009633333333,-0.1640751324,0.164137957,0,0,0,0,0,9.614627575,2.354105744,-0.03769335153,-0.9291295409,7.120049,5.07343497
EL,ELU,LR,raw,1,25,2,0.007291666667,-0.1565985251,0.1565985251,0,0,0,0,0,9.659910061,2.035531629,-0.03919130718,-0.8614959717,7.09348774,5.213694847
EL,ELU,LR,raw,2,25,2,0.006475,-0.1819671359,0.1819671359,0,0,0,0,0,9.745396899,2.352445224,-0.02664850394,-0.647341609,5.07019043,3.794518753
EL,ELU,LR,raw,3,25,2,0.02205833333,-0.251540573,0.251540573,0,0,0,0,0,9.500223063,2.200251739,-0.04695730856,-1.102198243,6.653678417,4.506596036
EL,ELU,LR,raw,4,25,2,0.01894166667,-0.3799662635,0.3799662635,0,0,0,0,0,9.256940529,2.449634376,-0.0839720778,-2.004208565,8.389559746,5.412675952
EL,ELU,LR,raw,5,25,2,0.05224166667,-0.8009665383,0.9074073491,0,0,0,0,0,26.23208795,2.862109793,-0.0104269805,-0.8305450678,6.02395153,4.849095774
EL,ELU,LR,raw,6,25,2,0.05923333333,-1.126921863,1.192526428,0,0,0,0,0,23.88240723,2.624954795,-0.02279256452,-1.504244328,3.77477622,3.454224772
EL,ELU,LR,raw,7,25,2,0.01556666667,-1.02660137,1.027543275,0,0,0,0,0,28.17353903,2.817063892,-0.01786156083,-1.29631722,4.841490746,3.366750459
EL,ELU,LR,raw,8,25,2,0.02269166667,-0.4406277217,0.4426414808,0,0,0,0,0,9.751638311,2.260006128,-0.04300142082,-1.096021056,3.382566929,2.603582806
EL,ELU,LR,raw,9,25,2,0.01175833333,-0.188234684,0.188234684,0,0,0,0,0,9.484601141,2.455740199,-0.04730803836,-1.133732438,6.837019444,4.680706266
EL,ELU,LR,raw,0,26,1,0.0007083333333,-3.474554534,3.474554534,0.9983166667,0.9983166667,0,0,0.44,25.93165051,5.69307081,-0.8019509458,-123.3184814,34.23302078,2.690542174
EL,ELU,LR,raw,1,26,1,0.0004666666667,-3.419145159,3.419145159,0.9990666667,0.9990666667,0,0,0.7,26.50609445,8.189423635,-0.7852352309,-116.0809631,34.25717545,2.817499615
EL,ELU,LR,raw,2,26,1,0.0002583333333,-3.515150912,3.515150912,0.9995416667,0.9995416667,0,0,0.81,26.50814712,9.929096547,-0.612355052,-119.6965408,31.23874283,2.189759367
EL,ELU,LR,raw,3,26,1,0.001,-3.419798253,3.419798253,0.9983166667,0.9983166667,0,0,0.72,26.12548909,9.3735927,-0.6450160346,-109.7116165,28.92613983,2.873112463
EL,ELU,LR,raw,4,26,1,0.002225,-3.32015101,3.32015101,0.995,0.995,0,0,0.46,25.98622694,14.05172287,-0.5166573148,-132.8992462,41.61841965,2.960413734
EL,ELU,LR,raw,5,26,1,0.01043333333,-3.328827007,3.384088622,0.9888833333,0.9888833333,0,0,0.72,26.35320991,13.80375913,-0.5614304258,-155.5506897,45.75537491,3.095733134
EL,ELU,LR,raw,6,26,1,0.01026666667,-3.496315797,3.544407079,0.9887,0.9887,0,0,0.89,26.11247655,12.07676091,-0.669440175,-134.4942932,39.90158844,2.707716094
EL,ELU,LR,raw,7,26,1,0.01058333333,-3.525671261,3.573980403,0.9884416667,0.9884416667,0,0,0.68,26.04160156,14.29669526,-0.574076466,-140.3294373,39.29695892,3.003859956
EL,ELU,LR,raw,8,26,1,0.000625,-3.562513243,3.562513243,0.99825,0.99825,0,0,0.23,26.39409369,12.01954404,-0.7491317639,-155.8860779,46.62433624,1.663514707
EL,ELU,LR,raw,9,26,1,0.002166666667,-3.265196396,3.265196396,0.9959833333,0.9959833333,0,0,0.64,26.26440303,13.43854887,-0.5291083727,-134.3420868,41.36780167,3.209878508
EL,ELU,LR,raw,0,26,2,0.009333333333,-0.2474541592,0.2474541592,0,0,0,0,0,9.580864398,2.357713345,-0.04503773395,-1.001094341,7.342144489,5.502862675
EL,ELU,LR,raw,1,26,2,0.01816666667,-0.1256771723,0.1256771723,0,0,0,0,0,9.637883261,2.03647842,-0.03812034356,-0.7964867353,7.492538452,5.457019077
EL,ELU,LR,raw,2,26,2,0.01468333333,-0.1679405362,0.1679989168,0,0,0,0,0,9.752361965,2.343122822,-0.02672617989,-0.6572363973,5.309431553,3.807770297
EL,ELU,LR,raw,3,26,2,0.02051666667,-0.2271663193,0.2273262181,0,0,0,0,0,9.486285266,2.200503785,-0.05582821207,-1.1084975,7.192921638,4.788603963
EL,ELU,LR,raw,4,26,2,0.02055833333,-0.4254959851,0.4254959851,0,0,0,0,0,9.258958525,2.466692764,-0.0813795747,-1.857482791,8.199939728,5.785253263
EL,ELU,LR,raw,5,26,2,0.08570833333,-0.7489295032,0.819102638,0,0,0,0,0,26.03289403,2.880599713,-0.008827790255,-0.761992991,6.209203243,4.630887653
EL,ELU,LR,raw,6,26,2,0.05973333333,-1.036720757,1.109541981,0,0,0,0,0,23.30106322,2.601482658,-0.01374851485,-0.8112568855,3.948531151,3.565097988
EL,ELU,LR,raw,7,26,2,0.01740833333,-0.9620878659,0.9625085295,0,0,0,0,0,25.58506403,2.861324978,-0.01276331557,-0.8771296144,4.667241573,3.293442236
EL,ELU,LR,raw,8,26,2,0.016425,-0.2819786097,0.2829775361,0,0,0,0,0,9.771753984,2.214451885,-0.02477519048,-0.6108462811,3.562215328,2.84690412
EL,ELU,LR,raw,9,26,2,0.02829166667,-0.3409694208,0.3409694208,0,0,0,0,0,9.289738727,2.472554541,-0.07256897047,-1.674448133,7.788882732,5.305188385
EL,ELU,LR,raw,0,27,1,0.0004,-3.503102961,3.503102961,0.9991166667,0.9991166667,0,0,0.45,25.93165051,5.69399805,-0.8017497864,-125.039772,34.2375946,2.413939539
EL,ELU,LR,raw,1,27,1,0.0006166666667,-3.440232809,3.440232809,0.99895,0.99895,0,0,0.7,26.50609445,8.189383006,-0.7853731641,-117.82901,34.25616074,2.567586851
EL,ELU,LR,raw,2,27,1,0.0003833333333,-3.492478674,3.492478674,0.9993,0.9993,0,0,0.81,26.50814712,9.929042635,-0.6123627245,-119.6965408,31.23917961,2.39833441
EL,ELU,LR,raw,3,27,1,0.0009583333333,-3.424778898,3.424778898,0.9982916667,0.9982916667,0,0,0.73,26.12548909,9.373691436,-0.6450120477,-109.7512817,28.92698288,2.882425667
EL,ELU,LR,raw,4,27,1,0.001066666667,-3.385195403,3.385195403,0.9981333333,0.9981333333,0,0,0.45,25.98622694,14.05171532,-0.5319820766,-143.4688568,42.58304596,2.635510767
