analysis,role,outcome,utility,geometry,rd,ci_lo,ci_hi,equiv_margin,verdict,rule_order,n_boot,bootstrap_seed,n_boot_nonfinite,n_cell,weight,n_low,n_high,events_low,events_high,risk_low,risk_high
PRIMARY,primary,end_strict_dead,utility_nmse,t0_x_exact_p_count_x_margin5,-0.23527554781786336,-0.28122021273155479,-0.23246969586791047,0.050000000000000003,PROTECTIVE,EQUIV>PROTECTIVE>HARMFUL>INCONCLUSIVE,10000,20260831,0,2839,4431,5023,4431,2018,739,0.40175194107107304,0.16677950801173549
