seed,unit,switch,t0,t1,epoch,p_hat,p_count,end_strict_dead,end_dead_0_05,eval_nmse,y_var,pre_max,x,r,w_norm,b,v,utility_raw,utility_nmse,margin5_bin,cell_id,utility_nmse_group,primary_cell_valid
0,4,200000,200001,210000,200-390k,0.0625,2,1,1,1.8370652491183894,2.9365234375,0.17891297023743391,-0.27526337065040929,1.6348137254004014,1.6578256361811285,0.0016821147873997688,0.70455652475357056,-0.015421612053860004,-0.0052516563828242917,1,1,mid,True
0,20,200000,200001,210000,200-390k,0.5,16,0,0,1.8370652491183894,2.9365234375,4.2785718664526939,0.0091183404889009223,4.1639206152970187,4.1639305991609383,0.079594716429710388,-1.3254839181900024,0.98892025989749177,0.33676566216662174,4,74,mid,True
0,28,200000,200001,210000,200-390k,0.0625,2,0,1,1.8370652491183894,2.9365234375,1.3844557702541351,-0.68645719810008221,3.9780943555912103,4.0368871902506838,-0.50882804393768311,1.7601237297058105,0.23677756135620834,0.080631933099021391,4,4,high,True
0,29,200000,200001,210000,200-390k,0.0625,2,1,1,1.8370652491183894,2.9365234375,0.37782576680183411,-0.44426816810786862,2.4447723613622259,2.4848110801577161,-0.32031258940696716,1.1943879127502441,0.0082500388492531412,0.0028094578588743653,3,3,mid,True
0,39,200000,200001,210000,200-390k,0.09375,3,0,0,1.8370652491183894,2.9365234375,1.0773495025932789,-0.40189184312821385,2.7217982247129586,2.7513092573579594,-0.1768592894077301,1.516684889793396,0.26788248042984303,0.091224363139394499,4,9,mid,True
0,43,200000,200001,210000,200-390k,0.21875,7,0,1,1.8370652491183894,2.9365234375,2.3433081666007638,-0.19028434091112009,3.5839577601251746,3.5890056222799984,-0.52055239677429199,-1.6876884698867798,0.0087999353222052712,0.00299671891251686,4,29,mid,True
0,52,200000,200001,210000,200-390k,0.0625,2,1,1,1.8370652491183894,2.9365234375,1.171881128102541,-1.4303799007477256,5.5200126788834316,5.702326423092325,-0.10650175809860229,1.0290120840072632,0.0077560114451520751,0.0026412223877072582,4,4,mid,True
0,55,200000,200001,210000,200-390k,0.28125,9,0,0,1.8370652491183894,2.9365234375,3.4846144616603851,-0.29073516526796084,5.0984125380862677,5.1066953448231711,-0.70392191410064697,1.0139433145523071,0.58883134472801546,0.20051988593331821,4,39,high,True
0,56,200000,200001,210000,200-390k,0.0625,2,0,0,1.8370652491183894,2.9365234375,1.6940580010414124,-1.0229785919840082,6.0589892508257464,6.1447405104918404,-1.1051822900772095,-0.66451865434646606,0.088615212107973171,0.030176912936004167,4,4,high,True
0,61,200000,200001,210000,200-390k,0.21875,7,0,0,1.8370652491183894,2.9365234375,2.0518884509801865,-0.37120879064570533,3.3640682607812105,3.3844868487627728,-0.098934873938560486,1.7032098770141602,0.84236264086099577,0.28685711481265702,4,29,high,True
0,64,200000,200001,210000,200-390k,0.15625,5,1,1,1.8370652491183894,2.9365234375,1.492329977452755,-0.23493394386194036,3.1930567969146519,3.2016879401811447,-0.52339738607406616,-1.2977501153945923,0.08643888698665704,0.029435789914977323,4,19,mid,True
