cell_id,t0,p_count,margin_bin,margin_bins,utility,n_total,n_low,n_mid,n_high,valid_low_high,margin_cut_1,margin_cut_2,margin_cut_3,margin_cut_4,utility_cut_1,utility_cut_2,end_strict_dead_events_low,end_strict_dead_risk_low,end_strict_dead_events_mid,end_strict_dead_risk_mid,end_strict_dead_events_high,end_strict_dead_risk_high,end_dead_0_05_events_low,end_dead_0_05_risk_low,end_dead_0_05_events_mid,end_dead_0_05_risk_mid,end_dead_0_05_events_high,end_dead_0_05_risk_high
10,200001,4,0,5,utility_nmse,10,4,3,3,True,0.23639939129352572,0.39524598624557256,0.71416953839361663,0.90689807832241076,-0.0003026271173363748,9.7824800077064212e-06,1,0.25,0,0,0,0,1,0.25,0,0,0,0
11,200001,4,1,5,utility_nmse,9,3,3,3,True,0.23639939129352572,0.39524598624557256,0.71416953839361663,0.90689807832241076,-0.0085480960587366733,0.009604177616778134,2,0.66666666666666663,1,0.33333333333333331,1,0.33333333333333331,2,0.66666666666666663,1,0.33333333333333331,1,0.33333333333333331
12,200001,4,2,5,utility_nmse,9,3,3,3,True,0.23639939129352572,0.39524598624557256,0.71416953839361663,0.90689807832241076,-0.010623182138927306,0.01477952039655072,1,0.33333333333333331,0,0,1,0.33333333333333331,1,0.33333333333333331,1,0.33333333333333331,1,0.33333333333333331
13,200001,4,3,5,utility_nmse,9,3,3,3,True,0.23639939129352572,0.39524598624557256,0.71416953839361663,0.90689807832241076,-0.00028793802765649272,0.04473283604528553,0,0,0,0,0,0,1,0.33333333333333331,0,0,0,0
14,200001,4,4,5,utility_nmse,10,4,3,3,True,0.23639939129352572,0.39524598624557256,0.71416953839361663,0.90689807832241076,-0.01062078721464252,0.038461830518267424,2,0.5,1,0.33333333333333331,0,0,3,0.75,1,0.33333333333333331,0,0
15,200001,5,0,5,utility_nmse,7,3,2,2,True,0.39316810965538024,0.77005149573087694,1.0728315595537423,1.301436111330986,-0.00038909497426138423,0.00015575824037501081,0,0,0,0,0,0,1,0.33333333333333331,0,0,0,0
16,200001,5,1,5,utility_nmse,6,2,2,2,True,0.39316810965538024,0.77005149573087694,1.0728315595537423,1.301436111330986,0.015954250463325794,0.025700858427350811,0,0,0,0,0,0,1,0.5,0,0,0,0
17,200001,5,2,5,utility_nmse,7,3,2,2,True,0.39316810965538024,0.77005149573087694,1.0728315595537423,1.301436111330986,-0.0044158434037253978,0.02416817868442861,1,0.33333333333333331,0,0,0,0,2,0.66666666666666663,1,0.5,0,0
18,200001,5,3,5,utility_nmse,6,2,2,2,True,0.39316810965538024,0.77005149573087694,1.0728315595537423,1.301436111330986,-0.034702373787395491,0.048115743524913449,0,0,1,0.5,0,0,1,0.5,1,0.5,0,0
19,200001,5,4,5,utility_nmse,7,3,2,2,True,0.39316810965538024,0.77005149573087694,1.0728315595537423,1.301436111330986,0.020502280540500954,0.03331338480166221,0,0,1,0.5,0,0,2,0.66666666666666663,1,0.5,1,0.5
20,200001,6,0,5,utility_nmse,10,4,3,3,True,0.74152184389531617,0.89539579823613169,1.1292839180678129,1.4878042608499529,-0.0020025746748768788,0.0022650355816314738,3,0.75,0,0,0,0,3,0.75,0,0,1,0.33333333333333331
21,200001,6,1,5,utility_nmse,10,4,3,3,True,0.74152184389531617,0.89539579823613169,1.1292839180678129,1.4878042608499529,0.010377991028255719,0.040644346954844153,2,0.5,0,0,1,0.33333333333333331,2,0.5,0,0,1,0.33333333333333331
22,200001,6,2,5,utility_nmse,9,3,3,3,True,0.74152184389531617,0.89539579823613169,1.1292839180678129,1.4878042608499529,-0.050720068198693825,0.087192114776030907,1,0.33333333333333331,1,0.33333333333333331,0,0,1,0.33333333333333331,1,0.33333333333333331,1,0.33333333333333331
23,200001,6,3,5,utility_nmse,10,4,3,3,True,0.74152184389531617,0.89539579823613169,1.1292839180678129,1.4878042608499529,0.011996783011292624,0.18531107224769844,0,0,1,0.33333333333333331,1,0.33333333333333331,1,0.25,2,0.66666666666666663,2,0.66666666666666663
24,200001,6,4,5,utility_nmse,10,4,3,3,True,0.74152184389531617,0.89539579823613169,1.1292839180678129,1.4878042608499529,-0.32720848193669122,-0.036940048012847386,1,0.25,0,0,0,0,3,0.75,0,0,0,0
25,200001,7,0,5,utility_nmse,6,2,2,2,True,0.53012211620807648,0.81506606936454773,0.99500781297683716,1.4274116307497025,0.0075971643136686353,0.021452550122147251,0,0,0,0,0,0,0,0,0,0,0,0
26,200001,7,1,5,utility_nmse,5,2,1,2,True,0.53012211620807648,0.81506606936454773,0.99500781297683716,1.4274116307497025,0.024746800022547803,0.036380869526630701,1,0.5,0,0,0,0,1,0.5,0,0,0,0
27,200001,7,2,5,utility_nmse,5,2,1,2,True,0.53012211620807648,0.81506606936454773,0.99500781297683716,1.4274116307497025,0.0092936276149370445,0.090438187436313169,0,0,0,0,0,0,0,0,0,0,0,0
28,200001,7,3,5,utility_nmse,5,2,1,2,True,0.53012211620807648,0.81506606936454773,0.99500781297683716,1.4274116307497025,0.014452696567346948,0.12447354878167846,1,0.5,1,1,0,0,2,1,1,1,0,0
29,200001,7,4,5,utility_nmse,5,2,1,2,True,0.53012211620807648,0.81506606936454773,0.99500781297683716,1.4274116307497025,-0.022650057362905637,0.19223698284594359,0,0,0,0,0,0,1,0.5,1,1,0,0
30,200001,8,0,5,utility_nmse,5,2,1,2,True,0.89071895182132721,1.1390583179891109,1.2853105999529362,1.721756536513567,0.0016893354416865629,0.0097409743063486248,0,0,0,0,0,0,0,0,0,0,0,0
31,200001,8,1,5,utility_nmse,4,2,1,1,True,0.89071895182132721,1.1390583179891109,1.2853105999529362,1.721756536513567,0.042833690190840566,0.044331752397897939,0,0,0,0,0,0,0,0,0,0,0,0
32,200001,8,2,5,utility_nmse,4,2,1,1,True,0.89071895182132721,1.1390583179891109,1.2853105999529362,1.721756536513567,-0.180882563198795,-0.043469534551643228,0,0,0,0,0,0,1,0.5,0,0,0,0
33,200001,8,3,5,utility_nmse,4,2,1,1,True,0.89071895182132721,1.1390583179891109,1.2853105999529362,1.721756536513567,-0.32391828959305996,0.01627222388818585,1,0.5,0,0,0,0,1,0.5,0,0,0,0
34,200001,8,4,5,utility_nmse,4,2,1,1,True,0.89071895182132721,1.1390583179891109,1.2853105999529362,1.721756536513567,0.2013287567823854,0.74742870220374613,0,0,0,0,0,0,0,0,0,0,0,0
35,200001,9,0,5,utility_nmse,4,2,1,1,True,0.61036068573594093,0.89019738435745244,1.1495392840355634,1.6490569487214088,-0.0094039510738918499,-0.0032811463699448321,1,0.5,0,0,0,0,1,0.5,0,0,0,0
36,200001,9,1,5,utility_nmse,4,2,1,1,True,0.61036068573594093,0.89019738435745244,1.1495392840355634,1.6490569487214088,0.045031974586535982,0.088782413604280561,0,0,0,0,0,0,0,0,0,0,0,0
37,200001,9,2,5,utility_nmse,3,1,1,1,True,0.61036068573594093,0.89019738435745244,1.1495392840355634,1.6490569487214088,0.053917506404573656,0.29999094459340436,0,0,1,1,0,0,0,0,1,1,0,0
38,200001,9,3,5,utility_nmse,4,2,1,1,True,0.61036068573594093,0.89019738435745244,1.1495392840355634,1.6490569487214088,0.034788872491817023,0.041271310846327215,0,0,0,0,0,0,2,1,1,1,0,0
39,200001,9,4,5,utility_nmse,4,2,1,1,True,0.61036068573594093,0.89019738435745244,1.1495392840355634,1.6490569487214088,-0.70690876324105112,-0.23629748604208187,1,0.5,0,0,0,0,2,1,0,0,0,0
40,200001,10,0,5,utility_nmse,5,2,1,2,True,0.95334129333496098,1.0895385134965181,1.2574800796806813,1.7176718600094318,-0.032923743908143392,-0.028494611040341681,2,1,0,0,0,0,2,1,0,0,0,0
41,200001,10,1,5,utility_nmse,5,2,1,2,True,0.95334129333496098,1.0895385134965181,1.2574800796806813,1.7176718600094318,0.0014692713487742606,0.0796962177001828,0,0,0,0,0,0,1,0.5,0,0,0,0
42,200001,10,2,5,utility_nmse,5,2,1,2,True,0.95334129333496098,1.0895385134965181,1.2574800796806813,1.7176718600094318,-0.13604959955875065,-0.021102109322375495,0,0,0,0,0,0,0,0,0,0,0,0
43,200001,10,3,5,utility_nmse,5,2,1,2,True,0.95334129333496098,1.0895385134965181,1.2574800796806813,1.7176718600094318,0.039215824914509027,0.11363964458901957,0,0,0,0,0,0,0,0,0,0,0,0
44,200001,10,4,5,utility_nmse,5,2,1,2,True,0.95334129333496098,1.0895385134965181,1.2574800796806813,1.7176718600094318,0.22253333403034381,0.71128606491526636,0,0,0,0,0,0,0,0,0,0,0,0
45,200001,11,0,5,utility_nmse,2,1,0,1,True,1.0362622648477555,1.2402649775147441,1.5900005802512169,1.7017379507422448,-0.16581797182050295,-0.095491567292194046,0,0,0,,0,0,0,0,0,,0,0
46,200001,11,1,5,utility_nmse,1,1,0,0,False,1.0362622648477555,1.2402649775147441,1.5900005802512169,1.7017379507422448,0.094159732393311255,0.094159732393311255,1,1,0,,0,,1,1,0,,0,
47,200001,11,2,5,utility_nmse,1,1,0,0,False,1.0362622648477555,1.2402649775147441,1.5900005802512169,1.7017379507422448,0.43172183991265795,0.43172183991265795,0,0,0,,0,,0,0,0,,0,
48,200001,11,3,5,utility_nmse,1,1,0,0,False,1.0362622648477555,1.2402649775147441,1.5900005802512169,1.7017379507422448,-0.066979474573670733,-0.066979474573670733,0,0,0,,0,,0,0,0,,0,
49,200001,11,4,5,utility_nmse,2,1,0,1,True,1.0362622648477555,1.2402649775147441,1.5900005802512169,1.7017379507422448,0.043066114800845177,0.079024161553524985,0,0,0,,0,0,0,0,0,,0,0
50,200001,12,0,5,utility_nmse,3,1,1,1,True,1.2327577423304319,1.3135170292109251,1.7340671338140965,1.9339993700385094,-0.034778805451167238,-0.00031291985496998461,0,0,0,0,0,0,0,0,0,0,0,0
51,200001,12,1,5,utility_nmse,3,1,1,1,True,1.2327577423304319,1.3135170292109251,1.7340671338140965,1.9339993700385094,-0.01887511050914463,0.026218153157715866,0,0,0,0,0,0,1,1,0,0,0,0
52,200001,12,2,5,utility_nmse,2,1,0,1,True,1.2327577423304319,1.3135170292109251,1.7340671338140965,1.9339993700385094,-0.029500371096908326,0.0064495848245257198,0,0,0,,0,0,0,0,0,,0,0
53,200001,12,3,5,utility_nmse,3,1,1,1,True,1.2327577423304319,1.3135170292109251,1.7340671338140965,1.9339993700385094,-0.56408305500674505,-0.17738814342092957,1,1,1,1,0,0,1,1,1,1,0,0
54,200001,12,4,5,utility_nmse,3,1,1,1,True,1.2327577423304319,1.3135170292109251,1.7340671338140965,1.9339993700385094,-0.1355754248294449,0.17158624789915911,0,0,0,0,0,0,0,0,0,0,0,0
55,200001,13,0,5,utility_nmse,3,1,1,1,True,0.87640530914068226,1.456702122464776,1.5961618170142173,2.2656586524099116,-0.03491446178440813,-0.0033566895884280905,0,0,0,0,1,1,0,0,0,0,1,1
56,200001,13,1,5,utility_nmse,2,1,0,1,True,0.87640530914068226,1.456702122464776,1.5961618170142173,2.2656586524099116,0.0037659421469558546,0.010203549010114381,0,0,0,,0,0,0,0,0,,0,0
57,200001,13,2,5,utility_nmse,3,1,1,1,True,0.87640530914068226,1.456702122464776,1.5961618170142173,2.2656586524099116,-0.16118365233856241,-0.058789851884815274,1,1,0,0,0,0,1,1,0,0,0,0
58,200001,13,3,5,utility_nmse,2,1,0,1,True,0.87640530914068226,1.456702122464776,1.5961618170142173,2.2656586524099116,0.41839897941663862,0.49764954808179718,0,0,0,,0,0,0,0,0,,0,0
59,200001,13,4,5,utility_nmse,3,1,1,1,True,0.87640530914068226,1.456702122464776,1.5961618170142173,2.2656586524099116,-0.3681172715464951,0.027090375224444324,0,0,0,0,0,0,1,1,0,0,0,0
60,200001,14,0,5,utility_nmse,2,1,0,1,True,1.0227667391300201,1.3424616845324635,1.7961303459480404,2.1104829940944909,0.034140513204987052,0.080980174057148718,0,0,0,,0,0,0,0,0,,0,0
61,200001,14,1,5,utility_nmse,2,1,0,1,True,1.0227667391300201,1.3424616845324635,1.7961303459480404,2.1104829940944909,-0.034164002003148175,0.069875214462160648,0,0,0,,0,0,0,0,0,,0,0
62,200001,14,2,5,utility_nmse,1,1,0,0,False,1.0227667391300201,1.3424616845324635,1.7961303459480404,2.1104829940944909,-0.046302375172331378,-0.046302375172331378,0,0,0,,0,,0,0,0,,0,
63,200001,14,3,5,utility_nmse,2,1,0,1,True,1.0227667391300201,1.3424616845324635,1.7961303459480404,2.1104829940944909,-0.047519811185050505,-0.033280044700675429,0,0,0,,0,0,0,0,0,,0,0
64,200001,14,4,5,utility_nmse,2,1,0,1,True,1.0227667391300201,1.3424616845324635,1.7961303459480404,2.1104829940944909,0.038690066931111267,0.37481354896606178,0,0,0,,0,0,0,0,0,,0,0
65,200001,15,0,5,utility_nmse,3,1,1,1,True,1.0437914440408349,1.5285233147442341,1.6223969161510468,2.408922903239727,-0.012897830689387497,0.00018688789602715888,0,0,0,0,0,0,0,0,0,0,0,0
66,200001,15,1,5,utility_nmse,2,1,0,1,True,1.0437914440408349,1.5285233147442341,1.6223969161510468,2.408922903239727,0.079065763157368185,0.41840967395967049,0,0,0,,0,0,0,0,0,,0,0
67,200001,15,2,5,utility_nmse,2,1,0,1,True,1.0437914440408349,1.5285233147442341,1.6223969161510468,2.408922903239727,-0.2128369040397648,-0.094980272588181675,0,0,0,,0,0,1,1,0,,0,0
68,200001,15,3,5,utility_nmse,2,1,0,1,True,1.0437914440408349,1.5285233147442341,1.6223969161510468,2.408922903239727,0.090162160505925404,0.25822722295927569,0,0,0,,0,0,0,0,0,,0,0
69,200001,15,4,5,utility_nmse,2,1,0,1,True,1.0437914440408349,1.5285233147442341,1.6223969161510468,2.408922903239727,0.3364814247484415,0.42594619828752533,0,0,0,,0,0,0,0,0,,0,0
70,200001,16,0,5,utility_nmse,4,2,1,1,True,1.1460554836317898,1.7150404289364816,1.9904747635126114,3.0822835728526119,-0.08771752747008181,0.0033260830804827065,0,0,0,0,0,0,1,0.5,0,0,0,0
71,200001,16,1,5,utility_nmse,4,2,1,1,True,1.1460554836317898,1.7150404289364816,1.9904747635126114,3.0822835728526119,0.17307134293110876,0.19665583505310164,0,0,0,0,0,0,0,0,0,0,0,0
72,200001,16,2,5,utility_nmse,4,2,1,1,True,1.1460554836317898,1.7150404289364816,1.9904747635126114,3.0822835728526119,0.078258782715489417,0.11570346523321387,0,0,0,0,0,0,0,0,0,0,0,0
73,200001,16,3,5,utility_nmse,4,2,1,1,True,1.1460554836317898,1.7150404289364816,1.9904747635126114,3.0822835728526119,0.00027246125446393212,0.86986351065433531,0,0,0,0,0,0,0,0,0,0,0,0
74,200001,16,4,5,utility_nmse,4,2,1,1,True,1.1460554836317898,1.7150404289364816,1.9904747635126114,3.0822835728526119,0.18782928843110594,0.33676566216662174,0,0,0,0,0,0,0,0,0,0,0,0
75,200001,17,0,5,utility_nmse,1,1,0,0,False,0.68046539388597016,1.4221768073737622,1.9069926202297212,2.2585519641637806,-0.009583272380060617,-0.009583272380060617,0,0,0,,0,,0,0,0,,0,
76,200001,17,1,5,utility_nmse,1,1,0,0,False,0.68046539388597016,1.4221768073737622,1.9069926202297212,2.2585519641637806,0.0050181793407848502,0.0050181793407848502,0,0,0,,0,,0,0,0,,0,
77,200001,17,2,5,utility_nmse,1,1,0,0,False,0.68046539388597016,1.4221768073737622,1.9069926202297212,2.2585519641637806,-0.024890864685169645,-0.024890864685169645,0,0,0,,0,,0,0,0,,0,
78,200001,17,3,5,utility_nmse,1,1,0,0,False,0.68046539388597016,1.4221768073737622,1.9069926202297212,2.2585519641637806,0.072316334057406922,0.072316334057406922,0,0,0,,0,,0,0,0,,0,
79,200001,17,4,5,utility_nmse,1,1,0,0,False,0.68046539388597016,1.4221768073737622,1.9069926202297212,2.2585519641637806,-0.70698194832323424,-0.70698194832323424,0,0,0,,0,,0,0,0,,0,
80,200001,18,0,5,utility_nmse,2,1,0,1,True,1.2928050652146339,1.7412993058562281,2.2772387355566024,2.7839369058609011,0.01639242372727006,0.035491306082543722,0,0,0,,0,0,0,0,0,,0,0
81,200001,18,1,5,utility_nmse,1,1,0,0,False,1.2928050652146339,1.7412993058562281,2.2772387355566024,2.7839369058609011,-0.00046865799539911647,-0.00046865799539911647,0,0,0,,0,,0,0,0,,0,
82,200001,18,2,5,utility_nmse,1,1,0,0,False,1.2928050652146339,1.7412993058562281,2.2772387355566024,2.7839369058609011,0.88291916018564742,0.88291916018564742,0,0,0,,0,,0,0,0,,0,
83,200001,18,3,5,utility_nmse,1,1,0,0,False,1.2928050652146339,1.7412993058562281,2.2772387355566024,2.7839369058609011,-0.1848045911710938,-0.1848045911710938,0,0,0,,0,,0,0,0,,0,
84,200001,18,4,5,utility_nmse,2,1,0,1,True,1.2928050652146339,1.7412993058562281,2.2772387355566024,2.7839369058609011,-0.0072918012135256838,0.1280830774411692,0,0,0,,0,0,0,0,0,,0,0
85,200001,19,0,5,utility_nmse,3,1,1,1,True,1.3317040321417153,2.1840675115585326,2.6630077958106995,3.4286201745271687,-0.11063141640557646,-0.05877117412445694,0,0,0,0,0,0,0,0,0,0,0,0
86,200001,19,1,5,utility_nmse,2,1,0,1,True,1.3317040321417153,2.1840675115585326,2.6630077958106995,3.4286201745271687,0.052240427587915403,0.1034037480923353,0,0,0,,0,0,0,0,0,,0,0
87,200001,19,2,5,utility_nmse,2,1,0,1,True,1.3317040321417153,2.1840675115585326,2.6630077958106995,3.4286201745271687,-0.50632992950419553,-0.46985232918668568,0,0,0,,0,0,0,0,0,,0,0
88,200001,19,3,5,utility_nmse,2,1,0,1,True,1.3317040321417153,2.1840675115585326,2.6630077958106995,3.4286201745271687,-1.2660067439329896,-0.85291595687079735,0,0,0,,0,0,0,0,0,,0,0
89,200001,19,4,5,utility_nmse,3,1,1,1,True,1.3317040321417153,2.1840675115585326,2.6630077958106995,3.4286201745271687,0.36308021004129576,0.73759859488996105,0,0,0,0,0,0,0,0,0,0,0,0
90,200001,20,0,5,utility_nmse,1,1,0,0,False,1.1997483283281327,1.410013921558857,1.6641387811861932,1.9920118330046537,0.0019401764771590242,0.0019401764771590242,0,0,0,,0,,0,0,0,,0,
91,200001,20,1,5,utility_nmse,1,1,0,0,False,1.1997483283281327,1.410013921558857,1.6641387811861932,1.9920118330046537,0.14733699876150427,0.14733699876150427,0,0,0,,0,,0,0,0,,0,
92,200001,20,2,5,utility_nmse,1,1,0,0,False,1.1997483283281327,1.410013921558857,1.6641387811861932,1.9920118330046537,0.9431674604830077,0.9431674604830077,0,0,0,,0,,0,0,0,,0,
93,200001,20,3,5,utility_nmse,1,1,0,0,False,1.1997483283281327,1.410013921558857,1.6641387811861932,1.9920118330046537,-0.0094911196386556901,-0.0094911196386556901,0,0,0,,0,,0,0,0,,0,
94,200001,20,4,5,utility_nmse,1,1,0,0,False,1.1997483283281327,1.410013921558857,1.6641387811861932,1.9920118330046537,-0.31822418756297188,-0.31822418756297188,0,0,0,,0,,0,0,0,,0,
95,200001,21,0,5,utility_nmse,2,1,0,1,True,2.0495116386562584,2.2750439077615736,2.4182403601706026,2.5293238781392575,0.024962680857451274,0.028418544950518883,0,0,0,,0,0,0,0,0,,0,0
96,200001,21,1,5,utility_nmse,2,1,0,1,True,2.0495116386562584,2.2750439077615736,2.4182403601706026,2.5293238781392575,-0.32276551492681821,0.03136293375682303,0,0,0,,0,0,0,0,0,,0,0
97,200001,21,2,5,utility_nmse,1,1,0,0,False,2.0495116386562584,2.2750439077615736,2.4182403601706026,2.5293238781392575,0.57709629380139982,0.57709629380139982,0,0,0,,0,,0,0,0,,0,
98,200001,21,3,5,utility_nmse,2,1,0,1,True,2.0495116386562584,2.2750439077615736,2.4182403601706026,2.5293238781392575,0.55857607087121086,0.68721831736567707,0,0,0,,0,0,0,0,0,,0,0
99,200001,21,4,5,utility_nmse,2,1,0,1,True,2.0495116386562584,2.2750439077615736,2.4182403601706026,2.5293238781392575,0.28829773388878582,0.55844398148626229,0,0,0,,0,0,0,0,0,,0,0
100,200001,22,0,5,utility_nmse,3,1,1,1,True,1.1952595338225365,2.3923591103404762,2.851901000738144,3.2182411957532171,-0.0069330492523570798,0.10628049519086237,0,0,0,0,0,0,0,0,0,0,0,0
101,200001,22,1,5,utility_nmse,2,1,0,1,True,1.1952595338225365,2.3923591103404762,2.851901000738144,3.2182411957532171,-0.46883435703993431,-0.43062354407415965,1,1,0,,0,0,1,1,0,,0,0
102,200001,22,2,5,utility_nmse,2,1,0,1,True,1.1952595338225365,2.3923591103404762,2.851901000738144,3.2182411957532171,-0.086191258294802175,0.02858448956002739,0,0,0,,0,0,0,0,0,,0,0
103,200001,22,3,5,utility_nmse,2,1,0,1,True,1.1952595338225365,2.3923591103404762,2.851901000738144,3.2182411957532171,0.56577617963414695,0.87244595141838666,0,0,0,,0,0,0,0,0,,0,0
104,200001,22,4,5,utility_nmse,3,1,1,1,True,1.1952595338225365,2.3923591103404762,2.851901000738144,3.2182411957532171,-0.32812833058875518,0.13170796261853512,0,0,0,0,0,0,0,0,0,0,0,0
105,200001,23,0,5,utility_nmse,1,1,0,0,False,2.0873498883098365,2.4006397560238839,2.9949740409851073,3.3275631949305535,0.15226496601451991,0.15226496601451991,0,0,0,,0,,0,0,0,,0,
106,200001,23,1,5,utility_nmse,1,1,0,0,False,2.0873498883098365,2.4006397560238839,2.9949740409851073,3.3275631949305535,0.24448366498420326,0.24448366498420326,0,0,0,,0,,0,0,0,,0,
107,200001,23,3,5,utility_nmse,1,1,0,0,False,2.0873498883098365,2.4006397560238839,2.9949740409851073,3.3275631949305535,3.2398236278115196,3.2398236278115196,0,0,0,,0,,0,0,0,,0,
108,200001,23,4,5,utility_nmse,1,1,0,0,False,2.0873498883098365,2.4006397560238839,2.9949740409851073,3.3275631949305535,-0.0091738476660884645,-0.0091738476660884645,0,0,0,,0,,0,0,0,,0,
109,200001,24,0,5,utility_nmse,1,1,0,0,False,0.5963810950517654,0.65994909135624769,0.72351708766072986,0.78708508396521215,-0.0046369595905258292,-0.0046369595905258292,0,0,0,,0,,0,0,0,,0,
110,200001,24,4,5,utility_nmse,1,1,0,0,False,0.5963810950517654,0.65994909135624769,0.72351708766072986,0.78708508396521215,0.080250348734132393,0.080250348734132393,0,0,0,,0,,0,0,0,,0,
111,200001,25,0,5,utility_nmse,2,1,0,1,True,1.1639459086582065,2.0207863599061966,2.7374677062034607,2.9394548032432795,-0.043714743396550133,-0.012827641248440925,0,0,0,,0,0,0,0,0,,0,0
112,200001,25,1,5,utility_nmse,1,1,0,0,False,1.1639459086582065,2.0207863599061966,2.7374677062034607,2.9394548032432795,-0.37392536446338392,-0.37392536446338392,0,0,0,,0,,0,0,0,,0,
113,200001,25,2,5,utility_nmse,1,1,0,0,False,1.1639459086582065,2.0207863599061966,2.7374677062034607,2.9394548032432795,-0.49045667837270002,-0.49045667837270002,0,0,0,,0,,0,0,0,,0,
114,200001,25,3,5,utility_nmse,1,1,0,0,False,1.1639459086582065,2.0207863599061966,2.7374677062034607,2.9394548032432795,-0.28163312067395263,-0.28163312067395263,0,0,0,,0,,0,0,0,,0,
115,200001,25,4,5,utility_nmse,1,1,0,0,False,1.1639459086582065,2.0207863599061966,2.7374677062034607,2.9394548032432795,3.342866605817655,3.342866605817655,0,0,0,,0,,0,0,0,,0,
116,200001,26,0,5,utility_nmse,2,1,0,1,True,1.7261613272130489,1.9276209078729152,2.2141907528042792,3.4624476492404939,-0.17057110690106558,0.020704372833178636,0,0,0,,0,0,0,0,0,,0,0
117,200001,26,1,5,utility_nmse,2,1,0,1,True,1.7261613272130489,1.9276209078729152,2.2141907528042792,3.4624476492404939,-0.66840318930351073,-0.24637299647432415,0,0,0,,0,0,0,0,0,,0,0
118,200001,26,2,5,utility_nmse,2,1,0,1,True,1.7261613272130489,1.9276209078729152,2.2141907528042792,3.4624476492404939,0.0028724756674274043,0.20888058432881421,0,0,0,,0,0,0,0,0,,0,0
119,200001,26,3,5,utility_nmse,2,1,0,1,True,1.7261613272130489,1.9276209078729152,2.2141907528042792,3.4624476492404939,-1.0225651000972213,-0.43706395662873354,1,1,0,,0,0,1,1,0,,0,0
120,200001,26,4,5,utility_nmse,2,1,0,1,True,1.7261613272130489,1.9276209078729152,2.2141907528042792,3.4624476492404939,0.27744565389713183,0.49797791460439783,0,0,0,,0,0,0,0,0,,0,0
121,200001,27,0,5,utility_nmse,1,1,0,0,False,1.9185810517519712,1.9185810517519712,1.9185810517519712,1.9185810517519712,-0.36588146642987651,-0.36588146642987651,0,0,0,,0,,0,0,0,,0,
122,200001,28,0,5,utility_nmse,2,1,0,1,True,1.3737317480146887,2.0247005231678488,2.1350563719868658,2.8383964031934745,0.018695064953197432,0.028091874552344555,0,0,0,,0,0,0,0,0,,0,0
