cell_id,t0,p_count,margin_bin,margin_bins,utility,n_total,n_low,n_mid,n_high,valid_low_high,margin_cut_1,margin_cut_2,margin_cut_3,margin_cut_4,utility_cut_1,utility_cut_2,end_strict_dead_events_low,end_strict_dead_risk_low,end_strict_dead_events_mid,end_strict_dead_risk_mid,end_strict_dead_events_high,end_strict_dead_risk_high,end_dead_0_05_events_low,end_dead_0_05_risk_low,end_dead_0_05_events_mid,end_dead_0_05_risk_mid,end_dead_0_05_events_high,end_dead_0_05_risk_high
903,260001,23,0,5,utility_nmse,1,1,0,0,False,1.2262401327490806,1.4245917066931724,2.0048752069473266,2.9670906335115435,-0.029193990390968826,-0.029193990390968826,1,1,0,,0,,1,1,0,,0,
904,260001,23,2,5,utility_nmse,1,1,0,0,False,1.2262401327490806,1.4245917066931724,2.0048752069473266,2.9670906335115435,-0.55372663008953382,-0.55372663008953382,0,0,0,,0,,0,0,0,,0,
905,260001,23,4,5,utility_nmse,1,1,0,0,False,1.2262401327490806,1.4245917066931724,2.0048752069473266,2.9670906335115435,4.3988924563389,4.3988924563389,0,0,0,,0,,0,0,0,,0,
906,260001,24,0,5,utility_nmse,1,1,0,0,False,3.1777408245950935,3.1879319887608291,3.2186872601509093,3.2700066387653353,0.42117851107197246,0.42117851107197246,0,0,0,,0,,0,0,0,,0,
907,260001,24,2,5,utility_nmse,1,1,0,0,False,3.1777408245950935,3.1879319887608291,3.2186872601509093,3.2700066387653353,0.19499877297200235,0.19499877297200235,0,0,0,,0,,1,1,0,,0,
908,260001,24,4,5,utility_nmse,1,1,0,0,False,3.1777408245950935,3.1879319887608291,3.2186872601509093,3.2700066387653353,0.54292470241321233,0.54292470241321233,0,0,0,,0,,0,0,0,,0,
909,260001,25,0,5,utility_nmse,1,1,0,0,False,1.8635999994352459,2.0964702043682335,2.3760668519884347,2.7023899422958495,-0.0020136225574751759,-0.0020136225574751759,0,0,0,,0,,0,0,0,,0,
910,260001,25,2,5,utility_nmse,1,1,0,0,False,1.8635999994352459,2.0964702043682335,2.3760668519884347,2.7023899422958495,0.27674453037683316,0.27674453037683316,0,0,0,,0,,0,0,0,,0,
911,260001,25,4,5,utility_nmse,1,1,0,0,False,1.8635999994352459,2.0964702043682335,2.3760668519884347,2.7023899422958495,1.2290891758332694,1.2290891758332694,0,0,0,,0,,0,0,0,,0,
912,260001,26,0,5,utility_nmse,1,1,0,0,False,2.6587161723524333,3.7338142916560177,4.8197662513703108,5.2773618981242176,0.098920455245819647,0.098920455245819647,0,0,0,,0,,0,0,0,,0,
913,260001,26,1,5,utility_nmse,1,1,0,0,False,2.6587161723524333,3.7338142916560177,4.8197662513703108,5.2773618981242176,-0.62832413872060111,-0.62832413872060111,0,0,0,,0,,0,0,0,,0,
914,260001,26,3,5,utility_nmse,1,1,0,0,False,2.6587161723524333,3.7338142916560177,4.8197662513703108,5.2773618981242176,0.84081552477645016,0.84081552477645016,0,0,0,,0,,0,0,0,,0,
915,260001,26,4,5,utility_nmse,1,1,0,0,False,2.6587161723524333,3.7338142916560177,4.8197662513703108,5.2773618981242176,1.5264149009667078,1.5264149009667078,0,0,0,,0,,0,0,0,,0,
916,260001,27,0,5,utility_nmse,1,1,0,0,False,2.8043173545971514,3.1232744481414558,3.4422315416857598,3.7611886352300643,-0.11808005420051433,-0.11808005420051433,0,0,0,,0,,0,0,0,,0,
917,260001,27,4,5,utility_nmse,1,1,0,0,False,2.8043173545971514,3.1232744481414558,3.4422315416857598,3.7611886352300643,-0.86816302414140367,-0.86816302414140367,0,0,0,,0,,0,0,0,,0,
918,260001,28,0,5,utility_nmse,1,1,0,0,False,2.3806166857481004,3.1053734205663206,3.6569553345441816,3.9077109195291997,-0.37279464642378279,-0.37279464642378279,0,0,0,,0,,0,0,0,,0,
919,260001,28,1,5,utility_nmse,1,1,0,0,False,2.3806166857481004,3.1053734205663206,3.6569553345441816,3.9077109195291997,1.0906438417962112,1.0906438417962112,0,0,0,,0,,0,0,0,,0,
920,260001,28,3,5,utility_nmse,1,1,0,0,False,2.3806166857481004,3.1053734205663206,3.6569553345441816,3.9077109195291997,2.2009106279763335,2.2009106279763335,0,0,0,,0,,0,0,0,,0,
921,260001,28,4,5,utility_nmse,1,1,0,0,False,2.3806166857481004,3.1053734205663206,3.6569553345441816,3.9077109195291997,-1.1967699967163687,-1.1967699967163687,0,0,0,,0,,0,0,0,,0,
922,260001,29,0,5,utility_nmse,1,1,0,0,False,0.77626407891511917,0.77626407891511917,0.77626407891511917,0.77626407891511917,0.066343083160438215,0.066343083160438215,0,0,0,,0,,0,0,0,,0,
923,260001,31,0,5,utility_nmse,1,1,0,0,False,2.1356079820543528,2.1413926165550947,2.7555316440761088,3.9780250646173956,-1.3585185783372069,-1.3585185783372069,0,0,0,,0,,0,0,0,,0,
924,260001,31,2,5,utility_nmse,1,1,0,0,False,2.1356079820543528,2.1413926165550947,2.7555316440761088,3.9780250646173956,-0.069939426120600418,-0.069939426120600418,0,0,0,,0,,0,0,0,,0,
925,260001,31,4,5,utility_nmse,1,1,0,0,False,2.1356079820543528,2.1413926165550947,2.7555316440761088,3.9780250646173956,-0.12860230022383742,-0.12860230022383742,0,0,0,,0,,0,0,0,,0,
926,260001,32,0,5,utility_nmse,1,1,0,0,False,1.3365344296325929,1.3365344296325929,1.3365344296325929,1.3365344296325929,-0.006558906305397595,-0.006558906305397595,0,0,0,,0,,0,0,0,,0,
927,270001,2,0,5,utility_nmse,20,7,6,7,True,0.18864217400550842,0.29363559186458588,0.45381958782672882,0.75354774668812752,-0.0018246682200792289,0.0027102628834976199,6,0.8571428571428571,3,0.5,2,0.2857142857142857,7,1,4,0.66666666666666663,3,0.42857142857142855
928,270001,2,1,5,utility_nmse,19,7,6,6,True,0.18864217400550842,0.29363559186458588,0.45381958782672882,0.75354774668812752,-0.0027077226813741707,0.0021423910712559105,5,0.7142857142857143,2,0.33333333333333331,1,0.16666666666666666,6,0.8571428571428571,4,0.66666666666666663,1,0.16666666666666666
929,270001,2,2,5,utility_nmse,19,7,6,6,True,0.18864217400550842,0.29363559186458588,0.45381958782672882,0.75354774668812752,0.0031557472521834581,0.015232539239959254,3,0.42857142857142855,1,0.16666666666666666,2,0.33333333333333331,4,0.5714285714285714,1,0.16666666666666666,3,0.5
930,270001,2,3,5,utility_nmse,19,7,6,6,True,0.18864217400550842,0.29363559186458588,0.45381958782672882,0.75354774668812752,-0.015541935440320447,0.01056251037265838,4,0.5714285714285714,4,0.66666666666666663,1,0.16666666666666666,4,0.5714285714285714,5,0.83333333333333337,1,0.16666666666666666
931,270001,2,4,5,utility_nmse,19,7,6,6,True,0.18864217400550842,0.29363559186458588,0.45381958782672882,0.75354774668812752,-0.04686874514726614,-0.0078933531781148949,4,0.5714285714285714,3,0.5,2,0.33333333333333331,6,0.8571428571428571,4,0.66666666666666663,2,0.33333333333333331
932,270001,3,0,5,utility_nmse,5,2,1,2,True,0.34208678007125859,0.71698605343699462,1.0476146578788756,1.3555587797774933,-0.0033774604856754752,0.0018407676269418228,1,0.5,1,1,0,0,1,0.5,1,1,0,0
933,270001,3,1,5,utility_nmse,4,2,1,1,True,0.34208678007125859,0.71698605343699462,1.0476146578788756,1.3555587797774933,0.011166507511682553,0.023445184499235255,1,0.5,1,1,0,0,2,1,1,1,0,0
934,270001,3,2,5,utility_nmse,4,2,1,1,True,0.34208678007125859,0.71698605343699462,1.0476146578788756,1.3555587797774933,-0.0006389557003644191,0.082600326934265236,0,0,1,1,0,0,1,0.5,1,1,0,0
935,270001,3,3,5,utility_nmse,4,2,1,1,True,0.34208678007125859,0.71698605343699462,1.0476146578788756,1.3555587797774933,0.027972932097883024,0.038607872274393676,0,0,0,0,0,0,2,1,0,0,0,0
936,270001,3,4,5,utility_nmse,5,2,1,2,True,0.34208678007125859,0.71698605343699462,1.0476146578788756,1.3555587797774933,0.054604088419312129,0.12638010903968089,1,0.5,0,0,1,0.5,1,0.5,1,1,1,0.5
937,270001,4,0,5,utility_nmse,7,3,2,2,True,0.54642983628436925,0.72978614121675489,0.99429744407534593,1.3755269795656204,-0.0051964013833777304,-0.0014422365814063254,2,0.66666666666666663,0,0,0,0,2,0.66666666666666663,0,0,0,0
938,270001,4,1,5,utility_nmse,6,2,2,2,True,0.54642983628436925,0.72978614121675489,0.99429744407534593,1.3755269795656204,-0.0007122717988562394,0.038262283543009361,1,0.5,0,0,0,0,2,1,0,0,1,0.5
939,270001,4,2,5,utility_nmse,7,3,2,2,True,0.54642983628436925,0.72978614121675489,0.99429744407534593,1.3755269795656204,-0.047263981470893682,0.059123829060723859,1,0.33333333333333331,1,0.5,0,0,1,0.33333333333333331,1,0.5,0,0
940,270001,4,3,5,utility_nmse,6,2,2,2,True,0.54642983628436925,0.72978614121675489,0.99429744407534593,1.3755269795656204,0.0029815248930084885,0.04038521839969423,1,0.5,0,0,1,0.5,1,0.5,1,0.5,1,0.5
941,270001,4,4,5,utility_nmse,7,3,2,2,True,0.54642983628436925,0.72978614121675489,0.99429744407534593,1.3755269795656204,-0.087401983278571099,-0.011727101601365629,2,0.66666666666666663,1,0.5,0,0,2,0.66666666666666663,1,0.5,1,0.5
942,270001,5,0,5,utility_nmse,5,2,1,2,True,0.80362552730366588,0.99016903340816498,1.2572726809885353,1.7123195305466652,-0.012567950415376511,-0.00048607759686699128,1,0.5,0,0,1,0.5,1,0.5,0,0,1,0.5
943,270001,5,1,5,utility_nmse,4,2,1,1,True,0.80362552730366588,0.99016903340816498,1.2572726809885353,1.7123195305466652,-0.021742757306637571,0.022617996184474867,1,0.5,1,1,0,0,1,0.5,1,1,0,0
944,270001,5,2,5,utility_nmse,4,2,1,1,True,0.80362552730366588,0.99016903340816498,1.2572726809885353,1.7123195305466652,-0.078431159008876497,-0.067018008691930531,1,0.5,0,0,0,0,1,0.5,0,0,0,0
945,270001,5,3,5,utility_nmse,4,2,1,1,True,0.80362552730366588,0.99016903340816498,1.2572726809885353,1.7123195305466652,-0.12226881258079053,-0.050198518820332147,2,1,0,0,0,0,2,1,0,0,0,0
946,270001,5,4,5,utility_nmse,4,2,1,1,True,0.80362552730366588,0.99016903340816498,1.2572726809885353,1.7123195305466652,-0.27332052701252019,0.2357635034089284,1,0.5,0,0,0,0,2,1,0,0,0,0
947,270001,6,0,5,utility_nmse,7,3,2,2,True,0.58765323683619497,0.85819969028234488,1.1699815414845942,1.6766947686672211,0.0030364685449803426,0.010786813007839751,0,0,1,0.5,0,0,0,0,1,0.5,0,0
948,270001,6,1,5,utility_nmse,6,2,2,2,True,0.58765323683619497,0.85819969028234488,1.1699815414845942,1.6766947686672211,-0.03537496229603828,-0.0052058387736122515,2,1,1,0.5,0,0,2,1,2,1,0,0
949,270001,6,2,5,utility_nmse,6,2,2,2,True,0.58765323683619497,0.85819969028234488,1.1699815414845942,1.6766947686672211,-0.028862684488001621,0.053678872341853159,1,0.5,1,0.5,0,0,2,1,1,0.5,0,0
950,270001,6,3,5,utility_nmse,6,2,2,2,True,0.58765323683619497,0.85819969028234488,1.1699815414845942,1.6766947686672211,-0.05471121514692847,0.053874711960730834,1,0.5,0,0,1,0.5,1,0.5,1,0.5,1,0.5
951,270001,6,4,5,utility_nmse,7,3,2,2,True,0.58765323683619497,0.85819969028234488,1.1699815414845942,1.6766947686672211,-0.062473114917252957,0.096966276305733984,0,0,0,0,0,0,2,0.66666666666666663,1,0.5,2,1
952,270001,7,0,5,utility_nmse,3,1,1,1,True,0.84233523458242421,1.4270870916545391,2.0270503554493189,2.4423006024211644,-0.035648479337617521,-0.0082687341597882623,1,1,1,1,0,0,1,1,1,1,0,0
953,270001,7,1,5,utility_nmse,3,1,1,1,True,0.84233523458242421,1.4270870916545391,2.0270503554493189,2.4423006024211644,0.1652102853599175,0.19364915100517197,0,0,0,0,0,0,1,1,0,0,0,0
954,270001,7,2,5,utility_nmse,3,1,1,1,True,0.84233523458242421,1.4270870916545391,2.0270503554493189,2.4423006024211644,0.10936040727761187,0.18274820611426934,0,0,0,0,0,0,0,0,0,0,0,0
955,270001,7,3,5,utility_nmse,3,1,1,1,True,0.84233523458242421,1.4270870916545391,2.0270503554493189,2.4423006024211644,0.087838269335788227,0.34096597451352367,0,0,0,0,0,0,0,0,0,0,0,0
956,270001,7,4,5,utility_nmse,3,1,1,1,True,0.84233523458242421,1.4270870916545391,2.0270503554493189,2.4423006024211644,0.17745776135518493,0.20124810731237142,0,0,0,0,0,0,0,0,0,0,0,0
957,270001,8,0,5,utility_nmse,4,2,1,1,True,0.91450110822916031,1.2209247946739197,1.2403949797153473,1.8478409480303526,-0.021601825584951339,-0.00049176077253812922,2,1,0,0,0,0,2,1,0,0,0,0
958,270001,8,1,5,utility_nmse,3,1,1,1,True,0.91450110822916031,1.2209247946739197,1.2403949797153473,1.8478409480303526,0.067640561649912834,0.19255197076952962,1,1,0,0,0,0,1,1,0,0,0,0
959,270001,8,2,5,utility_nmse,3,1,1,1,True,0.91450110822916031,1.2209247946739197,1.2403949797153473,1.8478409480303526,0.045871554551581109,0.065923888850887014,0,0,0,0,0,0,0,0,0,0,0,0
960,270001,8,3,5,utility_nmse,3,1,1,1,True,0.91450110822916031,1.2209247946739197,1.2403949797153473,1.8478409480303526,0.081720755431736805,0.24952862763506076,0,0,1,1,0,0,0,0,1,1,0,0
961,270001,8,4,5,utility_nmse,3,1,1,1,True,0.91450110822916031,1.2209247946739197,1.2403949797153473,1.8478409480303526,0.04231349873987636,0.2503057840626472,0,0,0,0,0,0,1,1,0,0,0,0
962,270001,9,0,5,utility_nmse,2,1,0,1,True,1.3721752185374498,1.5345253348350525,2.0251751068048178,2.6353877026587726,0.0098028228616187513,0.035420368587119944,1,1,0,,0,0,1,1,0,,0,0
963,270001,9,1,5,utility_nmse,2,1,0,1,True,1.3721752185374498,1.5345253348350525,2.0251751068048178,2.6353877026587726,0.028341610521818369,0.096283509340111817,1,1,0,,0,0,1,1,0,,0,0
964,270001,9,2,5,utility_nmse,1,1,0,0,False,1.3721752185374498,1.5345253348350525,2.0251751068048178,2.6353877026587726,-0.035012756095811018,-0.035012756095811018,1,1,0,,0,,1,1,0,,0,
965,270001,9,3,5,utility_nmse,2,1,0,1,True,1.3721752185374498,1.5345253348350525,2.0251751068048178,2.6353877026587726,-0.22424303585129604,0.012539296168757652,1,1,0,,0,0,1,1,0,,0,0
966,270001,9,4,5,utility_nmse,2,1,0,1,True,1.3721752185374498,1.5345253348350525,2.0251751068048178,2.6353877026587726,0.9823923302850881,1.1839837401752338,0,0,0,,0,0,1,1,0,,0,0
967,270001,10,0,5,utility_nmse,4,2,1,1,True,1.0110260905697943,1.5024231508374215,1.9039157390594481,2.6196080908179282,0.0014897465256942285,0.015086587136820687,0,0,0,0,0,0,0,0,0,0,1,1
968,270001,10,1,5,utility_nmse,4,2,1,1,True,1.0110260905697943,1.5024231508374215,1.9039157390594481,2.6196080908179282,-0.023657184631279152,0.11546221156919925,0,0,0,0,0,0,1,0.5,1,1,1,1
969,270001,10,2,5,utility_nmse,3,1,1,1,True,1.0110260905697943,1.5024231508374215,1.9039157390594481,2.6196080908179282,0.081758570909475831,0.23560406806683554,1,1,0,0,0,0,1,1,0,0,0,0
970,270001,10,3,5,utility_nmse,4,2,1,1,True,1.0110260905697943,1.5024231508374215,1.9039157390594481,2.6196080908179282,0.22373575578298871,0.33998107352633994,0,0,0,0,0,0,0,0,0,0,0,0
971,270001,10,4,5,utility_nmse,4,2,1,1,True,1.0110260905697943,1.5024231508374215,1.9039157390594481,2.6196080908179282,0.038859182233292371,0.14484627056440968,1,0.5,0,0,0,0,1,0.5,1,1,0,0
972,270001,11,0,5,utility_nmse,2,1,0,1,True,1.2187360539101064,1.7277095589786768,2.1403194874525071,2.6276904806494716,-0.04885069243119769,-1.5473235617360914e-05,1,1,0,,0,0,1,1,0,,0,0
973,270001,11,1,5,utility_nmse,1,1,0,0,False,1.2187360539101064,1.7277095589786768,2.1403194874525071,2.6276904806494716,0.12635774697105553,0.12635774697105553,0,0,0,,0,,0,0,0,,0,
974,270001,11,2,5,utility_nmse,2,1,0,1,True,1.2187360539101064,1.7277095589786768,2.1403194874525071,2.6276904806494716,0.27763134976401233,0.40978861934464161,0,0,0,,0,0,0,0,0,,0,0
975,270001,11,3,5,utility_nmse,1,1,0,0,False,1.2187360539101064,1.7277095589786768,2.1403194874525071,2.6276904806494716,0.63499448903082367,0.63499448903082367,0,0,0,,0,,0,0,0,,0,
976,270001,11,4,5,utility_nmse,2,1,0,1,True,1.2187360539101064,1.7277095589786768,2.1403194874525071,2.6276904806494716,0.4358026596023119,0.55115210136264503,0,0,0,,0,0,0,0,0,,1,1
977,270001,12,0,5,utility_nmse,2,1,0,1,True,0.59873717390000825,1.0824878545477987,1.286252080462873,1.579505764693022,-0.024456615160348166,-0.0051685646503191584,1,1,0,,0,0,1,1,0,,1,1
978,270001,12,1,5,utility_nmse,1,1,0,0,False,0.59873717390000825,1.0824878545477987,1.286252080462873,1.579505764693022,0.079177043236596481,0.079177043236596481,0,0,0,,0,,0,0,0,,0,
979,270001,12,2,5,utility_nmse,1,1,0,0,False,0.59873717390000825,1.0824878545477987,1.286252080462873,1.579505764693022,-0.11866272315114852,-0.11866272315114852,1,1,0,,0,,1,1,0,,0,
980,270001,12,3,5,utility_nmse,1,1,0,0,False,0.59873717390000825,1.0824878545477987,1.286252080462873,1.579505764693022,0.11704010234526206,0.11704010234526206,0,0,0,,0,,0,0,0,,0,
981,270001,12,4,5,utility_nmse,2,1,0,1,True,0.59873717390000825,1.0824878545477987,1.286252080462873,1.579505764693022,0.20427528000811093,0.20598432990345145,0,0,0,,0,0,0,0,0,,0,0
982,270001,13,0,5,utility_nmse,2,1,0,1,True,2.2154302931390704,2.4591693606227638,2.5297273602336645,3.2931800603866583,-0.093523053424795805,-0.028212730878469837,0,0,0,,0,0,0,0,0,,0,0
983,270001,13,1,5,utility_nmse,2,1,0,1,True,2.2154302931390704,2.4591693606227638,2.5297273602336645,3.2931800603866583,-0.33208604241364414,-0.11491447662699505,1,1,0,,0,0,1,1,0,,0,0
984,270001,13,2,5,utility_nmse,1,1,0,0,False,2.2154302931390704,2.4591693606227638,2.5297273602336645,3.2931800603866583,0.79157460909799482,0.79157460909799482,0,0,0,,0,,0,0,0,,0,
985,270001,13,3,5,utility_nmse,2,1,0,1,True,2.2154302931390704,2.4591693606227638,2.5297273602336645,3.2931800603866583,0.59396566379995441,0.73805224056962571,0,0,0,,0,0,0,0,0,,0,0
986,270001,13,4,5,utility_nmse,2,1,0,1,True,2.2154302931390704,2.4591693606227638,2.5297273602336645,3.2931800603866583,0.059596299405092035,0.33951434399315339,0,0,0,,0,0,0,0,0,,0,0
987,270001,14,0,5,utility_nmse,2,1,0,1,True,1.4598555881530046,2.0135241009294989,2.4493352144956591,2.5210347436368465,0.0030991542444547878,0.016348770810595256,0,0,0,,0,0,0,0,0,,0,0
988,270001,14,1,5,utility_nmse,1,1,0,0,False,1.4598555881530046,2.0135241009294989,2.4493352144956591,2.5210347436368465,0.5322085062141324,0.5322085062141324,0,0,0,,0,,0,0,0,,0,
989,270001,14,2,5,utility_nmse,2,1,0,1,True,1.4598555881530046,2.0135241009294989,2.4493352144956591,2.5210347436368465,0.62784339107729337,0.66733389999178239,0,0,0,,0,0,0,0,0,,0,0
990,270001,14,3,5,utility_nmse,1,1,0,0,False,1.4598555881530046,2.0135241009294989,2.4493352144956591,2.5210347436368465,0.16291444123104079,0.16291444123104079,0,0,0,,0,,0,0,0,,0,
991,270001,14,4,5,utility_nmse,2,1,0,1,True,1.4598555881530046,2.0135241009294989,2.4493352144956591,2.5210347436368465,0.20173707793966011,0.32139037280487298,0,0,0,,0,0,0,0,0,,0,0
992,270001,15,0,5,utility_nmse,2,1,0,1,True,1.3739207565784455,1.7307843580842019,2.2315808549523353,2.4531085610389711,-0.16318683055857328,-0.030660078661636808,0,0,0,,0,0,0,0,0,,0,0
993,270001,15,1,5,utility_nmse,1,1,0,0,False,1.3739207565784455,1.7307843580842019,2.2315808549523353,2.4531085610389711,-0.08148842655658585,-0.08148842655658585,0,0,0,,0,,0,0,0,,0,
994,270001,15,2,5,utility_nmse,1,1,0,0,False,1.3739207565784455,1.7307843580842019,2.2315808549523353,2.4531085610389711,0.54453580909758525,0.54453580909758525,0,0,0,,0,,0,0,0,,0,
995,270001,15,3,5,utility_nmse,1,1,0,0,False,1.3739207565784455,1.7307843580842019,2.2315808549523353,2.4531085610389711,0.741157485682721,0.741157485682721,0,0,0,,0,,0,0,0,,0,
996,270001,15,4,5,utility_nmse,2,1,0,1,True,1.3739207565784455,1.7307843580842019,2.2315808549523353,2.4531085610389711,-0.78110239508010471,-0.33891751168025963,0,0,0,,0,0,1,1,0,,0,0
997,270001,16,0,5,utility_nmse,2,1,0,1,True,1.7796858534216882,2.5638075821101665,2.7567825369536876,3.028206042945385,0.10888037380003708,0.11889941416507527,0,0,0,,0,0,0,0,0,,0,0
998,270001,16,1,5,utility_nmse,1,1,0,0,False,1.7796858534216882,2.5638075821101665,2.7567825369536876,3.028206042945385,0.061327159016927341,0.061327159016927341,0,0,0,,0,,0,0,0,,0,
999,270001,16,2,5,utility_nmse,2,1,0,1,True,1.7796858534216882,2.5638075821101665,2.7567825369536876,3.028206042945385,0.47188485220317455,0.72536561468293792,0,0,0,,0,0,0,0,0,,0,0
1000,270001,16,3,5,utility_nmse,1,1,0,0,False,1.7796858534216882,2.5638075821101665,2.7567825369536876,3.028206042945385,1.416501393551501,1.416501393551501,1,1,0,,0,,1,1,0,,0,
1001,270001,16,4,5,utility_nmse,2,1,0,1,True,1.7796858534216882,2.5638075821101665,2.7567825369536876,3.028206042945385,0.32674117271331571,1.3662105120773342,0,0,0,,0,0,0,0,0,,0,0
1002,270001,17,0,5,utility_nmse,2,1,0,1,True,1.7804143249988555,2.3262600012123587,2.980498033761978,3.5326767951250075,-0.006053419359309033,0.0025399303249194535,0,0,0,,0,0,0,0,0,,0,0
1003,270001,17,1,5,utility_nmse,2,1,0,1,True,1.7804143249988555,2.3262600012123587,2.980498033761978,3.5326767951250075,0.11806327008564141,0.24339748575171433,1,1,0,,0,0,1,1,0,,0,0
1004,270001,17,2,5,utility_nmse,2,1,0,1,True,1.7804143249988555,2.3262600012123587,2.980498033761978,3.5326767951250075,-0.25881950776050028,-0.15635675521513501,0,0,0,,0,0,0,0,0,,0,0
1005,270001,17,3,5,utility_nmse,2,1,0,1,True,1.7804143249988555,2.3262600012123587,2.980498033761978,3.5326767951250075,0.39477664283903963,0.70881012944724864,0,0,0,,0,0,0,0,0,,0,0
1006,270001,17,4,5,utility_nmse,2,1,0,1,True,1.7804143249988555,2.3262600012123587,2.980498033761978,3.5326767951250075,0.27589455973770993,0.85222265002031694,0,0,0,,0,0,0,0,0,,0,0
1007,270001,18,0,5,utility_nmse,1,1,0,0,False,2.7979587301611901,2.9697209045290949,3.1207004911033436,3.2508974898839371,1.5011838109769913,1.5011838109769913,0,0,0,,0,,0,0,0,,0,
1008,270001,18,2,5,utility_nmse,1,1,0,0,False,2.7979587301611901,2.9697209045290949,3.1207004911033436,3.2508974898839371,1.544332758564247,1.544332758564247,0,0,0,,0,,0,0,0,,0,
1009,270001,18,4,5,utility_nmse,1,1,0,0,False,2.7979587301611901,2.9697209045290949,3.1207004911033436,3.2508974898839371,0.1976568959898117,0.1976568959898117,0,0,0,,0,,0,0,0,,0,
1010,270001,19,0,5,utility_nmse,1,1,0,0,False,1.6918349131941797,2.0759861901402474,2.4897279679775237,2.7893155559897425,0.2531193164598417,0.2531193164598417,0,0,0,,0,,0,0,0,,0,
1011,270001,19,1,5,utility_nmse,1,1,0,0,False,1.6918349131941797,2.0759861901402474,2.4897279679775237,2.7893155559897425,0.38438781356451313,0.38438781356451313,0,0,0,,0,,0,0,0,,0,
1012,270001,19,3,5,utility_nmse,1,1,0,0,False,1.6918349131941797,2.0759861901402474,2.4897279679775237,2.7893155559897425,1.250084350020239,1.250084350020239,0,0,0,,0,,0,0,0,,0,
1013,270001,19,4,5,utility_nmse,1,1,0,0,False,1.6918349131941797,2.0759861901402474,2.4897279679775237,2.7893155559897425,-0.61938257656424356,-0.61938257656424356,0,0,0,,0,,0,0,0,,0,
1014,270001,20,0,5,utility_nmse,2,1,0,1,True,2.1291802152991295,2.3243503756821156,3.3678382784128189,3.4768645279109478,-0.5261196326294868,-0.24302430829130633,1,1,0,,0,0,1,1,0,,0,0
1015,270001,20,1,5,utility_nmse,1,1,0,0,False,2.1291802152991295,2.3243503756821156,3.3678382784128189,3.4768645279109478,-0.12793044840170331,-0.12793044840170331,0,0,0,,0,,0,0,0,,0,
1016,270001,20,2,5,utility_nmse,1,1,0,0,False,2.1291802152991295,2.3243503756821156,3.3678382784128189,3.4768645279109478,1.5492289096429681,1.5492289096429681,0,0,0,,0,,0,0,0,,0,
1017,270001,20,3,5,utility_nmse,1,1,0,0,False,2.1291802152991295,2.3243503756821156,3.3678382784128189,3.4768645279109478,2.4991972829765956,2.4991972829765956,0,0,0,,0,,0,0,0,,0,
1018,270001,20,4,5,utility_nmse,1,1,0,0,False,2.1291802152991295,2.3243503756821156,3.3678382784128189,3.4768645279109478,-0.162730784150312,-0.162730784150312,0,0,0,,0,,0,0,0,,0,
1019,270001,21,0,5,utility_nmse,1,1,0,0,False,0.97516956506296992,0.97516956506296992,0.97516956506296992,0.97516956506296992,-0.041057177072865783,-0.041057177072865783,0,0,0,,0,,0,0,0,,0,
1020,270001,22,0,5,utility_nmse,1,1,0,0,False,1.8380903705954552,2.4011484891176225,3.0710190996527671,3.836281748861075,-0.010314616484789671,-0.010314616484789671,0,0,0,,0,,0,0,0,,0,
1021,270001,22,1,5,utility_nmse,1,1,0,0,False,1.8380903705954552,2.4011484891176225,3.0710190996527671,3.836281748861075,-1.2659277411224441,-1.2659277411224441,0,0,0,,0,,0,0,0,,0,
1022,270001,22,3,5,utility_nmse,1,1,0,0,False,1.8380903705954552,2.4011484891176225,3.0710190996527671,3.836281748861075,0.065636525882872707,0.065636525882872707,0,0,0,,0,,0,0,0,,0,
1023,270001,22,4,5,utility_nmse,1,1,0,0,False,1.8380903705954552,2.4011484891176225,3.0710190996527671,3.836281748861075,3.723196613788184,3.723196613788184,0,0,0,,0,,0,0,0,,0,
1024,270001,23,0,5,utility_nmse,1,1,0,0,False,1.612060721963644,1.612060721963644,1.612060721963644,1.612060721963644,0.05269585597796686,0.05269585597796686,0,0,0,,0,,0,0,0,,0,
1025,270001,24,0,5,utility_nmse,2,1,0,1,True,1.8126277378760278,3.0797311961650848,3.8130975812673569,4.7629544464871287,0.14133434354459798,0.20709484299763412,0,0,0,,0,0,0,0,0,,0,0
1026,270001,24,1,5,utility_nmse,1,1,0,0,False,1.8126277378760278,3.0797311961650848,3.8130975812673569,4.7629544464871287,1.3019036410183984,1.3019036410183984,0,0,0,,0,,0,0,0,,0,
1027,270001,24,2,5,utility_nmse,1,1,0,0,False,1.8126277378760278,3.0797311961650848,3.8130975812673569,4.7629544464871287,-0.11791254776512471,-0.11791254776512471,0,0,0,,0,,0,0,0,,0,
1028,270001,24,3,5,utility_nmse,1,1,0,0,False,1.8126277378760278,3.0797311961650848,3.8130975812673569,4.7629544464871287,0.87030269215812128,0.87030269215812128,0,0,0,,0,,0,0,0,,0,
1029,270001,24,4,5,utility_nmse,1,1,0,0,False,1.8126277378760278,3.0797311961650848,3.8130975812673569,4.7629544464871287,2.9362326644692267,2.9362326644692267,0,0,0,,0,,0,0,0,,0,
1030,270001,25,0,5,utility_nmse,2,1,0,1,True,1.1140744611620903,2.0424201376736164,3.4426255114376545,4.1178480982780457,0.11766723740538293,0.26071137139346079,0,0,0,,0,0,0,0,0,,0,0
