arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA1u,5,0.001,1,none,0.9707125,1,1,0,0,-0.6703447104,1.950698614,-4.834153175,0.3990723193,70.87833633,0,0,2.310399532,1.768581271,0.6262157559,0.9053251147,37.70752921,4.354348183,2.046432972,2.754550695,0.5254908204,0.2807955146,0.9683173895,0,1,0.5840320587,0.4680562913,0.7243908048,0,1
SWA1u,5,0.001,2,none,0.95524375,1,1,0,0,-3.613623857,4.411840439,-15.38767433,0.2254974693,58.54521403,0,0,-5.933298111,7.164450169,-18.74970818,0.2220877111,51.08614926,7.302165031,3.533188343,4.783023834,0.2313513905,0.1287579685,0.5169227719,0,1,0.1413398981,0.0863711983,0.2378476858,0,1
SWA1u,5,0.001,3,none,0.95618125,1,1,0,0,-5.33634901,6.172117233,-15.88495445,0.2139981389,62.30410065,0,0,-15.55592442,10.40598488,-33.65962982,0.04423091933,59.99660177,9.484212875,4.400402069,5.841402054,0.1664281189,0.1029934511,0.3316548765,0,1,0.09896075726,0.05447176844,0.1453307718,0,1
SWA1u,5,0.001,4,none,0.9443395833,1,1,0,0,-5.453454971,7.53572607,-18.25742149,0.2576198876,56.1241416,0,0,-36.18650055,15.17512894,-76.93850708,-0.05830275267,52.36940474,12.5557518,5.252717018,6.445690155,0.1367221773,0.08045971394,0.232773453,0,1,0.06824404001,0.04397447407,0.1092454419,0,1
SWA1u,5,0.001,5,none,0.9353833333,1,1,0,0,-6.032841682,8.745948792,-26.03684044,0.2817951143,56.40614714,0,0,-56.78442764,19.10757446,-116.1926193,-0.06440954655,43.78777249,15.36037159,5.946173668,6.719601631,0.1166882515,0.06272396445,0.1964400709,0,1,0.05403754488,0.03184530139,0.07666641474,0,1
SWA1u,5,0.001,6,none,0.9084354167,1,1,0,0,-9.679429054,10.21657562,-48.09733963,0.2272156328,63.96661507,0,0,-54.70651627,16.11552811,-88.13728333,-0.06147504225,46.44912865,18.5478611,6.578672886,6.805881977,0.09797214717,0.04974516109,0.2024247646,0,1,0.06369951367,0.04356952757,0.08721782267,0,1
SWA1u,5,0.001,7,none,0.8894416667,1,1,0,0,-12.90126514,12.16222954,-50.03542328,0.1655295491,72.59872384,0,0,-50.30364609,14.77082157,-90.78411865,-0.06194039807,50.38789415,21.75165939,7.094235897,6.431031227,0.08393696696,0.03880381584,0.2294712067,0,1,0.06965766847,0.04937744141,0.08902959526,0,1
SWA1u,5,0.001,8,none,0.8470458333,1,1,0,0,-18.94753647,14.93196106,-61.24847031,0.1135912165,69.48775032,0,0,-58.29236221,16.38858223,-156.2451782,-0.06009535491,48.38766053,26.61082268,7.916499138,6.037536621,0.06918538362,0.03583762795,0.2516478896,0,1,0.0627065599,0.04473308101,0.08196408302,0,1
SWA1u,5,0.001,9,none,0.7868583333,0.9983333349,0.9983333349,0,0,-27.40329742,18.40514374,-88.59680939,0.03821412474,9.491906253,0,0,-1166.279297,297.6697693,-2851.810791,-0.05680242553,3.021228183,30.31746292,9.141825676,5.544115543,0.05548557639,0.02138854004,0.1236069128,0,1,0.003463533707,0.001382605289,0.06381782144,0,1
SWA1u,5,0.001,10,none,0.69491875,0.9700000286,0.9700000286,0,0,-32.14825058,21.02011681,-80.06027985,0.03761857376,5.081375506,0,0,-2084.301758,584.9454346,-6110.358398,-0.06453062594,1.894489955,33.85083389,9.740690231,5.4621768,0.04912566021,0.01130204741,0.1132823303,0,1,0.001756177749,0.0005886055878,0.04530505836,0,1
SWA1u,5,0.001,11,none,0.6138916667,0.8199999928,0.8199999928,0,0,-35.83900833,22.41834641,-106.6475601,0.03224447742,3.741398452,0,0,-3364.642822,997.7272949,-9265.40625,-0.06700479239,1.597480045,37.27503967,10.49116898,5.376867771,0.04565977305,0.007674963679,0.08281772584,0,1,0.001029986423,0.0003739406529,0.003156980034,0,1
SWA1u,5,0.001,12,none,0.5635875,0.8450000286,0.8450000286,0,0,-39.18284607,24.39220047,-131.292038,0.02967798524,3.154693793,0,0,-4294.290039,1263.195557,-13206.20117,-0.06803586334,1.473545805,40.17447662,11.37317181,5.265740395,0.04219293967,0.005808894988,0.08779699355,0,1,0.0007872395799,0.0002568843192,0.01115786098,0,1
SWA1u,5,0.001,13,none,0.5315208333,0.8500000238,0.8500000238,0,0,-45.29493713,27.46180534,-157.1885986,0.01946421713,2.847851843,0,0,-4939.275391,1472.390259,-18000.99023,-0.06823655963,1.398266782,43.44715118,11.85077667,5.305225849,0.03748948872,0.004752189387,0.06317897886,0,1,0.0006866735639,0.0001873545407,0.02613052167,0,1
SWA1u,5,0.001,14,none,0.4914145833,0.739166677,0.739166677,0,0,-52.86381531,30.70743942,-128.8549805,-0.0009279154474,2.551970663,0,0,-6827.408691,2055.973633,-17437.14062,-0.06781538576,1.352758966,46.49380112,12.68826962,5.24905014,0.03358643129,0.004052060191,0.06265176833,0,1,0.000488522579,0.0001934287866,0.001747184084,0,1
SWA1u,5,0.001,15,none,0.46110625,0.7366666794,0.7366666794,0,0,-57.29879379,32.01556396,-141.5233917,0.0007766906056,2.398653599,0,0,-9855.865234,2957.920654,-19680.67578,-0.06835061312,1.307350702,50.11728287,13.6847496,5.150996208,0.03212164342,0.003480137791,0.06418236345,0,1,0.0003436074185,0.0001706532348,0.0007195248036,0,1
SWA1u,5,0.001,16,none,0.4108958333,0.6341666579,0.6341666579,0,0,-58.86368561,34.10729218,-138.9843903,-0.007169214077,2.208115724,0,0,-11847.35156,3664.862305,-22360.22461,-0.06862626225,1.261722312,53.30501556,14.2630558,5.140171051,0.03033421747,0.003036469687,0.05797879025,0,1,0.0002821979288,0.0001495462784,0.000605585461,0,1
SWA1u,5,0.001,17,none,0.3993041667,0.3866666555,0.3866666555,0,0,-63.5806427,35.05392075,-167.6051788,-0.01472549886,2.122034882,0,0,-14095.78125,4373.460938,-25666.60742,-0.06906720251,1.238798913,55.72973633,14.89676857,5.153227329,0.02931892872,0.002726029605,0.05388883874,0,1,0.000235839063,0.0001289638458,0.0005530610797,0,1
SWA1u,5,0.001,18,none,0.3790604167,0.5591666698,0.5591666698,0,0,-68.5793457,38.87215805,-175.856308,-0.003898922587,2.040394027,0,0,-15793.94824,4948.004883,-26914.66016,-0.06918621808,1.221567479,58.02358627,15.16267109,5.077008247,0.02631204203,0.00241826917,0.05288300663,0,1,0.0002088520996,0.0001226722234,0.0004030621203,0,1
SWA1u,5,0.001,19,none,0.3611,0.5149999857,0.5149999857,0,0,-78.27276611,39.9990921,-166.8880768,-0.01497129723,1.924210117,0,0,-18217.20508,5680.643555,-27594.66016,-0.0691536665,1.19590796,60.93907166,16.1907959,5.080882549,0.02581354603,0.002163318219,0.0533298552,0,1,0.0001821725746,0.0001183665299,0.0005126520409,0,1
SWA1u,5,0.001,20,none,0.3519416667,0.7141666412,0.7141666412,0,0,-78.03470612,41.60253525,-151.8886108,-0.01699986309,1.885344919,0,0,-20140.47266,6317.053711,-33395.21484,-0.06893978268,1.189248537,63.79221344,16.6280098,5.077872276,0.02477239631,0.001946173958,0.04602604732,0,1,0.0001645347947,9.804094589e-05,0.0004094092874,0,1
SWA1u,5,0.001,21,none,0.3213604167,0.3533333242,0.3533333242,0,0,-76.99311066,43.8859024,-220.7595367,-0.02056416124,1.829339539,0,0,-23626.72656,7422.349609,-46397.87891,-0.0696593523,1.174642234,66.54325104,16.67672348,5.07853651,0.02328331955,0.001708363416,0.03841073811,0,1,0.0001387046213,7.00211458e-05,0.0005777212209,0,1
SWA1u,5,0.001,22,none,0.31639375,0.4883333445,0.4883333445,0,0,-90.34575653,45.62157822,-203.5243378,-0.02667141519,1.793685544,0,0,-26137.0293,8238.577148,-49013.56641,-0.06995233148,1.160949397,68.42717743,17.44957733,5.114638805,0.02214144357,0.001551619032,0.03731299192,0,1,0.0001231532951,6.59592115e-05,0.0002628646034,0,1
SWA1u,5,0.001,23,none,0.2934625,0.5058333278,0.5058333278,0,0,-95.20755005,46.84173203,-197.6884308,-0.0300549753,1.748409089,0,0,-28755.56641,8994.458984,-54276.51562,-0.06972824037,1.152073226,71.06138611,17.85632324,5.084495068,0.02162030526,0.001425390597,0.05399979278,0,1,0.0001133434344,5.967399193e-05,0.0002122382721,0,1
SWA1u,5,0.001,24,none,0.2846979167,0.3933333457,0.3933333457,0,0,-98.35692596,48.00691223,-277.7361755,-0.04016461968,1.696426968,0,0,-29894.91016,9568.470703,-68839.79688,-0.0698877871,1.159611713,74.61369324,17.66674232,5.009722233,0.02137315273,0.001370928716,0.03720060363,0,1,0.0001073890671,4.648647882e-05,0.0007160489913,0,1
SWA1u,5,0.001,25,none,0.2458020833,0.3508333266,0.3508333266,0,0,-136.0058136,64.38749695,-424.0189819,-0.06000223011,1.645696662,0.1899999976,0,-9526.927734,2068.211182,-104703.0703,-0.05576392636,1.142948622,80.13314819,17.88828087,5.121523857,0.01600096934,0.001489394926,0.04233253747,0,1,0.0004125072155,3.077541987e-05,0.0160062816,0,1
SWA1u,5,0.001,26,none,0.2620291667,0.3849999905,0.3849999905,0,0,-143.9741821,62.22797775,-382.0149231,-0.05955184996,1.636778339,0,0,-12842.80957,3003.423096,-110306.6172,-0.06334336102,1.178665313,81.71086884,19.46349716,4.869337559,0.0164002981,0.001400167006,0.04351023957,0,1,0.000264399976,2.904815483e-05,0.001024277532,0,1
SWA1u,5,0.001,27,none,0.2562625,0.4091666639,0.4091666639,0,0,-148.7105408,62.6287384,-334.8211975,-0.06435793638,1.61189091,0,0,-17651.96094,4961.392578,-118402.1562,-0.06686204672,1.183581737,83.07972717,20.09071159,4.830543518,0.01640626416,0.001309726038,0.04095815495,0,1,0.0002018342348,2.695506555e-05,0.0007983125397,0,1
