act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,none,0,0.001,8,1,0.9725020833,1,1,0.1400000006,0.1400000006,-0.5964050889,1.442338705,-5.873106003,0.3266666532,64.35341278,0.05000000075,0.05000000075,1.679973125,1.458483934,-1.944569111,0.8991666436,24.61724933,3.284318447,2.022209883,3.441239595,0,1.529864078,1.383211375,0.9558168942
R,none,0,0.001,8,2,0.7830208333,0.9008333087,0.9008333087,0.4399999976,0.4399999976,-4.403719902,2.553255558,-7.570828438,0.002499999944,48.30950506,0,0,-0.02232221141,1.800158262,-1.325807095,0.4666666687,60.367739,3.851481438,3.222050667,9.796384811,0,4.386104337,4.183725189,3.398939177
R,none,0,0.001,8,3,0.2177520833,0.2475000024,0.2475000024,0.6399999857,0.6399999857,-7.217704296,2.927950382,-12.75381374,0,27.99329423,0,0,-1.141647935,0.6387930512,-2.122283459,0.02666666731,32.83869385,4.302028656,3.391060829,12.44151211,0,5.339652489,5.129701969,4.274847789
R,none,0,0.001,8,4,0.1392770833,0.148333326,0.148333326,0.7699999809,0.7699999809,-7.992389202,3.102247238,-15.31083679,0,18.25119608,0,0,-1.120781898,0.4432692826,-2.375197649,0.009999999776,19.69274608,4.540952206,3.444246292,13.6279192,0,5.761808041,5.551852204,4.669189031
R,none,0,0.001,8,5,0.1182229167,0.1283333302,0.1283333302,0.8700000048,0.8700000048,-8.690641403,3.102247238,-17.11334991,0,9.857649472,0.09000000358,0.09000000358,-1.220167994,0.2936404049,-2.566328526,0.004166666884,10.33157447,4.540952206,3.420577526,13.9005518,0,5.88446977,5.676353801,4.784465467
R,none,0,0.001,8,6,0.1128208333,0.1199999973,0.1199999973,0.9700000286,0.9700000286,-8.690641403,3.102247238,-20.01712799,0,2.770987945,0.3700000048,0.3700000048,-1.266095519,0.1219947636,-2.571956396,0.0008333333535,3.389913426,4.540952206,3.407736778,14.25635815,0,5.922052078,5.714486518,4.820194756
R,none,0,0.001,8,7,0.10304375,0.1108333319,0.1108333319,0.9900000095,0.9900000095,-8.777884483,3.219066858,-20.01712799,0,1,0.5699999928,0.5699999928,-1.252793431,0.07610271871,-2.571984053,0,1.866643098,4.540952206,3.401899576,14.2497921,0,5.913139991,5.706503584,4.811708336
R,none,0,0.001,8,8,0.09622083333,0.1066666692,0.1066666692,1,1,-8.777884483,3.219066858,-20.52113152,0,0,0.7300000191,0.7300000191,-1.249835849,0,-2.573614836,0,1.000006432,4.540952206,3.40158534,14.21626663,0,5.903097924,5.697329567,4.802138071
R,none,0,0.001,8,9,0.1110854167,0.1158333346,0.1158333346,1,1,-8.777884483,3.219066858,-20.52113152,0,0,0.7900000215,0.7900000215,-1.249835849,0,-2.573614836,0,1.000006638,4.540952206,3.40158534,14.17433548,0,5.889629289,5.68485863,4.789237552
R,none,0,0.001,8,10,0.1109020833,0.1150000021,0.1150000021,1,1,-8.777884483,3.219066858,-20.52113152,0,0,0.8399999738,0.8399999738,-1.249835849,0,-2.573614836,0,1.000005147,4.540952206,3.40158534,14.10763168,0,5.87559979,5.671567802,4.775786065
