feature,aux,a,c,seed,n,ba,auc,spearman_erosion
q_integral_abs,0.0,0.4000000059604645,0.0,5.0,48000,0.5154899320588774,0.5255255143809403,0.16657857699061654
q_integral_abs,0.0,0.4000000059604645,0.0,6.0,47999,0.5216512051333884,0.5332227514021508,0.17525887238299892
q_integral_abs,0.0,0.4000000059604645,0.0,7.0,48000,0.5226513703485945,0.5380550195465215,0.19767249086867045
q_integral_abs,0.0,0.4000000059604645,0.0,8.0,48000,0.5192618136029866,0.5283926516960487,0.17321819796618754
q_integral_abs,0.0,0.4000000059604645,0.0,9.0,48000,0.5146016065267964,0.524826640197419,0.17224893710871203
q_integral_abs,0.0,0.44999998807907104,0.0,5.0,48000,0.516628606290895,0.5289389553413074,0.18957695747009473
q_integral_abs,0.0,0.44999998807907104,0.0,6.0,48000,0.5175431158378845,0.5300579198404713,0.19402701642997452
q_integral_abs,0.0,0.44999998807907104,0.0,7.0,48000,0.5260484402978042,0.5441300205088161,0.21894888101673896
q_integral_abs,0.0,0.44999998807907104,0.0,8.0,48000,0.5214453151966095,0.5370100513869559,0.206563816674297
q_integral_abs,0.0,0.44999998807907104,0.0,9.0,48000,0.5216867121441817,0.5347369892437798,0.1926353684305227
q_integral_abs,0.0,0.550000011920929,0.0,5.0,48000,0.5305359479154992,0.547111760848071,0.20978159929428986
q_integral_abs,0.0,0.550000011920929,0.0,6.0,47999,0.5276966307072568,0.5432548370428353,0.21052945989731037
q_integral_abs,0.0,0.550000011920929,0.0,7.0,48000,0.5309909250800608,0.5496233565503114,0.20150523609255955
q_integral_abs,0.0,0.550000011920929,0.0,8.0,48000,0.5301471850176547,0.5452365553902173,0.21318112965736657
q_integral_abs,0.0,0.550000011920929,0.0,9.0,48000,0.5329534586275079,0.5551395636790061,0.20813155368720995
q_integral_abs,0.0,0.6000000238418579,0.0,5.0,48000,0.528202557692336,0.5474775082019379,0.20553515329671376
q_integral_abs,0.0,0.6000000238418579,0.0,6.0,48000,0.5263665309438512,0.5527054741499422,0.20629176249147016
q_integral_abs,0.0,0.6000000238418579,0.0,7.0,48000,0.528969244951828,0.5505546308845931,0.19873419093328257
q_integral_abs,0.0,0.6000000238418579,0.0,8.0,48000,0.5269738383173953,0.5490546255719536,0.20151656488432326
q_integral_abs,0.0,0.6000000238418579,0.0,9.0,48000,0.5322904715849338,0.5601955307006983,0.19929866875531596
q_integral_abs,0.0,0.6499999761581421,0.0,5.0,48000,0.5208638815206735,0.5509906511422781,0.19796838589510785
q_integral_abs,0.0,0.6499999761581421,0.0,6.0,48000,0.525786397816568,0.5561391270007979,0.1979965980693721
q_integral_abs,0.0,0.6499999761581421,0.0,7.0,48000,0.5219213786309481,0.5486332448511512,0.193113337721748
q_integral_abs,0.0,0.6499999761581421,0.0,8.0,48000,0.522805286867178,0.5499654449336655,0.1997390579937723
q_integral_abs,0.0,0.6499999761581421,0.0,9.0,48000,0.5264439635766062,0.5610407858507609,0.19651315171292202
q_integral_abs,0.0,0.800000011920929,0.0,5.0,48000,0.5097240392060937,0.5454042043691492,0.23317147858323767
q_integral_abs,0.0,0.800000011920929,0.0,6.0,48000,0.5093812589763784,0.5451711368146395,0.2222426677465668
q_integral_abs,0.0,0.800000011920929,0.0,7.0,48000,0.5110814899311312,0.5526983376072708,0.2354605341596573
q_integral_abs,0.0,0.800000011920929,0.0,8.0,48000,0.5118134975085671,0.5540553776046279,0.24200478756129018
q_integral_abs,0.0,0.800000011920929,0.0,9.0,48000,0.5115948671182334,0.5471172138883065,0.22626699408624262
q_integral_abs,1.0,0.10000000149011612,-0.5,5.0,47831,0.5069613754287552,0.5200790791146463,0.10973279007047355
q_integral_abs,1.0,0.10000000149011612,-0.5,6.0,47893,0.5181809638902466,0.5319204072861029,0.13223289783548747
q_integral_abs,1.0,0.10000000149011612,-0.5,7.0,47872,0.5125447393347399,0.5227294974709072,0.12070938875652694
q_integral_abs,1.0,0.10000000149011612,-0.5,8.0,47817,0.5109208971297107,0.5236931537782282,0.12073126886013673
q_integral_abs,1.0,0.10000000149011612,-0.5,9.0,47897,0.5053977861956854,0.5204697041216133,0.11475775727305394
q_integral_abs,1.0,0.10000000149011612,0.0,5.0,47999,0.5051342987689535,0.5108517803058306,0.0809978903946762
q_integral_abs,1.0,0.10000000149011612,0.0,6.0,47995,0.5055070953115122,0.5141671006374309,0.08568147514392253
q_integral_abs,1.0,0.10000000149011612,0.0,7.0,47998,0.5076866423441774,0.5119005005569432,0.10172470961881058
q_integral_abs,1.0,0.10000000149011612,0.0,8.0,47996,0.5039244037831592,0.5108091117988081,0.09242219074011364
q_integral_abs,1.0,0.10000000149011612,0.0,9.0,47994,0.5095623075100687,0.5157901430463041,0.09737688177437873
q_integral_abs,1.0,0.10000000149011612,0.5,5.0,47996,0.49944016966108545,0.5112127216945752,0.10532232074159342
q_integral_abs,1.0,0.10000000149011612,0.5,6.0,47997,0.4995625521846346,0.5200734594715242,0.1231618760818264
q_integral_abs,1.0,0.10000000149011612,0.5,7.0,47997,0.49975279932469735,0.5179274745141174,0.1149092713827838
q_integral_abs,1.0,0.10000000149011612,0.5,8.0,47998,0.4986514106320807,0.5172249951250255,0.1150581153327369
q_integral_abs,1.0,0.10000000149011612,0.5,9.0,47998,0.4998976311649319,0.5157589855932128,0.11333342159564572
q_uniform,0.0,0.3499999940395355,0.0,5.0,47998,0.5064160788011723,0.5118065894254062,0.03298094305951949
q_uniform,0.0,0.3499999940395355,0.0,6.0,48000,0.5146112454251415,0.521401270826405,0.05191067498328777
q_uniform,0.0,0.3499999940395355,0.0,7.0,48000,0.5285141982300996,0.5332928961943002,0.06560071401153035
q_uniform,0.0,0.3499999940395355,0.0,8.0,47999,0.5129637434914514,0.5171174500458128,0.03683000425434569
q_uniform,0.0,0.3499999940395355,0.0,9.0,47999,0.5109855451079364,0.5135376794460649,0.0339385180254598
q_uniform,0.0,0.4000000059604645,0.0,5.0,48000,0.511430981601479,0.5144410118624606,0.02892093366844625
q_uniform,0.0,0.4000000059604645,0.0,6.0,47999,0.5190157074359518,0.5241046704237516,0.039858450650061404
q_uniform,0.0,0.4000000059604645,0.0,7.0,48000,0.5348605274785823,0.5372556120844553,0.07188871484103972
q_uniform,0.0,0.4000000059604645,0.0,8.0,48000,0.508506386461961,0.5091438164320206,0.017003139630380755
q_uniform,0.0,0.4000000059604645,0.0,9.0,48000,0.5033441153000993,0.506680481916363,0.016685310688679077
q_uniform,0.0,0.44999998807907104,0.0,5.0,48000,0.5131352840765216,0.5146154977765204,0.02728641881953449
q_uniform,0.0,0.44999998807907104,0.0,6.0,48000,0.505300732969244,0.506889068338603,0.01392603045711634
q_uniform,0.0,0.44999998807907104,0.0,7.0,48000,0.5295737576908061,0.5301784958107265,0.07170510359912127
q_uniform,0.0,0.44999998807907104,0.0,8.0,48000,0.5156202118293526,0.518310386101685,0.04012978535295031
q_uniform,0.0,0.44999998807907104,0.0,9.0,48000,0.5139744637064151,0.5118492934870704,0.024512248889389805
q_uniform,0.0,0.550000011920929,0.0,5.0,48000,0.5206742488217846,0.5139580354457799,0.04296761376367181
q_uniform,0.0,0.550000011920929,0.0,6.0,47999,0.5203686564473076,0.5195023053819753,0.0534794501633231
q_uniform,0.0,0.550000011920929,0.0,7.0,48000,0.5223079486065996,0.5180091733008299,0.06416961671772432
q_uniform,0.0,0.550000011920929,0.0,8.0,48000,0.5206711684406846,0.5182520709556269,0.05389237867433857
q_uniform,0.0,0.550000011920929,0.0,9.0,48000,0.5221660846094318,0.51611122795517,0.05207239575558505
q_uniform,0.0,0.6000000238418579,0.0,5.0,48000,0.5222173826007523,0.5194910478161842,0.058280317240917555
q_uniform,0.0,0.6000000238418579,0.0,6.0,48000,0.5284665768513181,0.5234923049744747,0.06861667475128144
q_uniform,0.0,0.6000000238418579,0.0,7.0,48000,0.5211927342778339,0.5169041716907558,0.05557138062917987
q_uniform,0.0,0.6000000238418579,0.0,8.0,48000,0.5257510353626895,0.5196576305512723,0.055841963068201966
q_uniform,0.0,0.6000000238418579,0.0,9.0,48000,0.5260388840129071,0.5194329884074698,0.05659383862023213
q_uniform,0.0,0.6499999761581421,0.0,5.0,48000,0.527254645423533,0.5192734890273536,0.05734523897119404
q_uniform,0.0,0.6499999761581421,0.0,6.0,48000,0.5297704774283774,0.5259075902385592,0.07171535724816759
q_uniform,0.0,0.6499999761581421,0.0,7.0,48000,0.5125661371926993,0.5037015729832679,0.02575560586123323
q_uniform,0.0,0.6499999761581421,0.0,8.0,48000,0.5247853685911329,0.5172290459291607,0.052331440532707295
q_uniform,0.0,0.6499999761581421,0.0,9.0,48000,0.5232498818153167,0.5135756063648079,0.044145547723175006
q_uniform,0.0,0.800000011920929,0.0,5.0,48000,0.5185280172631774,0.5157609692373025,0.052667066947086866
q_uniform,0.0,0.800000011920929,0.0,6.0,48000,0.5205120175594983,0.5178315923730272,0.05604599178747918
q_uniform,0.0,0.800000011920929,0.0,7.0,48000,0.5195739354209353,0.5167278407035858,0.05509254779243903
q_uniform,0.0,0.800000011920929,0.0,8.0,48000,0.5152896647297196,0.506925440774106,0.03159072925048712
q_uniform,0.0,0.800000011920929,0.0,9.0,48000,0.5141396507533011,0.5104043593821657,0.033346188524738835
q_uniform,1.0,0.10000000149011612,-0.5,5.0,47831,0.49971106123598885,0.5011658639417226,0.021124947770159705
q_uniform,1.0,0.10000000149011612,-0.5,6.0,47893,0.5052607457189495,0.5070999457381341,0.026626951758518376
q_uniform,1.0,0.10000000149011612,-0.5,7.0,47872,0.49740606463621,0.500418388070702,0.012362459351656717
q_uniform,1.0,0.10000000149011612,-0.5,8.0,47817,0.49494075917162406,0.49566901464211693,0.015934981069245662
q_uniform,1.0,0.10000000149011612,-0.5,9.0,47897,0.49308829448327773,0.4944053757273582,0.0019515857210559706
q_uniform,1.0,0.10000000149011612,0.0,5.0,47999,0.5054658343041842,0.49848009232969154,0.01206343644428681
q_uniform,1.0,0.10000000149011612,0.0,6.0,47995,0.5075826973678201,0.503846761678801,0.01953054139161689
q_uniform,1.0,0.10000000149011612,0.0,7.0,47998,0.5106049527276095,0.5067459860620162,0.03923621663528519
q_uniform,1.0,0.10000000149011612,0.0,8.0,47996,0.5040898070001644,0.5007490958646243,0.01902034968254632
q_uniform,1.0,0.10000000149011612,0.0,9.0,47994,0.5096509424086655,0.5024396193846905,0.022192081767160705
q_uniform,1.0,0.10000000149011612,0.5,5.0,47996,0.4561941873792528,0.3966722658170484,-0.16519100035137463
q_uniform,1.0,0.10000000149011612,0.5,6.0,47997,0.45509831037999454,0.3986910566721739,-0.1521195511010182
q_uniform,1.0,0.10000000149011612,0.5,7.0,47997,0.46941420371870224,0.407459312492371,-0.14053785035400618
q_uniform,1.0,0.10000000149011612,0.5,8.0,47998,0.4636636866549137,0.4071613204026295,-0.14788764174071065
q_uniform,1.0,0.10000000149011612,0.5,9.0,47998,0.4646652715837729,0.39926536021860204,-0.16149986484152226
qcov,0.0,0.3499999940395355,0.0,5.0,47998,0.5173973511270356,0.5219969030066307,0.1401605276148395
qcov,0.0,0.3499999940395355,0.0,6.0,48000,0.5230648792930048,0.5328451437016306,0.15370642593432587
qcov,0.0,0.3499999940395355,0.0,7.0,48000,0.5334711902164793,0.5423738814529641,0.17515309296979178
qcov,0.0,0.3499999940395355,0.0,8.0,47999,0.5227957995595083,0.5333813249751354,0.16056496719668958
qcov,0.0,0.3499999940395355,0.0,9.0,47999,0.5215834193251478,0.5261967213560649,0.15300602949106554
qcov,0.0,0.4000000059604645,0.0,5.0,48000,0.5228541943325395,0.5325836464426924,0.17056933672970737
qcov,0.0,0.4000000059604645,0.0,6.0,47999,0.5312088693550773,0.5416801577571242,0.1809643336375523
qcov,0.0,0.4000000059604645,0.0,7.0,48000,0.5315521557175878,0.5484318413872198,0.20715458811792833
qcov,0.0,0.4000000059604645,0.0,8.0,48000,0.5233664123859241,0.5340614739292218,0.1745126640190798
qcov,0.0,0.4000000059604645,0.0,9.0,48000,0.5236725264189251,0.5310558544675489,0.1740857746825414
qcov,0.0,0.44999998807907104,0.0,5.0,48000,0.5229659965752449,0.5354221632979969,0.19430778299271048
qcov,0.0,0.44999998807907104,0.0,6.0,48000,0.5230684104627766,0.5352964492311009,0.19719942119335654
qcov,0.0,0.44999998807907104,0.0,7.0,48000,0.5332767882386202,0.5514534081882683,0.22711945569120512
qcov,0.0,0.44999998807907104,0.0,8.0,48000,0.5268662181733295,0.5422390904353352,0.2114578150006582
qcov,0.0,0.44999998807907104,0.0,9.0,48000,0.5247520885119169,0.5404838138987531,0.19842359072457497
qcov,0.0,0.550000011920929,0.0,5.0,48000,0.5333847046721361,0.5502513802903176,0.21516496021086626
qcov,0.0,0.550000011920929,0.0,6.0,47999,0.5305824093561132,0.5465336658461333,0.2161233490442145
qcov,0.0,0.550000011920929,0.0,7.0,48000,0.5333497183786318,0.5524797020449322,0.20698285225340873
qcov,0.0,0.550000011920929,0.0,8.0,48000,0.5318671462310723,0.5478402465986142,0.21767401349365256
qcov,0.0,0.550000011920929,0.0,9.0,48000,0.535292400406771,0.5576141413697866,0.2123612348380541
qcov,0.0,0.6000000238418579,0.0,5.0,48000,0.5304294131332314,0.5502370603955673,0.2106397863956828
qcov,0.0,0.6000000238418579,0.0,6.0,48000,0.5294554096562327,0.5550574032921177,0.21086514148080732
qcov,0.0,0.6000000238418579,0.0,7.0,48000,0.5320983814612552,0.5528779853450752,0.20340556831246637
qcov,0.0,0.6000000238418579,0.0,8.0,48000,0.5291242035808272,0.5512661198469005,0.2056488665900032
qcov,0.0,0.6000000238418579,0.0,9.0,48000,0.5342194923512575,0.5623508489959872,0.20324973735614263
qcov,0.0,0.6499999761581421,0.0,5.0,48000,0.5223450538415371,0.5525765790350141,0.20117410451491435
qcov,0.0,0.6499999761581421,0.0,6.0,48000,0.5271147415492103,0.5575792644803212,0.20085305268187015
qcov,0.0,0.6499999761581421,0.0,7.0,48000,0.5221326805582662,0.550096219379536,0.19617828580124805
qcov,0.0,0.6499999761581421,0.0,8.0,48000,0.5237994060371656,0.5515024191551038,0.20267889506286615
qcov,0.0,0.6499999761581421,0.0,9.0,48000,0.5283786749808653,0.5619339534042816,0.19859146832685107
qcov,0.0,0.800000011920929,0.0,5.0,48000,0.5110652519306521,0.5457760190211396,0.2346195844826138
qcov,0.0,0.800000011920929,0.0,6.0,48000,0.5111639504270884,0.5463289237617662,0.22449328726050566
qcov,0.0,0.800000011920929,0.0,7.0,48000,0.5138148288280355,0.5531231252102694,0.2367668060444544
qcov,0.0,0.800000011920929,0.0,8.0,48000,0.5136555404767384,0.5544499695450125,0.24280966959048966
qcov,0.0,0.800000011920929,0.0,9.0,48000,0.5116588251481214,0.5473218119317522,0.22717019867770832
qcov,1.0,0.10000000149011612,-0.5,5.0,47831,0.5020158560772423,0.5211255153537281,0.09718757302486335
qcov,1.0,0.10000000149011612,-0.5,6.0,47893,0.50893990313888,0.5336226063816013,0.1256482995895173
qcov,1.0,0.10000000149011612,-0.5,7.0,47872,0.5020980331416951,0.5256150312739302,0.11761852841829946
qcov,1.0,0.10000000149011612,-0.5,8.0,47817,0.5012559991795191,0.5213646196219894,0.10741708317638822
qcov,1.0,0.10000000149011612,-0.5,9.0,47897,0.4975912835779992,0.5199089196395845,0.10819205449667334
qcov,1.0,0.10000000149011612,0.0,5.0,47999,0.5040121988571139,0.5108175179205133,0.07607865717262953
qcov,1.0,0.10000000149011612,0.0,6.0,47995,0.5049511748342328,0.5171492887698635,0.08488042965378717
qcov,1.0,0.10000000149011612,0.0,7.0,47998,0.5075643644323415,0.5145944767868783,0.10005627545775572
qcov,1.0,0.10000000149011612,0.0,8.0,47996,0.5038925873860978,0.5120020643914721,0.08879685177576963
qcov,1.0,0.10000000149011612,0.0,9.0,47994,0.5092764042043806,0.5168551868959713,0.09075053003802562
qcov,1.0,0.10000000149011612,0.5,5.0,47996,0.4992373184652254,0.5295038151545961,0.13094239170023192
qcov,1.0,0.10000000149011612,0.5,6.0,47997,0.49948001627404626,0.5354051081882566,0.14556585287957224
qcov,1.0,0.10000000149011612,0.5,7.0,47997,0.4997945692927706,0.5309165987375324,0.13512829149605982
qcov,1.0,0.10000000149011612,0.5,8.0,47998,0.49861544591643364,0.5290359734925715,0.13119756631797705
qcov,1.0,0.10000000149011612,0.5,9.0,47998,0.49996470758260025,0.5240994875775006,0.1263697799324318
qcov_v2,0.0,0.3499999940395355,0.0,5.0,47998,0.5124618145076101,0.5170836913558723,0.17062034915311666
qcov_v2,0.0,0.3499999940395355,0.0,6.0,48000,0.5206761000359253,0.5279803806248404,0.1806404090536924
qcov_v2,0.0,0.3499999940395355,0.0,7.0,48000,0.5319438625411097,0.544973908491752,0.21460420935710692
qcov_v2,0.0,0.3499999940395355,0.0,8.0,47999,0.5248716053448047,0.5338808174856247,0.1943384817328
qcov_v2,0.0,0.3499999940395355,0.0,9.0,47999,0.5222362431259785,0.5298884856790479,0.19168352959330723
qcov_v2,0.0,0.4000000059604645,0.0,5.0,48000,0.5248450267072271,0.533286206663864,0.19756082962600163
qcov_v2,0.0,0.4000000059604645,0.0,6.0,47999,0.5293595425494398,0.5409547386062634,0.2065069506167139
qcov_v2,0.0,0.4000000059604645,0.0,7.0,48000,0.5385201833561485,0.5556404669086095,0.2389927712623813
qcov_v2,0.0,0.4000000059604645,0.0,8.0,48000,0.5265042432926739,0.5375541617866965,0.20238971255754862
qcov_v2,0.0,0.4000000059604645,0.0,9.0,48000,0.5255973903805276,0.5341165836844632,0.20570413144921865
qcov_v2,0.0,0.44999998807907104,0.0,5.0,48000,0.5276838791433169,0.5400011890343919,0.2121892403289166
qcov_v2,0.0,0.44999998807907104,0.0,6.0,48000,0.5268133802816901,0.5370688730597873,0.21132320315070552
qcov_v2,0.0,0.44999998807907104,0.0,7.0,48000,0.5441003271537623,0.5614820424447227,0.24942365994485177
qcov_v2,0.0,0.44999998807907104,0.0,8.0,48000,0.5357827637481689,0.5489386872697708,0.22793330462388536
qcov_v2,0.0,0.44999998807907104,0.0,9.0,48000,0.5355372111805279,0.5503627234095426,0.2220676343832939
qcov_v2,0.0,0.550000011920929,0.0,5.0,48000,0.5364827648196584,0.5526207199459358,0.21573327206323156
qcov_v2,0.0,0.550000011920929,0.0,6.0,47999,0.5319206560113632,0.5473685304374526,0.2118926438695483
qcov_v2,0.0,0.550000011920929,0.0,7.0,48000,0.5390668574729246,0.5576292615223156,0.21446611300164592
qcov_v2,0.0,0.550000011920929,0.0,8.0,48000,0.5345206132869667,0.5508749125616742,0.21957524616985727
qcov_v2,0.0,0.550000011920929,0.0,9.0,48000,0.5426517160043156,0.5628341313696875,0.21939397919103998
qcov_v2,0.0,0.6000000238418579,0.0,5.0,48000,0.5321870886069925,0.5529255749643122,0.21290234324845353
qcov_v2,0.0,0.6000000238418579,0.0,6.0,48000,0.5295614490008335,0.5563796994175773,0.20977012154652364
qcov_v2,0.0,0.6000000238418579,0.0,7.0,48000,0.5318768923974789,0.5557593733141281,0.2060880400247962
qcov_v2,0.0,0.6000000238418579,0.0,8.0,48000,0.530782934765414,0.5537537490792909,0.20826513842704356
qcov_v2,0.0,0.6000000238418579,0.0,9.0,48000,0.5367676983210513,0.5653425747900084,0.20713380731620626
qcov_v2,0.0,0.6499999761581421,0.0,5.0,48000,0.5244373075459229,0.5549506962072885,0.20388888844115316
qcov_v2,0.0,0.6499999761581421,0.0,6.0,48000,0.5257903098928303,0.5576056586597157,0.1995980592789542
qcov_v2,0.0,0.6499999761581421,0.0,7.0,48000,0.5247440287972526,0.5505076257424328,0.19504369953586725
qcov_v2,0.0,0.6499999761581421,0.0,8.0,48000,0.5223200009111373,0.5523424366069747,0.20239504489583174
qcov_v2,0.0,0.6499999761581421,0.0,9.0,48000,0.5283688262572599,0.563927581280109,0.20096145939133564
qcov_v2,0.0,0.800000011920929,0.0,5.0,48000,0.5047324363612203,0.5411501258984519,0.21565510046998426
qcov_v2,0.0,0.800000011920929,0.0,6.0,48000,0.5061833475416985,0.5388645574099186,0.20400124577065115
qcov_v2,0.0,0.800000011920929,0.0,7.0,48000,0.5059702364312867,0.5457398704609538,0.2142481425998837
qcov_v2,0.0,0.800000011920929,0.0,8.0,48000,0.5059628358142884,0.5440049510367282,0.21385313968277422
qcov_v2,0.0,0.800000011920929,0.0,9.0,48000,0.5079125011281004,0.5449922423939153,0.214701572206152
qcov_v2,1.0,0.10000000149011612,-0.5,5.0,47831,0.5303562720979628,0.5404702810683137,0.155190077155178
qcov_v2,1.0,0.10000000149011612,-0.5,6.0,47893,0.5377433873140043,0.5493207165390068,0.17682917973307175
qcov_v2,1.0,0.10000000149011612,-0.5,7.0,47872,0.5369477659456513,0.5462483888625241,0.17884301454601506
qcov_v2,1.0,0.10000000149011612,-0.5,8.0,47817,0.5311067177672129,0.5382391415543847,0.16299667188478165
qcov_v2,1.0,0.10000000149011612,-0.5,9.0,47897,0.5333574402063088,0.5412099456610009,0.169207209442337
qcov_v2,1.0,0.10000000149011612,0.0,5.0,47999,0.5126002277537525,0.5207095105692363,0.12877063314536355
qcov_v2,1.0,0.10000000149011612,0.0,6.0,47995,0.5184692554108294,0.5257680453026616,0.13557728797206486
qcov_v2,1.0,0.10000000149011612,0.0,7.0,47998,0.5153799269845197,0.5236240562043812,0.15443585455323955
qcov_v2,1.0,0.10000000149011612,0.0,8.0,47996,0.5133771970632265,0.5218651448415417,0.14393683100465687
qcov_v2,1.0,0.10000000149011612,0.0,9.0,47994,0.5128484896837899,0.5249425841234241,0.14991033917289814
qcov_v2,1.0,0.10000000149011612,0.5,5.0,47996,0.506903965404023,0.5827944166530883,0.24613182218368113
qcov_v2,1.0,0.10000000149011612,0.5,6.0,47997,0.5099490288878066,0.583628405858558,0.24996845504620094
qcov_v2,1.0,0.10000000149011612,0.5,7.0,47997,0.5060905681189213,0.5830931137563088,0.2502414580026184
qcov_v2,1.0,0.10000000149011612,0.5,8.0,47998,0.505310273404871,0.5792001289266053,0.24860882145690455
qcov_v2,1.0,0.10000000149011612,0.5,9.0,47998,0.5078393321857174,0.5674544919693135,0.22592360436790476
var,0.0,0.3499999940395355,0.0,5.0,47998,0.5118675740292562,0.5227430731495334,0.16066124417252836
var,0.0,0.3499999940395355,0.0,6.0,48000,0.5154934986896329,0.5322912095006822,0.16914877916764756
var,0.0,0.3499999940395355,0.0,7.0,48000,0.5140982732203401,0.5345714083695893,0.18204700705447635
var,0.0,0.3499999940395355,0.0,8.0,47999,0.5171802968809979,0.5324131514793876,0.17631371778095356
var,0.0,0.3499999940395355,0.0,9.0,47999,0.513342960909236,0.5275616935572044,0.1724567476286806
var,0.0,0.4000000059604645,0.0,5.0,48000,0.5206821435401574,0.5332167471412684,0.18749566523089753
var,0.0,0.4000000059604645,0.0,6.0,47999,0.5226215775300794,0.5382624032082604,0.19290219885741608
var,0.0,0.4000000059604645,0.0,7.0,48000,0.5251259043785172,0.5412536076121897,0.21067256198156037
var,0.0,0.4000000059604645,0.0,8.0,48000,0.5223466980522935,0.5381738882334434,0.19889525601605013
var,0.0,0.4000000059604645,0.0,9.0,48000,0.5198845185094509,0.536015224095206,0.20068511046426868
var,0.0,0.44999998807907104,0.0,5.0,48000,0.5247361902433194,0.5358441020967633,0.2078289123669329
var,0.0,0.44999998807907104,0.0,6.0,48000,0.5241103765449842,0.5378481774576027,0.21388776163889783
var,0.0,0.44999998807907104,0.0,7.0,48000,0.5319887717597641,0.5492528777414274,0.23180620174715205
var,0.0,0.44999998807907104,0.0,8.0,48000,0.5269844526560559,0.5410131144722402,0.2188405137283524
var,0.0,0.44999998807907104,0.0,9.0,48000,0.526244341791161,0.5416479910368402,0.2098107440738445
var,0.0,0.550000011920929,0.0,5.0,48000,0.5330947199747877,0.5506901551460299,0.21793130629963958
var,0.0,0.550000011920929,0.0,6.0,47999,0.5300266546571596,0.545864128117602,0.2168013454918811
var,0.0,0.550000011920929,0.0,7.0,48000,0.5336015452111391,0.5528855282945693,0.20836905994030616
var,0.0,0.550000011920929,0.0,8.0,48000,0.5312675856329434,0.547587147142256,0.2186890548887454
var,0.0,0.550000011920929,0.0,9.0,48000,0.5360141591151745,0.5581964565112375,0.21444937995084382
var,0.0,0.6000000238418579,0.0,5.0,48000,0.5281849928363718,0.5498727852912236,0.21056497362805499
var,0.0,0.6000000238418579,0.0,6.0,48000,0.5298133967858435,0.5545099442268417,0.20996194897359022
var,0.0,0.6000000238418579,0.0,7.0,48000,0.5295613576373326,0.5528597643757273,0.20366641019872833
var,0.0,0.6000000238418579,0.0,8.0,48000,0.5270906024717135,0.5509671892231423,0.2056730953025246
var,0.0,0.6000000238418579,0.0,9.0,48000,0.5328919691007288,0.5623156618998431,0.20344473396535315
var,0.0,0.6499999761581421,0.0,5.0,48000,0.521076810460156,0.5523766976124734,0.20092334445310833
var,0.0,0.6499999761581421,0.0,6.0,48000,0.523783872941402,0.5571335820732454,0.2000667635418422
var,0.0,0.6499999761581421,0.0,7.0,48000,0.52150713142946,0.550522624840846,0.19692870117868988
var,0.0,0.6499999761581421,0.0,8.0,48000,0.5199368020795478,0.5514284025041826,0.2026898350950102
var,0.0,0.6499999761581421,0.0,9.0,48000,0.5243031324568908,0.5621048797611544,0.19881938906533986
var,0.0,0.800000011920929,0.0,5.0,48000,0.5056623702634863,0.5454985735383685,0.23413260067408312
var,0.0,0.800000011920929,0.0,6.0,48000,0.505992645294716,0.5460596153891031,0.2240651151123456
var,0.0,0.800000011920929,0.0,7.0,48000,0.5049712469191299,0.5529186822878428,0.23638350188106777
var,0.0,0.800000011920929,0.0,8.0,48000,0.5049229802783456,0.5544640521221548,0.24293794196326524
var,0.0,0.800000011920929,0.0,9.0,48000,0.5062320561897206,0.5471387584422018,0.22693108699005016
var,1.0,0.10000000149011612,-0.5,5.0,47831,0.5057693140241837,0.5347723662129447,0.12468881111715188
var,1.0,0.10000000149011612,-0.5,6.0,47893,0.5082169496246545,0.5374872016705957,0.13299289953601393
var,1.0,0.10000000149011612,-0.5,7.0,47872,0.5095257748056317,0.5324585987209894,0.13324725167430163
var,1.0,0.10000000149011612,-0.5,8.0,47817,0.5102253255134538,0.5364169787675306,0.13341617952013546
var,1.0,0.10000000149011612,-0.5,9.0,47897,0.5113218282386165,0.5362025255818577,0.13595219473938364
var,1.0,0.10000000149011612,0.0,5.0,47999,0.5048010102785508,0.5221156777432001,0.09515329326501559
var,1.0,0.10000000149011612,0.0,6.0,47995,0.502286501220302,0.522637299433991,0.09273461378345924
var,1.0,0.10000000149011612,0.0,7.0,47998,0.5033165427806943,0.5216316727275192,0.10829909912320733
var,1.0,0.10000000149011612,0.0,8.0,47996,0.5025465459269072,0.522627969548792,0.10169714464259176
var,1.0,0.10000000149011612,0.0,9.0,47994,0.5033807133512097,0.5240215982514663,0.10363828340095989
var,1.0,0.10000000149011612,0.5,5.0,47996,0.5227826325157843,0.5297592010657708,0.13164258791244363
var,1.0,0.10000000149011612,0.5,6.0,47997,0.5264266575545729,0.5356188469005072,0.14615268235004475
var,1.0,0.10000000149011612,0.5,7.0,47997,0.5192348750449082,0.53098363230045,0.13530837305548632
var,1.0,0.10000000149011612,0.5,8.0,47998,0.5211366726041993,0.5290989855191827,0.1313745796855673
var,1.0,0.10000000149011612,0.5,9.0,47998,0.516478354936103,0.5241681337824114,0.12656234660644905
vabs,0.0,0.3499999940395355,0.0,5.0,47998,0.506752378443386,0.5104569267574273,0.1514665034195877
vabs,0.0,0.3499999940395355,0.0,6.0,48000,0.511328791239338,0.5200843114314255,0.15928283732678625
vabs,0.0,0.3499999940395355,0.0,7.0,48000,0.5228266421542438,0.5390143007924982,0.19759986841060828
vabs,0.0,0.3499999940395355,0.0,8.0,47999,0.516478454110424,0.5284442265994571,0.17689001376901653
