hypothesis,label,ba,min_slope_ba,grade
single_threshold_q,NOT_SUFFICIENT,0.5094028824440057,0.5008165297706124,posthoc
single_threshold_qabs,NOT_SUFFICIENT,0.5171737909537397,0.5038345067224057,posthoc
single_threshold_q_integral,NOT_SUFFICIENT,0.5194499658761174,0.5120501090798661,posthoc
single_threshold_q_uniform,NOT_SUFFICIENT,0.5176553684152845,0.511430981601479,posthoc
single_threshold_qcov,NOT_SUFFICIENT,0.5250940957285005,0.5116588251481214,posthoc
single_threshold_qcov_v2,NOT_SUFFICIENT,0.5258207138804935,0.5059702364312867,posthoc
