arm,seed,start,end,n,growth_fraction,norm_growth_fraction,median_abs_cos,symmetry_among_growth,both_sides_grow_fraction,norm_delta,radial,injection,dsigma2,var_linear,var_quadratic,dmean,dupper,dlower
LR,0,0,20,2000,0.547,0.5465,0.0328546625345022,0.5000482707174002,0.4205,0.018385256806465376,-0.061233990096222005,0.07961924690268733,0.009798793380996046,-0.19409213964039207,0.20389093302138814,0.09173922818593871,0.019678242194717525,0.016835065521517666
LR,0,0,625,2000,0.936,0.8815,0.04979081462372498,0.33068496582938617,0.868,0.5840818138770771,-0.41318068787806134,0.9972625017551385,1.5639683591786653,-0.025652769918877376,1.5896211290975426,-0.07147229118824333,0.7982062957791265,0.7051459391765467
LR,0,20,300,2000,0.938,0.8965,0.024541488927936925,0.31035493217654647,0.8765,0.40238021685129965,-0.07290088193391271,0.4752810987852124,1.2186615213208292,0.4884868977463344,0.730174623574495,-0.13556105235934285,0.6305857228682924,0.5434140034910233
LR,0,300,625,2000,0.8175,0.8475,0.028098483835695437,0.4302156590199562,0.6865,0.1633163402193121,0.05046707708037367,0.11284926313893845,0.3355080444768399,0.22298451695759253,0.11252352751924738,-0.027650467014839208,0.14794233071611668,0.1448968701640057
LR,1,0,20,2000,0.5965,0.552,0.032751536368488175,0.49748611153877764,0.4665,0.018613725339766303,-0.05986112845891903,0.07847485379868534,0.06947549064127113,-0.11806327793937302,0.18753876858064425,0.09139952317991461,0.058760951231407614,0.034244904752174475
LR,1,0,625,2000,0.9485,0.888,0.04791837950872402,0.3025787890755433,0.891,0.5635849094890959,-0.3881674402570635,0.9517523497461593,1.4833671781525217,0.0035134034620915608,1.4798537746904303,-0.029986613638414997,0.8272794157540838,0.6677830905667024
LR,1,20,300,2000,0.9565,0.9175,0.021809569383119325,0.29051058560481324,0.899,0.38735462640225365,-0.060260563240102316,0.44761518964235597,1.0843030594174947,0.4296904121625608,0.6546126472549335,-0.09023120827787054,0.6182018733871668,0.4958792006376588
LR,1,300,625,2000,0.8435,0.839,0.029067100427843606,0.43223364110170365,0.6975,0.15761655774707595,0.04742579281304731,0.11019076493402863,0.32958862809375594,0.2216940725421614,0.10789455555159458,-0.031154928540459068,0.15031659113550944,0.13765898517686923
LR,2,0,20,2000,0.5275,0.523,0.03532126080309647,0.5051116184766754,0.4075,0.014787418237523895,-0.06662245681575196,0.08140987505327583,0.022294348075276964,-0.18534718681407578,0.20764153488935272,0.1094731313396803,0.02850966657311221,0.009032509694653669
LR,2,0,625,2000,0.928,0.8675,0.050896842905284886,0.3175792315174132,0.8665,0.5782546131877675,-0.42279576950461617,1.0010503826923836,1.531868142506898,-0.09190169317525113,1.6237698356821493,-0.03215166763675553,0.8085894696125574,0.6821561995229529
LR,2,20,300,2000,0.9545,0.8915,0.022698369000208465,0.3091147194416431,0.889,0.39970042019350366,-0.06987003914815196,0.46957045934165564,1.1634321416169,0.4428458077224566,0.7205863338944437,-0.11348442111072109,0.6221495946902214,0.5307703510403736
LR,2,300,625,2000,0.8235,0.842,0.027937949914605204,0.42199539168061445,0.6965,0.1637667747567399,0.04915796858005987,0.11460880617668,0.34614165281472103,0.23012492455751088,0.11601672825721022,-0.02814037786571474,0.15793020834922405,0.1423533387879257
SNA,0,0,20,2000,0.6805,0.614,0.03390143820028399,0.46944661079051103,0.551,0.028732273463088043,-0.04304266447314842,0.07177493793623645,0.12798785062175044,-0.0642504962096385,0.192238346831389,-0.12365293783613132,0.10257268484937188,0.08863049738796026
SNA,0,0,625,2000,0.879,0.8375,0.05383377335659398,0.3266175929087217,0.8025,0.3459396395293024,-0.29111514779951386,0.6370547873288164,0.8703988503753841,-0.07498519969509918,0.9453840500704832,-0.008414708255182299,0.6312240913864582,0.5151203074364331
