target,feature,a,seed,slope,intercept,r2,spearman,ba
dsigma2,q,0.550000011920929,7.0,0.01265482,2.2464286e-05,-0.00025904178619384766,-0.03207924824608434,0.5003013703720982
dsigma2,q,0.550000011920929,8.0,0.01265482,2.2464286e-05,0.00014090538024902344,-0.013209458813301938,0.5083885464574207
dsigma2,q,0.550000011920929,9.0,0.01265482,2.2464286e-05,0.00013816356658935547,-0.028827627930871465,0.504106594807809
dsigma2,q,0.6000000238418579,5.0,0.01265482,2.2464286e-05,0.00048613548278808594,-0.001507158722442711,0.514477726289456
dsigma2,q,0.6000000238418579,6.0,0.01265482,2.2464286e-05,0.0005913376808166504,0.012617950142963397,0.5188848362067755
dsigma2,q,0.6000000238418579,7.0,0.01265482,2.2464286e-05,-2.3245811462402344e-05,-0.031067588083376993,0.5054382976359029
dsigma2,q,0.6000000238418579,8.0,0.01265482,2.2464286e-05,6.747245788574219e-05,-0.004821168126985975,0.5152321681695697
dsigma2,q,0.6000000238418579,9.0,0.01265482,2.2464286e-05,0.00026470422744750977,-0.015250351806429556,0.5133488725499764
dsigma2,q,0.6499999761581421,5.0,0.01265482,2.2464286e-05,0.0006932616233825684,0.01614544529574981,0.519251883328683
dsigma2,q,0.6499999761581421,6.0,0.01265482,2.2464286e-05,0.0006003379821777344,0.03431976369595354,0.5235050229649449
dsigma2,q,0.6499999761581421,7.0,0.01265482,2.2464286e-05,-0.000213623046875,-0.033916634731909374,0.502362946018364
dsigma2,q,0.6499999761581421,8.0,0.01265482,2.2464286e-05,0.00026863813400268555,0.010658533582754858,0.5179587970671474
dsigma2,q,0.6499999761581421,9.0,0.01265482,2.2464286e-05,0.00024336576461791992,-0.0018897102949290798,0.5166886621493855
dsigma2,q,0.800000011920929,5.0,0.01265482,2.2464286e-05,0.00042498111724853516,0.03923108323921024,0.5191806336329818
dsigma2,q,0.800000011920929,6.0,0.01265482,2.2464286e-05,0.00021350383758544922,0.03962270302578983,0.518996213668034
dsigma2,q,0.800000011920929,7.0,0.01265482,2.2464286e-05,0.0015575885772705078,0.041295001636920084,0.5209858195498422
