aux,a,c,seed,n,shrink_fraction,q,qabs,qcov,qcov_v2,radial,injection,dsigma2,cos
0.0,0.4,0.0,2.0,48000,0.589,-0.019626573,0.24708726,0.22881329,0.042473257,-0.007899685,0.008215935,0.00031624976,-0.18476483
0.0,0.4,0.0,3.0,47998,0.5911704654360599,-0.02259935,0.24955653,0.23935154,0.04697164,-0.010894987,0.01079154,-0.000103446095,-0.19697759
0.0,0.4,0.0,4.0,48000,0.5902083333333333,-0.015297314,0.24767587,0.25664568,0.05639834,-0.014773345,0.014814216,4.087121e-05,-0.19489484
0.0,0.4,0.0,5.0,48000,0.5876041666666667,-0.017975533,0.24849106,0.2375162,0.04603654,-0.0098411,0.0099891,0.00014799947,-0.19055282
0.0,0.4,0.0,6.0,47999,0.5864497177024521,-0.016399411,0.24992749,0.23979723,0.046713084,-0.010601129,0.01061674,1.5610463e-05,-0.1914272
0.0,0.4,0.0,7.0,48000,0.591375,-0.018460171,0.2484574,0.24970642,0.05375525,-0.012509972,0.012987118,0.00047714595,-0.19245088
0.0,0.4,0.0,8.0,48000,0.5895,-0.016965583,0.24963497,0.2447173,0.049711302,-0.012318165,0.0124836415,0.00016547598,-0.19556297
0.0,0.4,0.0,9.0,48000,0.5915833333333333,-0.020596555,0.2494952,0.242172,0.047917522,-0.011003624,0.0109660085,-3.7614893e-05,-0.19374122
0.0,0.45,0.0,0.0,48000,0.5866666666666667,-0.017693285,0.26222888,0.25669435,0.05006416,-0.01511962,0.014975255,-0.00014436473,-0.19055319
0.0,0.45,0.0,1.0,48000,0.5859166666666666,-0.014328215,0.26128525,0.26058802,0.054604802,-0.018132351,0.018213712,8.136034e-05,-0.19389604
0.0,0.45,0.0,2.0,48000,0.5918541666666667,-0.02192118,0.26331922,0.2417246,0.043683603,-0.010700996,0.010867433,0.00016643674,-0.19129375
0.0,0.45,0.0,3.0,47999,0.5948248921852538,-0.020009458,0.26460728,0.2541378,0.047842566,-0.014939753,0.014809714,-0.0001300393,-0.20013957
0.0,0.45,0.0,4.0,48000,0.5915208333333334,-0.008115182,0.2636498,0.27266258,0.056319077,-0.020391723,0.02039167,-5.5388043e-08,-0.19630802
0.0,0.45,0.0,5.0,48000,0.590875,-0.016522812,0.26716372,0.25195527,0.04772317,-0.013430042,0.0135012185,7.1175746e-05,-0.19689284
0.0,0.45,0.0,6.0,48000,0.5916666666666667,-0.013525559,0.26466274,0.25369015,0.048558448,-0.014462559,0.01444423,-1.8327979e-05,-0.19768637
0.0,0.45,0.0,7.0,48000,0.590625,-0.015639186,0.26453948,0.26252487,0.053377386,-0.017437203,0.017700534,0.00026333198,-0.19378495
0.0,0.45,0.0,8.0,48000,0.5882291666666667,-0.013823764,0.26287618,0.25984105,0.052487254,-0.016848559,0.016977722,0.00012916468,-0.1965027
0.0,0.45,0.0,9.0,48000,0.5829166666666666,-0.015710743,0.25992376,0.25540805,0.052026585,-0.015353531,0.015344731,-8.800582e-06,-0.18987337
0.0,0.55,0.0,0.0,48000,0.5720416666666667,-0.0022601231,0.24539295,0.23958163,0.043188874,-0.023731738,0.023609746,-0.000121990066,-0.19474438
0.0,0.55,0.0,1.0,48000,0.5619583333333333,0.0012649238,0.23013669,0.23385035,0.045366734,-0.027357263,0.02743018,7.291585e-05,-0.1872603
0.0,0.55,0.0,2.0,48000,0.5764166666666667,-0.0089162085,0.2523906,0.23639475,0.042629264,-0.017306592,0.017322907,1.6315425e-05,-0.18877038
0.0,0.55,0.0,3.0,47999,0.5754703222983812,-0.0049551586,0.246177,0.23683132,0.042251326,-0.023820003,0.02381141,-8.592695e-06,-0.19466606
0.0,0.55,0.0,4.0,48000,0.569875,0.0056942888,0.23200755,0.2405125,0.04766854,-0.03320232,0.033210438,8.1188e-06,-0.20202325
0.0,0.55,0.0,5.0,48000,0.5744791666666667,-0.001103817,0.25240898,0.24280922,0.042537086,-0.021789132,0.021858102,6.897037e-05,-0.19562137
0.0,0.55,0.0,6.0,47999,0.5754494885310111,0.00018990827,0.25350037,0.24505048,0.04231173,-0.022607295,0.022650084,4.278954e-05,-0.19537967
0.0,0.55,0.0,7.0,48000,0.5644791666666666,0.00063681783,0.23230536,0.2330803,0.045580883,-0.027036449,0.027114846,7.839651e-05,-0.18664052
0.0,0.55,0.0,8.0,48000,0.5751041666666666,-0.0012204316,0.24156217,0.23870935,0.04472808,-0.026305351,0.026407763,0.00010241261,-0.19960724
0.0,0.55,0.0,9.0,48000,0.5655625,-0.0026814025,0.23774976,0.23824699,0.04594025,-0.024516169,0.02440663,-0.000109536864,-0.19008042
0.0,0.6,0.0,0.0,48000,0.5626041666666667,0.005048135,0.19751385,0.20109195,0.039776374,-0.024986098,0.024847502,-0.00013859455,-0.20378765
0.0,0.6,0.0,1.0,48000,0.5599166666666666,0.0076760533,0.19733645,0.19320668,0.036208548,-0.02809306,0.02816994,7.687874e-05,-0.20647275
0.0,0.6,0.0,2.0,48000,0.5685,-0.00041935695,0.22235197,0.20980795,0.038713485,-0.018897368,0.018920373,2.3006507e-05,-0.19462147
0.0,0.6,0.0,3.0,47999,0.5689910206462635,0.0039999313,0.21535845,0.20158625,0.03508316,-0.025239503,0.025257196,1.7692864e-05,-0.20447227
0.0,0.6,0.0,4.0,47999,0.5622200462509636,0.010870606,0.19688419,0.1996375,0.040644024,-0.034918316,0.03503414,0.00011582136,-0.21622759
0.0,0.6,0.0,5.0,48000,0.5698333333333333,0.0063088373,0.22873032,0.21202844,0.034921322,-0.023627715,0.023651185,2.3469498e-05,-0.20349687
0.0,0.6,0.0,6.0,48000,0.5676666666666667,0.006126632,0.21803334,0.21119802,0.036782283,-0.024496516,0.024560867,6.435024e-05,-0.20370066
0.0,0.6,0.0,7.0,48000,0.5635,0.007138148,0.20110834,0.19260134,0.03520461,-0.027689217,0.027633112,-5.610253e-05,-0.19797319
0.0,0.6,0.0,8.0,48000,0.5667916666666667,0.0059046466,0.20889822,0.19954777,0.036413006,-0.028266821,0.02830545,3.86308e-05,-0.212627
0.0,0.6,0.0,9.0,48000,0.5577916666666667,0.0037378923,0.2037726,0.19902037,0.036687132,-0.0259291,0.025852587,-7.651132e-05,-0.1994775
0.0,0.65,0.0,0.0,48000,0.562125,0.009662058,0.17399274,0.15875402,0.027765669,-0.023900215,0.023872994,-2.722391e-05,-0.21788427
0.0,0.65,0.0,1.0,48000,0.56,0.010640915,0.16106148,0.1461177,0.026333865,-0.025490591,0.02554315,5.2558586e-05,-0.22893925
0.0,0.65,0.0,2.0,48000,0.5629583333333333,0.00797024,0.18523762,0.17191815,0.031295024,-0.018837754,0.018829813,-7.939514e-06,-0.21117416
0.0,0.65,0.0,3.0,47999,0.5663242984228838,0.010140875,0.17561822,0.15781982,0.026714802,-0.023891648,0.023932938,4.1288487e-05,-0.22607018
0.0,0.65,0.0,4.0,48000,0.5597916666666667,0.0131108705,0.1637096,0.15391925,0.030927932,-0.032663647,0.032690506,2.6859743e-05,-0.23490071
0.0,0.65,0.0,5.0,48000,0.5658541666666667,0.012297847,0.18705806,0.17017114,0.028113684,-0.022920705,0.022946483,2.5778663e-05,-0.22184746
0.0,0.65,0.0,6.0,48000,0.5608333333333333,0.011220493,0.18185608,0.16851552,0.028633412,-0.02412602,0.024181858,5.5836226e-05,-0.21703902
0.0,0.65,0.0,7.0,48000,0.5634166666666667,0.009554296,0.16795503,0.14523189,0.02414061,-0.025314605,0.025138069,-0.00017653583,-0.22507939
0.0,0.65,0.0,8.0,48000,0.5665416666666667,0.0102670705,0.1733193,0.15453613,0.026344432,-0.026939433,0.026977733,3.8299902e-05,-0.23294033
0.0,0.65,0.0,9.0,48000,0.5566666666666666,0.009026144,0.16944648,0.15618832,0.027508637,-0.024328245,0.02431073,-1.7515247e-05,-0.22141807
0.0,0.8,0.0,0.0,47999,0.5823246317631617,0.004904638,0.11412074,0.04842344,0.002155126,-0.009041531,0.009041031,-5.006661e-07,-0.26662308
0.0,0.8,0.0,1.0,48000,0.5803541666666666,0.007290628,0.111304365,0.04446786,0.0019311336,-0.009946792,0.009984384,3.7591617e-05,-0.27986646
0.0,0.8,0.0,2.0,48000,0.5845833333333333,0.006661897,0.11060509,0.05331541,0.004086647,-0.007631216,0.0075610033,-7.02127e-05,-0.26044834
0.0,0.8,0.0,3.0,48000,0.583,0.005281115,0.10769701,0.044152476,0.0017875835,-0.008683651,0.008692815,9.164137e-06,-0.27480033
0.0,0.8,0.0,4.0,48000,0.5753125,0.006779354,0.10878689,0.048263945,0.003163819,-0.011054551,0.011083623,2.9071252e-05,-0.27385977
0.0,0.8,0.0,5.0,48000,0.586375,0.0058542294,0.113454,0.0512145,0.0026118832,-0.008908974,0.008871108,-3.7864756e-05,-0.269531
0.0,0.8,0.0,6.0,48000,0.5785208333333334,0.005718366,0.109756365,0.049102187,0.0025177605,-0.0085826935,0.008571053,-1.164111e-05,-0.2600521
0.0,0.8,0.0,7.0,48000,0.5765,0.0062377974,0.10805096,0.044661094,0.0020303433,-0.009683816,0.009643592,-4.0224142e-05,-0.2736976
0.0,0.8,0.0,8.0,48000,0.5802708333333333,0.005674669,0.112586536,0.046372406,0.0021134822,-0.009739817,0.009793244,5.3427804e-05,-0.27810076
0.0,0.8,0.0,9.0,48000,0.5787916666666667,0.0049721077,0.11716945,0.05036926,0.0021792043,-0.0092291245,0.009229736,6.1168015e-07,-0.2631429
1.0,0.1,-0.5,0.0,47874,0.5722103855955216,-0.03150903,0.11375822,0.09127965,0.025926925,-0.0038883793,0.005379885,0.0014915053,-0.13829134
1.0,0.1,-0.5,1.0,47794,0.5673724735322425,-0.026152141,0.113229096,0.100970656,0.030631628,-0.0041882712,0.006023852,0.0018355809,-0.13570833
1.0,0.1,-0.5,2.0,47909,0.562086455572022,-0.033223618,0.11015509,0.08047702,0.02368812,-0.0026424339,0.0046994607,0.0020570268,-0.11917974
1.0,0.1,-0.5,3.0,47924,0.5692972205992822,-0.03251619,0.10512943,0.08495439,0.02923667,-0.004127499,0.0055798357,0.0014523362,-0.14070563
1.0,0.1,-0.5,4.0,47875,0.5723446475195823,-0.0274312,0.11161425,0.09755534,0.031282764,-0.00439012,0.0063006855,0.0019105661,-0.14592355
1.0,0.1,-0.5,5.0,47831,0.5631703288662164,-0.032866612,0.11385566,0.08319177,0.022509037,-0.0029419623,0.004650289,0.0017083272,-0.12690131
1.0,0.1,-0.5,6.0,47893,0.5648633411980875,-0.030721394,0.111200124,0.08758337,0.026330318,-0.003910523,0.0054613403,0.0015508173,-0.13001
1.0,0.1,-0.5,7.0,47872,0.5699156082887701,-0.032211665,0.10968239,0.09030436,0.0299256,-0.0039267726,0.0061592353,0.0022324629,-0.14179868
1.0,0.1,-0.5,8.0,47817,0.5697555262772654,-0.030316528,0.112708695,0.090471365,0.026517525,-0.0039707897,0.0056312513,0.0016604613,-0.13578035
1.0,0.1,-0.5,9.0,47897,0.5733970812368206,-0.031627633,0.11097715,0.08816427,0.027121333,-0.004551214,0.0056656087,0.0011143945,-0.13970676
1.0,0.1,0.0,0.0,47996,0.5555462955246271,0.01111517,0.07629315,0.14719515,0.10195522,-0.0052630818,0.010082156,0.0048190746,-0.09388735
1.0,0.1,0.0,1.0,47998,0.5605233551397975,0.008843861,0.07797327,0.15644807,0.113022834,-0.006369418,0.0116602145,0.0052907965,-0.09732535
1.0,0.1,0.0,2.0,47994,0.5502146101596033,0.009641427,0.072757445,0.12922518,0.087742314,-0.003464389,0.008937116,0.0054727267,-0.08067136
1.0,0.1,0.0,3.0,47996,0.5626302191849321,0.0081375,0.073768236,0.14032419,0.10069195,-0.005682837,0.010203303,0.004520466,-0.09807015
1.0,0.1,0.0,4.0,47998,0.5692112171340472,0.010638771,0.077915624,0.15879793,0.11249555,-0.0061933324,0.011616815,0.005423481,-0.10584539
1.0,0.1,0.0,5.0,47999,0.5489072689014355,0.010263027,0.074118085,0.1363637,0.09424255,-0.004648137,0.009848815,0.005200679,-0.083477125
1.0,0.1,0.0,6.0,47995,0.549557245546411,0.00796852,0.07234466,0.13421136,0.097031794,-0.005507369,0.0106010595,0.0050936905,-0.086665094
1.0,0.1,0.0,7.0,47998,0.5639818325763574,0.011149201,0.077700354,0.1553102,0.1091721,-0.005023837,0.011011933,0.0059880964,-0.10054204
1.0,0.1,0.0,8.0,47996,0.5570672556046338,0.008075528,0.07441269,0.14196438,0.103564724,-0.005303103,0.011105865,0.0058027627,-0.092891805
1.0,0.1,0.0,9.0,47994,0.5644455556944618,0.009489727,0.076793194,0.1520765,0.102724105,-0.0060942764,0.010512624,0.0044183475,-0.09929434
1.0,0.1,0.5,0.0,48000,0.5682083333333333,0.0061572064,0.012997712,0.028246177,0.021960238,-0.0076950253,0.007595696,-9.932866e-05,-0.10427239
1.0,0.1,0.5,1.0,47999,0.5722619221233776,0.004912372,0.011993966,0.024086058,0.017176649,-0.0077714277,0.0075427643,-0.00022866362,-0.1094681
1.0,0.1,0.5,2.0,47999,0.5646159294985312,0.0029413442,0.0096180625,0.014630015,0.0075651607,-0.0044567944,0.0044020945,-5.4699474e-05,-0.10118876
1.0,0.1,0.5,3.0,47997,0.5742442235973082,0.0016333811,0.008012183,0.010219454,0.004428459,-0.0025730105,0.002604343,3.133271e-05,-0.104716904
1.0,0.1,0.5,4.0,47998,0.5661485895245635,0.007298223,0.01472396,0.034863606,0.028561816,-0.012320061,0.0123223,2.2379825e-06,-0.10175758
1.0,0.1,0.5,5.0,47996,0.5631719309942496,0.006217184,0.013149797,0.026422497,0.018794624,-0.0086395,0.008727989,8.84895e-05,-0.09827458
1.0,0.1,0.5,6.0,47997,0.5605558680750881,0.006372173,0.012977869,0.025592687,0.016670318,-0.009247622,0.009016245,-0.0002313787,-0.09033666
1.0,0.1,0.5,7.0,47997,0.5658687001270912,0.0024303067,0.008916865,0.01363215,0.0067221457,-0.004302938,0.0044043465,0.00010140817,-0.104833916
1.0,0.1,0.5,8.0,47998,0.5660027501145881,0.0022544023,0.008909476,0.013522086,0.0073269964,-0.004337052,0.0044427696,0.00010571785,-0.09886729
1.0,0.1,0.5,9.0,47998,0.5635859827492812,0.0026517573,0.009616007,0.016211228,0.009784838,-0.0049392115,0.0044978927,-0.00044131887,-0.09660641
