quantity,step,expected,observed,rel_err,ok
cos_Eg,0,0.698,0.6982904128433167,0.0004160642454394949,True
cos_Eg,100000,0.647,0.6469752365944063,3.827419720829057e-05,True
cos_Eg,1000000,0.71,0.7098712692238779,0.00018131095228461527,True
cos_e1W,0,0.179,0.17867415610643986,0.0018203569472633235,True
cos_e1W,100000,0.058,0.05844209296477637,0.007622292496144275,True
cos_e1W,1000000,0.1,0.10016575518820962,0.001657551882096181,True
