act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,l2init,0.001,0.001,4,1,0.9531458333,1,1,0,0,-0.2245734632,0.7422584891,-1.00393641,0.8120059967,70.70906003,0,0,0.4631567299,0.5623314977,0.01103588194,1.402063251,57.78547871,1.275469184,0.8685729504,2.023173094,0.8240248561,0.4853930175,3,0.02999999933,1.200000048,1.07115984,0.6274114847,1.660272121,0,1.200000048,0.1761973794,0.2759837136,0.1761973794,0.07492101192
SNA,l2init,0.001,0.001,4,2,0.9613583333,1,1,0,0,-0.3620609045,1.007669568,-5.972598076,0.8333591223,65.18064054,0,0,-0.2883932889,1.250751138,-4.895073414,0.928278625,63.81352376,1.34634459,1.031416297,2.191570044,0.60739398,0.3387804627,2.42798996,0,1.200000048,0.4852433503,0.2100082487,1.464689255,0,1.200000048,0.2278818761,0.336507942,0.2278818761,0.1053034921
SNA,l2init,0.001,0.001,4,3,0.9650375,1,1,0,0,-0.5599724054,1.19206953,-10.34510326,0.7931140065,62.1059673,0,0,-1.182037354,2.03544569,-5.354269505,0.739099443,66.73355811,1.420457125,1.101711154,2.302104712,0.5109595656,0.1964035183,2.55359149,0,1.200000048,0.3032284975,0.174223423,0.8134836555,0,1.200000048,0.263425105,0.3759209636,0.263425105,0.1268915665
SNA,l2init,0.001,0.001,4,4,0.9656979167,0.8841666579,0.8841666579,0,0,-0.7785251141,1.069135666,-9.184861183,0.6862961054,63.68529077,0,0,-1.122403622,1.652504563,-5.429250717,0.6984458566,69.54396617,1.442829251,1.113233089,2.282610178,0.5863942504,0.2204557061,1.791268468,0,1.200000048,0.3696507812,0.1823418885,0.8344880939,0,1.200000048,0.2764496397,0.3870478884,0.2764496397,0.1334699084
SNA,l2init,0.001,0.001,4,5,0.9652895833,1,1,0,0,-0.418639183,1.160945177,-10.03643417,0.8286960125,62.31415166,0,0,-1.107603908,2.098672628,-5.702343941,0.756283462,68.09873487,1.41542232,1.139676213,2.349290371,0.5164633393,0.1983793378,2.198653221,0,1.200000048,0.2928604782,0.1478417069,0.9266625643,0,1.200000048,0.2876940645,0.401324489,0.2876940645,0.1414516776
SNA,l2init,0.001,0.001,4,6,0.9675833333,1,1,0,0,-0.1775445491,1.056623697,-11.00864697,0.9139651656,59.80699748,0,0,-1.258771777,2.187238455,-4.677520752,0.7432121038,65.70972338,1.277720451,1.114579201,2.355691671,0.5758227706,0.1840566099,2.535577297,0,1.200000048,0.2789404094,0.1433127522,1.069380045,0,1.200000048,0.2454499469,0.3579586804,0.2454499469,0.1167120871
SNA,l2init,0.001,0.001,4,7,0.9667625,0.9049999714,0.9049999714,0,0,-0.4011487365,1.075264454,-10.72119427,0.8125501275,62.3488615,0,0,-1.443391323,1.868089795,-6.248262405,0.6679708958,66.35459719,1.412570357,1.127853751,2.352445602,0.5823521018,0.1903311759,2.405753851,0,1.200000048,0.3233317137,0.1712783426,0.880715549,0,1.200000048,0.2670594287,0.3789933598,0.2670594287,0.1288789117
SNA,l2init,0.001,0.001,4,8,0.9675125,0.9733333588,0.9733333588,0,0,-0.2451316267,1.039850831,-9.880983353,0.8867751956,60.84320485,0,0,-1.1994555,1.899786472,-6.277303219,0.7209970951,66.35761039,1.326044917,1.082745194,2.313554525,0.5911968946,0.2159886211,2.489507198,0,1.200000048,0.3249658644,0.1694722176,0.7958496213,0,1.200000048,0.2379315432,0.3493941477,0.2379315432,0.1120026979
SNA,l2init,0.001,0.001,4,9,0.9656604167,1,1,0,0,-0.3414765,1.1697402,-14.06681442,0.8474875093,60.19545254,0,0,-2.029253721,2.493389368,-8.421200752,0.648224473,66.63316012,1.470970273,1.189605832,2.388179302,0.5201666355,0.1538950354,1.758099556,0,1.200000048,0.2498797327,0.1436141282,0.5841172934,0,1.200000048,0.3100576885,0.4236508579,0.3100576885,0.1543543965
SNA,l2init,0.001,0.001,4,10,0.9672291667,1,1,0,0,-0.1049664021,1.169665694,-12.44648743,0.9619785547,59.67595907,0,0,-1.732065797,2.367585897,-7.370369434,0.6513676047,66.29367836,1.369052887,1.145900249,2.383128166,0.521769762,0.167875424,2.613839865,0,1.200000048,0.2590882182,0.1522419453,0.546841085,0,1.200000048,0.2735206696,0.3873502915,0.2735206696,0.1332394926
