arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,pool
SN3_avg,5,0.001,1,none,0.9632416667,1,1,0,0,-0.03952702135,0.1397724897,-0.09654266387,0.8221181035,1.022730231,13.68973269,0,0,-0.07783612609,0.1842487007,-0.1024131104,0.7282299399,1.15444541,15.2969543,0,0,-0.03367187083,0.4356250465,-0.3507225215,0.9173038006,82.66541574,0,0,0.2685714364,0.9527841806,-1.227721334,0.9918647408,45.34219632,0.6379586458,1.261860371,2.53017807,1.437600613,2.547240734,avg
SN3_avg,5,0.001,2,none,0.9499520833,1,1,0,0,-0.03892608732,0.1107728779,-0.1710989624,0.8323819041,1.064811468,14.0150301,0,0,-0.09590689838,0.1774545461,-0.1798508018,0.6745639443,1.144292593,15.30553336,0,0,-0.1650041193,0.3718287349,-1.664116859,0.868431747,72.51767539,0,0,-0.04112559557,0.8364500403,-2.233291149,0.9945780635,42.99973205,0.6722698212,1.460802078,3.117562056,1.585939884,3.071476698,avg
SN3_avg,5,0.001,3,none,0.9499229167,1,1,0,0,-0.03774298355,0.10961169,-0.2034423351,0.8306496739,1.077581644,14.18609786,0,0,-0.1070088223,0.1765024513,-0.205472067,0.6750348806,1.154311776,15.27711639,0,0,-0.1922923028,0.4034494162,-2.297426701,0.8880580068,58.37920034,0,0,0.03227799758,0.9019494057,-3.464556217,0.9932155609,36.23563072,0.7046325207,1.608743906,3.600743294,1.673451424,2.893500566,avg
SN3_avg,5,0.001,4,none,0.94388125,1,1,0,0,-0.04438953847,0.1271184385,-0.1768147051,0.8120425344,1.068794966,14.3109484,0,0,-0.1282301843,0.1931165606,-0.1723983437,0.6520583034,1.108915567,15.45843126,0,0,-0.1977485269,0.4525841177,-3.128293514,0.9174053073,60.27066989,0,0,0.3243481815,1.165430903,-4.490276337,0.9984120727,29.72874328,0.7550092936,1.850878119,4.013108253,1.760192037,2.452951193,avg
SN3_avg,5,0.001,5,none,0.9444604167,1,1,0,0,-0.07365871966,0.135893777,-0.1749108732,0.6766524911,0.9353808761,14.19623166,0,0,-0.1346899122,0.2057130188,-0.196789369,0.5726545453,0.9732279778,15.46369589,0,0,-0.2465779483,0.5128359199,-2.860730886,0.9402335882,64.56777688,0,0,0.2298976928,1.368669748,-4.970158577,0.9955630898,34.58029265,0.7969356775,2.04298234,4.41212225,1.926934719,2.199885607,avg
SN3_avg,5,0.001,6,none,0.9493625,1,1,0,0,-0.07404937595,0.1446105242,-0.2055235654,0.6994488835,0.9651357532,14.53313532,0,0,-0.134528473,0.2153069675,-0.2456566989,0.6470739841,1.108744144,15.6147386,0,0,-0.1189231798,0.5401796699,-3.132916451,0.9601169825,62.03398957,0,0,0.3541305065,1.736071348,-7.887393475,0.9940130711,31.6499261,0.830568552,2.191920519,4.789546013,2.099346161,2.022148848,avg
SN3_avg,5,0.001,7,none,0.9507375,1,1,0,0,-0.1004359275,0.1490103304,-0.2016057074,0.6430490613,0.9062495232,14.4240675,0,0,-0.1496309489,0.2174568772,-0.2464071661,0.6067218184,1.032579303,15.59227963,0,0,-0.2018749714,0.5720130205,-3.240419626,0.9633361101,61.35812497,0,0,0.4903149605,1.971807122,-7.530435562,1.002473831,33.03290561,0.8337465525,2.34060955,5.182317257,2.236852646,1.848424077,avg
SN3_avg,5,0.001,8,none,0.9593166667,1,1,0,0,-0.09639111906,0.1497867405,-0.2087300718,0.6416564584,0.8950788379,14.22490206,0,0,-0.1260377467,0.2113645375,-0.184671998,0.6384183168,1.131102324,15.58898374,0,0,-0.179730311,0.5982519984,-2.441098213,0.9659937024,69.65140774,0,0,0.2859548032,2.086180449,-5.259891987,0.9888315797,38.76073194,0.8523079753,2.409295797,5.534487247,2.44486165,1.828685999,avg
SN3_avg,5,0.001,9,none,0.9643854167,1,1,0,0,-0.08156697452,0.1335746646,-0.1619730145,0.6700402498,0.9462077022,14.07257595,0,0,-0.1450970024,0.2265830189,-0.2343898565,0.6485948563,1.134295702,15.61832727,0,0,-0.2572780252,0.6737338305,-2.966333628,0.9804486036,71.76330493,0,0,0.2947219312,2.398838997,-5.413572311,0.9931876063,41.80797118,0.862985611,2.469222069,5.836189747,2.583574295,1.910994768,avg
SN3_avg,5,0.001,10,none,0.96360625,1,1,0,0,-0.09434399754,0.1386637688,-0.2246087939,0.6436935663,0.8939728141,14.06647889,0,0,-0.1328496784,0.2185493857,-0.2029165626,0.6436134577,1.117686629,15.66428778,0,0,-0.3154414594,0.6457169652,-2.446260929,0.9793146849,69.36203996,0,0,-0.02228334732,2.264835835,-3.997793436,0.9959932566,43.40947523,0.8438343406,2.543954849,6.16328764,2.654612303,1.973318338,avg
