A_divergence,B_leaky_plateau,C_elu_acceleration,D_death,dA_pt,LR_slope_late,LR_slope_early,ELU_slope_late,ELU_slope_early,ELU_dead_hard_t400,LR_dead_hard_max
PARTIAL,PARTIAL,ELU_DECELERATES,DEATH_SATURATES,-0.28;-0.00;-0.57,-0.41;-0.30;-0.60,-1.93;-1.92;-2.45,-0.63;-0.35;-0.59,-1.89;-1.82;-2.12,3;6;9,0
