arm,seed,acc_early,acc_late,acc_t400,slope_early,slope_late,dead_hard_t400,dead_hard_t120,dead_soft_t400,sat_late,zbar_late,sigma_late,cnorm_t120,cnorm_t400,pos_late,w2col_t400
LR,0,0.9077000021934509,0.8789499998092651,0.882099986076355,-1.9279900649709394,-0.41469085906812786,0,0,0,0.0,-7.925706921103107,4.646867111250598,8.396231536853593,15.235637074599033,0.11068359375,3.812668557328655
LR,1,0.90829998254776,0.8819499909877777,0.8776000142097473,-1.919312260493934,-0.3016794868821743,0,0,0,0.0,-8.28567661836624,4.465537943188295,8.392657375509451,15.19977806228359,0.1126171875,3.7985396696512406
LR,2,0.9068999886512756,0.8772500157356262,0.8805000185966492,-2.447884660442005,-0.5963816107696357,0,0,0,0.0,-8.68920132588596,4.644345120220727,8.472411416069395,15.266850926655845,0.07902343749999999,3.8035349382947627
ELU1,0,0.9128999710083008,0.8817999958992004,0.8780999779701233,-1.8870588437582472,-0.6281844603203444,3,0,13,0.6218847632408142,-8.453903741394967,6.073091237063485,8.270829511699906,13.597470176058414,0.23496093750000002,4.587173229752247
ELU1,1,0.9128000140190125,0.8819500207901001,0.8773999810218811,-1.8232970162749336,-0.34655844739633057,6,0,14,0.6243847608566284,-8.180355078546832,5.535806053000629,8.38825390389899,13.840972069942103,0.2389453125,4.639522952562287
ELU1,2,0.9129999876022339,0.8829500079154968,0.8707000017166138,-2.1240879021624015,-0.592073766884052,9,4,10,0.6372265517711639,-8.110434242553364,5.647651297502236,8.202761411481509,13.637716351253161,0.2219921875,4.530013548070375
SNA,0,0.9189000129699707,0.9100000262260437,0.9021000266075134,-0.4607451746612477,-0.38320351176314926,0,0,0,0.14503906667232513,-1.3300266356623451,2.3655628644707996,6.165710397344139,9.008571088646857,0.31267578125,1.290922801759785
SNA,1,0.9187999963760376,0.909500002861023,0.914900004863739,-0.792626308436757,0.03479087528008215,0,0,0,0.14806640148162842,-1.8309407001031048,2.435199560868882,6.146427058793751,8.974648298601103,0.296904296875,1.279931329509804
SNA,2,0.9180999994277954,0.9101999998092651,0.9104999899864197,-1.1243214979377474,-0.09379522456371732,0,0,0,0.14781250059604645,-1.8255929504319446,2.494234810647569,6.184266982570166,9.054144454343568,0.29197265625,1.2776372946271901
