zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,alpha_med,acc,dead_hard,dead_soft,sat,task,step,clamp,pressure,arm,iv,seed
0.21851996959321274,0.7852104312637904,0.21081320347513313,0.58451171875,0.022587943490591275,0.2821937896801699,0.16029548924210876,0.50026611328125,0.015218793086029582,0.06339649777071217,0.0010180440773142258,0.00017766625336223315,0.0036414394862737984,0.9915469242932263,0.006643392124387902,0.028369288179938085,0.024843134358669534,0.37255386785694355,0.17205885419182781,0.6983939133154048,1.0890220894175582,0.2990836501121521,0.8480164408683777,0.9194999933242798,0,0,0.0783984363079071,1,625,ref,0.0,SNA,none,2
-0.34475444058965693,1.0390448238832528,0.8195942555985845,0.38712890625,-0.13207824963033007,0.38995279026004215,0.3307423723518631,0.44381347656250003,0.03537126787361573,0.11661012998828489,8.178076969176606e-05,-0.0011446174231684184,0.0054389408238674575,1.3336728524718202,0.005544026349525666,0.03445017198463125,-0.11170807788695118,0.552120849476628,0.25364280637385694,0.7406911733929412,0.8921287380694412,0.24544481933116913,0.6374270915985107,0.9309999942779541,0,0,0.12146484106779099,2,625,ref,0.0,SNA,none,2
-0.4144961141621066,1.0388666685895298,0.5704779145054695,0.33359375,-0.28123914692929075,0.46207076107159023,0.4232320348030825,0.37517822265625,0.0515131002113098,0.1639056986623658,-0.0019094106363969738,-0.002554546735484857,0.0062019609403082656,1.5767517188772506,0.0043289151834324,0.04103306284217332,-0.2573532626720327,0.6229486810589743,0.29960954386952565,0.7775205663360518,0.8128247444354929,0.26875734329223633,0.633216142654419,0.9229999780654907,0,0,0.1397070288658142,3,625,ref,0.0,SNA,none,2
-0.38161228460225144,1.0616061061282467,0.5053263362393898,0.33734375,-0.3698316550464939,0.5037860183789103,0.42156021329199567,0.33062011718749995,0.056615861437520155,0.19770528125961007,-0.0005207903830544456,-0.003401067368481727,0.0061546219254685905,1.7411649322691831,0.004772362076037098,0.04838472838403776,-0.34362553711077526,0.616268666274775,0.3369008949128528,0.8031243935085252,0.8028178536414634,0.25046801567077637,0.607087254524231,0.921999990940094,0,0,0.1420312523841858,4,625,ref,0.0,SNA,none,2
-0.5353221804734037,1.124861023978772,0.7971764584312935,0.312109375,-0.4608368587165574,0.5511036724969259,0.5306962182681209,0.29290283203125,0.07749008294236834,0.23069288322897147,-0.004467708331740748,-0.004267248302237552,0.007033360086061679,1.8845277450104256,0.003836932553022052,0.05504577733795865,-0.4332906461552274,0.7087104421857323,0.3079898970666641,0.8334251504651782,0.8104255787178408,0.2737208604812622,0.6183145642280579,0.9276000261306763,0,0,0.1369921863079071,5,625,ref,0.0,SNA,none,2
-0.5429297174125175,1.1070355438926642,0.6674661032772166,0.31087890625,-0.5023506148928757,0.5770473727668397,0.48527325314200387,0.27809814453125,0.07923454784183015,0.2612433100909319,-0.00749418751564997,-0.0047100311254550335,0.0068568748982308905,2.0079394679123483,0.003677100379136391,0.06048408566784998,-0.478808181864942,0.6913314532619896,0.3089059313579019,0.8632846831238276,0.7928717531240546,0.3154500126838684,0.6033632755279541,0.920799970626831,0,0,0.14396484196186066,6,625,ref,0.0,SNA,none,2
-0.5990973165336042,1.1081646783813197,0.6101858935257077,0.2933984375,-0.5515725384530537,0.6075494891061778,0.47811791650196417,0.2636962890625,0.08327982947980171,0.29285153161232425,-0.007014979378948324,-0.005240400483192488,0.006728473786906327,2.1173759824491287,0.003010803516372107,0.06434629486191554,-0.5338043552074173,0.676968547064994,0.32829546841517576,0.8852235641694775,0.7796919216157403,0.27833205461502075,0.6000219583511353,0.9182999730110168,0,0,0.1456640660762787,7,625,ref,0.0,SNA,none,2
-0.6324604608165654,1.1227684074931439,0.7576397650158146,0.29,-0.6038966065008515,0.6395392820972043,0.5093156107572054,0.25251708984375,0.08894509078857242,0.3246327658934461,-0.004567363336610995,-0.005634269648830792,0.006777686556621238,2.2212546301483984,0.0017599965538829564,0.06726846727240607,-0.575402257653671,0.6869167427988953,0.38188370478733724,0.9003476810172137,0.7684203501534648,0.27182626724243164,0.6052950620651245,0.9125000238418579,0,0,0.1483789086341858,8,625,ref,0.0,SNA,none,2
-0.6911321275677994,1.1554506124075288,0.7178067776453438,0.2838671875,-0.6751504868655966,0.6708235502033983,0.521887588083302,0.23626220703125,0.09931124853855973,0.35362142438956484,-0.0029284374206332907,-0.00619968734111645,0.006949777268461693,2.31931008798196,0.0005619549535913393,0.06702972739285286,-0.634520450433831,0.701972003284992,0.4181469839555625,0.9152108581998243,0.7560548275848851,0.27767035365104675,0.5623865723609924,0.9304999709129333,0,0,0.15292969346046448,9,625,ref,0.0,SNA,none,2
-0.6309799713998742,1.1488196881966841,0.8022738854437746,0.29369140625,-0.6923854424092011,0.6959057821130286,0.5561854276025465,0.23455078125,0.10265443643794235,0.38339860226398853,-0.0017681811235848472,-0.006373834896642566,0.007002113825442355,2.4087719006114465,0.002601873683161102,0.06865647661718552,-0.6503198262316442,0.713988714581851,0.41329393501034306,0.9299685132628777,0.7670464256010018,0.2780550718307495,0.5701106190681458,0.9251999855041504,0,0,0.14978516101837158,10,625,ref,0.0,SNA,none,2
