zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,acc,dead_hard,dead_soft,sat,task,step,clamp,pressure,arm,iv,seed
0.5368837855985334,1.013470061775567,0.3815812065370335,0.6803125,0.13382243722668202,0.35075984991583503,0.27350612310045425,0.5885351562499999,0.035734567534494305,0.08688055414989132,0.00041735062859356124,0.001150017831942806,0.005094381870513102,1.1550821915930285,0.021320101527962834,0.03401498613651648,0.13912541182239163,0.5165514481871432,0.1799777258402775,0.7810126908527433,0.7122812504763715,0.25633230805397034,0.9156000018119812,0,0,0.0,1,625,ref,0.0,LR,none,0
-0.1529411520524447,1.2150664883416549,1.0646789272599544,0.4366015625,-0.09341164329371937,0.4792589331207333,0.6163620839605948,0.45131835937500003,0.07810132761648574,0.15086679724933671,0.0007210001102011434,-0.0009641205111922026,0.007660495241097468,1.542061179725819,0.023920956121291966,0.04816573551947141,-0.07484143940638834,0.7702922053031549,0.20529969446023189,0.857610330785922,0.4929414070895291,0.21740508079528809,0.9275000095367432,0,0,0.0,2,625,ref,0.0,LR,none,0
-0.49512159058223176,1.2549633489259429,1.3109428962230358,0.339140625,-0.3206241620327652,0.5698309653604078,0.7390226210976307,0.361484375,0.10766225713965548,0.2172093655311217,-0.00016429358720278329,-0.003134298999268729,0.00850599644514528,1.808209004958435,0.02516183417988941,0.061873534297755814,-0.29590889699355005,0.8553087820530442,0.33668611340265775,0.9212122459925596,0.4052265634847572,0.2603429853916168,0.9093000292778015,0,0,0.0,3,625,ref,0.0,LR,none,0
-0.8404073883032744,1.2556882376955114,1.5598641522619439,0.2519921875,-0.5956529325567715,0.64523701917528,0.836284254941225,0.2596826171875,0.15308551567482,0.26248757381435367,0.0007577214250272363,-0.005961482165623381,0.00901703554886593,1.9945769649980998,0.023928767014294864,0.07236254105818667,-0.5867524214239146,0.9076702039056699,0.3128700330559252,0.9673884784063296,0.3267929698646185,0.2373596429824829,0.9194999933242798,0,0,0.0,4,625,ref,0.0,LR,none,0
-0.995594415542948,1.2889864369215989,1.391777117807963,0.22455078125,-0.7980602265055371,0.7169977468323241,0.9116814775828911,0.20441162109375,0.1963111701378334,0.31790982426662084,-0.00013522544182461926,-0.0078934499845135,0.009355889421508508,2.1545030586277445,0.025282838923449163,0.07869829698088765,-0.7833049054493817,0.9417487903275674,0.2650019188127002,1.018691004103692,0.30209570428050936,0.21481692790985107,0.9193999767303467,0,0,0.0,5,625,ref,0.0,LR,none,0
-1.0737053879197758,1.3203922117014608,1.4165918391052037,0.2228125,-0.9619008769575998,0.7788055711388848,1.0031579343657777,0.18693603515625,0.24435210582240074,0.36248291720911857,-0.0002969053945543396,-0.009432542764324163,0.009875968584979078,2.306873540147962,0.02758370201161597,0.08383017116142823,-0.9386653389614642,0.9924886585088649,0.340878760722376,1.0747107490080428,0.30053125115809964,0.213478684425354,0.9261999726295471,0,0,0.0,6,625,ref,0.0,LR,none,0
-1.2191420158977397,1.373361043013015,1.6633515107615013,0.2121484375,-1.059367060419255,0.8180697791934707,1.0356755301447875,0.17115234375000002,0.2722687800994782,0.3975691279776856,-0.0005997444475095182,-0.010444449426998612,0.009936255198047491,2.4387287728246263,0.02887375007790979,0.09108224328613321,-1.0410327952174963,1.0006781602497477,0.34723466579572504,1.1195504315876477,0.2909335949239903,0.22556158900260925,0.920799970626831,0,0,0.0,7,625,ref,0.0,LR,none,0
-1.2454609655363424,1.3869976491497618,1.65162046628972,0.213203125,-1.1772266990146374,0.8705867444850862,1.1896075196513025,0.15404052734375,0.3231447971561755,0.43435435165924446,0.00042213085772123903,-0.011537403964792305,0.010655343444519159,2.570084728124133,0.02998312677606009,0.0936782287451717,-1.1518832898241014,1.0727037382915254,0.40516556085543626,1.1552656332438367,0.2918828136724187,0.20622728765010834,0.9277999997138977,0,0,0.0,8,625,ref,0.0,LR,none,0
-1.3431145357179195,1.3520806981651416,1.5861463750791804,0.1851953125,-1.2562824705053948,0.909084898231874,1.250824351572967,0.160732421875,0.3593352750254795,0.4724332249604094,-0.005333147792631867,-0.012521995069935623,0.010838400519198498,2.681779516978866,0.03241269638441736,0.09758557283868843,-1.2503130785950771,1.0926814502467437,0.41392060694433574,1.1915596654059515,0.2666757824641536,0.19077245891094208,0.9248999953269958,0,0,0.0,9,625,ref,0.0,LR,none,0
-1.3120254882047124,1.4632540798479512,1.9759423542753405,0.22064453125,-1.3054024256392587,0.949727855360481,1.3564330912618991,0.16593505859375,0.3914253325787469,0.520472927854314,-0.009915261185441646,-0.013117326736207927,0.011256133148124322,2.798338464241566,0.03654791367123835,0.10052305508836679,-1.3071623345270986,1.1374828280343265,0.42141146150074915,1.2264427426748399,0.2985800792863301,0.22838671505451202,0.9218000173568726,0,0,0.0,10,625,ref,0.0,LR,none,0
-1.4215132294173727,1.4215771596985483,1.8300910137544937,0.20080078125,-1.39438335547527,0.9848280412188375,1.4158919758099082,0.16489013671875,0.42807373999691434,0.5586929369520641,-0.016880406178045492,-0.013969008824778672,0.011471894548000456,2.9057940805008236,0.0373943283141125,0.10220676735763959,-1.3935603694305285,1.1569304085080834,0.4107068704227914,1.2618263879444394,0.2807207043158996,0.2169555127620697,0.9196000099182129,0,0,0.0,11,625,ref,0.0,LR,none,0
-1.428947716996194,1.450055548560573,1.8805222859921782,0.21265625,-1.448424187360529,1.007687543136053,1.3736184655759223,0.16438232421875,0.44806018212493415,0.5965052354182271,-0.029131232951585925,-0.014578589388618883,0.01137793636352897,3.004980075822733,0.039170122290961444,0.10418288096257569,-1.4542286745606756,1.1420059559159041,0.483874500521858,1.2958665035641146,0.29139062617323364,0.23622669279575348,0.9203000068664551,0,0,0.0,12,625,ref,0.0,LR,none,0
-1.4544404891155644,1.4817656307707678,2.1185891658663136,0.20564453125,-1.439629472700712,1.0301082696209083,1.4816083477663136,0.176162109375,0.4599527731715074,0.6315250927348609,-0.030354818764986316,-0.014479820028424748,0.011891375967005848,3.1029907902930463,0.04263285863096826,0.10627420679096312,-1.440648221084409,1.1931129824857498,0.49871369796708076,1.323967829382042,0.2850800793086819,0.23418064415454865,0.9226999878883362,0,0,0.0,13,625,ref,0.0,LR,none,0
-1.5237386976180785,1.5085404252274557,2.0862876602550644,0.20591796875,-1.5163986443116426,1.0654786850625002,1.5187756066145623,0.16630615234375,0.4868509542867987,0.672542835479199,-0.024148961443482584,-0.015156200047876163,0.011911771231280155,3.1990937068226146,0.04346901255659759,0.10921450699628409,-1.5090989563314585,1.1994794018595698,0.44205331409968895,1.3559713006034857,0.28532617305827446,0.24096332490444183,0.9218999743461609,0,0,0.0,14,625,ref,0.0,LR,none,0
