task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1067039329779527,1.2291152526221765,0.886853936432449,0.008649640210429556,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
2,1.4521938537518733,2.1155842139972005,1.0436446307629677,-0.06997646547818723,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
3,1.7261363944503458,2.9950435955785806,1.0773621618469427,-0.06636379092886925,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
4,1.9363188546151742,3.7744778822889624,1.0378018748533455,-0.07465521013272221,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
5,2.1111966145861287,4.493684713506466,1.0175337508022146,-0.07758520849909617,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
6,2.2574285334238917,5.138043903324411,0.9208646648976668,-0.06883543893667171,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
7,2.3896343150551433,5.760004096603093,0.8943425881774401,-0.06432857524890387,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
8,2.51556827459735,6.38495422990686,0.9064071067876475,-0.05957478374334563,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
9,2.630452831166504,6.978598754738614,0.8631985182734122,-0.05623191689396537,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
10,2.7435092596128623,7.596006878858307,0.8718755029444938,-0.05274155389650249,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
11,2.8564850950370873,8.238274244365776,0.9188474036643859,-0.0502869651124508,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
12,2.9687887601061878,8.895473244605679,0.9596907713748251,-0.05186819560399618,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
13,3.0733316422848582,9.528079965252534,0.8953908583870875,-0.043993319239000746,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
14,3.1678461830166005,10.125257103631318,0.8518330956975794,-0.043351322256112164,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
15,3.2579094516751272,10.712622201169625,0.8624820056005931,-0.04500220104359537,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
16,3.3539479981951223,11.356095914709659,0.9031966668860657,-0.04027098194949625,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
17,3.4455970687599127,11.985875080778497,0.8784340524315908,-0.039117404531835126,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
18,3.532449094239004,12.604081964260615,0.9167340860113015,-0.04403166310610262,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
19,3.6140078436203953,13.199412059419492,0.8839860967717398,-0.039654299518095314,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
20,3.698496149388234,13.830489927585337,0.9154961945914026,-0.035948924939928704,ELU1,elu,1.0,2,0.0004505147536995893,0.0520830335634237,0.00021997857752588734,0.5623115880496293,69.9286788881072,0.07603710409139784,0.3033367608685473,1.0,7.105427357601002e-15,0.023530548546924726,38.90670856081898,0.3047056833491922,0.3047056833491922,3.3695665510258515,-2.1863117077796033,0.240390625,0.9294000267982483
21,3.7799474768865853,14.452627916877372,0.8894787414777353,-0.03604645263167852,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
22,3.8716288217221915,15.16051889797875,0.9892832012781486,-0.038022059482462636,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
23,3.956762670648398,15.836635291462233,0.9310955684169077,-0.030701380779486708,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,
