task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,0.9643586623348835,0.9329525497685642,0.6022161541673373,-0.001152324893927151,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
2,1.2538743157999863,1.5775760946122477,0.7379231523429145,-0.05560379771289819,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
3,1.4527136856276845,2.11910435673232,0.7023012053274621,-0.07685455999698325,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
4,1.5901884375272772,2.5381217653305033,0.6363726156628532,-0.09419153323943004,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
5,1.7133191376497947,2.945838611745604,0.608966646834243,-0.08295296361911618,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
6,1.8260694975765352,3.348272510410618,0.5847299087470772,-0.07193085827290788,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
7,1.926519968440684,3.7270143714294566,0.5831917443857014,-0.07495512038241701,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
8,2.031343196698115,4.142718811591797,0.6076429894603378,-0.06493675465120814,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
9,2.115545061599666,4.492882106166717,0.5651815006962657,-0.07095289845832882,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
10,2.1931166287665844,4.825571984756578,0.5783023398949425,-0.07811449432353287,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
11,2.2765609602135894,5.197558742898005,0.5932510235731953,-0.06607591656276504,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
12,2.3590697307851443,5.579779587298004,0.5891698803371967,-0.060404697899833056,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
13,2.439376327244308,5.965695050817999,0.5826559692387954,-0.055648796596820184,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
14,2.5195677198351847,6.3644043416851295,0.6471102172997852,-0.0634840718821558,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
15,2.591692487270276,6.732304130444638,0.6191720119324747,-0.06304383375521577,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
16,2.6621612043563143,7.1023528952782975,0.6444764616552695,-0.06791076686298401,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
17,2.7365349164746053,7.503918753117741,0.6189136087534166,-0.05267971007771113,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
18,2.813952125199515,7.932668049377508,0.619971940505717,-0.044224150179560585,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
19,2.8840609708087506,8.333119560988598,0.6302572015768511,-0.052134587498542356,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
20,2.95080463779188,8.723441746178002,0.6037269810498888,-0.04808296222767581,SN15,snake,1.5,0,0.009766357873425703,1.4160212278661517,0.00011545605716750004,0.755357099762241,79.0849478328838,0.13341608383043524,1.4670871720390728,1.0,4.440892098500626e-15,0.021651779343940292,27.88348114303384,1.4658871914728684,1.4658871914728684,1.4608342485931354,-0.5058248001426487,0.35908203125,0.8966000080108643
21,3.0146106250253326,9.105357312892094,0.6187915282081428,-0.052920882311493764,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
22,3.0897060836981165,9.56542376659831,0.7075354752298659,-0.049270851137238815,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
23,3.1540821177119405,9.96782431774958,0.6738556810935938,-0.05347688528323769,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
24,3.220295643021747,10.388179402123578,0.713708917987525,-0.056074699224917576,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
25,3.2870542130129574,10.82284454819324,0.6780048957535725,-0.04642755621266862,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
26,3.3519680516636665,11.253819171667178,0.6782342168640417,-0.04684743156602155,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
27,3.4140285916416384,11.673159018129832,0.6919232180365921,-0.049457759142761876,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
28,3.479005572982611,12.120449160731136,0.7133583386829543,-0.045767240985297414,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
29,3.5355043186099406,12.516435362701422,0.6489382571249852,-0.04606482176306574,SN15,snake,1.5,0,,,,,,,,,,,,,,,,,
30,3.591529996394253,12.916257967728734,0.6939683552212557,-0.050914778271422774,SN15,snake,1.5,0,0.008048727988542746,1.435618271139005,9.448957785571168e-05,0.7568101014549753,78.40024946165505,0.12050671569491313,1.4840424374102636,1.0,2.6645352591003757e-15,0.02401629627450176,28.895727604678406,1.4851222179596875,1.4851222179596875,1.7246401567089187,-0.34540655622502475,0.42556640625,0.8889999985694885
