task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1623650243441463,1.3583984018207391,1.0127698364617699,0.01087655180058434,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
2,1.5367914319207958,2.3888400345223535,1.142922390762299,-0.04270656849768788,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
3,1.7809391927250322,3.2222386794631865,0.9650708355594562,-0.041207825368867024,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
4,1.9529824352462122,3.8910857387981315,0.8210624018526442,-0.04213834302318839,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
5,2.1076795162030852,4.533886107168075,0.8090970156380226,-0.04841434294453927,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
6,2.227444464486275,5.07296613799199,0.7159119344076668,-0.04645279247309286,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
7,2.3359176190341784,5.582735619081627,0.6735026946306175,-0.04607064422362007,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
8,2.4423603986640234,6.1131476711373525,0.7082125041485406,-0.042470203781641694,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
9,2.5324914008740183,6.576522804493113,0.6352425257961063,-0.04645326636504915,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
10,2.630247308689925,7.083653492008206,0.6854293064895545,-0.0454921907606236,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
11,2.713349928731741,7.545648042385997,0.6423338366456006,-0.04116028524165043,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
12,2.8023073223215023,8.029578869819888,0.6508908948550407,-0.03688923068720425,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
13,2.883014572389621,8.485507248077212,0.6145923441338476,-0.03610362200046877,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
14,2.9653164102137475,8.969485691259683,0.6798972245386732,-0.0430288124922833,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
15,3.0667751512591126,9.566161885837909,0.7522895298094354,-0.030864102635598897,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
16,3.1536984045288023,10.10068352751002,0.7484608453330095,-0.03874508877572941,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
17,3.23718652290944,10.624220165544385,0.6901696991237111,-0.03302597813171432,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
18,3.32121498598097,11.168295535998597,0.7150242319403699,-0.027186600264070986,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
19,3.3918063931403317,11.642478596855263,0.6993147365884934,-0.03712893395034824,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
20,3.479860079754042,12.234811731265868,0.8108728667187992,-0.033704107109048816,LR001,leaky,0.01,2,0.00011691845137713855,0.0033860587411772046,0.0008248805225532888,0.5479753275982433,76.3900004279855,0.07635376069992843,0.1839436137963516,1.0,5.329070518200751e-15,0.023643656617347353,34.295577872834684,0.19668190234015845,0.19668190234015845,2.5669684951604212,-1.8774891701288339,0.1966015625,0.9223999977111816
21,3.5436564106745787,12.680170737853343,0.6636829732752958,-0.041002261860856794,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
22,3.6178605496909637,13.209799367390508,0.7328672947410807,-0.033185747854761895,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
23,3.69760198282988,13.782911773876226,0.81887085219448,-0.030497707768434322,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
24,3.769404673621338,14.311744680740818,0.7235340177716343,-0.029722872343328342,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
25,3.834283645695963,14.807994815027094,0.7236770178942771,-0.02893245583804946,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
26,3.895707892427255,15.284834232751704,0.6932845356594306,-0.03254474935021095,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
27,3.951314523617731,15.727649089050452,0.6749434454309045,-0.034609337708279606,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
28,4.015483113154571,16.237061329572462,0.7549898357444501,-0.0326285585041642,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
29,4.07091464059933,16.687816071128527,0.6725255311572785,-0.030278468390209562,LR001,leaky,0.01,2,,,,,,,,,,,,,,,,,
