task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.3753729059568598,1.8995378901022242,1.5449393752759009,0.015406525927819735,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
2,1.7838580885859787,3.189339317746021,1.5600331318061669,-0.07787597713186668,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
3,2.1090891472436883,4.4577920254412655,1.5745820257433878,-0.06857999885798664,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
4,2.3607739645153942,5.5837994489610825,1.5334767456270308,-0.07763038668180415,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
5,2.5725850104572565,6.631926340554635,1.479047718336714,-0.0751860907421647,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
6,2.7623859757944214,7.646261791479015,1.422927316502513,-0.066602614915294,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
7,2.929750692471409,8.60045172634612,1.3880336318273827,-0.0657103069530859,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
8,3.07253308570355,9.460269181032984,1.4038478763508515,-0.07835225519052275,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
9,3.200770955878485,10.267164653229196,1.2697931005791698,-0.0665724173294539,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
10,3.328558801722147,11.101241906472938,1.2680677204688384,-0.05890346605256998,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
11,3.456852083070815,11.974312397362269,1.3757583691411686,-0.06493183976961753,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
12,3.5713863841757014,12.778655423756891,1.2804257456071044,-0.06109316770764222,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
13,3.691020749055441,13.649836338288617,1.4196132070313343,-0.06481948656098839,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
14,3.803612464482183,14.49552890230403,1.3319044155365765,-0.05687147840645177,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
15,3.91369593788523,15.345741003601823,1.3260876744068335,-0.054535051261834964,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
16,4.032110876353737,16.287616924032683,1.4471867073926665,-0.05244592615593934,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
17,4.135681127382856,17.134769070959265,1.2604244272461178,-0.0452369146707491,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
18,4.234439231176801,17.961534315522236,1.3937020207392408,-0.058190529330433755,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
19,4.325535937436667,18.74162800163271,1.3212640312016795,-0.05572543599969137,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
20,4.423021448077688,19.595867602958805,1.3623391886955096,-0.05100389285401243,BL100,bwd,1.0,2,0.19291195404561712,1.0,0.002375641392428485,1.0,81.20415592204165,0.5393648168417952,1.0,1.0,8.881784197001252e-15,0.029243806803270843,46.58556247003846,1.0,0.22820605491983592,2.1031611482853467,-1.6239152352897452,0.22041015625,0.8981000185012817
21,4.511926358502362,20.388140770880394,1.3602804307615772,-0.05521618603958878,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
22,4.610894474454289,21.291627731724066,1.4069677423262217,-0.0472764435717401,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
23,4.718170817632576,22.292141961448678,1.6441763017904927,-0.05504884734136044,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
24,4.812324954670475,23.18970372793992,1.4839776088138592,-0.051135290673359306,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
25,4.907573719728708,24.115927505258473,1.5326255252455985,-0.05165857363023243,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
26,4.99870808149617,25.020180387211422,1.6237651434470677,-0.05761935849881098,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
27,5.090852023923616,25.951057576328722,1.530632862304929,-0.04847511287040767,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
28,5.177626197496538,26.84169111953111,1.4506795856133539,-0.04544761750654806,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
29,5.271785377600013,27.827317600522793,1.5069625867846903,-0.04123114264093161,BL100,bwd,1.0,2,,,,,,,,,,,,,,,,,
30,5.3575251583201124,28.74019880328329,1.4834426315735059,-0.04490730023933329,BL100,bwd,1.0,2,0.16814205752629516,1.0,0.002090936837884694,1.0,80.41469951641317,0.5043000824299312,1.0,1.0,9.769962616701378e-15,0.029467718086719538,50.34127947090892,1.0,0.21260195336203325,2.3046368203706007,-1.917916146924113,0.2046484375,0.9045000076293945
